Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry
2011-04-18,64.46578990391828,65.20530266713442,63.746001693773756,65.03768157958984,552000,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-19,65.25462815952785,66.29980413742268,64.97854450670395,65.33351135253906,823100,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-20,66.69419356733398,69.11979464060059,66.55615178027342,67.84783172607422,1623800,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-21,68.20281604197133,68.20281604197133,67.02946054966233,67.9168701171875,562000,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-25,67.7590886915699,68.8437058749891,67.5816053326313,68.45915985107422,757300,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-26,69.08035677436992,69.16910222666554,67.60133109962744,68.19294738769531,869600,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-27,68.46903078778381,70.56924453194704,68.38028533573302,70.53966522216797,938400,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-28,70.10581528483876,70.80588653289317,69.48462721133758,70.53966522216797,731400,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-04-29,70.3819064585816,70.48051419875753,69.24799267370221,69.42547607421875,764000,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-02,69.63253038479431,69.88888941471532,67.90700045794524,68.4295883178711,856300,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-03,68.29155425844453,68.69581740384294,66.09273256411369,66.71392822265625,1171800,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-04,66.82238764987103,67.49287970011869,65.73777014813021,66.85197448730469,886400,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-05,66.40825180800282,69.41560704579302,66.27021001243675,68.64651489257812,1145000,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-06,69.356437064651,69.356437064651,65.98426049207556,66.58573150634766,1305500,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-09,66.82236965931827,68.22251953500442,66.39838204283053,68.07461547851562,1000100,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-10,68.28167679483832,69.30713537072819,68.02531027018769,68.97188568115234,495200,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-11,68.91275577377947,69.02121829005253,67.78869653487301,68.27184295654297,712900,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-12,68.14363073258214,69.49447663681045,67.72950542683466,69.40573120117188,387000,0.0,0,PVH,Consumer Non-Durables,Apparel
2011-05-13,69.10008590683047,69.70155698955287,68.4000146104697,68.87329864501953,422000,0.0,0,PVH,Consumer Non-Durables,Apparel
