Date,Weighted Sector Change,HTBI Change,PIPR Change,OPY Change,BRO Change,PTVCB Change,AXS Change,GBL Change,AGM Change,MRLN Change,APO Change,BPOP Change,GL Change,GTS Change,AROW Change,SIVB Change,DGICA Change,RNR Change,Y Change,TCBI Change,RM Change,OFG Change,ING Change,MKL Change,WRB Change,NFBK Change,AX Change,AJG Change,AFG Change,ECPG Change,BCOR Change,RLGY Change,CB Change,VRTS Change
2011-04-18,0.0003951456286679,0.0,0.0093259339249283,0.0283996115203093,0.003478865184371,-0.0595727507744195,-0.0022490305606908,0.0052677512465226,0.0170454108271727,-0.0131004035833168,-0.0172972808013091,-0.0032362583399437,-0.0059469619235288,-0.0220110324710126,0.0008517916224952,-0.0086146566326538,0.0076045919673497,0.0024864437928344,0.0113111200604264,-0.0087719024730356,0.0,0.0088211430891537,0.022127679053773,0.0074953433067753,0.0035132741050095,0.012696053985607,0.004654235040011,-0.0124663354255045,-0.0086654894949822,0.0035308024086317,-0.0011722480094423,0.0,-0.004451963743393,-0.0189194268224912
2011-04-19,-0.0042077752602079,0.0,-0.0031529884984776,-0.0080906149866124,-0.0047525084844912,-0.0017376591977371,-0.0098841704498531,-0.0136807584087958,0.0038931978090311,-0.0026315556118464,-0.0027396842224956,-0.0064516375141759,0.0058220086880067,0.0,-0.0076077047776054,-0.005285398976954,-0.0022522322566455,0.0056718932159971,0.0018331089483745,-0.0167865734855979,0.0,-0.0071145613934832,0.0016611675936081,-0.0009170666005993,-0.0066773271987665,-0.0278592228667205,-0.001321907310799,-0.0091680968003044,-0.002620091894784,-0.0011687061377615,-0.0257912450458965,0.0,-0.0092193985439439,-0.0194084892176628
2011-04-20,-0.0061514751429041,0.0,-0.0279133482764702,-0.009772024005007,-0.0003951098021668,0.0060188902953923,-0.0172024993260268,0.0021588897924727,-0.0140388889014764,0.0136635223647214,-0.0087003726330829,-0.016025640633763,-0.0034606712435285,-0.0020131310436769,0.007092271459889,-0.0087427874104981,0.0066864897721267,-0.0045825531495533,0.0046537919464217,-0.0196708058659048,0.0,0.0141955321111458,0.0112000274658204,0.0010850203906722,-0.0034931917376856,-0.0081723816084139,-0.0052355971926773,-0.002023590782945,-0.0020225279858354,0.0153668693038294,0.0168878581383564,0.0,-0.0109180239551026,-0.0075534240352357
2011-04-21,0.0012808431551496,0.0,-0.0241800706768626,-0.0058727669630035,-0.0078895763285922,-0.0029673460945923,0.0085518592189744,-0.0125558568860704,0.004880702276644,0.0,-0.0103824390508283,0.0193548510151523,0.0033043140170876,0.0029999732971191,-0.0164203222461651,0.0043859649122807,0.00219143079365,-0.0064479806810919,0.0006570338762071,-0.022393819777939,0.0,-0.0123552007543377,0.0015711279248135,0.0012035432242,0.0076142055955325,0.0022304795735001,0.0189418650492949,-0.0047090276422487,0.0023087449591502,-0.0176359970012043,0.0011764975155101,0.0,0.0077136686571123,-0.0045989697791208
2011-04-25,-0.000822801653736,0.0,0.0068552325042293,0.0003300865378343,-0.0091088927618345,-0.0012819991361505,0.0048350962565516,0.0021767472843663,-0.0059587599381549,-0.0250000158945719,0.0011085670399177,-0.0030768761268029,-0.0065986525817491,0.0194319579261883,0.0025167871094025,-0.008345852132757,-0.016874577694754,0.0024555562718787,0.0033274854801589,0.0130486323352975,0.0,0.0054988728213447,-0.0031176899525244,-0.0011594468268795,0.0091540087328026,0.0037229353478818,-0.0096524851286026,0.0044098056354777,-0.0043165906727743,0.0346286889748424,0.012941136079676,0.0,0.004296436813931,-0.0217189194754709
2011-04-26,0.0007245957283275,0.0,-0.0016938893759276,0.0226600528545399,0.0039968177314201,-0.0025784861242232,0.0028161727272658,-0.0036876962236323,-0.005988056903984,0.0102476417735409,-0.0016473795060459,-0.018518588288927,0.0025506459000618,0.0321951145079077,0.0188127244221525,0.0035223566409292,0.01191361457754,-0.0010071898535859,-0.0113456181174172,0.0042934699219245,0.0,0.0023418994526536,0.0031104170233983,-0.0005323039612896,-0.0056303177149403,0.026686388519644,0.027290452691651,0.0030384281799228,0.0054817838299318,0.0170117998852769,0.009269979449037,0.0,0.0010719707741626,0.0491234683983084
2011-04-27,0.0054747071195761,0.0,0.0050905062802256,-0.004186768565567,0.0039856668338604,-0.0189655396374162,0.0005609156300284,0.0008703046474714,0.006571682934317,0.0050890941315381,0.0044198851944751,-0.0156249999999999,0.0028783381535352,-0.006149440138123,-0.0057589664772884,0.006334343103617,0.0118081066538667,0.0069045365378547,0.0011208916395296,0.0066122163495764,0.0,0.0085736287865442,0.0123648227414922,0.0121561885778857,0.0028212915357308,0.0108538168085993,0.0215189363803267,0.01525426315049,0.0091769344601733,0.0116153034858303,0.0045766547941121,0.0,0.0080718664291321,-0.0047654349282652
2011-04-28,0.0102873948890786,0.0,0.0169443229795706,0.0432816599552143,0.0170027039248995,0.0056818650735858,0.0081278282804631,0.0034979623354978,0.0184983769375596,0.009353712120438,-1.1343794445822586e-16,-0.009554115946024,0.0065003610014153,0.0195703977317936,0.0132230889145691,0.001493778466189,0.0111028583263531,0.0170000348772321,0.000364494153586,0.004255268912173,0.0,0.0124127108728117,0.013066877271574,0.0079457203487082,0.0109375115949655,0.0179856450952953,0.03900935498428,0.0093801934914111,0.0179231074272968,0.0704074786609403,-0.0411099318960847,0.0,0.0144752576732531,-0.0075841627265418
2011-04-29,-0.0007878968502866,0.0,-0.0060992853497221,-0.0492260120787727,0.0054454026442039,0.0013009838395623,-0.011462114681721,0.1209150321753819,0.0106667073567707,0.0243697454747351,-0.0055005709456041,0.012861723910737,0.0043524004865412,-0.0224089421347647,0.0142857156406404,-0.0009917582362152,0.0007336925016782,-0.0138908083401156,0.0007604562737641,-0.0088360139653381,0.0,0.0038729815124582,-0.0007575931080559,0.0006714599023905,0.0111627800520076,-0.0070571197758731,0.0,-0.013907286943163,0.0002797018092824,-0.0039919805062113,-0.0353697670315707,0.0,-0.0005944555652118,-0.018218990993797
2011-05-02,-0.0127012996992534,0.0,-0.0313626780933247,-0.0715447402581935,-0.012020215676083,-0.0220397684673224,-0.0194365810340561,-0.0396578193287817,-0.0314136319102813,-0.0164068758121194,0.0066408877288343,0.0062893323187995,-0.013545738090561,-0.0161597023665989,-0.0341502374811824,-0.0094245982000406,-0.0344574967154521,-0.0179454105314109,0.0054677634453936,-0.0216132562423891,0.0,-0.0285714201551078,-0.0074962803842493,-0.0032565920338748,-0.0143774938226321,-0.0303887029367825,-0.0142857013105529,-0.0151006331245532,-0.0083705143912753,-0.0106065526687107,-0.0256410801631814,0.0,-0.0138765108009322,-0.0254898261435566
2011-05-03,0.0058263233987001,0.0,-0.0025788008210014,0.0161121192334102,0.0,-0.0141280220844869,0.0008648773474162,-0.0798463681660999,0.0097614045532879,-0.0075062680822299,0.0133111348850877,0.0062893323187995,0.0072540354820451,-0.0178657145456936,0.0012478760251116,0.0063758570108058,-0.0022744301687323,0.0068975913521098,0.0067873303167421,-0.001980167804378,0.0,-0.0071599168474879,0.0045593024553489,-0.0025992456612891,0.0096573341165941,-0.0131386638911062,-0.0382979354952113,0.010562162245766,-0.00028164286009,-0.0074198757566594,0.0123179902483867,0.0,0.0141205114273019,0.0234768929565176
2011-05-04,-0.0118548799218386,0.0,-0.0143884892086331,-0.0305842366092821,0.0,-0.0240856785767061,-0.0031636643342924,-0.0381309233628799,-0.0231058727067746,0.0034692075264012,-0.0137136591485251,-0.0124999880790712,-0.0043582872663066,-0.0291169731807672,-0.0144807626267074,-0.0086781818917995,-0.0045592299876949,-0.0109023403559296,-0.004259316012304,0.0,0.0,-0.0111731358844359,-0.0240421215935432,-0.0062095035570177,-0.0108024807187809,-0.0037257097601214,-0.0192061583183631,-0.010128330044198,-0.0153890046426378,-0.0087748339148611,-0.0155555937025282,0.0,-0.0175879748299905,0.0227445185958183
2011-05-05,-0.0002769297984471,0.0,-0.0117542675736148,0.0007122670163111,-0.0011872056233496,-0.0086600058993926,-0.0028976667338374,-0.0006965471409864,-0.0189626406470134,0.0026086724322774,0.003355781661482,-0.009584640395305,-0.01135333658674,0.0281899911735601,-0.0101179805732184,0.0049269607971485,-0.0076045194445858,0.0114775663883669,-0.0069423117347231,0.0011942188811564,0.0,-0.0048661367650964,-0.0069071492273442,-0.0028206775978343,-0.0034396689157634,0.002998462105966,0.0732190383590963,0.0006837763338006,-0.0025751116058151,0.0123754076474123,-0.0056818397330839,0.0,0.0067822846719768,0.0340993362454924
2011-05-06,-0.0120703995169293,0.0,-0.0132158817334028,-0.0290514502125257,-0.004702227158342,-0.0081484972355101,-0.0095046606985114,-0.0050239989310259,0.0022447203261716,0.0251736067994325,-0.0110071965932674,-0.0191692807906099,-0.0019726731499007,-0.0142314629101668,-0.006334432150717,-0.0126750889449231,-0.0037878932922233,-0.018321273234382,0.0137239682098295,-0.0165876809382346,0.0,-0.0137540518621379,-0.0268610464288627,-0.0116006115193121,-0.0031103725746156,-0.0007369841209747,-0.0135052921018207,-0.0054255628570333,-0.0071103527043501,-0.0113636414345226,0.0045300070440135,0.0,-0.0019297146728867,0.0123893940343265
2011-05-09,0.0029974820022561,0.0,0.0065613250436193,-0.0067833106927897,0.0011839260641221,0.0237226485380373,-0.0066821485901134,0.021714038667518,0.0280269055898785,0.0042336355024591,0.0087240919346194,0.0097719618763884,0.0021312639892169,0.0164569290948218,0.0153518648493662,0.0098372089562571,0.0304182953466347,-0.0040450559716709,-0.008071211820298,0.0016122900599919,0.0,0.0090758793494963,0.0,-0.0052270058473926,0.0062441403961092,0.0022222184782772,0.0136901820087764,-0.0044368315410112,0.0071777199786735,0.0159375828078099,0.0315670503476608,0.0,0.0008914941437312,0.0405594346832138
2011-05-10,0.0087906032258165,0.0,0.0079599195854576,0.0350124883976439,0.0086682910944773,-0.0031014486384895,-0.0037934364277425,0.0671658671482237,0.0152421756399091,0.0477786823338912,0.0059139086423092,0.0,0.0092396047134075,0.0185185805739344,0.0137959849569704,0.0013389427791579,-0.0109889833496146,0.0039129948270492,-0.0036165814755902,0.0260312993092985,0.0,0.0195440333885424,0.0172820325954357,0.0060901969477454,0.0062169663907622,0.0307917365047678,0.0055012316155382,0.0054607457876561,0.0036921633483529,-0.0016583495088942,0.0130434660920573,0.0,0.0143745338330501,0.0160750010858984
2011-05-11,-0.0067917965062902,0.0,-0.0176627102519117,-0.0215054055107223,-0.0054859441412932,-0.0160000271267359,-0.0108440487534425,0.0124999714061619,-0.0179948775188032,0.0024232417361771,-0.0149254095538033,-0.0032467037856535,-0.000601615163413,-0.0014012464670397,-0.0082883696653891,-0.0033472931035891,-0.0082028081975314,0.0014433960144781,-0.0125900474942604,-0.0265936767028362,0.0,-0.0183559095880195,-0.0178848793449933,-0.0061538461538461,-0.0040235845330856,-0.0271622447427988,-0.0042787097929524,-0.0047489617307441,-0.0065081930176359,0.0152621433688307,-0.001075293406101,0.0,-0.0033753409098797,-0.0221811415233494
2011-05-12,0.0072040571720906,0.0,0.0259114385638901,0.0413105359887411,0.0153967386823181,0.0113636363636364,0.0169996932769398,0.0224019848418503,-0.0215449202637093,0.0217742311346679,-0.0202127221376428,-0.0097402352107714,0.0060313789336908,0.0112781843690812,0.0226225173814931,0.0038733502542799,0.0301205256210569,0.0133043839283359,0.006239321624163,0.0048348445088185,0.0,-0.0065306060168208,0.0088211430891536,0.0301207688506223,0.0208852885900749,0.0405604697207645,0.0080049919918369,0.0,0.0128498217320751,0.0023018643596006,0.0129449708342335,0.0,0.0142158907422778,0.0103681060980247
2011-05-13,-0.0146851503999847,0.0,-0.0419724190779204,-0.0243151018243266,-0.0104327109416737,-0.0148049267608961,-0.0126322060402658,-0.0274802518052727,-0.0209789879745722,-0.0181244720127392,-0.0203752905382925,-0.0229508446865393,-0.0106446785679221,-0.0264624687997094,-0.0176229636215554,-0.0119448031775965,-0.0007331545916515,0.0022876183461515,-0.002827584959074,-0.0156563385000965,0.0,-0.0311986949852081,-0.0201612909428165,-7.243457621388523e-05,-0.0137614333742974,-0.0327168417717121,0.0093283345299731,-0.0161888549211425,-0.0065008348019414,0.0052202234715648,-0.0470588787279231,0.0,-0.0089168334702112,-0.0208155810953475
2011-05-16,0.0010626125524307,0.0,-0.0021551630483613,0.0162544524460229,0.0196001566253972,0.0059523424843566,0.0050868340202527,-0.0050062316534897,-0.0055494105954167,-0.0275750328217112,-0.0320304098883911,-0.0168918916741979,0.0130699400770037,0.0,-0.0054667486442816,-0.002571601597294,0.0155096040427337,0.010021540342568,0.0036970008967201,0.0008203633491448,0.0,-0.02129471932487,0.0050378186721586,0.0053269060702937,0.0143347145414142,-0.0037037304986031,-0.0203704235703068,0.0037852929240583,0.0,-0.0055194831332784,-0.0179775117157287,0.0,0.0,-0.0292725362187289
2011-05-17,0.0027326694704553,0.0,-0.0105655733176984,0.0108543900240858,-0.0088666709656765,0.0055046258455547,-0.0110481555102439,0.055214727603932,0.0196629436219866,-0.0025125405381487,-0.0380739239606552,0.0346020765813025,0.0073806765627724,0.0082364380485011,0.0097622924206025,0.0069204417155499,-0.0241935421847406,-0.0019889102267703,-0.0092195309160759,0.0123660030597769,0.0,0.0104803395247202,0.005025160948521,0.0156079127047647,-0.0024653289422582,0.0052316468638367,0.0245746909978011,-0.008623663400269,-0.0008579523290487,0.0095050477221623,0.0045766547941121,0.0,0.0155462749204951,-0.0014513428502831
2011-05-18,0.0116861729756642,0.0,0.0287769814217554,0.0083188827710492,0.0178363345538197,0.0164008515029646,0.0039192365176835,-0.0248946002489248,-0.0016492955340675,-0.0025125405381487,0.0276338237792228,0.0134680002779462,0.0046351522089403,0.000958243872106,0.0171835807075027,0.0059992881934464,0.0060150317713367,0.0085433354042672,0.0093492696232126,0.0044696749400591,0.0,0.0043102789151989,0.0160337193474197,0.0039582436663672,0.0166256436971216,0.0096654778003968,-0.0195958172883809,0.009375016142925,0.0148996166284066,-0.0164675569967454,0.015890962880854,0.0,0.0118178807670579,0.0143142042976065
2011-05-19,-0.0021037724768597,0.0,-0.0160023791180331,-0.0347529964056713,-0.0102349719107117,-0.0071492338432522,-0.0068841527472842,-0.0116042010426676,-0.0071194450430295,0.0041736387850921,0.0022561148652066,1.355388447511666e-16,0.0038661459902774,-0.0052207219717513,-0.0188293718073526,-0.0052560423142936,-0.0133729795442529,0.009859111947073,-0.0012179156620349,0.0044372206107517,0.0,-0.012809531856672,0.0024813674600966,-0.0029761904761904,-0.0024205726339728,0.0043891659263468,-0.0235732660255435,0.0,-0.001124568902742,0.0100714574082801,0.0100111406984717,0.0,-0.0090219800414257,-0.0070959325662748
2011-05-20,-0.0080709092106667,0.0,0.0111145605784301,-0.0007132830638601,-0.0080398539461706,0.0004583056380246,0.0087718417659946,-0.0165837104238513,-0.0083333121405707,-0.0041875409395065,0.0050675760939198,-0.0201341774994041,-0.0087498167840043,0.000958243872106,-0.0125627595489341,0.0054803853086004,-0.0067771200600584,0.0217846326671899,-0.0046340644675329,-0.004038787582606,0.0,0.0017391702403195,-0.0241868196321058,-0.0066157996464415,0.0021244505880943,0.0029346650524061,0.0319897020258958,-0.0106786553895472,-0.0079073363598823,0.0165262546595921,0.0088593495096075,0.0,-0.007952617446999,-0.0019812789885556
2011-05-23,-0.0019028292810484,0.0,-0.004639700506754,0.036429871482922,-0.0038894779339561,0.013005052037483,-0.0148485357111151,0.0088667387873536,0.0074498083142033,-0.012875504158102,0.010913299007631,-0.0139373350259779,-0.0013629830291682,-0.0072992517809808,0.0025532000730531,0.0029401934372164,0.004608253750606,-0.0073366389115395,0.0013230669124824,-0.0028794609774585,0.0,0.008764275443212,0.014222208658854,0.0044512967298566,-0.0039730794531074,-0.0059435592969313,-0.0081812530920144,-0.0112398912027411,-0.0014404851160861,0.0123176387704309,-0.0077950666361377,0.0,-0.0019111623027581,-0.0009199491897752
2011-05-24,-0.0057820288501304,0.0,0.0068387079025543,-0.0411580154180563,-0.0027205478456893,-0.0173041519403017,-0.0018422282423461,-0.0496150481514577,-0.0214567577871739,-0.0008628325064865,-0.0062217538717664,-0.007067097561222,-0.0077202792732533,-0.0239024278594224,-0.0092788166958135,-0.0024113537897728,-0.0060744057131829,-0.00613660851798,0.0034646909746795,-0.0024722444235398,0.0,-0.0025973794351323,-0.0069565151048744,0.0026093672524041,-0.0107460971676135,-0.008955308226427,-0.0164870146692884,-0.0060198327787455,-0.0048948508835586,-0.0089456481189093,-0.0067339469102021,0.0,-0.0022081779067425,-0.0347285275630881
2011-05-25,0.0018323887019383,0.0,0.0126738753246029,0.0065885910390358,-0.0080925235316832,0.0153416978240176,-0.0136321409004327,0.0357546626209875,-0.001737156100191,0.0364900145909681,-0.0130681555256376,0.0,0.0044458137704368,0.0065065601147996,0.0149828776491497,0.0142361061900486,-0.0192901234000106,-0.0052067989009206,0.0065354999844355,0.0070627369526099,0.0,0.0156658232168326,0.0157068328600884,-0.0001205803581221,-0.0012433932781523,0.0331824804865471,-0.012919884701511,-0.0007086658717802,0.0075383679002696,0.0106934516260302,0.0329171337162826,0.0,0.0,0.0045283335559773
2011-05-26,0.010169030159035,0.0,-0.0036809490031118,0.0163755738877584,0.0132502008811266,0.0215596897776083,0.0080148627385081,0.0026350713215342,0.027421309068831,0.0176619034552765,0.0248268078956306,0.0179211471984364,0.0041315622222571,0.0270000457763671,0.0203390531422845,0.0080881296810621,0.0432390077978619,0.0201777938444449,0.0040129121250732,0.0161356801165652,0.0,0.0335051012152385,0.005972670070763,-0.0055622437556679,0.0118565075149386,0.0138686547679293,-0.0052458966364626,0.0127931989395844,0.01594200687132,0.0270444355129163,-0.0077092175564303,0.0,0.0047527058684353,0.0278786123533987
2011-05-27,0.0056057435245955,0.0,0.018053860069715,0.0046462140901395,0.0019208311848488,-0.0008963940337862,0.0018365894292595,-0.0036844225598798,0.0265387490118618,0.01900822603184,0.019618855295747,0.0034965167879688,0.0027372235978783,0.0082444262548471,-0.0070248650070792,0.002714622516798,0.0090293367873231,-0.0020738493305899,0.0087506226468769,-0.0036481618285189,0.0,0.0091513853983424,0.0058922301472984,0.0035722125484635,0.0079902025347573,-0.0021459190501492,-0.0118577273753022,0.0,0.0068278194409983,0.0037499666213989,0.0099447680321631,0.0,0.0097173686675856,0.0025830145327998
2011-05-31,0.0013826486053295,0.0,-0.0127786117586081,0.0010563622200168,0.0022787491878555,0.0216119526956909,0.0030450205132904,-0.0062218495617325,0.0280625219182964,-0.012789755754178,-0.0016619823027627,0.0034602208577748,-0.0021071408317024,0.0465558900287071,0.0123761832860749,-0.0025196995507719,0.0354767557563905,-0.0081323768775619,-0.0013188212078378,0.0100887809956652,0.0,0.0089943266123335,-0.0024631105003142,0.0016223085417297,0.002422038208991,-1.1233924672594802e-16,0.0079893396738917,-0.0034710303132055,-0.0025245483516334,0.0231910945102448,0.0097720034978412,0.0,-0.0046282860521999,0.0036258296499767
2011-06-01,-0.0173884680899072,0.0,-0.0319565154388869,-0.061658391688718,-0.02009862228965,-0.0304904397833664,-0.0030440937219484,-0.0388936790032221,-0.0242104781301397,-0.0219869307785423,0.0033575524971803,-0.0449826731564039,-0.0199787911032797,-0.0063550291708313,-0.028901735213194,-0.0320610579336351,-0.0064701763892996,-0.0111390010464656,-0.0115021437931079,-0.023163011575412,0.0,-0.0243704452078485,-0.0260503761243537,-0.0049301731130464,-0.0163339653084107,-0.0320740738550977,-0.0072896361324885,-0.0115183220977294,-0.0205633673869386,-0.0057488239363082,-0.0311827909575679,0.0,-0.0110594022516038,-0.0214414166974591
2011-06-02,0.0026092651664311,0.0,-0.0142723887994424,0.0082987292136953,0.0069632612193233,-0.0108744800379154,-0.0039780008231713,-0.009013048377177,-0.0220905096556957,0.0091135553548301,-0.0050139358642096,-0.0071942036359554,0.0058479918385553,0.0123344205249886,0.0225147958053009,0.0031468584401209,0.0051095364578906,0.0136696904343023,0.0005474063353233,0.0097959090252311,0.0,-0.0024937434444798,-0.0033670001235441,0.0065581287573422,0.0049079707220819,-0.0080763775534109,0.0013342533735195,-0.0017581274075331,0.0106383772158807,-0.0027314157967825,0.0110619891473128,0.0,0.0070722809505592,-0.0012839268935525
2011-06-03,0.0095966269151888,0.0,-0.0022356977329354,-0.0041857156574375,0.0073728608200992,0.042176886047809,0.0196077570020115,0.0057603146945888,0.0077994085625605,0.0243697454747351,0.016514859017496,0.0256410543041034,-0.0015515445595795,-0.0068681143535843,-0.0084210810566476,-0.001238932651756,-0.0103321285130667,0.0056259006253635,0.0026929582168424,0.0040983763538167,0.0,0.0092514426830123,0.0248287632085521,0.0005339446675118,0.0074005476966383,-0.0044842973099315,-0.0242750949783741,0.0103239233393879,-0.0005767708140325,-0.0049215581566527,0.0022197007304446,0.0,0.0070984280988264,0.0354815174677427
2011-06-06,-0.0091376833336864,0.0,-0.0170418225126868,-0.0126825487279187,-0.0030852264853263,-0.003879316794319,-0.0137994711596728,0.0082549850602303,-0.0144284252096019,-0.0212766140098499,-0.0252101262365576,-0.0467625637675375,-0.0007800415937379,-0.0202858701347991,-0.0046570371256504,-0.0017765551108879,0.0014870229031447,-0.0103699251322902,-0.0045801526717557,-0.0008196909047689,0.0,-0.0016708819814117,-0.0110450390301531,-0.0036783750205923,0.0009211141211731,0.0150489167562465,-0.0062197754614397,0.0003534224535043,-0.0046349897245185,0.0021699787093528,-0.019867582432562,0.0,-0.0105944854385326,-0.0104148981506963
2011-06-07,-0.00505909979136,0.0,-0.011341554586759,0.0038506116331818,-0.0061656972141832,-0.0042644084527182,0.000310915038849,-0.0069741681744839,0.0233722922839415,0.0132450205647868,-0.0303725308580577,0.007462715247502,-0.0108695768067358,-0.009808458008842,0.0008449542770473,0.0017658215121842,-0.0043988576324396,-0.001832237618175,-0.0030863564301035,-0.005693346432684,0.0,-0.0049874868889599,-0.0116860930716115,-0.0086884742800898,-0.0057980023476626,-0.0014673816057938,0.0006906235633962,0.0,-0.0040638428606086,-0.014153817983774,0.0112611966786788,0.0,-0.0032578294784535,0.0015739795751581
2011-06-08,-0.0071722934508137,0.0,-0.020751022906779,0.0176922724797174,-0.0101049449478241,-0.0021505048198083,-0.007483622494605,0.0018182260193315,0.0049342189537962,0.0180623405453451,-0.0112160878434226,-0.0110701527744002,-0.0028252994542589,-0.0018966768723534,0.0067883132881114,0.0023037580615308,0.0022255703015053,-0.0029652511349559,-0.005420767711706,0.0032881185350152,0.0,-0.0033472771959388,-0.0076595874542886,-0.001083482971665,-0.0079827548040941,0.0118342662416493,-0.002083314844855,-0.0049226896753892,-0.0046797266405013,-0.0134375095367431,-0.0055927560858345,0.0,-0.0151560806271654,-0.0014022439513978
