Date,Weighted Sector Change,CMPR Change
2011-04-18,0.0007822992471122,-0.0237874477109653
2011-04-19,-0.0027580928117429,0.0045575708158417
2011-04-20,0.0063858220016258,0.0093475413032428
2011-04-21,8.095395795085985e-05,0.0049889220822693
2011-04-25,0.002491306215989,0.0012860498701405
2011-04-26,0.0010036762024909,-0.0124019748762919
2011-04-27,0.0025541123775594,-0.0096171714573441
2011-04-28,0.0297342455137247,0.0128707073093327
2011-04-29,-0.0337519984809285,0.0461538754976712
2011-05-02,-3.2367594061416104e-05,0.0043795927337255
2011-05-03,-0.0044552210155807,0.0016432381200598
2011-05-04,-0.0018833476752665,-0.0062055146360024
2011-05-05,0.0047825229895769,-0.0018477175922887
2011-05-06,-0.0104314119405609,-0.0116086431325081
2011-05-09,0.0076179345971771,0.0072884174281268
2011-05-10,0.01123263042979,-0.0202690672478333
2011-05-11,-0.0058509045359526,-0.0106921718278138
2011-05-12,0.0089721236340448,0.0013270084326866
2011-05-13,0.0063917511714035,-0.0071861017481023
2011-05-16,-0.0091625569304931,-0.0266028591320275
2011-05-17,-0.0024412299106714,-0.0160047690875811
2011-05-18,0.0054116407509046,-0.0134511536874167
2011-05-19,0.0059530953240644,0.0147833034922247
2011-05-20,-0.0053971982918275,-0.0092351513047054
2011-05-23,-0.0032735197581378,-0.0004157306382693
2011-05-24,-0.0130401846750512,-0.0049751589990911
2011-05-25,-0.0016904760418638,0.0039798621706937
2011-05-26,0.0135824384016228,0.0144019751389385
2011-05-27,0.0051940253171143,0.0014391384807277
2011-05-31,0.0017550742533845,0.0008140194551115
2011-06-01,-0.0187128802775684,-0.0147329122517353
2011-06-02,0.0011015397858625,0.0070466352867956
2011-06-03,0.0004354268657085,0.0031223502981481
2011-06-06,-0.0109326052201813,-0.010813068332579
2011-06-07,-0.0051247318222198,-0.0065125539607376
2011-06-08,-0.0084280469043968,-0.0211640211640211
2011-06-09,-0.0246378795895372,-0.0066752275572948
2011-06-10,-0.023042112448162,-0.0085022759696936
2011-06-13,-0.0040525008414197,0.0135607811752204
2011-06-14,0.0027554678369059,-0.026299180141037
2011-06-15,-0.022274067991587,0.0130946852491766
2011-06-16,0.0045120606374427,0.0021588617180467
2011-06-17,-0.0129286091052299,0.0053671101368082
2011-06-20,0.0008003279702918,0.0051535683925175
2011-06-21,0.0116072291844587,-0.0065873643060911
2011-06-22,2.0196072618441023e-05,0.0002140410085266
2011-06-23,0.0104815855248648,0.0101358902637356
2011-06-24,-0.0111154304282798,0.0021394623562275
2011-06-27,0.0014175371887098,0.0004280919786194
2011-06-28,0.0196455526219389,-0.0006384888896032
2011-06-29,0.0118354655540905,-0.0036093030669355
2011-06-30,0.0064999259163021,0.0189522872018689
2011-07-01,0.0136439132842385,0.0164652130692897
2011-07-05,-0.0452031178721375,0.0078237815627519
2011-07-06,-0.0092571184124072,-0.0077853115636905
2011-07-07,-0.0017655501296313,0.0170676125463139
2011-07-08,-0.0058283764832475,-0.0061286870762968
2011-07-11,-0.0170660643408065,-0.0164070797609995
2011-07-12,-0.0136791459780137,-0.0080524955388086
2011-07-13,-0.0001192486181449,-0.0027730602635086
2011-07-14,-0.0125184863505888,-0.028467504201719
2011-07-15,0.001326750814737,-0.0070113869216395
2011-07-18,-0.0209115145023816,-0.0037627707502052
2011-07-19,0.012259744787204,0.0085998504403096
2011-07-20,-0.0080830851394309,-0.0058990704623834
2011-07-21,0.0160582216063015,0.0026269468275631
2011-07-22,0.016664506395041,-0.0063373494638791
2011-07-25,-0.0492372129329353,-0.0081660281475988
2011-07-26,-0.0039594023915335,-0.0282536248322106
2011-07-27,-0.0166824141326684,-0.0163670558249889
2011-07-28,-0.0178091145742991,-0.0035252106667723
2011-07-29,-0.0097753185739774,0.0132827467325525
2011-08-01,-0.0335394639802082,-0.0365591566921106
2011-08-02,-0.0142248823147611,0.0502605526226541
2011-08-03,0.0255311129402784,0.0511921129396482
2011-08-04,-0.0356586940552735,-0.0573632712213333
2011-08-05,-0.0179240093086639,-0.0357388626080429
2011-08-08,-0.0413697396286017,-0.0077177174398543
2011-08-09,0.0409153544014392,0.0454710807714625
2011-08-10,-0.0234553138504447,-0.0263626568993021
2011-08-11,0.0480619587994377,0.0188610976974835
2011-08-12,-0.0165198620266137,-0.0084506962796426
2011-08-15,0.0270820958923474,0.0063380389997726
2011-08-16,-0.0101683283440409,-0.0141492611267511
2011-08-17,-0.0255520468801298,-0.0313725199537231
2011-08-18,-0.0344370745636766,-0.0123688125911316
2011-08-19,-0.0034987900377437,-0.0019193565652552
2011-08-22,-0.0373445528413025,-0.0094984803532943
2011-08-23,0.0582240601008071,0.0537757392958422
2011-08-24,0.0156494470676605,0.0097790128376098
2011-08-25,-0.0194282418946963,-0.0078515780552804
2011-08-26,0.0176929412042583,0.0251641331924778
2011-08-29,0.0341988289780248,0.0231173332766807
2011-08-30,-0.0015676209874654,-0.0020555454673941
2011-08-31,0.0060349683818315,-0.0006791326738721
2011-09-01,-0.0234847453869849,-0.0330831965706235
2011-09-02,-0.0111434278600785,-0.0359453634424749
2011-09-06,0.0227965092475529,0.0357278811531115
2011-09-07,0.0295543607098612,0.0455539349734538
2011-09-08,0.00420640999213,-0.0080644999489724
2011-09-09,-0.0210827088205255,0.008568360198394
2011-09-12,0.0282173880319564,-0.0017914452645612
2011-09-13,0.0213924268328296,0.0271913524432145
2011-09-14,0.0119180693382568,-0.0252595000647773
2011-09-15,0.0052082884334634,-0.0389200768771165
2011-09-16,-0.0063728201715318,-0.0156705647524341
2011-09-19,0.0062146521974526,0.0157185661334968
2011-09-20,-0.0223967632652129,-0.0378536866575876
2011-09-21,-0.0240834046139879,0.0106951404137882
2011-09-22,-0.0202297016038836,0.0007692483755258
2011-09-23,0.0298994313285054,0.0112272906071978
2011-09-26,0.0172564095514025,-0.0045299710427177
2011-09-27,0.010013624839679,-0.0092833270392481
2011-09-28,-0.0336094123040787,0.0051851625795718
2011-09-29,-0.0262766387117939,-0.0109290031355558
2011-09-30,-0.0216196526237266,0.0037133449809321
2011-10-03,-0.0474832743143848,-0.0589332321961878
2011-10-04,0.0608488560578212,0.0299401206723552
2011-10-05,0.0393391672801704,0.0111366742696919
2011-10-06,0.027473992165791,0.0596277895698239
2011-10-07,-0.0160485950920149,0.0362602377602018
2011-10-10,0.0140340163418922,0.0149152723409361
2011-10-11,0.0216205419731735,0.0666890000315759
2011-10-12,-0.0076781098771417,-0.0042889859141262
2011-10-13,0.0068017635474593,0.0139026841781606
2011-10-14,-0.0194484960088335,-0.0818676474517102
2011-10-17,-0.0185491774537254,-0.0244157921547499
2011-10-18,0.0082044762873647,0.0315299560346228
2011-10-19,-0.0150660862276102,0.0010442285807003
2011-10-20,0.0072260098423933,0.0156522004500679
2011-10-21,0.0136074804111141,0.0196676815261997
2011-10-24,0.0232722475550706,0.0420112628843831
2011-10-25,-0.0141096433231802,-0.0219535643448272
2011-10-26,-0.004633041657564,-0.0058233680383162
2011-10-27,0.027119111433209,-0.0044053270601689
2011-10-28,0.014315486790994,0.0522388059701492
2011-10-31,-0.0222736013766246,-0.0559611628978786
2011-11-01,-0.0029802297332637,0.0168043496548103
2011-11-02,-0.0379893776131592,-0.0014204328402512
2011-11-03,0.025715238937558,0.0078895115822651
2011-11-04,0.0195846515699817,0.0190070402537677
2011-11-07,0.0048019723858705,-0.0175048913235303
2011-11-08,-0.0079056404112215,-0.0162056947811659
2011-11-09,-0.0274430535806185,-0.0354032918867829
2011-11-10,-0.0194242663502453,-0.0123784845229874
2011-11-11,0.0080698546308416,-0.0055670212557875
2011-11-14,-0.0016561517847846,0.0071026296912364
2011-11-15,0.0097626926307076,-0.0123639084059439
2011-11-16,-0.0050862256581482,0.006308172985802
2011-11-17,-0.0319924569257377,-0.0032777296141324
2011-11-18,-0.0102371412322326,-0.0035692723288863
2011-11-21,-0.0115990714141274,-0.0175703740032932
2011-11-22,-0.0033579794757183,-0.0067609469733648
2011-11-23,-0.0246259888044063,-0.0379117840004153
2011-11-25,0.0059160423848827,0.0
2011-11-28,-0.004286322166289,-0.0223129821270283
2011-11-29,0.0019839185516124,0.0149111455116976
2011-11-30,0.0115280530596692,-0.0108860179520324
2011-12-01,0.0015657382246713,0.0012257768777446
2011-12-02,-0.0139889535560141,-0.0003037157378287
2011-12-05,0.0300827467318278,0.0204634461192658
2011-12-06,-0.0092470601064591,-0.0247058868408203
2011-12-07,0.0037077918157672,0.0072661727925109
2011-12-08,-0.0205148144972515,0.0036353454311977
2011-12-09,0.0252469172307769,0.0183348542818915
2011-12-12,0.0037817401986626,0.0056530384783886
2011-12-13,-0.027353763866983,-0.0243258511823046
2011-12-14,-0.0122132326501283,-0.0412496378525327
2011-12-15,-0.009704276558113,-0.0059448883651968
2011-12-16,0.006747817296514,0.0170861471022698
2011-12-19,-0.0404087937663959,-0.0704615666316105
2011-12-20,0.0014868060892313,0.0085078610414111
2011-12-21,-0.0086686847522546,-0.0145961973419737
2011-12-22,0.0038247489415086,0.0195758691333547
2011-12-23,0.0100147913793549,0.0066900603983617
2011-12-27,-0.0030118640952466,0.0095237853035094
