Date,Weighted Sector Change,ATR Change,K Change,LMNR Change,WCC Change,JOUT Change,MYE Change,GIS Change,UNFI Change,DEO Change,KDP Change,HSY Change,SENEA Change,ENTG Change,UFI Change,MDLZ Change,PVH Change,RCKY Change,TUP Change,THO Change,MED Change,LULU Change,UEIC Change,OXM Change,MKC Change
2011-04-18,0.0160119348131252,-0.003015712119363,0.0003625864462945,-0.0284289135418334,0.0018603180849742,-0.0032279013217348,0.0183485569624978,0.0021563836750691,-0.0062312588588482,0.0005186840521619,0.0158145047584679,-0.0066759885039013,-0.0164285387311662,-0.0064516375141759,-0.016714749806984,0.0152811730240288,0.0088712428176856,-0.014322872283324,-0.0005112266383925,0.0256843604245595,-0.0011729355606989,0.0535131394202523,-0.0233545591672568,-0.0063044998652657,-0.0111111653148216
2011-04-19,0.0116422315970843,0.0100664388651539,0.0016331001921814,-0.0152516134162146,-0.0139636277848845,-0.0103292349758737,-0.0079999923706055,0.0107670981090808,-0.0073954169502857,0.0039626427878231,0.0083116803850447,-0.0029993292647716,-0.0093761353470571,0.0168393935199434,-0.0046756236617346,0.0060241192272112,0.001208852080474,0.0191292852751929,0.0153296123303284,0.0006542511600698,-0.0123240012053012,0.0297863753872097,-0.0119305829908358,-0.004797596843558,0.0014849320265285
2011-04-20,0.0004763853814896,0.0,0.002524786072537,0.0060575892210246,0.0028423033780639,0.0064516375141758,-0.0147637422030552,0.0034318175753006,0.0025438665907607,-0.0071625996696294,-0.0043545589051193,-0.0029955624483755,0.0089766605592702,0.0197774838559092,0.0057637106208095,0.0017910857698808,0.017297430211455,-0.0171756013471559,0.0047759732378135,-0.0057859306218041,0.0229141820892574,-0.0218712803801767,-0.0147854256826664,-0.0055997236958469,0.0140964022901346
2011-04-21,-0.0034214571041341,0.0072548810173484,-0.0073489844180663,-0.0088365389180101,-0.0089664042336547,0.0031867553901898,0.0129353345247461,-0.0015802310076908,0.0002288993009006,-0.0038885794511659,0.0041120495512607,-0.0007043654672033,-0.0067043236780033,-0.0294759288850464,0.0079727392514221,-0.0056597744544596,-0.004192582379705,0.0132275007128905,-0.0056947360776891,0.0083816964875887,0.0189111695861305,0.0273504404642539,-0.0217865055019457,-0.0124481909528364,-0.008483419130473
2011-04-25,-0.0034233701667953,-0.0025366062071265,-0.0021637023776722,0.0218254234815433,-0.0142342759667639,0.0019132482389869,0.0039447692799504,0.0111140026136579,0.0048343210361155,-0.001387320079221,-0.0061554672514761,-0.0052696159397924,-0.0096359904836782,-0.0316384943024159,-0.0175339061420508,-0.0113602708355166,0.0103317676347588,-0.013106147199566,0.0081900082923582,-0.0047695237596199,0.0287324072609485,-0.0108303310907177,0.0586924189906455,0.0078407214333415,-0.00394769244109
2011-04-26,0.0044362715002565,0.0091493328883719,0.0072253921020885,0.0019184176233519,0.0044568609261413,1.225960636751493e-16,0.0391007419456001,0.0044363774790305,0.0093821473742356,0.0011366044145461,-0.0028394580688081,0.0333814931422175,0.02633482928094,-0.0171624281989063,0.0189655132724611,0.005420063539235,-0.0128460452161974,0.0228459783578175,0.0035547135704111,-0.0136812058861153,0.0472103592773686,-0.016455509641213,0.0052539940415896,0.0050777176214747,0.0062499841054278
2011-04-27,0.007595648972304,0.0054002430517695,0.0094964838963526,-0.0056737084656792,0.0018061870755053,0.0235818926357195,0.0253758924226723,0.0007791890726461,0.0045475389954786,0.0117178063712576,0.0131512505241107,0.0101629899098683,-0.0003527417547539,-0.0011628172602624,-0.0230467528758184,0.0059934303068963,0.030241912446548,-0.0393750071525572,-0.0391588600895927,0.0061290494857294,-0.0035787166020172,0.0259342541577628,-0.021550254757333,0.0159810861466772,0.0053652938741754
2011-04-28,-0.001571346578579,0.005376320457998,0.0088746893618355,0.0172093413596929,0.0126644813721365,-0.0024629931491652,-0.0128322082132427,0.0013003702488541,-0.0443038613202385,0.0084451109479068,-0.0119700638528976,0.0064719740848795,-0.017711654555712,0.0023310557041396,-0.0489675449172143,0.0026857701311805,0.0061885014184128,-0.0019775697310686,-0.0105745261551197,-0.0083628249471138,0.0081757715844227,-0.0084847122332977,-0.0042749887135514,0.0005834439462041,0.0061652124537871
2011-04-29,0.0025276065109557,0.0009541838855834,0.008807468662467,0.000909525146514,0.0060084267762748,0.0209230863131009,-0.0138631814011996,0.0025988121103949,0.0279316128463352,0.0019702458307251,-0.0123456256166206,0.0047005651848696,0.0075675345755912,0.0034883408884296,0.0061652518929142,0.0011922776881364,-0.0135891514238206,0.0086092157273141,0.0124025884380155,0.0022624335363911,-0.0124999999999999,0.0104020040760476,-0.012834178709256,0.0011657563167925,0.0059389123480565
2011-05-02,-0.0044976185199384,0.0055196214403118,0.0013988780027235,-0.0204545801336114,-0.0213517709344446,-0.0072289660527571,-0.0121381992509693,0.0064632884702058,-0.0270396836160139,0.0031897251873629,-0.0002538613158149,-0.0020793438535515,-0.0357142857142857,-0.0091953937310274,-0.0392637680738843,0.0056548348224656,-0.017275575945261,-0.0085357297881777,-0.0105147829693526,-0.0025731721876302,-0.0095524702131396,-0.0390944280461026,-0.0100937523055437,-0.0330818171774738,-0.0048661367650964
