Date,Weighted Sector Change,TRGP Change,OGE Change,TVE Change,PLT Change,WES Change,AEE Change,ED Change,T Change,EVRG Change,NGG Change,PPL Change,ET Change,ES Change,AWK Change,DCP Change,WCN Change,DUK Change,DTE Change,HE Change,VZ Change,TU Change,WM Change,NEE Change,USAC Change,CNSL Change,RSG Change,SRE Change,POR Change,SR Change,CMS Change,ATO Change,AVA Change
2011-04-18,-0.003628455178874,0.0047647361133895,-0.013338570248758,0.0015993205842725,-0.0113835203956594,0.0,-0.0042076029911397,-0.0017885563023392,-0.0036160621326653,-0.0027006055022444,-0.0077996932622697,0.001493104110932,-0.0109277804816981,-0.0056429651630996,-0.0108089073446223,0.0106331226522858,-0.0060933786009034,-0.0032840777351904,-0.0028606332974441,-0.0098039124022075,-0.0077126891648592,0.0143570246981402,-0.0045332845052082,0.0045720555706788,0.0,-0.012554560374873,0.0006769989774957,-0.0028121770800487,-0.0105485228671779,0.0008075041201807,-0.0120229771210879,-0.0090225334454299,0.0030276683513536
2011-04-19,-0.0006831334749573,-0.0253127529026005,0.0029726818985428,0.0019999694824219,-0.0161480631116212,0.0,-0.0042253145597392,-0.0023870883388113,0.0,-0.0007719204122522,0.0043441910883145,-0.0029805689640254,-0.0004497516801138,0.0038783134349607,-0.0003522447726954,0.0124164385029009,0.0010211261913705,0.0005491264636709,-0.0038862472710362,-0.0049423737990007,-0.0008049041837513,0.0139116262339721,0.0018761643593596,0.0001821851555866,0.0,-0.0099337912162809,-0.0047377121239602,-0.0074962803842492,0.0012739145485108,-0.0075147287147101,0.0079407904036834,0.0006069941517621,-0.0034408569335937
2011-04-20,0.0061551768496147,0.0700092014559058,0.0202688963748778,0.001592951302527,0.01112415309756,0.0,0.0052576100567878,0.0029667268019671,-0.0013258506936092,0.0143745471065839,0.0008097635643179,0.0018545923911123,0.006273779354599,0.0061874751817066,-0.0045439030178905,0.0103456960741894,0.0037023812068837,0.0065502295551033,0.0052910488290571,0.0078093109187597,0.0045189257966324,0.0026000213623047,0.0105903549466179,0.0065076032598973,0.0,0.0027487210331265,0.0047058618369225,-0.0005607248466705,-0.004111857842293,0.0016017451883996,0.0104220349153127,0.0060096385299109,0.0076857516904101
2011-04-21,0.0015760523858006,-0.0060257989574544,0.0032449319645566,-0.0035728523493362,-0.0060431391215152,0.0,0.0006961523871336,-0.0005915752285244,0.0132100267324857,0.0034403728254148,-0.0026094048973124,-0.0062799609527952,-0.0011092069593344,0.0035036184491902,-0.0084062969363103,0.0039534457894258,-0.0026800644971387,-0.0005417586387771,0.0002022267775093,0.0057072721455182,-0.0043161545381521,0.0031802791302854,0.0020888206957789,-0.0041263607823401,0.0,-0.0054466436898343,-0.010343659427588,-0.0014944520489763,-0.0008210368334379,-0.0050465453839528,-0.0066461740447873,-0.0050610891000392,0.0012674561279598
2011-04-25,-0.0012788586041826,0.0011594468268791,-0.0108406901801367,0.0055776648414632,0.0023174396088234,0.0,-0.0013937600858532,0.0003947199227634,-0.0039126455472737,0.0003803089077603,-0.0010050131960222,0.0007427090073407,0.0,0.0063989935768177,0.0007064803299531,0.0,0.0016778267362592,-0.0032450027260608,-0.002422752571012,0.0060925919340847,-0.0021580258164553,-0.0047496115093488,0.0046972940138121,-0.0005406846834857,0.0,0.0011013468024076,0.0006735786478716,0.0101180612016976,0.0037128776170669,-0.0050693337521223,-0.0071942135783625,0.0008977437354265,-0.0025369753450385
2011-04-26,0.002843054027998,0.0325581070408439,0.0044078102892137,0.0031847102322189,0.0308891372308732,0.0,0.0038220535225345,0.0043256236347418,0.0084745836471838,0.0060652676213389,0.0074371959815766,0.0007377777005614,0.0160392343616106,0.0011511054828012,0.0102220302996137,0.0004597806382453,0.0049669063957599,-0.0005405185458894,-0.0117290560587691,0.0145336575030256,0.0126480415132685,-0.0031752301915085,0.0150454433860817,0.0088209124247814,0.0,0.0054615174432819,0.0144101978209434,0.0059259202745225,0.0061450069425615,0.0174730563938376,-0.0232077808022551,0.0161387008458686,0.0071851258406724
2011-04-27,0.0108992524930265,0.0112422060313813,0.0085976454265869,-0.0047903766682449,0.0134529018534424,0.0,0.0020789835299191,0.0080156370514411,0.01485791361189,0.0093843845993908,0.0011813346239884,0.0069904226666269,0.0115973472745908,0.0065883570106453,0.0083188827710488,0.0034333149598041,0.0082427271954627,0.0021621429168425,0.0126530394262198,0.013938608746063,0.0159362138062248,0.0001991697486304,0.0066326101141053,0.001068781153248,0.0,0.0065358893189311,0.0118929203025697,0.0088218993490616,0.0093457755600211,0.0066102591754969,0.0031578666285466,0.0129487531676413,0.0117155100884778
2011-04-28,0.0041588334160542,-0.0011176561750237,0.006456516399033,-0.0028078497379595,0.0091590852688096,0.0,0.012807229042932,0.007367143077323,-0.002226453359897,0.0081784841569877,0.0003908766761552,0.0007296280540567,-0.0030395831561325,0.007977282226966,0.0055115343998497,0.0086521193979448,-0.0032776576333612,0.0048413207019453,0.0090890886325022,0.0059124798410848,0.0031454502512499,0.0001999227758247,0.0045650596952227,0.0148214612688336,0.0,-0.0027055864880446,0.0127575856572373,0.0063915686549742,0.008064547140815,0.0034210807398745,0.0136268464319435,0.0093077278907066,0.0128151905373433
2011-04-29,0.0004657641113925,-0.021240870527166,0.0011296847656608,0.0020120417019321,0.0178473794222524,0.0,0.0006827773912575,0.005013465454555,-0.0082854789192687,0.0029487624836253,0.0019519580148278,-0.0003644151957031,-0.0006521473760189,0.0042312470508731,0.0082360938965366,0.0031524294107061,0.0095144971639451,-0.003739299947351,0.0124223388855994,0.0,-0.0052659495879412,0.0048066866073032,0.0043267540082479,0.0001767737144703,0.0,0.0010886526674691,0.0200000270720451,0.0003630472476695,-0.0016000366210938,0.005766642128615,0.021144912858068,0.005475464626269,-0.0081465931489278
2011-05-02,-0.0079470063797215,-0.0233219481906389,-0.0058150696924634,0.0,-0.0204520539465538,0.0,0.0051038288191232,0.0032610428824504,-0.0123418130471215,0.0014733302427023,-0.0019448133474581,-0.0043494299625913,-0.0140875101816206,-0.0044656336570626,-0.013373441008723,-0.0169794090713264,-0.0012995438908611,0.0058855329561407,0.0092848919522019,0.008235258214614,-0.0200887143485557,0.0057734604453559,-0.0020227058887642,-0.0029945742869785,0.0,-0.018918939538904,0.006944422703132,-0.001085732182702,-0.0031999969482421,0.0023382735428209,0.0020171919153424,-0.0114252422267502,-0.0020441226055598
