Date,Weighted Sector Change,MEI Change,APOG Change,TER Change,CMCO Change,PHM Change,NX Change,CGNX Change,LCUT Change,HLIO Change,TPH Change,RAVN Change,MTRN Change,CFX Change,FIX Change,MDC Change,THRM Change,AVAV Change,WOR Change,KMT Change,RGR Change,MRCY Change,TMHC Change,AIMC Change,ERJ Change,HY Change,ROCK Change,ILMN Change,TRN Change,AIR Change,COHR Change,VSH Change,OSK Change,HURC Change,GFF Change,TKR Change
2011-04-18,-0.0005548845184818,0.0164218270587,0.0118168277594449,-0.004149472358653,0.0178089536685169,0.0181818632195672,-0.0054672269266046,0.0088778409571964,0.0037902981620895,-0.0305272612685036,0.0,0.0012910308603513,-0.0135619899990121,-0.0129809357097052,-0.0055732998534938,0.027515977940526,0.0282227227497013,-0.014508133195027,0.0019969549080134,-0.0049933937061403,-0.0105516171068584,1.8289263318072264e-16,0.0,0.0250439230708311,-0.0236777505204445,0.0,-0.0122484986513391,-0.005523139707213,-0.0223687542504208,-0.0059594603923559,-0.0130778978172681,-0.0034641724595591,0.004514039360375,-0.0071851810980252,0.0032599804694967,-0.0156886909586629
2011-04-19,0.0261948498925287,-0.0059422492708802,0.0166787887271131,-0.0023766493380886,0.0078988741620948,0.0470139632705722,0.0024850514401098,-0.0059482182207052,-0.0495608521110155,-0.0163623106726335,0.0,-0.0294009284813634,0.001803650923661,-0.0032771391771539,-0.0047732273189384,0.0237573013227882,-0.0081181261109337,-0.0046428271702357,0.0227722310444962,0.0237279598902638,-0.0009704248991447,-0.0122970979310474,0.0,0.024691355017346,0.0106583719123,0.0,-0.0017575094518928,0.0029971068212363,0.0227537461265092,0.000797466420435,0.0161379880235063,0.0219653806285255,0.0041654087207993,-0.0094399351141375,-0.0072698022419975,0.0443167498637374
2011-04-20,-0.0041428249209209,-0.0008361395359481,0.002105244419031,0.0085130312931812,-0.0112015947144297,-0.0286055679346292,0.0014648773103551,0.0293508428294621,0.0201823194365721,0.0171562534733187,0.0,0.0016718620625925,0.0157481016866348,0.0046125636560001,0.0981432020773406,-0.0066925312263662,0.0320933318132046,-0.0241391658975544,-0.0056818576924711,0.0,0.0043206986518259,0.0270669858597129,0.0,-0.0180032947808028,-0.0012289068038379,0.0,0.0025640797829274,0.0129965627723626,-0.008923570072255,0.0015588821420583,0.0273873956353814,0.0094026591267319,-0.0107308276333221,-0.0059393727857777,0.0055821128418786,-0.0017341755073094
2011-04-21,-0.0218893935501314,-0.0024854791822452,-0.0242047289451168,-0.0044717678275798,-0.0167682885461776,-0.0523751311011778,0.0,-0.0116162789203405,0.0139240673653799,-0.0090723433237909,0.0,-0.0264414001270068,-0.0017399874626078,0.0045537516228966,-0.0416000366210939,-0.0235832490021009,-0.0063069481219902,-0.0010853393617699,-0.0089749897672591,0.0039960000937477,-0.0038095201764787,-0.0014237674291112,0.0,-0.0012376521010226,-0.000919643785382,0.0,0.0,0.0093998772456374,0.0229499121494726,-0.0077101294842638,-0.0047005651848696,-0.0064689453811416,0.0159883492053566,0.0190804670253898,0.0,0.0109091673110922
2011-04-25,-0.0007249987201183,-0.0058430465358056,-0.0049574855093171,0.0,-0.0119418244809484,0.0,-0.0024155141336371,0.0097315745957029,-0.0056568292552518,-0.0011491435967234,0.0,-0.0062571448720569,-0.0124999999999999,0.0018173106661861,-0.0008326585088473,0.0209613605869237,0.0042523331733961,0.0082763416573987,-0.0009528565022278,-0.0086101420831568,0.0009560448226926,-0.0004780224113462,0.0,-0.0033098851242667,0.0015414011675278,0.0,0.0228619385686795,-0.010889501527875,0.0049248122235488,-0.0144475138779904,0.0001753476228154,-0.0070422084081222,-0.0133902400694517,-0.0110497418698245,0.0023715958537706,-0.0007574411325654
2011-04-26,0.0026492854838718,0.0167644429295082,0.001415393059262,0.0190156693817939,0.0292122829271605,-0.0076433049055368,0.0198643342798615,0.0319042565504968,0.004424819838741,0.0174192562651682,0.0,0.0097198076933141,0.0302647390179537,0.0072267322413257,0.0141313449765104,0.0077739037576421,0.0300488706423799,0.0213979477364725,-0.0075614295163464,0.0211093951944742,0.0047961812777039,0.0152163425761283,0.0,-0.0098603027778801,0.0046083419168907,0.0,0.0306291297927067,-0.0048289156313185,0.0005380581141252,-0.0003943307823799,0.0367518780407756,0.0081257602014224,0.0131767140212905,0.0061958107342842,0.0007861065249691,-0.0138962838679489
2011-04-27,0.0029676796121391,0.0024752255160443,-0.0070471762334403,-0.0010922201528315,0.0,0.019157100489017,0.002376389490727,0.0029069817586986,-0.0025109831190667,0.0096672729402354,0.0,-0.004529971042718,0.0004878419674939,-0.0098654403982614,-0.0213288994386775,0.0084151323859504,0.0291130222189966,-0.0086865877010213,-0.0047302969256498,0.0062409582929788,0.045586740468044,-0.0532019686845288,0.0,-0.0385208025911728,-0.0091631959797706,0.0,-0.0136986364531983,-0.0293996340531978,0.0126140727275364,0.0055052846232149,0.0386693187035851,0.0187768451142814,0.0016920861489048,0.0003070966019093,0.0007874196088211,0.0077212606531205
2011-04-28,-0.0165037228950332,0.0189455960240424,0.0313166956875527,-0.0514792279007414,0.0111562489028149,0.0073348977633191,-0.0009478889764019,0.0042111809923044,0.0044108188613105,0.0228888829549154,0.0,0.0192637481528584,0.0114285605294361,-0.0054545836015181,0.0058824076254197,0.0017259523955066,0.0282152435455207,0.0031623385623014,0.0203791610143009,-0.0431254478156414,0.0917132803857604,0.0089098572837375,0.0,0.0051792493542181,0.0198487449687972,0.0,-0.0310710690915622,0.0093207694515627,-0.0400317916874682,0.0204081815975586,0.034896894820358,0.0058232193703427,-0.0614492444024569,0.0049004545156082,0.0149370736159333,0.0084381116961249
2011-04-29,-0.0010825326029577,-0.0016155458464284,-0.0192308158362591,0.0056214960213137,0.0,-0.0097442050346336,-0.009919744499975,0.0054644832195014,-0.0049999952316284,0.0047547271031131,0.0,0.0166448357832434,-0.0199484223572589,-0.0009145156376854,0.0158069528408863,0.007941968312635,0.0839160669572756,0.0066760555224782,-0.0023127262936291,0.0185766090130479,0.0101954019449445,0.0041601625382438,0.0,0.0027646009347513,0.0030882789012493,0.0,-0.0193114647508837,-0.0074115335402619,0.0011061736991635,0.0015384967510518,-0.019604768395639,0.0036822563903955,-0.0121684679854055,-0.0064200272195159,-0.016975329196084,-0.0024765899512347
2011-05-02,-0.0197924680480027,-0.0152610107063539,-0.0264439886894355,-0.0204334322910706,-0.0094246297368897,-0.0245097810055187,-0.0180866760578547,0.0074626717882463,-0.0331249833106994,0.0008572645088691,0.0,-0.0227272647175105,-0.0166666848318914,-0.021828083093787,-0.0253890596763458,-0.019145240664228,-0.0175439261822633,0.0178072709410101,-0.0350553606173333,-0.0132294200110377,-0.0277194398242707,-0.0190329644582664,0.0,0.0171740285829804,-0.0116959387037239,0.0,-0.0247440234851247,0.0060751668916608,-0.0349381308412303,-0.0106952132689683,-0.0166640099195451,-0.0240083031386239,-0.0208596668819163,-0.0064515849276443,-0.0257812436553652,-0.014436600028747
