Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
2011-04-18,19.618820955492424,20.11877326405826,19.351605491632096,20.110153198242188,182200,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,0.0250439230708311,-0.0005548845184818,0.0081203282402809
2011-04-19,20.24807352240599,20.7652660279763,19.93775769024187,20.74802589416504,291900,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,0.024691355017346,0.0261948498925287,0.0230943003988524
2011-04-20,21.066957756086293,21.247974194086662,20.549765349627705,20.68768310546875,94800,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,-0.0180032947808028,-0.0041428249209209,0.0150436119032588
2011-04-21,20.894554494690205,21.33416784763144,20.65319766049436,20.86869430541992,127400,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,-0.0012376521010226,-0.0218893935501314,0.0153150472576136
2011-04-25,20.834221483523763,21.334173772840085,20.584244516810912,20.76526260375977,198700,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,-0.0033098851242667,-0.0007249987201183,-0.0032918851719051
2011-04-26,20.98075661764177,21.00661681077758,20.670440876448748,20.77388000488281,127400,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,-0.0098603027778801,0.0026492854838718,0.0181192938237311
2011-04-27,22.377178923728657,22.41165918857596,21.066960097612064,21.51519203186035,475100,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,-0.0385208025911728,0.0029676796121391,-0.0130536469520814
2011-04-28,21.63587294575117,21.816889417517,21.446234763014047,21.7479305267334,253700,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,0.0051792493542181,-0.0165037228950332,-0.0117441206975155
2011-04-29,21.82550827110708,21.954805978625,21.61863161025648,21.885847091674805,142000,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,0.0027646009347513,-0.0010825326029577,-0.0200551720624769
2011-05-02,22.08410584130192,22.653017082833635,22.04100550839218,22.46337890625,365100,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,0.0171740285829804,-0.0197924680480027,-0.0042554549405962
2011-05-03,22.540950350110016,23.532234659176225,22.540950350110016,22.81678581237793,434800,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,0.0122370821985581,-0.0024691747931372,0.0221139305322199
2011-05-04,22.80817434178904,22.80817434178904,21.696212010069203,21.704832077026367,300000,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,-0.0483748610576487,-0.0058099503813946,-0.0125317135340264
2011-05-05,21.463468551635746,21.946180644419965,21.09281400670692,21.463468551635746,136900,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,0.0,0.0063322926671825,0.0105863045759667
2011-05-06,21.782409732192235,21.782409732192235,20.66182575645512,21.092819213867188,98000,0.0,0,AIMC,Capital Goods,Industrial Machinery/Components,-0.0316581373137014,-0.0120501966578691,-0.008514353480238
