Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
2011-04-18,10.35886440010604,10.511257865161197,10.31978894244251,10.37840175628662,20300,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0018860519286631,0.0028802358964277,0.0054481078366433
2011-04-19,10.440923131733571,10.550334273994986,10.409662911844942,10.53861141204834,55400,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0093562876655858,0.0240835759064997,-0.0123067878850012
2011-04-20,10.57378138836884,10.741805383697557,10.558151647918711,10.671469688415527,67800,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0092387289332598,0.0049433409507712,0.0034361844988615
2011-04-21,10.726172228294493,10.839490232713606,10.71054174751815,10.827767372131348,72400,0.0,0,GLP,Energy,Oil Refining/Marketing,0.00947170543923,0.0181051387647041,0.0081562812928489
2011-04-25,10.827768981852197,10.84339946495226,10.753526423034256,10.839491844177246,46300,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0010826664610869,0.0017074481656442,0.0016083525733444
2011-04-26,10.784785138665285,10.917641245262864,10.741802061441843,10.878565788269045,75400,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0086956437609072,-0.0111590115413462,0.0074027413950991
2011-04-27,10.898103802269436,10.905919043200647,10.78478578997648,10.890289306640623,57500,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0007170509448795,-0.0172680257348327,-0.0011496410441678
2011-04-28,10.905918537948146,10.913733778517289,10.843398103999723,10.902010917663574,63500,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0003583027207635,-0.0037911152086088,0.0016084256267871
2011-04-29,10.902011461431732,10.972347139457485,10.866843622418855,10.964531898498535,171000,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0057347616343995,0.0065429504157474,0.00375982349089
2011-05-02,11.063994239225512,11.171411843204393,10.88496565808468,10.94066333770752,201000,0.5,0,GLP,Energy,Oil Refining/Marketing,-0.0111470504097646,-0.0212110971167014,-0.0094392508287659
2011-05-03,10.948619654174658,10.948619654174658,10.610453566681372,10.729805946350098,75000,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0199855063684788,-0.0215491377726526,-0.0144707902953528
2011-05-04,10.646259625980546,10.769590521724556,10.272287666020068,10.41551113128662,113000,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0216741374717953,-0.0234555908790301,-0.0104206509019352
2011-05-05,10.38368473416607,10.542821510867189,10.160893246784504,10.256375312805176,61100,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0122605245267126,-0.002944652983641,0.035472078407256
2011-05-06,10.31207406101952,10.483146398217894,10.152937267866642,10.339922904968262,50600,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0027006055022445,-0.0095265893807852,-0.0198380455159953
2011-05-09,10.316051698058985,10.451318150437103,10.308094669372268,10.320030212402344,74000,0.0,0,GLP,Energy,Oil Refining/Marketing,0.000385662505366,0.0252116925668171,-0.0018789464689071
2011-05-10,10.335945557628293,10.455298735090764,10.236484955821652,10.244441986083984,56400,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0088529463544605,0.0098450357204028,0.0173166502299365
2011-05-11,10.25637663558744,10.343901684355307,9.926167496785984,10.025628089904783,89500,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0224980569533697,-0.0365462156495347,-0.0184512220565677
2011-05-12,9.98981997788883,10.037560626950128,9.850575026949498,10.001754760742188,80000,0.0,0,GLP,Energy,Oil Refining/Marketing,0.001194694486965,0.0035008334193372,0.0024301800332747
2011-05-13,10.045520782470703,10.216593138989992,9.906275788176572,9.946060180664062,62400,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0099009900990099,-0.0105647478001141,-0.0027888193881158
2011-05-16,9.9420804977417,10.0375625732019,9.910253139254964,9.9420804977417,65600,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0,-0.0077933874794179,0.0034434819626988
2011-05-17,9.946060101295366,9.989823008564798,9.74316038417004,9.767030715942385,62700,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0180000305175779,0.0025359943836433,-0.0218838447426323
2011-05-18,9.75907722996863,9.989825859825164,9.707357277738636,9.961977005004885,47800,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0207908770732114,0.0198318109142005,0.0086563516245589
2011-05-19,10.013689152985393,10.196696218086892,9.965947750580218,10.093257904052734,39700,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0079459977089082,-0.0083445784594947,4.417093217408513e-05
2011-05-20,10.113148439438698,10.24443633099756,10.109169926503732,10.224544525146484,62600,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0110149758381247,0.0003242377780684,0.0098184069413362
2011-05-23,10.164872106545513,10.228526824141428,10.057455244867466,10.12110996246338,58800,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0043052331228006,-0.0018839696467239,0.0037202781798411
2011-05-24,10.160892672301236,10.240460676741124,10.053475069542229,10.129064559936523,65400,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0031324130065339,0.0050972047691726,-0.0179984070782601
2011-05-25,10.14099840859835,10.216588645193577,10.113149573753748,10.133041381835938,38000,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0007846393857694,0.0423563861842803,0.0070618842341828
2011-05-26,10.137023401088692,10.22852696403125,10.08928274165088,10.144980430603027,43500,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0007849473360671,0.0143281897300025,0.0051014670581191
2011-05-27,10.168849776750708,10.244440032177309,10.160893506830034,10.204655647277832,44100,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0035211328039271,-0.0018422784473322,0.003886240149757
2011-05-31,10.244437331802358,10.343897888421798,10.232501791831448,10.32400608062744,76200,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0077670199199786,-0.0068980656900027,0.0120182484980437
2011-06-01,10.300137932543857,10.483145803403858,10.176807019701188,10.20863437652588,50900,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0088837214236583,-0.0228498067325345,0.0031416967788816
2011-06-02,10.172827744952016,10.371748899945445,10.061432383803048,10.27228832244873,47100,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0097770826352651,0.0055558851932837,-0.010165886628363
2011-06-03,10.21658995798983,10.40357555799046,9.973905922319108,10.001754760742188,51000,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0210280727846606,0.016830716463956,0.0020084440121679
2011-06-06,10.017669024647066,10.109172569604144,9.846596717834473,9.846596717834473,34600,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.017077057186826,-0.0324764872380762,-0.0220632503830306
2011-06-07,9.846596213688423,9.989819674165728,9.786920024764187,9.794877052307127,75200,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.005252491344105,-0.0033133352064957,0.0093382824211759
2011-06-08,9.806811912633238,9.858531833248945,9.548214586026472,9.619826316833496,69600,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0190669095589429,0.0046339559027977,-0.015722887883425
2011-06-09,9.639721344981808,9.743160461919617,9.619829528150149,9.64767837524414,54200,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0008254419373309,0.0128606317019886,0.0069485237433849
2011-06-10,9.611869974959973,9.72326609292081,9.373164441514731,9.416927337646484,136800,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0202814476081487,-0.0157394629234035,-0.016114900786905
2011-06-13,9.404993652351932,9.432842497634754,9.078763021054652,9.277684211730955,134400,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0135363664588056,-0.0274048893192232,-0.0091608448773106
2011-06-14,9.349296395345585,9.397037817204446,8.955432510600563,9.385102272033691,214400,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0038297937271442,0.0183355982818942,0.0061571819402287
2011-06-15,9.369187203287458,9.369187203287458,9.150374210479534,9.245856285095217,66600,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0131634597021358,-0.0129729472195735,-0.0056469995799933
2011-06-16,9.214028175986588,9.269725858600596,8.97930114379325,8.991236686706543,97100,0.0,0,GLP,Energy,Oil Refining/Marketing,-0.0241795971343651,0.0009824310359001,0.0192381285438119
2011-06-17,9.003172317731964,9.1384387815112,8.995216047198664,9.070805549621582,61300,0.0,0,GLP,Energy,Oil Refining/Marketing,0.0075121556605567,-0.0144198620209097,0.0063617619835438
