Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,235.0,240.22000122070312,231.8699951171875,237.08999633789062,62900,0,0
2021-04-19,235.3000030517578,237.13999938964844,229.4499969482422,234.97000122070312,73500,0,0
2021-04-20,234.02999877929688,237.1699981689453,228.5,232.6300048828125,83400,0,0
2021-04-21,232.0,238.5,231.1199951171875,238.17999267578125,87800,0,0
2021-04-22,240.9600067138672,241.86000061035156,234.52999877929688,235.83999633789062,55200,0,0
2021-04-23,237.69000244140625,239.4199981689453,232.0,232.6199951171875,94500,0,0
2021-04-26,233.77999877929688,236.27000427246094,230.8000030517578,232.97000122070312,69800,0,0
2021-04-27,233.52999877929688,235.36000061035156,228.24000549316406,230.00999450683594,59200,0,0
2021-04-28,228.52000427246094,228.52000427246094,224.55999755859375,226.07000732421875,61800,0,0
2021-04-29,226.8300018310547,230.8699951171875,223.75999450683594,226.4199981689453,66500,0,0
2021-04-30,223.41000366210938,227.41000366210938,222.39999389648438,227.08999633789062,96725,0,0
