Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,19.287061654616423,19.316598412579964,18.735721984271592,18.893247604370117,909600,0.0,0
2021-04-19,19.119691066666785,19.188608292956282,18.75541188475341,18.80463981628418,595400,0.0,0
2021-04-20,18.844020086178965,19.02123688212543,18.558505597706873,18.92278289794922,1194000,0.0,0
2021-04-21,18.952320575072953,19.277217424102915,18.80464053057818,19.2476806640625,1289900,0.0,0
2021-04-22,19.227991359400956,19.365825817149968,18.853866577148438,18.853866577148438,950000,0.0,0
2021-04-23,18.922783645702744,19.375671239668204,18.73572313401497,19.365825653076172,1104900,0.0,0
2021-04-26,19.257525276417194,19.75963890457814,19.198453637178716,19.57257652282715,1710400,0.0,0
2021-04-27,19.641495973508178,19.75963925407478,19.267371203388898,19.464279174804688,837500,0.0,0
2021-04-28,19.464280146636483,20.07469150836619,19.464280146636483,20.055002212524414,1106400,0.0,0
2021-04-29,20.170000076293945,20.34000015258789,19.940000534057617,20.329999923706055,644200,0.315,0
2021-04-30,20.059999465942383,20.450000762939453,19.6200008392334,19.639999389648438,994154,0.0,0
