Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,63.20000076293945,63.47999954223633,62.47999954223633,63.349998474121094,2243500,0,0
2021-04-19,63.29999923706055,63.9900016784668,62.97999954223633,63.70000076293945,1664000,0,0
2021-04-20,63.56999969482422,64.7300033569336,63.040000915527344,64.22000122070312,2730700,0,0
2021-04-21,64.55999755859375,64.93000030517578,64.33999633789062,64.54000091552734,1547300,0,0
2021-04-22,64.54000091552734,64.62000274658203,63.790000915527344,63.970001220703125,1701800,0,0
2021-04-23,63.81999969482422,63.900001525878906,62.88999938964844,63.279998779296875,1803300,0,0
2021-04-26,63.22999954223633,63.25,62.2599983215332,62.439998626708984,2825600,0,0
2021-04-27,62.349998474121094,62.439998626708984,61.93000030517578,62.130001068115234,2778700,0,0
2021-04-28,62.380001068115234,62.70000076293945,61.86000061035156,62.060001373291016,2181600,0,0
2021-04-29,62.11000061035156,63.099998474121094,62.11000061035156,62.72999954223633,2645300,0,0
2021-04-30,62.650001525878906,62.86000061035156,61.849998474121094,62.41999816894531,3691209,0,0
