Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,48.68000030517578,48.880001068115234,47.40999984741211,47.90999984741211,12939800,0,0
2021-04-19,47.439998626708984,47.81999969482422,46.09000015258789,46.650001525878906,9722500,0,0
2021-04-20,46.220001220703125,47.130001068115234,45.65999984741211,45.84000015258789,21600700,0,0
2021-04-21,45.619998931884766,47.5099983215332,45.22999954223633,47.47999954223633,9507500,0,0
2021-04-22,47.77000045776367,47.77000045776367,45.040000915527344,45.11000061035156,11112400,0,0
2021-04-23,45.400001525878906,46.470001220703125,45.2599983215332,46.099998474121094,10248300,0,0
2021-04-26,46.47999954223633,47.400001525878906,46.27000045776367,47.31999969482422,9994900,0,0
2021-04-27,47.459999084472656,47.7400016784668,45.83000183105469,45.93000030517578,9981500,0,0
2021-04-28,45.849998474121094,47.02000045776367,45.5,46.79999923706055,9649800,0,0
2021-04-29,47.29999923706055,47.470001220703125,46.18000030517578,47.2599983215332,5625600,0,0
2021-04-30,46.38999938964844,46.709999084472656,45.05500030517578,45.209999084472656,8475808,0,0
