Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,60.709999084472656,62.2400016784668,60.16999816894531,62.119998931884766,518400,0,0
2021-04-19,62.29999923706055,62.709999084472656,60.31999969482422,60.84000015258789,704100,0,0
2021-04-20,60.34000015258789,61.439998626708984,59.209999084472656,60.70000076293945,457800,0,0
2021-04-21,60.5099983215332,62.65999984741211,60.290000915527344,62.54999923706055,416400,0,0
2021-04-22,62.91999816894531,63.0,61.02000045776367,61.52000045776367,476800,0,0
2021-04-23,61.880001068115234,62.779998779296875,60.650001525878906,62.189998626708984,331900,0,0
2021-04-26,62.720001220703125,62.84000015258789,61.630001068115234,61.68000030517578,345600,0,0
2021-04-27,61.38999938964844,62.4900016784668,60.86000061035156,61.36000061035156,410900,0,0
2021-04-28,61.27000045776367,61.970001220703125,60.4900016784668,61.619998931884766,448200,0,0
2021-04-29,61.54999923706055,63.060001373291016,60.16999816894531,61.40999984741211,570100,0,0
2021-04-30,61.31999969482422,62.84000015258789,60.22100067138672,60.91999816894531,722078,0,0
