Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,57.27000045776367,57.5,56.52000045776367,56.88999938964844,259600,0,0
2021-04-19,57.11000061035156,57.11000061035156,54.81999969482422,56.15999984741211,436400,0,0
2021-04-20,56.220001220703125,56.459999084472656,52.90999984741211,53.720001220703125,537200,0,0
2021-04-21,54.0,55.119998931884766,53.5,54.86000061035156,419100,0,0
2021-04-22,55.18000030517578,55.52000045776367,53.790000915527344,54.380001068115234,306500,0,0
2021-04-23,54.86000061035156,56.5,54.619998931884766,56.25,449400,0,0
2021-04-26,58.58000183105469,58.58000183105469,56.25,57.0099983215332,387000,0,0
2021-04-27,57.5,60.220001220703125,57.5,60.0,809900,0,0
2021-04-28,60.2599983215332,60.75,58.540000915527344,59.0,565700,0,0
2021-04-29,59.86000061035156,61.41999816894531,59.02000045776367,60.029998779296875,514000,0,0
2021-04-30,59.34000015258789,59.56999969482422,57.375,57.54999923706055,488217,0,0
