Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,103.23999786376953,105.69000244140625,102.66000366210938,105.06999969482422,452700,0,0
2021-04-19,105.2300033569336,106.0999984741211,103.55999755859375,104.97000122070312,566300,0,0
2021-04-20,105.05000305175781,105.58999633789062,101.27999877929688,102.12000274658203,454600,0,0
2021-04-21,101.94000244140625,103.69999694824219,101.19999694824219,103.06999969482422,408000,0,0
2021-04-22,103.73999786376953,105.93000030517578,102.19000244140625,102.91000366210938,533600,0,0
2021-04-23,103.13999938964844,105.9800033569336,102.69000244140625,104.5199966430664,648600,0,0
2021-04-26,108.0,108.18000030517578,105.05999755859375,106.22000122070312,913500,0,0
2021-04-27,107.2300033569336,108.94999694824219,105.91999816894531,107.08999633789062,697500,0,0
2021-04-28,106.12999725341797,107.05000305175781,104.77999877929688,105.44999694824219,554400,0,0
2021-04-29,105.97000122070312,109.18000030517578,103.26000213623047,105.6500015258789,1127400,0,0
2021-04-30,105.9000015258789,107.48999786376953,104.72000122070312,107.12999725341797,904627,0,0
