Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,50.0,51.38999938964844,49.25,50.439998626708984,92000,0,0
2021-04-19,50.02000045776367,50.439998626708984,48.400001525878906,49.25,96700,0,0
2021-04-20,48.65999984741211,49.599998474121094,47.689998626708984,48.33000183105469,103700,0,0
2021-04-21,48.36000061035156,51.220001220703125,47.310001373291016,50.52000045776367,151500,0,0
2021-04-22,50.130001068115234,52.81999969482422,49.54999923706055,50.81999969482422,117200,0,0
2021-04-23,51.34000015258789,52.38999938964844,50.77000045776367,50.9900016784668,156800,0,0
2021-04-26,51.63999938964844,53.16999816894531,51.599998474121094,52.540000915527344,71300,0,0
2021-04-27,52.880001068115234,53.7599983215332,51.7400016784668,52.380001068115234,94100,0,0
2021-04-28,52.34000015258789,53.7599983215332,51.45000076293945,53.15999984741211,80800,0,0
2021-04-29,53.650001525878906,53.650001525878906,50.16999816894531,51.31999969482422,99200,0,0
2021-04-30,50.599998474121094,51.369998931884766,50.08000183105469,50.40999984741211,70013,0,0
