Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,29.100000381469727,29.299999237060547,28.959999084472656,29.139999389648438,7476000,0,0
2021-04-19,29.290000915527344,29.309999465942383,28.770000457763672,28.8799991607666,4997800,0,0
2021-04-20,28.739999771118164,29.100000381469727,28.729999542236328,29.0,5521600,0,0
2021-04-21,29.030000686645508,29.540000915527344,29.0,29.459999084472656,5880900,0,0
2021-04-22,29.540000915527344,29.540000915527344,28.940000534057617,28.950000762939453,5040800,0,0
2021-04-23,29.020000457763672,29.190000534057617,28.860000610351562,29.15999984741211,5070700,0,0
2021-04-26,29.209999084472656,29.290000915527344,29.09000015258789,29.18000030517578,5838200,0,0
2021-04-27,29.1200008392334,29.18000030517578,28.860000610351562,28.889999389648438,4656000,0,0
2021-04-28,28.84000015258789,29.020000457763672,28.799999237060547,29.0,4651500,0,0
2021-04-29,29.06999969482422,29.299999237060547,29.049999237060547,29.270000457763672,5337100,0,0
2021-04-30,29.309999465942383,29.3700008392334,28.989999771118164,29.1299991607666,4888621,0,0
