Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,174.61000061035156,175.1199951171875,169.74000549316406,169.85000610351562,371600,0,0
2021-04-19,170.19000244140625,171.30999755859375,168.97000122070312,171.08999633789062,463200,0,0
2021-04-20,170.9199981689453,171.82000732421875,168.30999755859375,169.74000549316406,522400,0,0
2021-04-21,170.0,172.39999389648438,169.41000366210938,172.33999633789062,326200,0,0
2021-04-22,171.3800048828125,172.75,170.6300048828125,171.19000244140625,375300,0,0
2021-04-23,170.61000061035156,172.8000030517578,169.7100067138672,172.1699981689453,224100,0,0
2021-04-26,173.1999969482422,173.9600067138672,171.0500030517578,171.0800018310547,283300,0,0
2021-04-27,170.50999450683594,172.97999572753906,170.50999450683594,172.58999633789062,338800,0,0
2021-04-28,173.22999572753906,173.22999572753906,170.16000366210938,170.25,378400,0,0
2021-04-29,170.13999938964844,170.16000366210938,164.42999267578125,166.05999755859375,794400,0,0
2021-04-30,165.27000427246094,169.2100067138672,164.6300048828125,168.80999755859375,660882,0,0
