Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,60.83000183105469,61.33000183105469,60.529998779296875,61.29999923706055,9941800,0,0
2021-04-19,61.15999984741211,61.540000915527344,60.619998931884766,61.29999923706055,4160100,0,0
2021-04-20,61.25,62.86000061035156,61.130001068115234,62.29999923706055,5510900,0,0
2021-04-21,62.58000183105469,63.16999816894531,62.36000061035156,62.7599983215332,5046200,0,0
2021-04-22,62.650001525878906,62.75,62.0,62.029998779296875,3676400,0,0
2021-04-23,61.86000061035156,62.11000061035156,61.119998931884766,61.2599983215332,3117000,0,0
2021-04-26,61.349998474121094,61.41999816894531,60.439998626708984,60.540000915527344,4074200,0,0
2021-04-27,60.41999816894531,60.75,60.13999938964844,60.540000915527344,3804100,0,0
2021-04-28,60.900001525878906,61.34000015258789,60.529998779296875,60.79999923706055,2747700,0,0
2021-04-29,60.869998931884766,61.65999984741211,60.79999923706055,61.43000030517578,3489000,0,0
2021-04-30,61.52000045776367,61.619998931884766,60.625,60.86000061035156,4699213,0,0
