Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,45.130001068115234,45.41999816894531,44.560001373291016,44.75,329100,0,0
2021-04-19,44.75,44.810001373291016,43.650001525878906,44.810001373291016,218200,0,0
2021-04-20,44.7400016784668,45.029998779296875,43.099998474121094,43.45000076293945,226400,0,0
2021-04-21,43.529998779296875,44.18000030517578,43.27000045776367,43.75,319800,0,0
2021-04-22,43.77000045776367,44.22999954223633,43.25,44.0099983215332,215100,0,0
2021-04-23,44.27000045776367,45.0,44.130001068115234,44.58000183105469,144400,0,0
2021-04-26,45.099998474121094,46.09000015258789,44.970001220703125,45.779998779296875,285900,0,0
2021-04-27,45.81999969482422,46.119998931884766,45.22999954223633,45.599998474121094,149500,0,0
2021-04-28,45.58000183105469,45.709999084472656,45.310001373291016,45.54999923706055,123500,0,0
2021-04-29,46.040000915527344,46.040000915527344,45.0099983215332,45.5,232300,0,0
2021-04-30,45.08000183105469,45.790000915527344,44.689998626708984,44.93000030517578,319644,0,0
