Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,72.83000183105469,73.0999984741211,70.44000244140625,70.51000213623047,3574700,0,0
2021-04-19,70.69999694824219,72.0999984741211,70.01000213623047,71.29000091552734,2914900,0,0
2021-04-20,70.2300033569336,70.5999984741211,67.30000305175781,68.56999969482422,3980900,0,0
2021-04-21,67.54000091552734,69.68000030517578,67.29000091552734,68.95999908447266,3513700,0,0
2021-04-22,69.13999938964844,69.19000244140625,67.12999725341797,68.3499984741211,2775800,0,0
2021-04-23,68.63999938964844,69.88999938964844,68.27999877929688,69.05999755859375,2181700,0,0
2021-04-26,68.9000015258789,70.38999938964844,68.79000091552734,69.83000183105469,2601700,0,0
2021-04-27,70.04000091552734,72.02999877929688,69.75,71.68000030517578,2808800,0,0
2021-04-28,72.22000122070312,75.44000244140625,72.22000122070312,74.9800033569336,4677200,0,0
2021-04-29,76.4000015258789,77.05000305175781,74.93000030517578,75.93000030517578,2861600,0,0
2021-04-30,74.43000030517578,76.2300033569336,73.52999877929688,73.63999938964844,2394847,0,0
