Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,102.37000274658203,103.75,102.12000274658203,102.69999694824219,360500,0,0
2021-04-19,102.52999877929688,103.44999694824219,100.83000183105469,101.95999908447266,269200,0,0
2021-04-20,102.19999694824219,102.19999694824219,99.13999938964844,100.31999969482422,191700,0,0
2021-04-21,100.01000213623047,101.37999725341797,99.72000122070312,101.37000274658203,192000,0,0
2021-04-22,101.4000015258789,101.98999786376953,99.58999633789062,99.58999633789062,168200,0,0
2021-04-23,99.83000183105469,101.95999908447266,99.69999694824219,101.0999984741211,234600,0,0
2021-04-26,101.76000213623047,102.41999816894531,101.0,101.5199966430664,138900,0,0
2021-04-27,101.41000366210938,102.55000305175781,100.77999877929688,101.87000274658203,134400,0,0
2021-04-28,101.63999938964844,102.86000061035156,101.25,102.72000122070312,135500,0,0
2021-04-29,103.66999816894531,104.5999984741211,101.62000274658203,102.44000244140625,274400,0,0
2021-04-30,101.37000274658203,102.5,100.20999908447266,100.37000274658203,361425,0,0
