Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,108.51000213623047,109.0,105.3499984741211,106.16999816894531,1048800,0,0
2021-04-19,105.33000183105469,106.75,103.33999633789062,103.93000030517578,1034700,0,0
2021-04-20,102.93000030517578,103.2699966430664,99.56999969482422,101.9000015258789,1722900,0,0
2021-04-21,101.6500015258789,107.9000015258789,101.29000091552734,107.55000305175781,1563800,0,0
2021-04-22,108.26000213623047,109.94999694824219,106.72000122070312,107.01000213623047,987400,0,0
2021-04-23,108.31999969482422,109.9000015258789,106.26000213623047,109.44000244140625,722200,0,0
2021-04-26,110.0,112.3499984741211,107.48999786376953,108.48999786376953,739000,0,0
2021-04-27,108.48999786376953,111.80999755859375,107.86000061035156,111.44000244140625,544000,0,0
2021-04-28,111.27999877929688,114.23999786376953,110.69000244140625,113.5,1280800,0,0
2021-04-29,114.98999786376953,116.0,113.37999725341797,114.05000305175781,924800,0,0
2021-04-30,113.55999755859375,114.3499984741211,111.87000274658203,113.18000030517578,748671,0,0
