Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,86.1500015258789,87.11000061035156,85.68000030517578,85.76000213623047,469500,0,0
2021-04-19,85.44999694824219,86.2300033569336,84.9000015258789,85.69000244140625,560200,0,0
2021-04-20,85.44000244140625,85.88999938964844,83.80999755859375,84.38999938964844,260000,0,0
2021-04-21,83.58999633789062,86.0,83.58999633789062,85.62000274658203,413700,0,0
2021-04-22,85.7699966430664,86.0,83.5999984741211,84.23999786376953,437600,0,0
2021-04-23,84.3499984741211,86.04000091552734,84.30999755859375,85.66999816894531,915500,0,0
2021-04-26,85.68000030517578,87.76000213623047,85.08999633789062,87.75,848800,0,0
2021-04-27,87.94999694824219,88.55000305175781,87.0,88.19999694824219,473100,0,0
2021-04-28,87.94999694824219,88.86000061035156,87.72000122070312,87.91000366210938,354600,0,0
2021-04-29,88.62999725341797,88.62999725341797,87.33999633789062,87.81999969482422,309200,0,0
2021-04-30,86.6500015258789,87.2699966430664,85.91000366210938,86.12000274658203,863237,0,0
