Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,42.72999954223633,43.290000915527344,42.56999969482422,42.65999984741211,2766700,0,0
2021-04-19,42.779998779296875,43.2599983215332,42.290000915527344,43.119998931884766,579900,0,0
2021-04-20,43.18000030517578,43.45000076293945,42.97999954223633,43.08000183105469,368200,0,0
2021-04-21,43.099998474121094,43.5,43.04999923706055,43.310001373291016,427600,0,0
2021-04-22,43.41999816894531,43.45000076293945,42.79999923706055,42.810001373291016,456400,0,0
2021-04-23,42.84000015258789,43.040000915527344,42.5,42.7400016784668,412800,0,0
2021-04-26,42.81999969482422,43.0,42.380001068115234,42.59000015258789,330800,0,0
2021-04-27,42.59000015258789,42.59000015258789,42.22999954223633,42.33000183105469,410600,0,0
2021-04-28,42.45000076293945,42.709999084472656,42.18000030517578,42.560001373291016,395900,0,0
2021-04-29,42.61000061035156,43.11000061035156,42.59000015258789,42.91999816894531,259800,0,0
2021-04-30,42.97999954223633,43.15999984741211,42.779998779296875,43.060001373291016,546421,0,0
