Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-16,49.43000030517578,49.75,49.09000015258789,49.54999923706055,863900,0,0
2021-04-19,49.66999816894531,49.68000030517578,49.29999923706055,49.47999954223633,942800,0,0
2021-04-20,49.5099983215332,49.880001068115234,49.31999969482422,49.369998931884766,663200,0,0
2021-04-21,49.41999816894531,49.86000061035156,49.150001525878906,49.79999923706055,888000,0,0
2021-04-22,49.689998626708984,50.2400016784668,49.45000076293945,49.970001220703125,1090400,0,0
2021-04-23,50.08000183105469,50.619998931884766,50.02000045776367,50.47999954223633,1207200,0,0
2021-04-26,50.58000183105469,50.900001525878906,49.779998779296875,49.79999923706055,844000,0,0
2021-04-27,52.27000045776367,53.0,51.650001525878906,51.869998931884766,1499600,0,0
2021-04-28,51.86000061035156,52.650001525878906,51.86000061035156,52.43000030517578,1091400,0,0
2021-04-29,52.650001525878906,53.0099983215332,51.650001525878906,52.810001373291016,2502000,0,0
2021-04-30,52.91999816894531,53.79499816894531,52.914798736572266,53.18000030517578,1573998,0,0
