,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
0,2011-04-18,35.534995449591186,35.75786922596766,34.973352580902954,35.633060455322266,203500,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.0027596740759455443,0.01561547574719445,0.023135804402066844
1,2011-04-19,35.740051178432815,35.74896463620121,35.0535993035726,35.3121337890625,166300,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.011973049149648099,0.0032730202541873276,0.002917789488768408
2,2011-04-20,35.87377557312633,37.15752769552774,35.82028462606523,37.095123291015625,286700,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.0340456976824103,-0.0013198765300850978,-0.002000125712193029
3,2011-04-21,37.21101377415216,37.77265334128011,36.44432730384278,37.71916580200195,289600,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.013655957640228906,0.009261893220641334,0.016695417149892085
4,2011-04-25,39.68044961289791,39.68044961289791,37.91528953579092,38.33429336547852,599800,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.03392492425241639,0.0007706058501485592,0.005500060450504802
5,2011-04-26,34.723734804945586,37.83505079769562,34.1442616299693,35.20514297485352,1108500,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.013863951346597984,-0.007621429346453832,-0.017344484321808146
6,2011-04-27,35.1605662841372,36.35516988014021,35.1605662841372,36.266021728515625,431700,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.031440205924020005,0.0032811496258586307,0.004150243416487171
7,2011-04-28,36.50672773978472,38.07575773611233,36.20361924721431,38.02227020263672,1000600,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.0415140593715928,0.008694227824283146,0.015536701891847608
8,2011-04-29,38.1203397736971,40.0994605443499,38.03119159876773,38.36996078491211,874000,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.006548236786369097,0.010527506894074955,0.013328057637132518
9,2011-05-02,38.33430222805564,38.343215685716736,37.07729384916708,37.20210266113281,441400,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.029534894366597033,-0.011177746437773388,-0.025826613062381733
10,2011-05-03,37.13969819059604,37.35365858272616,36.27494656521499,36.91682434082031,268000,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.006000960175604316,0.002079953910512204,-0.008021272719862792
11,2011-05-04,36.95248503720135,37.39823273752757,36.59588551662634,37.20210266113281,326600,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.006755097084273625,-0.0043581321931784,-0.00843380527773505
12,2011-05-05,36.96140206574846,37.995536694382906,36.747445053360856,37.13970184326172,322100,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.00482394518465758,0.006077595237471463,0.0033623353891310934
13,2011-05-06,37.5765206422578,37.64783848340067,36.20361734222162,36.266021728515625,281400,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.03487547253825336,-0.0070862555352045,-0.01157325410559035
14,2011-05-09,36.29277179374867,36.792010371545366,35.99858012169291,36.68503189086914,164000,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.010808215458154559,0.02333422707553365,0.03295864427469361
15,2011-05-10,36.88116778886268,37.58545004825774,36.76527582272332,37.40715026855469,171500,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.01426154623690738,0.006871003114426634,0.02260542292467872
16,2011-05-11,37.35364784492294,37.55869131967993,36.497809923209495,36.88115310668945,234100,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.012649226126323482,-0.03076398342528704,-0.04219713805160492
17,2011-05-12,36.711769652346064,37.43388193049013,36.381917407122536,37.34473037719727,183000,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.01724135695024333,0.01509025794452974,0.01658286215049902
18,2011-05-13,37.30906793406646,37.43388010258185,36.56912878217932,36.7652587890625,254500,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.014575790152812062,-0.02059884480864014,-0.01542995705170263
19,2011-05-16,36.61370970770836,36.61370970770836,35.87377041735784,35.909427642822266,214200,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.019235474102691646,-0.007294658697698187,-0.01291762223694184
20,2011-05-17,35.74004096202885,36.1144672954025,34.87528957192665,35.03575897216797,256200,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.019705685021713566,-0.01996079763098812,-0.025844296798595876
21,2011-05-18,35.1783896310807,35.499328354654,35.071411190150705,35.43692398071289,240300,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.007349237766238541,0.013300281200449779,0.014711313845111934
22,2011-05-19,35.677632943150854,35.677632943150854,34.71481663966366,35.09815979003906,421500,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.016241917002597424,0.004995082650697312,0.008106424821031423
23,2011-05-20,34.893131283081146,34.893131283081146,33.68961378885439,33.814422607421875,287100,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.030914642395029526,-0.011993041848558027,-0.013597902824232311
24,2011-05-23,33.092309356866494,33.939230694179564,33.074479040200565,33.3419303894043,419900,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.0075431735466357785,0.004668920969368279,0.009582018954520382
25,2011-05-24,33.31517299696524,33.93030683054328,33.31517299696524,33.6539421081543,400700,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.010168613298808872,-0.01711865501045844,-0.02892668350848537
26,2011-05-25,33.45781229591842,34.135350522552294,33.37757759541663,34.08185958862305,320800,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.018651766205907992,0.011373990799276333,0.02227077880978751
27,2011-05-26,33.97488645983507,35.41019443834247,33.87682143261511,34.902042388916016,501600,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.02728944893390667,0.015819277165608,0.025179968566874326
28,2011-05-27,34.89310839821959,35.05403000612757,34.32988618090929,34.41034698486328,359000,0.11,0,GPI,Consumer Durables,Automotive Aftermarket,-0.013835437297438946,0.0005360315547776061,-0.0005657775211816469
29,2011-05-31,34.75900327120116,34.97356310408881,34.070617270816435,34.624900817871094,308200,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.0038580638312253677,0.0025375394552476067,-0.00020831882954898377
30,2011-06-01,34.48185213721752,34.48185213721752,33.426923530349974,33.462684631347656,300800,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.029556634655649533,-0.03192399990222309,-0.04169644364652385
31,2011-06-02,33.39115872856629,34.231527457041175,33.07825765543155,33.40010070800781,245100,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.0002677948230012642,-0.009071728487686411,-0.007793351864778936
32,2011-06-03,32.810055631534134,33.55207962403088,32.45245148864707,32.917335510253906,321800,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.0032697255964621,0.0015740752918659406,0.006156075285677756
33,2011-06-06,32.90840817149458,32.96204642397585,32.26472185878325,32.30942153930664,246500,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.018201628868417363,-0.012290637165299708,-0.02202987449313314
34,2011-06-07,32.59549331665039,33.38222040536859,32.568674198860144,32.59549331665039,305700,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.0,-0.0062348376843965264,-0.006558715331863809
35,2011-06-08,32.50610533478641,32.60444668151237,31.862419000119868,31.924999237060547,242400,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.017876829344547596,-0.004847774037664524,-0.004341219054332239
36,2011-06-09,31.987575542833564,32.81006391497827,31.96075641897415,32.35411834716797,268200,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.011458911721633241,0.00010950798101892688,-0.0005732323970324514
37,2011-06-10,32.166366976441566,32.39881067391384,31.674663876910262,31.916046142578125,430200,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.007782067339055547,-0.032080783370341974,-0.03985769041012356
38,2011-06-13,31.97864079951068,32.43458301153052,31.871360880864916,31.89818000793457,254300,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.0025160791567269917,-0.010802069224271217,-0.01680050191123939
39,2011-06-14,32.273662240560824,33.68619541480684,32.094863508440696,33.31965255737305,285500,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.03241002861762756,0.005947628130030776,0.006324758321545121
40,2011-06-15,32.88158408238611,33.45374815095173,32.541863798154566,32.76536560058594,226700,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.0035344550770116424,-0.02667702582955726,0.0027514462169030696
41,2011-06-16,32.74748476590465,33.4805703987543,32.15744014896794,32.336238861083984,434000,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.012558091339242025,-0.007784865700714239,-0.011138982195231104
42,2011-06-17,32.667022188422074,33.02462300339458,32.13061585041336,32.18425750732422,1021100,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,-0.014778349808356808,0.004282654349235659,-0.003635985921915196
43,2011-06-20,32.1663842502245,33.07827216232179,31.88924074221332,32.675968170166016,445900,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.015842126238915268,0.006881787768748656,0.017365953259101626
44,2011-06-21,32.91733826244273,34.30304846384782,32.801116394732354,34.16000747680664,542400,0.0,0,GPI,Consumer Durables,Automotive Aftermarket,0.037751205898131183,0.022613181394458334,0.03593818689080528
