,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change
0,2011-04-18,28.43823814835989,29.12123328147556,27.943064641364973,28.25894927978516,202400,0.0,0,OXM,Consumer Non-Durables,Apparel,-0.006304499865265743,0.016011934813125253
1,2011-04-19,28.47238201484374,28.94194416523274,28.06258498459476,28.335783004760746,166800,0.0,0,OXM,Consumer Non-Durables,Apparel,-0.004797596843558024,0.011642231597084326
2,2011-04-20,28.9675692707754,29.437128388226824,28.57484733667266,28.80535888671875,132500,0.0,0,OXM,Consumer Non-Durables,Apparel,-0.00559972369584697,0.00047638538148964767
3,2011-04-21,28.80534993282849,28.92487367937825,28.17357737092253,28.446775436401367,104400,0.0,0,OXM,Consumer Non-Durables,Apparel,-0.01244819095283647,-0.00342145710413417
4,2011-04-25,28.310176156236174,28.60044950536774,27.98575223502377,28.53214836120605,110900,0.0,0,OXM,Consumer Non-Durables,Apparel,0.007840721433341578,-0.003423370166795341
5,2011-04-26,28.583367817807265,29.02731538509849,28.42115752191852,28.72850608825684,166200,0.0,0,OXM,Consumer Non-Durables,Apparel,0.005077717621474775,0.004436271500256597
6,2011-04-27,28.848030559487363,29.36881528194771,28.65166969404409,29.309053421020508,132500,0.0,0,OXM,Consumer Non-Durables,Apparel,0.01598108614667724,0.007595648972304073
7,2011-04-28,29.266364353121237,29.377352064942656,28.77973018322831,29.28343963623047,66200,0.0,0,OXM,Consumer Non-Durables,Apparel,0.000583443946204106,-0.0015713465785790592
8,2011-04-29,29.291980694455518,29.411504426739885,28.92487022713784,29.326128005981445,125000,0.0,0,OXM,Consumer Non-Durables,Apparel,0.001165756316792574,0.002527606510955731
9,2011-05-02,29.420043951766967,29.420043951766967,28.2248032294915,28.446775436401367,215000,0.0,0,OXM,Consumer Non-Durables,Apparel,-0.03308181717747385,-0.004497618519938472
10,2011-05-03,28.387012692869167,29.54810606394765,28.08820333565532,29.488344192504883,299000,0.0,0,OXM,Consumer Non-Durables,Apparel,0.03879702001585997,-0.00371258531278947
11,2011-05-04,29.462725361146944,30.52990613462307,29.189527343679234,30.470144271850582,333400,0.0,0,OXM,Consumer Non-Durables,Apparel,0.0341929980460036,-0.0009099861434054273
12,2011-05-05,30.00059025610563,30.64943809557178,29.2066073711244,30.495763778686523,291000,0.0,0,OXM,Consumer Non-Durables,Apparel,0.016505459337758047,-0.0027834892602857843
13,2011-05-06,30.64942611426899,31.298270443314745,30.24816519295197,30.888473510742188,366100,0.0,0,OXM,Consumer Non-Durables,Apparel,0.007799408562560558,-0.000979807482742461
14,2011-05-09,30.74333395202892,31.08483300964101,30.21401334382893,30.91408348083496,102000,0.0,0,OXM,Consumer Non-Durables,Apparel,0.005554034219986501,0.009380735598780561
15,2011-05-10,31.18729296673485,32.058112954840304,30.897019637366373,31.895902633666992,158600,0.0,0,OXM,Consumer Non-Durables,Apparel,0.0227211020747444,0.020469187038566417
16,2011-05-11,31.81906802597005,31.82760404070316,30.82872422125909,31.11899757385254,150500,0.0,0,OXM,Consumer Non-Durables,Apparel,-0.022001601415419486,-0.0020199895852003056
17,2011-05-12,30.90556215227063,32.52767530460549,30.38477730755196,32.416690826416016,186000,0.0,0,OXM,Consumer Non-Durables,Apparel,0.048895039239218736,0.018622715802699488
18,2011-05-13,32.77525611046054,33.722913179109774,32.74964481350592,33.3045768737793,238400,0.0,0,OXM,Consumer Non-Durables,Apparel,0.016150011506693304,-0.002039754157858074
19,2011-05-16,33.02284518416526,33.7997527291914,32.664270717426824,33.55216598510742,209700,0.0,0,OXM,Consumer Non-Durables,Apparel,0.016028927791963028,-0.005739034538291026
