,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
0,2011-04-18,21.087939569837385,21.309738488409444,20.66993447883434,21.20737075805664,471200,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.005663483045545202,0.01561547574719445,0.023135804402066844
1,2011-04-19,21.309735766854008,21.94100878042624,21.267082822505348,21.693618774414062,346500,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.018014442401353532,0.0032730202541873276,0.002917789488768408
2,2011-04-20,22.154275362869424,22.486974490863098,21.958069227838173,22.196929931640625,603700,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.0019253425387449376,-0.0013198765300850978,-0.002000125712193029
3,2011-04-21,22.40166624523152,22.85379489673541,22.13721443595075,22.580810546875,516800,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.007996918607856333,0.009261893220641334,0.016695417149892085
4,2011-04-25,22.589336900202618,22.97321979352268,22.333416056059274,22.853790283203125,533300,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.01170700070430732,0.0007706058501485592,0.005500060450504802
5,2011-04-26,22.683180008812748,23.09265409524425,22.03484522507685,22.63199615478516,1300000,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,-0.0022564673034249387,-0.007621429346453832,-0.017344484321808146
6,2011-04-27,22.606404007518595,22.69171151787371,22.401666958929567,22.61493492126465,743700,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.000377367127616411,0.0032811496258586307,0.004150243416487171
7,2011-04-28,22.54669559548873,22.63200312989648,22.205467084963605,22.62347221374512,675100,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.0034052270733523535,0.008694227824283146,0.015536701891847608
8,2011-04-29,22.939102078848777,23.65568258029274,22.939102078848777,23.015878677368164,929000,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,0.0033469748839986277,0.010527506894074955,0.013328057637132518
9,2011-05-02,23.05853206826098,23.10971592228857,22.597872500696507,22.63199615478516,548500,0.0,0,CTB,Consumer Durables,Automotive Aftermarket,-0.018497964753919783,-0.011177746437773388,-0.025826613062381733
