,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change
0,2011-04-18,23.34807412520424,24.03455208799073,23.34027305327569,24.011150360107425,26300,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.02839961152030935,0.02566379673204488
1,2011-04-19,24.10476280318221,24.30758623112204,23.83173120834389,23.909740447998047,28700,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.00809061498661246,-0.004743791110490417
2,2011-04-20,23.94874172936201,23.995546670014924,23.46508571627445,23.71471405029297,20200,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.00977202400500708,-0.0052019865602563956
3,2011-04-21,23.90973392242696,23.90973392242696,23.62110174875481,23.769317626953125,22200,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.0058727669630035334,0.01004878988994171
4,2011-04-25,23.628909628284838,23.691316723378417,23.51969609594418,23.63670921325684,9200,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.0003300865378343736,0.003388161498514934
5,2011-04-26,23.75371832336037,24.4557983527218,23.60550094883782,24.29197883605957,17200,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.022660052854539935,-0.006401629612668074
6,2011-04-27,24.221768452185785,24.28417552709121,24.065751508873245,24.12035751342773,6500,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.0041867685655670025,0.008153837957493264
7,2011-04-28,24.151568015728703,25.36070603592232,24.151568015728703,25.196887969970703,40300,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.04328165995521433,0.009863839540960114
8,2011-04-29,25.196883134949832,25.196883134949832,23.66010778984175,23.956541061401367,26000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.049226012078772724,-0.004523353419408276
9,2011-05-02,23.9877442491934,23.9877442491934,22.271547317504883,22.271547317504883,33000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.07154474025819357,-0.010591447281218826
10,2011-05-03,22.27155583352751,23.04384578962102,22.27155583352751,22.63039779663086,39000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.01611211923341022,0.0015248784790433667
11,2011-05-04,22.70060348899881,22.794213390583348,22.006322860717773,22.006322860717773,25000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.03058423660928214,-0.011490884018771746
12,2011-05-05,21.904909101479262,22.18574174633873,21.61627538449566,21.92051124572754,38500,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.0007122670163111128,-0.0022907122074288175
13,2011-05-06,22.287151108538225,22.91122344255652,21.608474249374822,21.63967704772949,40500,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.02905145021252576,-0.01112686367686587
14,2011-05-09,21.850300967842323,21.850300967842323,21.06241061445696,21.702083587646484,71000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.006783310692789711,0.009414569979705018
15,2011-05-10,21.834702490679845,22.72400394534491,21.569471971235444,22.59918975830078,50200,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.03501248839764397,0.007268476850367253
16,2011-05-11,22.575696109008128,22.66183347833432,21.964906705153595,22.09019660949707,47900,0.11,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.021505405510722386,-0.0056204368507676
17,2011-05-12,21.988402524675333,22.982892601160486,21.92575756281025,22.89675521850586,63000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.041310535988741105,0.007769682815223168
18,2011-05-13,22.865433113338828,22.975061421430432,22.19199866403628,22.309457778930664,32700,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.02431510182432663,-0.014299524233887232
19,2011-05-16,22.160677693143093,23.186491085147,22.160677693143093,22.52088737487793,66100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.01625445244602299,0.0015810806761325273
20,2011-05-17,22.364272700638004,22.888924825843905,21.99623372971621,22.607023239135746,71400,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.010854390024085888,0.0025825583763531704
21,2011-05-18,22.59136198302488,23.170828273341595,22.466072055041472,22.779296875,40100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.008318882771049202,0.012056401596480514
22,2011-05-19,22.982890257086304,22.982890257086304,22.058876043638268,22.184165954589844,32200,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.03475299640567137,-0.003441881624638904
23,2011-05-20,21.95707930689324,22.160674299017597,21.769142940423123,21.9414176940918,27100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.0007132830638601584,-0.008332853184066655
24,2011-05-23,21.49506888788321,22.419081497862106,21.49506888788321,22.27813148498535,26400,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.03642987148292203,-0.0011785771987203265
25,2011-05-24,22.450412112965267,22.450412112965267,21.20534205400871,21.526397705078125,39800,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.0411580154180563,-0.005660182823676274
26,2011-05-25,21.393272036085943,22.16850390489179,21.393272036085943,21.534223556518555,49000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.0065885910390358435,-3.2796672511065325e-05
27,2011-05-26,21.51856047769997,21.902260982958687,21.424593799532715,21.870939254760746,17700,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.01637557388775845,0.009546796163661298
28,2011-05-27,21.91009523288688,22.27813567869296,21.91009523288688,22.01189422607422,17100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.0046462140901395,0.005636823908146441
29,2011-05-31,22.238979734706497,22.426914598013624,21.800465053656524,22.26247215270996,77800,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.0010563622200168328,0.0016476080997654431
30,2011-06-01,22.09802521526614,22.09802521526614,20.66502077012236,20.735496520996094,49900,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.06165839168871802,-0.017104367801877064
31,2011-06-02,20.75899351870736,21.00957335776776,20.68851775227492,20.93126678466797,20200,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.00829872921369533,0.0034133519838967924
32,2011-06-03,20.57888753963397,21.44808608915473,20.39095267774912,20.49275016784668,42100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.004185715657437507,0.009075006831094015
33,2011-06-06,20.375287174610182,20.68851188459888,20.10121499328011,20.11687660217285,26100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.012682548727918717,-0.008636801053607668
34,2011-06-07,20.33613930250297,20.70417975492032,20.10905187917457,20.414445877075195,38600,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.003850611633181822,-0.004979547084099568
35,2011-06-08,20.359630957581317,21.06438711509056,20.2578334599658,20.719839096069336,37000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.017692272479717448,-0.0070552567337490955
36,2011-06-09,20.5005832487521,21.001742936059077,20.030745295114976,20.66502571105957,42100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.008021355310341215,0.0008715552068819929
37,2011-06-10,20.5632274677291,21.04872552389718,20.02291376586264,20.195188522338867,37500,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.017897917336556924,-0.009737613882381415
38,2011-06-13,20.257834618469197,20.492752853215556,19.952439121010475,19.96026992797852,36000,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.014688869570461683,0.0018834188668305823
39,2011-06-14,20.179525356923637,20.35962941249964,20.05423544925567,20.20301628112793,21100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.0011640969640662364,0.003051392046375268
40,2011-06-15,19.95243873589807,20.15603523241625,19.57656897012927,19.748842239379883,32400,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.010204090798779418,-0.012872758458696225
41,2011-06-16,20.04640767350657,20.98608212305569,19.60789293038365,20.64936637878418,48100,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.03007814243319421,0.010241541023051361
42,2011-06-17,20.813808847365124,21.228832662732906,20.3048183338293,20.64936637878418,69400,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,-0.007900642779361417,-0.003479284912364105
43,2011-06-20,20.57889060837128,21.0565578934686,20.57889060837128,20.64936637878418,40300,0.0,0,OPY,Finance,Investment Bankers/Brokers/Service,0.003424663251002907,0.006262236198381252
