,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
0,2011-04-18,39.38999938964844,39.61000061035156,38.79999923706055,39.54999923706055,161500,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,0.004061940845171905,0.015424452513018657,0.010152287657149801
1,2011-04-19,39.59999847412109,40.20000076293945,39.5,39.88999938964844,121200,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,0.007323255724791726,-0.0070018763990200026,0.007544914736270337
2,2011-04-20,40.43999862670898,41.540000915527344,40.43999862670898,41.540000915527344,197400,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,0.027200848817335508,-0.005537516641436237,0.0007381316760305061
3,2011-04-21,41.869998931884766,41.90999984741211,41.290000915527344,41.56999969482422,108800,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,-0.0071650165921569205,0.001299261296462725,0.002708150411638652
4,2011-04-25,41.66999816894531,41.75,40.43000030517578,40.52000045776367,151000,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,-0.02759773846207365,0.00162576628203771,0.016522098774465883
5,2011-04-26,40.61000061035156,40.61000061035156,40.02999877929688,40.380001068115234,250800,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,-0.005663618290557248,0.006053081911663854,0.019040682179231213
6,2011-04-27,40.47999954223633,41.04999923706055,40.040000915527344,40.86000061035156,295900,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,0.00938737827105818,0.005248883139246386,0.011255471225503773
7,2011-04-28,40.83000183105469,41.27000045776367,40.63999938964844,40.90999984741211,121300,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,0.0019592949490532864,-0.007931481021259141,0.006175762931432793
8,2011-04-29,40.959999084472656,41.130001068115234,40.150001525878906,40.380001068115234,155000,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,-0.0141601081377292,0.0020002743828408383,-0.0023608050396643344
9,2011-05-02,40.63999938964844,40.72999954223633,39.25,39.47999954223633,113000,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,-0.02854330376066829,0.0015961136280996282,-0.00853782294240422
10,2011-05-03,39.43999862670898,40.02000045776367,39.2400016784668,39.900001525878906,229000,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,0.011663359918537435,-0.004629544318122053,0.004786549032098161
11,2011-05-04,39.91999816894531,40.34000015258789,39.13999938964844,39.4900016784668,155000,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,-0.010771455666373747,0.013656352819351271,-0.003752118074176449
12,2011-05-05,39.16999816894531,40.810001373291016,39.119998931884766,39.70000076293945,165000,0,0,GCO,Consumer Services,Clothing/Shoe/Accessory Stores,0.0135308301958088,0.012210011829275624,0.0004525346134412433
