,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
0,2011-04-18,22.66207706611371,23.0132171613525,22.29292934616996,22.527023315429688,432200,0.0,0,AIR,Capital Goods,Aerospace,-0.005959460392355941,-0.010570542159724588,-0.016442514236024705
1,2011-04-19,22.64893423768407,22.983069991319542,22.42316734866311,22.666996002197266,170500,0.075,0,AIR,Capital Goods,Aerospace,0.0007974664204350737,0.024380927979059754,0.006719997945604664
2,2011-04-20,23.17270636163044,23.416534941617527,23.04627749310268,23.208829879760746,124600,0.0,0,AIR,Capital Goods,Aerospace,0.0015588821420583047,-0.0036885546099280557,-0.006738541274166746
3,2011-04-21,23.425571157078757,23.425571157078757,23.10949719129918,23.244956970214844,76100,0.0,0,AIR,Capital Goods,Aerospace,-0.0077101294842638205,-0.02240364310481664,-0.0018067888414228408
4,2011-04-25,23.12756035552373,23.12756035552373,22.74827191810423,22.79342460632324,94200,0.0,0,AIR,Capital Goods,Aerospace,-0.014447513877990488,-0.0011961798298959717,0.0018767861215820464
5,2011-04-26,22.90178638776704,23.163674998892,22.829541075477657,22.89275550842285,251900,0.0,0,AIR,Capital Goods,Aerospace,-0.0003943307823799987,0.0031590049159445485,0.006028963897136144
6,2011-04-27,22.96500558663164,23.163679806042197,22.919851180539823,23.09143447875977,144500,0.0,0,AIR,Capital Goods,Aerospace,0.005505284623214944,0.0021474620290608997,-0.006893754540343305
7,2011-04-28,23.0101598801876,23.488786283461543,23.0101598801876,23.479755401611328,249800,0.0,0,AIR,Capital Goods,Aerospace,0.020408181597558667,-0.015034480622555815,0.018825941325447255
8,2011-04-29,23.479755150353853,23.82292004466692,23.479755150353853,23.515878677368164,312000,0.0,0,AIR,Capital Goods,Aerospace,0.0015384967510518016,-0.0013712932713190313,0.0030151323953271788
9,2011-05-02,23.642305760827124,23.768734650736004,23.38041537748508,23.38944625854492,188000,0.0,0,AIR,Capital Goods,Aerospace,-0.010695213268968388,-0.019711844732353254,-0.0027895286668161334
10,2011-05-03,23.380416228010095,23.497815963594302,22.892760690290043,23.05531311035156,226000,0.0,0,AIR,Capital Goods,Aerospace,-0.013904932850128528,-0.00143334881630545,0.012662965462018585
11,2011-05-04,23.046284138757795,23.046284138757795,22.58571948457235,22.79342460632324,255000,0.0,0,AIR,Capital Goods,Aerospace,-0.010971813543221602,-0.0053195461566493945,-0.030664822046450046
12,2011-05-05,22.5766841542114,23.17270847808544,22.5766841542114,22.865665435791016,271800,0.0,0,AIR,Capital Goods,Aerospace,0.012799987792968719,0.0063904826455142595,0.021712861410497823
13,2011-05-06,23.20883464902472,23.45266155665249,22.910822453066768,23.05531311035156,226500,0.0,0,AIR,Capital Goods,Aerospace,-0.006614788764485081,-0.011422475956310345,-0.00014173707020690622
14,2011-05-09,22.965007062740277,23.73261479099544,22.84760732182,23.651338577270508,238000,0.0,0,AIR,Capital Goods,Aerospace,0.029885970104654304,0.005977587051981206,0.018550824661151877
15,2011-05-10,23.8229180863027,23.967410460017355,23.660367395494514,23.913225173950195,132500,0.0,0,AIR,Capital Goods,Aerospace,0.003790765149774782,0.015713967314456793,-0.0034225064023021947
16,2011-05-11,23.813884669160775,23.88612998186639,23.36235103413468,23.5068416595459,167100,0.0,0,AIR,Capital Goods,Aerospace,-0.01289344489068178,-0.019583991360700374,-0.013273071758018872
