,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
0,2011-04-18,17.350000381469727,17.389999389648438,16.950000762939453,17.059999465942383,39300,0,0,UFI,Consumer Non-Durables,Textiles,-0.01671474980698402,0.016011934813125253,-0.012148703706404801
1,2011-04-19,17.110000610351562,17.31999969482422,16.84000015258789,17.030000686645508,58400,0,0,UFI,Consumer Non-Durables,Textiles,-0.004675623661734686,0.011642231597084326,-0.011864031329385129
2,2011-04-20,17.350000381469727,17.479999542236328,17.31999969482422,17.450000762939453,23400,0,0,UFI,Consumer Non-Durables,Textiles,0.005763710620809536,0.00047638538148964767,0.0006199805342089609
3,2011-04-21,17.559999465942383,17.700000762939453,17.389999389648438,17.700000762939453,16200,0,0,UFI,Consumer Non-Durables,Textiles,0.00797273925142212,-0.00342145710413417,0.0022714600869211932
4,2011-04-25,17.68000030517578,17.68000030517578,17.299999237060547,17.3700008392334,31100,0,0,UFI,Consumer Non-Durables,Textiles,-0.017533906142050866,-0.003423370166795341,-0.004221706085655394
5,2011-04-26,17.399999618530273,17.93000030517578,17.399999618530273,17.729999542236328,35200,0,0,UFI,Consumer Non-Durables,Textiles,0.01896551327246114,0.004436271500256597,0.012751100095361881
6,2011-04-27,17.790000915527344,17.790000915527344,17.18000030517578,17.3799991607666,97300,0,0,UFI,Consumer Non-Durables,Textiles,-0.02304675287581842,0.007595648972304073,-0.010930683062707012
7,2011-04-28,16.950000762939453,17.06999969482422,15.359999656677246,16.1200008392334,427300,0,0,UFI,Consumer Non-Durables,Textiles,-0.04896754491721432,-0.0015713465785790592,-0.042107124643194674
8,2011-04-29,16.219999313354492,16.350000381469727,15.93000030517578,16.31999969482422,91000,0,0,UFI,Consumer Non-Durables,Textiles,0.006165251892914247,0.002527606510955731,0.03692339253055003
9,2011-05-02,16.299999237060547,16.31999969482422,15.140000343322754,15.65999984741211,141000,0,0,UFI,Consumer Non-Durables,Textiles,-0.03926376807388437,-0.004497618519938472,-0.03469232343275692
10,2011-05-03,15.59000015258789,15.869999885559082,15.119999885559082,15.229999542236328,88000,0,0,UFI,Consumer Non-Durables,Textiles,-0.023091764389226357,-0.00371258531278947,-0.021390892409973362
11,2011-05-04,15.210000038146973,15.34000015258789,14.760000228881836,15.109999656677246,116000,0,0,UFI,Consumer Non-Durables,Textiles,-0.006574647022940413,-0.0009099861434054273,-0.01191464012222911
