,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
0,2011-04-18,15.020665430952231,15.377732633549847,14.933381630706355,15.36186408996582,494100,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,0.022715282527397237,0.01561547574719445,0.023135804402066844
1,2011-04-19,15.472954121475738,15.552302906840412,15.09208176786794,15.155560493469238,407700,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,-0.020512800950270495,0.0032730202541873276,0.002917789488768408
2,2011-04-20,15.393599383279367,15.869690397906895,15.36979581629154,15.86175537109375,442400,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,0.030412379597386224,-0.0013198765300850978,-0.002000125712193029
3,2011-04-21,16.02044840831737,16.218819482915578,15.703054991650482,16.17120933532715,527800,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,0.009410531039287672,0.009261893220641334,0.016695417149892085
4,2011-04-25,16.187088299374352,16.258502046636096,15.758607329255929,16.004587173461914,304900,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,-0.011274487575353,0.0007706058501485592,0.005500060450504802
5,2011-04-26,16.020457649335867,16.20295878000935,15.83795500521032,16.11567497253418,440500,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,0.0059434833437645085,-0.007621429346453832,-0.017344484321808146
6,2011-04-27,16.13948016151864,16.504482425160145,16.099806528845285,16.29817771911621,596900,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,0.00983287912679818,0.0032811496258586307,0.004150243416487171
7,2011-04-28,17.694703971040315,18.329492487233995,16.77426206033849,18.297752380371094,1412600,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,0.03408072891853662,0.008694227824283146,0.015536701891847608
8,2011-04-29,18.41677736200983,18.440582445527795,17.805795352900187,17.837533950805664,911000,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,-0.031451941879855276,0.010527506894074955,0.013328057637132518
9,2011-05-02,17.893079903324267,17.932755047556675,17.313836418599102,17.416990280151367,605100,0.0,0,PAG,Consumer Durables,Automotive Aftermarket,-0.026607472036407193,-0.011177746437773388,-0.025826613062381733
