Date,Weighted Industry Change,GLP Change
2011-04-18,0.0054481078366433,0.0018860519286631
2011-04-19,-0.0123067878850012,0.0093562876655858
2011-04-20,0.0034361844988615,0.0092387289332598
2011-04-21,0.0081562812928489,0.00947170543923
2011-04-25,0.0016083525733444,0.0010826664610869
2011-04-26,0.0074027413950991,0.0086956437609072
2011-04-27,-0.0011496410441678,-0.0007170509448795
2011-04-28,0.0016084256267871,-0.0003583027207635
2011-04-29,0.00375982349089,0.0057347616343995
2011-05-02,-0.0094392508287659,-0.0111470504097646
2011-05-03,-0.0144707902953528,-0.0199855063684788
2011-05-04,-0.0104206509019352,-0.0216741374717953
2011-05-05,0.035472078407256,-0.0122605245267126
2011-05-06,-0.0198380455159953,0.0027006055022445
2011-05-09,-0.0018789464689071,0.000385662505366
2011-05-10,0.0173166502299365,-0.0088529463544605
2011-05-11,-0.0184512220565677,-0.0224980569533697
2011-05-12,0.0024301800332747,0.001194694486965
2011-05-13,-0.0027888193881158,-0.0099009900990099
2011-05-16,0.0034434819626988,0.0
2011-05-17,-0.0218838447426323,-0.0180000305175779
2011-05-18,0.0086563516245589,0.0207908770732114
2011-05-19,4.417093217408513e-05,0.0079459977089082
2011-05-20,0.0098184069413362,0.0110149758381247
2011-05-23,0.0037202781798411,-0.0043052331228006
2011-05-24,-0.0179984070782601,-0.0031324130065339
2011-05-25,0.0070618842341828,-0.0007846393857694
2011-05-26,0.0051014670581191,0.0007849473360671
2011-05-27,0.003886240149757,0.0035211328039271
2011-05-31,0.0120182484980437,0.0077670199199786
2011-06-01,0.0031416967788816,-0.0088837214236583
2011-06-02,-0.010165886628363,0.0097770826352651
2011-06-03,0.0020084440121679,-0.0210280727846606
2011-06-06,-0.0220632503830306,-0.017077057186826
2011-06-07,0.0093382824211759,-0.005252491344105
2011-06-08,-0.015722887883425,-0.0190669095589429
2011-06-09,0.0069485237433849,0.0008254419373309
2011-06-10,-0.016114900786905,-0.0202814476081487
2011-06-13,-0.0091608448773106,-0.0135363664588056
2011-06-14,0.0061571819402287,0.0038297937271442
2011-06-15,-0.0056469995799933,-0.0131634597021358
2011-06-16,0.0192381285438119,-0.0241795971343651
2011-06-17,0.0063617619835438,0.0075121556605567
2011-06-20,-0.0069143101873739,-0.0254385939962354
2011-06-21,0.0368854566386049,0.0408344451067535
2011-06-22,0.0062595482635862,0.0268770966899608
2011-06-23,0.0193714413438018,0.0394460989117547
2011-06-24,-0.0048928445208321,-0.0072551515135207
2011-06-27,0.0083946144033082,0.0145631318912328
2011-06-28,0.0035609518807944,0.0123604253144101
2011-06-29,0.0301682793440198,-0.0140899692271121
2011-06-30,-0.0007525983956643,0.0043427007770583
2011-07-01,0.0110416058522196,0.0011760363142428
2011-07-05,0.0055142789070153,-0.0093749909196049
2011-07-06,-0.0034506136621734,-0.0074891812287128
2011-07-07,-0.0151775097107297,0.0059054968812218
2011-07-08,-0.0224586761911354,-0.0019607543945313
2011-07-11,-0.0085444259198845,-0.0237435841155826
2011-07-12,-0.0071275163923738,0.0052888185992719
2011-07-13,0.0353793194121754,0.0493381278451475
2011-07-14,0.011340695287638,0.0160796348698079
2011-07-15,0.0006046588304002,0.0100633789985629
2011-07-18,-0.0320988759997382,-0.0052005716661092
2011-07-19,-0.0253090719243999,-0.0085343763663727
2011-07-20,-0.0300597031012647,-0.0218599539678116
2011-07-21,-0.0324033119130644,-0.0523077157827524
2011-07-22,-0.037552546272307,-0.048013239020627
2011-07-25,-0.0047817068004417,-0.0273912678594174
2011-07-26,-0.0064769237682614,0.0031333793350985
2011-07-27,-0.0408307872593804,-0.0386495260056518
2011-07-28,0.0116299382976881,-0.0138503803866088
2011-07-29,0.0637571886411833,0.033143883890879
2011-08-01,-0.011351533319181,-0.0153702810554256
2011-08-02,-0.0347717782735453,-0.0208135591018246
2011-08-03,0.0102912006947426,-0.0147689123069422
2011-08-04,-0.0502084803824883,-0.0350194227654125
2011-08-05,-0.0067228296066052,-0.0005000114440918
2011-08-08,-0.0704058429434976,-0.0815273473749498
2011-08-09,0.0671077645881772,0.0480718347988245
2011-08-10,-0.0249458394647988,-0.0267541036640638
2011-08-11,-0.0124976715359386,0.0343942552381102
2011-08-12,0.0085079774363197,-0.0127952870465869
2011-08-15,-0.0063523761493773,-0.021339965921406
2011-08-16,-0.0165515539482671,-0.0090725959572283
2011-08-17,-0.0179810969062041,-0.0162437355218206
2011-08-18,-0.0309373289927429,0.0026330250137878
2011-08-19,-0.0021520801853528,0.0211865224395839
2011-08-22,-0.0500590429643461,-0.0719020807509721
2011-08-23,0.0411088078139486,0.0010911324520959
2011-08-24,0.0070430140477024,-0.0037837672877956
2011-08-25,-0.0187567210762589,0.0016172877563018
2011-08-26,0.0320509892023895,0.0666666390988466
2011-08-29,0.0368628997148772,-0.0020151594336837
2011-08-30,-0.0099697558623782,0.0162518885802324
2011-08-31,-0.0018563002110939,-0.0074626674469399
2011-09-01,-0.024588800121923,-0.0080524281833353
2011-09-02,0.0020569310376692,-0.0040942593299017
2011-09-06,0.0089102518022904,0.0146290854532075
2011-09-07,0.0003450032151506,0.0173028070833784
2011-09-08,0.0158065575641084,0.0349012954341143
2011-09-09,-0.0048956346330811,0.0058565563969671
2011-09-12,0.0358062887522154,-0.0019521234077849
2011-09-13,0.0143312023722676,0.0053605604556071
2011-09-14,0.0041560510207103,-0.0133843539973403
2011-09-15,-0.0119195910927728,0.0033540820320728
2011-09-16,0.0026816787328761,-0.0052083620255933
2011-09-19,0.0033927866602306,-0.0104961509047714
2011-09-20,-0.0090641665576331,-0.0028901476532216
2011-09-21,-0.0009358433087173,0.0004784798595386
2011-09-22,-0.0027613572414109,-0.0113077453545184
2011-09-23,0.0094024832914477,-0.0164752826956254
2011-09-26,-0.0020058275342028,-0.0349650722744112
2011-09-27,-0.0009295434494526,0.0153138966168367
2011-09-28,-0.0614230440074541,-0.0724935625760365
2011-09-29,-0.0069180998248056,-0.0197260608411815
2011-09-30,0.009654890294217,-0.0005685178394022
2011-10-03,-0.0720479138853731,-0.0472894860212465
2011-10-04,0.0399926682317364,0.0024646282597387
2011-10-05,0.0203510450016095,0.0148239507845164
2011-10-06,0.0420510126653349,0.0174593014763636
2011-10-07,-0.0500675617957515,-0.0556857494331899
2011-10-10,-0.0086977484545338,-0.0328067459425384
2011-10-11,-0.0031497266871903,-0.0137500166893007
2011-10-12,-0.0008022750896327,-0.0416929785592565
2011-10-13,0.0233622421538062,0.0119204865532557
2011-10-14,0.0151489216535215,-0.0206451416015623
2011-10-17,-0.0407267615252606,-0.0242941494865437
2011-10-18,0.018996654918759,0.0106524528985223
2011-10-19,0.0778392393519267,0.100131780448345
2011-10-20,0.0567489020926515,0.085415531603915
2011-10-21,0.0109859495197192,0.0031745749816606
2011-10-24,0.0138761720929047,0.0260960336107485
2011-10-25,-0.0151143411826457,-0.0207910680369271
2011-10-26,0.0009195180887625,0.0138746387701071
2011-10-27,0.0113210159052828,0.000500511967515
2011-10-28,0.0193810814156634,0.0202970213825105
2011-10-31,0.0213905347712934,0.0205348755591678
2011-11-01,0.0709851509889052,0.1051466325743485
2011-11-02,0.0054276637674374,0.0217821094104234
2011-11-03,0.0003417975016568,0.0043269305715903
2011-11-04,-0.0105250370655399,-0.014285677955264
2011-11-07,0.0076651354225598,0.0119880002812434
2011-11-08,-0.0114843565927929,-0.0239521670487076
2011-11-09,-0.0003124132439605,0.0052493640669118
2011-11-10,-0.0109868014627006,-0.0164102407602164
2011-11-11,0.0088687190315066,0.0010352203974946
2011-11-14,0.002723921331288,0.0051706505005557
2011-11-15,0.0079498988546549,-0.0010111454534565
2011-11-16,-0.0096115872528161,-0.0121828258462963
2011-11-17,0.0020406054898999,0.0015423536308562
2011-11-18,0.0005374562135116,0.0236746823081684
2011-11-21,0.0157002326898585,0.0091231783756737
2011-11-22,-0.0028016491262629,0.002007982330598
2011-11-23,0.0042638323831272,0.0250626556831433
2011-11-25,-0.0079722313852029,0.0038853775188533
2011-11-28,-0.0106104922178364,-0.0152598810349235
2011-11-29,-0.0058547215800966,0.000485447994983
2011-11-30,-0.0085168710838994,-0.0171020767720084
2011-12-01,0.0099167554334053,0.0211267971388694
2011-12-02,0.0056719519969234,0.004136036380571
2011-12-05,0.0127070436451967,0.0022738128662856
2011-12-06,0.0056273240621114,0.0004516815337637
2011-12-07,0.0032966169514563,0.0063839210077619
2011-12-08,-0.0169430625788757,-0.0081264247528559
2011-12-09,0.007166587957164,-0.0036512973191783
2011-12-12,0.0173293988167543,0.0087356567382812
2011-12-13,-0.0016886649558588,0.0027100892025802
2011-12-14,0.0040611992259343,-0.0136302199586311
2011-12-15,-0.0074509850035615,0.0036446433223423
2011-12-16,0.0017338657583879,0.0108991719404597
2011-12-19,-0.0248178663330054,-0.0142729569016627
2011-12-20,-0.0007253426898095,-0.0158371210601059
2011-12-21,0.0171617880532094,0.0269016668865073
2011-12-22,-0.0013265948022514,0.0009082859831014
2011-12-23,-0.0057033328092022,-0.0099954253097103
2011-12-27,0.0061443375929473,0.0166358881934057
2011-12-28,-0.0300502376618671,-0.0136363289572978
2011-12-29,0.0087220152814827,0.0097266828619028
2011-12-30,0.0025746584408853,0.0050551750548955
2012-01-03,0.0021586075152498,0.0208711009693553
2012-01-04,-0.0050005054105632,0.0066874550374241
2012-01-05,0.0049675399977427,0.0093665960641411
2012-01-06,0.0125298980309664,0.0102222018771701
2012-01-09,-0.0069660841926632,-0.0017466816089523
2012-01-10,-0.0124174761037877,-0.0189737181511234
2012-01-11,0.0116197546801668,-0.0109218002038508
2012-01-12,0.0085134120528018,-0.0039352929289579
2012-01-13,0.0005078613423822,0.002227137432578
2012-01-17,-0.0083547365622724,-0.0022221883138024
2012-01-18,0.0257742175920208,0.0103139667019684
2012-01-19,-0.0070000374639495,-0.0105820003478305
2012-01-20,0.0123280523559965,0.0035714252262698
2012-01-23,0.0008022664934778,0.0040000067816839
2012-01-24,0.005587732229949,-0.0008849759923043
2012-01-25,0.0091957052553327,0.0159081141715504
2012-01-26,0.014345047211881,0.0208243585888366
2012-01-27,0.0058027626476679,0.0088719511531803
2012-01-30,-0.0086756323458192,-0.0054325560575573
2012-01-31,0.0082549505261135,0.0168562842918866
2012-02-01,-0.0001561359643578,0.0110638395268867
2012-02-02,0.0021274396729156,0.0075981553869957
2012-02-03,0.0127177367802611,0.0079597243413874
2012-02-06,-0.0117105188625464,-0.0247067950575387
2012-02-07,0.0083942448723326,0.0043365300861094
2012-02-08,-0.004360110797241,-0.015319174908577
2012-02-09,-0.0075905593169555,-0.0051679128093578
2012-02-10,0.0053856048482106,0.0047826352326763
2012-02-13,0.0025856523779542,0.0030224393473835
2012-02-14,-0.0031873690020986,-0.0158322989279591
2012-02-15,0.0317049121634814,-0.0056325459790436
2012-02-16,0.0174399530929055,-0.000434603597669
