Date,Weighted Industry Change,UNFI Change
2011-04-18,-0.0062312588588482,-0.0062312588588482
2011-04-19,-0.0073954169502857,-0.0073954169502857
2011-04-20,0.0025438665907607,0.0025438665907607
2011-04-21,0.0002288993009006,0.0002288993009006
2011-04-25,0.0048343210361155,0.0048343210361155
2011-04-26,0.0093821473742356,0.0093821473742356
2011-04-27,0.0045475389954786,0.0045475389954786
2011-04-28,-0.0443038613202385,-0.0443038613202385
2011-04-29,0.0279316128463352,0.0279316128463352
2011-05-02,-0.0270396836160139,-0.0270396836160139
2011-05-03,-0.0094983729006739,-0.0094983729006739
2011-05-04,0.0044106909855089,0.0044106909855089
2011-05-05,-0.0031746291988567,-0.0031746291988567
2011-05-06,0.0079903592530471,0.0079903592530471
2011-05-09,0.0190406620600377,0.0190406620600377
2011-05-10,0.0143902009703855,0.0143902009703855
2011-05-11,-0.0062995906187285,-0.0062995906187285
2011-05-12,0.025441648926902,0.025441648926902
2011-05-13,-0.0114390302098546,-0.0114390302098546
2011-05-16,-0.0112044710673823,-0.0112044710673823
2011-05-17,0.0189448657331788,0.0189448657331788
2011-05-18,0.0195294548483455,0.0195294548483455
2011-05-19,-0.0178490292992313,-0.0178490292992313
2011-05-20,-0.0046915495643522,-0.0046915495643522
2011-05-23,0.0069096281247432,0.0069096281247432
2011-05-24,-0.0033151643657589,-0.0033151643657589
2011-05-25,0.0224505007257218,0.0224505007257218
2011-05-26,0.0196537229667704,0.0196537229667704
2011-05-27,0.0027497464152859,0.0027497464152859
2011-05-31,-0.0127070882044227,-0.0127070882044227
2011-06-01,-0.0279768574444544,-0.0279768574444544
2011-06-02,-0.0309950599181284,-0.0309950599181284
2011-06-03,0.0062862262499128,0.0062862262499128
2011-06-06,-0.0357227978056756,-0.0357227978056756
2011-06-07,-0.0034508107148518,-0.0034508107148518
2011-06-08,-0.0131742178803766,-0.0131742178803766
2011-06-09,0.0210631928307415,0.0210631928307415
2011-06-10,-0.0069341898610112,-0.0069341898610112
2011-06-13,0.0014948025461726,0.0014948025461726
2011-06-14,0.0019704885236803,0.0019704885236803
2011-06-15,0.0022365842155531,0.0022365842155531
2011-06-16,0.0123548303661581,0.0123548303661581
2011-06-17,-0.0004860378377165,-0.0004860378377165
2011-06-20,0.0073242002872571,0.0073242002872571
2011-06-21,0.0175438483904929,0.0175438483904929
2011-06-22,-0.0028571174258277,-0.0028571174258277
2011-06-23,0.0103990404121758,0.0103990404121758
2011-06-24,-0.0066889339516071,-0.0066889339516071
2011-06-27,0.003602342172853,0.003602342172853
2011-06-28,0.0069477021842021,0.0069477021842021
2011-06-29,0.0116334684447455,0.0116334684447455
2011-06-30,0.0032917797711431,0.0032917797711431
2011-07-01,0.0138011731599506,0.0138011731599506
2011-07-05,0.0152284228216067,0.0152284228216067
2011-07-06,0.0063795576028855,0.0063795576028855
2011-07-07,0.0063176620312469,0.0063176620312469
2011-07-08,0.0177596226437381,0.0177596226437381
2011-07-11,-0.0169262012357345,-0.0169262012357345
2011-07-12,0.0115473443143169,0.0115473443143169
2011-07-13,0.0129047664285899,0.0129047664285899
2011-07-14,-0.0037896117104233,-0.0037896117104233
2011-07-15,-0.0037955342747859,-0.0037955342747859
2011-07-18,-0.0157232874155863,-0.0157232874155863
2011-07-19,0.0212525126935928,0.0212525126935928
2011-07-20,-0.0163464031584713,-0.0163464031584713
2011-07-21,-0.0026822249012071,-0.0026822249012071
2011-07-22,0.0033806970811332,0.0033806970811332
2011-07-25,-0.011685403545251,-0.011685403545251
2011-07-26,-0.0169836957108583,-0.0169836957108583
2011-07-27,-0.0226066799707353,-0.0226066799707353
2011-07-28,-0.0016451162415826,-0.0016451162415826
2011-07-29,-0.0097248541009488,-0.0097248541009488
2011-08-01,-0.0075650047422188,-0.0075650047422188
2011-08-02,-0.0189221776174214,-0.0189221776174214
2011-08-03,0.0190849673202614,0.0190849673202614
2011-08-04,-0.0308028249300045,-0.0308028249300045
2011-08-05,-0.00397120485918,-0.00397120485918
2011-08-08,-0.0567831240607826,-0.0567831240607826
2011-08-09,0.0459770443121803,0.0459770443121803
2011-08-10,-0.0480567684627131,-0.0480567684627131
2011-08-11,0.0416207879558182,0.0416207879558182
2011-08-12,0.0136339922937913,0.0136339922937913
2011-08-15,0.0322910893580605,0.0322910893580605
2011-08-16,-0.019495096526337,-0.019495096526337
2011-08-17,0.0058494288916946,0.0058494288916946
2011-08-18,-0.0292822250232475,-0.0292822250232475
2011-08-19,0.0032644927111363,0.0032644927111363
2011-08-22,-0.0303430469545934,-0.0303430469545934
2011-08-23,0.0431267481030879,0.0431267481030879
2011-08-24,0.0124707591921167,0.0124707591921167
2011-08-25,-0.0122325009276693,-0.0122325009276693
2011-08-26,0.0143490532425422,0.0143490532425422
2011-08-29,0.0391957464912844,0.0391957464912844
2011-08-30,0.0064150541342545,0.0064150541342545
2011-08-31,-0.0111841207688789,-0.0111841207688789
2011-09-01,-0.0223203295853488,-0.0223203295853488
2011-09-02,-0.0172059114682596,-0.0172059114682596
2011-09-06,0.0225988752748901,0.0225988752748901
2011-09-07,0.0264728909960863,0.0264728909960863
2011-09-08,0.0144736641331722,0.0144736641331722
2011-09-09,-0.002103550326722,-0.002103550326722
2011-09-12,0.0163934594291916,0.0163934594291916
2011-09-13,0.0028947529039884,0.0028947529039884
2011-09-14,0.0168612591113625,0.0168612591113625
2011-09-15,-0.005811100209529,-0.005811100209529
2011-09-16,0.003562325505503,0.003562325505503
2011-09-19,-0.0012960873350077,-0.0012960873350077
2011-09-20,-0.0103306175947388,-0.0103306175947388
2011-09-21,-0.0198849322856323,-0.0198849322856323
2011-09-22,0.0148801571205332,0.0148801571205332
2011-09-23,0.0160369703154554,0.0160369703154554
2011-09-26,0.0018557712767463,0.0018557712767463
2011-09-27,0.007806381334328,0.007806381334328
2011-09-28,-0.0347579420395842,-0.0347579420395842
2011-09-29,-0.0086004176581615,-0.0086004176581615
2011-09-30,-0.0090957769628826,-0.0090957769628826
2011-10-03,-0.0186046599006842,-0.0186046599006842
2011-10-04,0.0476992365895835,0.0476992365895835
2011-10-05,0.0037614020703084,0.0037614020703084
2011-10-06,0.0088306620413928,0.0088306620413928
2011-10-07,-0.0065910887948473,-0.0065910887948473
2011-10-10,-0.0028682346813785,-0.0028682346813785
2011-10-11,0.0047244176478919,0.0047244176478919
2011-10-12,-0.0056906679144195,-0.0056906679144195
2011-10-13,-0.0088657148922005,-0.0088657148922005
2011-10-14,0.0041623270845004,0.0041623270845004
2011-10-17,-0.0180580644658894,-0.0180580644658894
2011-10-18,0.0037194312411956,0.0037194312411956
2011-10-19,-0.0224689994098967,-0.0224689994098967
2011-10-20,-0.0013553602029762,-0.0013553602029762
2011-10-21,0.0034899615601405,0.0034899615601405
2011-10-24,0.0077292353941679,0.0077292353941679
2011-10-25,-0.0194822396171416,-0.0194822396171416
2011-10-26,-0.0166711200532147,-0.0166711200532147
2011-10-27,0.0052910255813805,0.0052910255813805
2011-10-28,-0.0115942669976423,-0.0115942669976423
2011-10-31,-0.0177562518139568,-0.0177562518139568
2011-11-01,-0.0159440474076704,-0.0159440474076704
2011-11-02,-0.0025295151196236,-0.0025295151196236
2011-11-03,0.005053349538836,0.005053349538836
2011-11-04,-0.0025345017415366,-0.0025345017415366
2011-11-07,-0.009314192159532,-0.009314192159532
2011-11-08,-0.0102097791489243,-0.0102097791489243
2011-11-09,0.0090642558970254,0.0090642558970254
