Date,Weighted Industry Change,SR Change,ATO Change
2011-11-11,0.0132213221222381,-0.0007453112868788,0.0178519706322128
2011-11-14,-0.0085865592103733,-0.0057157889497969,-0.0090806893950013
2011-11-15,0.0088700310178678,0.0137707328660249,0.0077697973457168
2011-11-16,0.0048943599800241,-0.0022399241389825,0.0066129830451069
2011-11-17,-0.0023377535758609,0.0045000076293947,-0.003142874581473
2011-11-18,0.0011569223016367,0.0134764392223614,-0.0014285496303013
2011-11-21,-0.0121490839579746,-0.0072139529856601,-0.0127389238489698
2011-11-22,-0.018356229707684,-0.015250015258789,-0.0189629448784725
2011-11-23,-0.0110106151245125,-0.0145075001665106,-0.0100394897195237
2011-11-25,0.0016424702733518,-0.0054236284232769,0.0030882789012492
2011-11-28,-0.0128125672222908,-0.0111335683606385,-0.0132451061179381
2011-11-29,0.0101462971272481,0.0053735689517234,0.0115431679602494
2011-11-30,-8.155930434262857e-05,-0.0069289477939656,0.0026377536754197
2011-12-01,-0.0023124101285855,-0.0079920001874955,0.0002929481752211
2011-12-02,-0.0032633388061575,-0.0092338141927303,-0.0030655572469485
2011-12-05,0.0094574812589959,0.006232859541156,0.0097087288747822
2011-12-06,-0.0010008156757056,0.005695877566926,-0.0018023842487497
2011-12-07,-0.0100984534423292,-0.0133004217025841,-0.0099426944866416
2011-12-08,-0.0140285771381085,-0.0189155099908502,-0.0131177645268052
2011-12-09,0.013592791983222,0.0194472437544584,0.0123189927977766
2011-12-12,-0.0119517355165996,0.0020196418865119,-0.0131297803107107
2011-12-13,-0.0141070164030503,-0.0035131592223108,-0.0153374240307685
2011-12-14,-0.0008721492651351,-0.0123146938223764,0.0009386948530947
2011-12-15,0.0020957148604056,-0.0022721573138368,0.0034055917321929
2011-12-16,0.004044477196754,-0.0025252140902591,0.00583533841202
2011-12-19,-0.0211842655185794,-0.0186633455230464,-0.0216133673501382
2011-12-20,0.0074183506353693,0.0197969225657148,0.0039877630122723
2011-12-21,0.0113071455540266,0.0182408679132014,0.0094742526597951
2011-12-22,-0.0004116559314412,-0.0078239531267924,0.0015106662858882
2011-12-23,-0.0012190843649802,-0.0002455986676012,-0.0015014786248074
2011-12-27,0.010618591030858,0.0120659408127323,0.0102409682161039
2011-12-28,-0.0037045325367788,-0.0063492583977134,-0.0032777296141326
2011-12-29,0.0026670453198441,0.0068610333220946,0.002083944462823
2011-12-30,-0.0118693186658745,-0.014369219017408,-0.0112659671886268
2012-01-03,-0.017920208102764,-0.0111894691715675,-0.0201005104454818
2012-01-04,-0.0021878007870658,-0.0024593820584447,-0.0021179938408504
2012-01-05,-0.0020089749287403,0.0051915718297108,-0.0033373972514271
2012-01-06,-0.0072818257617061,-0.0086206523959399,-0.0069951196704603
2012-01-09,-0.0109960485913707,-0.0042235569924299,-0.0119011102899157
2012-01-10,-0.0072757140559611,0.0022277264650655,-0.0089066616491373
2012-01-11,0.0052734329124384,-0.0032258330167826,0.0077543420280582
2012-01-12,-0.0019907971420215,-0.0012406758810696,-0.0021531743598356
2012-01-13,0.0023515554656407,0.0042564343887803,0.0018616622445924
2012-01-17,-0.0023312395845936,0.0004969057829482,-0.0030825671502574
2012-01-18,0.0043442299625176,0.0057242294795777,0.004017338246701
2012-01-19,-0.0110975860110557,-0.0039564750950914,-0.0128952463273143
2012-01-20,0.0111351947683312,0.0067047542759987,0.0124378584507702
2012-01-23,-0.0019233625020296,-0.0024612918087475,-0.0018388406781157
2012-01-24,-0.0028809205580679,0.0096942429551604,-0.0058623458069581
2012-01-25,0.0112302933146101,0.0116049684124228,0.0111661531300335
2012-01-26,0.0099668010129154,0.0087805026915014,0.0104071065700603
2012-01-27,-0.011188935243369,0.0182215744115741,-0.0191083119438778
2012-01-30,-0.0027948915985252,-0.0055036979468186,-0.0021745789938039
2012-01-31,0.0015751579694859,-0.0014381920310499,0.0024744204091132
2012-02-01,0.0087802270372055,0.0183946594968098,0.0033835932337992
2012-02-02,0.0005381622421514,0.0011750702222574,0.000306602923829
2012-02-03,-0.0026524482577546,-0.0011655722605894,-0.0030395831057849
2012-02-06,-0.0037378993515146,-0.0056298773739956,-0.0027531402988299
2012-02-07,0.0085806850374413,0.0,0.0113845825195312
2012-02-08,-0.0102937233602587,-0.0002345922520829,-0.0119011102899157
2012-02-09,-0.0112844966433866,-0.0086915418026125,-0.0119852298302282
2012-02-10,-0.0102138097909387,0.0009544479998323,-0.0137500166893006
2012-02-13,-0.0035980562806281,-0.0040284829518741,-0.0034526242386769
2012-02-14,-0.0062074933299384,-0.0038095201764789,-0.0072395196387264
2012-02-15,-0.0049238885427093,-0.0116667066301618,-0.0025372636208009
2012-02-16,0.0080123492489667,0.0115690412826724,0.0073224942169258
2012-02-17,0.0028957434465101,0.0007144267229754,0.0034710855521984
2012-02-21,0.0055950641908192,0.0023872592569927,0.0062715825264133
2012-02-22,-0.0043149284504475,-0.0038186119710112,-0.0043573386972588
2012-02-23,0.0074621981766106,0.0090843231361243,0.0072281440742358
2012-02-24,-0.0101384252298563,-0.0082918379936627,-0.0103092169216213
2012-02-27,-0.0049232423371328,0.0023951730328404,-0.0060183888468254
2012-02-28,-0.0149163466977438,-0.0176232828979924,-0.0137292563654412
2012-02-29,-0.0020609908462742,-0.0072481092409865,-0.0009753149031949
2012-03-01,0.0059334435307824,-0.0056056434091921,0.0077922624809032
2012-03-02,-0.0030364307223867,-0.0110294306704468,0.0003232135975831
2012-03-05,0.0138157615971478,0.0230769310864039,0.0110068034738073
2012-03-06,-0.0064001269585656,-0.0007356248208643,-0.0080645161290326
2012-03-07,-0.0030985594259818,-0.004637599115087,-0.0025957146170734
2012-03-08,0.0020500789144611,-0.0024570586472669,0.0035702892651185
2012-03-09,0.0050368732962946,0.009366553388555,0.0032268597033975
2012-03-12,0.0010013247620909,0.0012227742188034,0.0009624859342983
2012-03-13,0.0034329834304182,0.0038882099994938,0.0031887267912899
2012-03-14,-0.0141467050428825,-0.0215914450095024,-0.012067296396589
2012-03-15,-0.0095319561531737,-0.0069272338441618,-0.0102761625271771
2012-03-16,-0.0047658449821875,-0.0102040777575429,-0.0035691308059951
2012-03-19,0.002616449531533,0.004030222779277,0.002279440060558
2012-03-20,-0.0039621177782667,-0.0052990889101661,-0.0035784193614377
2012-03-21,-0.0050303040179336,-0.0106464379092522,-0.0029325562405259
2012-03-22,0.0023907468925556,-0.0038550893463672,0.0039357441828214
2012-03-23,0.0070986687070104,0.0051546589400037,0.0075237011623282
2012-03-26,0.0001374525339421,0.0010196511851669,0.0
2012-03-27,0.0056642402388281,-0.0028097217385508,0.0067961486865311
2012-03-28,-0.0058887740807665,-0.004353346280836,-0.0061152409373621
2012-03-29,0.0140218732838628,0.0085161762852824,0.0149691180824473
2012-03-30,0.003758604165008,-0.0048456677160245,0.0054329870236901
2012-04-02,0.0048491271378102,0.0198147309745165,0.0022264533598969
2012-04-03,0.0099531829003485,0.0032754112525403,0.0111287270470761
2012-04-04,0.0036609638778456,-0.0065889084532573,0.0047513341773919
2012-04-05,-0.0068426539115401,-0.0035760714914188,-0.0078889238178245
2012-04-09,-0.0008831963949682,-2.5108668579013443e-16,-0.000961560445894
2012-04-10,-0.0046834391836554,-0.0028416588208002,-0.0051331359326432
2012-04-11,-0.0083830717639711,-0.0023136285104774,-0.0105633779168957
2012-04-12,0.0073535243191067,0.0023243840328127,0.0087520406620755
2012-04-13,-0.0024116594499243,-0.0036128874747982,-0.0019348424862796
2012-04-16,0.0154410036341351,0.010335857966305,0.0161550884547543
2012-04-17,0.0053348861214915,0.0010186125556673,0.0057142954024056
2012-04-18,-0.0079252214329868,-0.0061317799568746,-0.0082096693481368
2012-04-19,0.002314379172449,-0.0046332126704119,0.0031826983203981
2012-04-20,0.009638372480283,0.0012774460357749,0.0110584640027867
2012-04-23,-0.0033143144314062,-0.0002579864872934,-0.0037688705608768
2012-04-24,0.0108601784797307,0.0196230866308598,0.0097853365832111
2012-04-25,0.0015607215562973,-0.0027638344839244,0.0021772843390963
2012-04-26,0.0021827258182224,-0.0017694563294803,0.0027950357284299
2012-04-27,0.004054134973041,0.0030442098466805,0.0043383758184842
2012-04-30,0.0056428494304723,-0.0005076258119059,0.006798554281632
2012-05-01,0.0049945330796931,0.002025362811511,0.0058192532260184
2012-05-02,-0.0069970189057931,-0.0015209473290401,-0.0082292120226324
2012-05-03,0.0100724317176343,-0.0053366986687626,0.0123686309211997
2012-05-04,-0.0038798850090794,-0.0007685090494503,-0.0049094767309906
2012-05-07,0.0028634060728377,0.0046164781413158,0.0021651621051556
2012-05-08,0.0120344347749129,0.0015384967510517,0.0149021904961094
2012-05-09,0.0038366573987727,0.0043837542288252,0.0036956860909587
2012-05-10,0.0026777140793035,0.0023106585577663,0.0027480962622253
2012-05-11,0.0047259811054827,-0.0010283011300327,0.0055029137943701
2012-05-14,-0.0007232796492323,0.002072586378684,-0.0012235271492914
2012-05-15,-0.0005053164379536,0.0005158745815714,-0.0006114478240132
2012-05-16,0.0033350920279521,-0.0030832203887541,0.003973021044257
2012-05-17,-0.0109546293200594,-0.0041343629007193,-0.0119332195828256
2012-05-18,-0.0119736565460113,0.000779189072646,-0.015069318728186
2012-05-21,0.0002961561449913,-0.0007799994802648,0.0006112609112928
2012-05-22,0.0034678610427781,-0.0026089821038656,0.0051750986769908
2012-05-23,-0.0139952788230282,-0.0238461616711738,-0.0091799031291023
2012-05-24,0.0118764813641215,0.0073665510749448,0.012303954061233
2012-05-25,-0.0071306362796647,-0.0036553366171604,-0.0078956007841153
2012-05-29,1.6806063254648347e-05,-0.0015686633540136,0.0003041087387071
2012-05-30,-0.0069567234589345,-0.006582411875018,-0.0070228867858418
2012-05-31,0.0161309538553265,0.0087348290555141,0.017188383275656
2012-06-01,0.0094439062748024,0.0029380505979262,0.0110159304464433
2012-06-04,-0.000420999034407,-0.0015948314805214,0.0
2012-06-05,0.0050067219377906,0.0024083530950037,0.0060569582121986
2012-06-06,0.0134401190260052,0.0143540917293771,0.0131696686237208
2012-06-07,-0.0068164157161083,-0.0071015374674604,-0.0067646924187155
2012-06-08,0.0100316248180212,0.0196443247793105,0.0047351240922454
2012-06-11,-0.0054073573008759,-0.0020692709951673,-0.0067527754833469
2012-06-12,-0.0005696340209944,-0.0010333483976595,-0.0002947873899355
2012-06-13,0.0053443866098468,0.0028504952038512,0.0062056466762928
2012-06-14,0.0035874778982444,0.0023172026836846,0.0041031475390114
2012-06-15,0.0019353519724925,0.0084723494196027,-0.0005819161590114
2012-06-18,0.0086932218504458,0.0084441658366348,0.0087616595313782
2012-06-19,-0.0014427927243111,-0.0022756044076876,-0.0011597829394226
2012-06-20,-0.0122118752724224,-0.0106328650365902,-0.0127535833828691
2012-06-21,-0.0112016991814578,-0.0145519459144658,-0.0096803118092575
2012-06-22,0.0017182573920662,0.0015459303393645,0.0017698394068787
2012-06-25,-0.0002892518046265,-0.0002590238841564,-0.0002965980956613
2012-06-26,-0.0046416105375768,-0.0031087807416679,-0.0050251839917584
2012-06-27,0.0134533359086578,0.0181818379984273,0.0124112933525856
2012-06-28,0.0169465690760601,0.0051269103190156,0.0187463210629843
2012-06-29,0.0057491640746215,0.0030235009003321,0.0060240700170928
2012-07-02,0.0225422583347378,0.0103300544620379,0.0239726064680453
2012-07-03,0.0023982030324467,0.0019890107888967,0.0025153760664734
2012-07-05,-0.0087088882857064,-0.0044587641797932,-0.009166717529297
2012-07-06,0.0064700742517771,0.0035034883097091,0.0070521860259408
2012-07-09,-0.0005025716754433,-0.0037405914436241,0.0002797515686528
2012-07-10,0.0076562596900394,0.0122652779577437,0.0069715559326518
2012-07-11,0.002280674098838,0.0051826032107661,0.0016643931917016
2012-07-12,0.0149207597867869,0.0054146542018799,0.0158686953947086
2012-07-13,0.0065185768991946,0.00073445765275,0.0073750465245095
2012-07-16,-0.0044472599286916,-0.0026921343296234,-0.0045945451066299
2012-07-17,-0.0031134911893251,-0.0012215792007755,-0.0032467244279553
2012-07-18,0.0031339329015362,-0.0007320346420684,0.0035345587936344
2012-07-19,-0.0079292647808154,-0.0039043399023762,-0.0084011208799978
2012-07-20,0.0047247235898127,0.0073765199229068,0.0046678196647339
2012-07-23,0.0006443627518249,0.0044313222528052,0.0
2012-07-24,-0.0150141296669805,-0.0156479995224632,-0.014871960757472
2012-07-25,-0.0067043406241799,-0.0022233239527088,-0.0072646585520946
2012-07-26,-0.0023393202637818,0.0044324132595531,-0.003352968525071
2012-07-27,0.0032055742883827,0.0090265654241027,0.0025048748072213
2012-07-30,-0.0013130396327732,-0.0016872380498797,-0.0011128854301164
2012-07-31,0.0007262885781121,0.0082046371586689,-0.0013928426081479
2012-08-01,0.0035288050571198,-0.006190436226981,0.0083705143912752
2012-08-02,-0.0045819146650092,-0.002883203627207,-0.0055571201337041
2012-08-03,0.0060848841009635,0.0045432479219388,0.0069483047020756
2012-08-06,-0.0008425759276125,0.0038095201764788,-0.0033012087186248
2012-08-07,-0.005485244796355,-0.0080226555927034,-0.0038524873159215
2012-08-08,0.005733487355088,0.009034646719229,0.0049710110391293
2012-08-09,0.0079469685171938,0.0016493802330183,0.0090959713935546
2012-08-10,0.0073834493063445,0.0054092083668905,0.0076377190524358
2012-08-13,-0.0052660561183734,0.0018756861311925,-0.0065092994500193
2012-08-14,0.0045742126773867,0.0009313367826959,0.005188488447519
2012-08-15,0.0022169631085505,0.009330569998718,0.0002716495468054
2012-08-16,0.0010049644558148,-0.0013879568338276,0.0019037175401894
2012-08-17,-0.0005730603226931,0.0058139534883721,-0.002987523391181
2012-08-20,-0.0118320363234709,-0.0050902641020228,-0.0136948787451766
2012-08-21,-0.0041392987869465,-0.0079014678650531,-0.0030521811197894
2012-08-22,-0.0086043801452698,-0.0084566740176728,-0.0086254193221748
2012-08-23,-0.0087885506213341,-0.010867065421019,-0.0084626017095654
2012-08-24,0.0022027403681879,0.0035816071479481,0.0019908900775881
2012-08-27,0.0045345933611958,-0.0007142566499256,0.0056770015764455
2012-08-28,-0.00264842192864,0.0052392807147393,-0.0039603789445967
2012-08-29,-0.0014135040765378,0.0056926394529276,-0.0028328180249962
2012-08-30,-0.0045423157116866,-0.0021291732106277,-0.0053961554004347
2012-08-31,-0.005924344441828,-0.0016540570729914,-0.0073864241646329
2012-09-04,0.0158767910533027,0.0101968300651348,0.0171527243187607
2012-09-05,-0.009036188142808,-0.0081757130948546,-0.0095532495400443
2012-09-06,0.0058962130676889,0.0032864603136254,0.007052186025941
2012-09-07,-0.0098810934657006,-0.0082237377237965,-0.0106471635763414
2012-09-10,0.0085814780555602,0.0052256823913746,0.0098703411690615
2012-09-11,-0.0089618530993533,-0.0080264435242903,-0.0092229745001659
2012-09-12,-0.0020721505790355,-0.0035730755792582,-0.0016987931429626
2012-09-13,0.0147292687364439,0.010221067466009,0.0164306471272032
2012-09-14,-0.0151479772347473,-0.0169093750526335,-0.0144927659499367
2012-09-17,-0.0009738031340707,-0.003827747615609,-0.0002835598981607
2012-09-18,0.0048440050286365,0.0067568195770564,0.0042588786480072
2012-09-19,0.0041117882833244,-0.0009569597190776,0.0050905062802257
2012-09-20,0.0044662277878259,0.0084276980280778,0.0030942507092066
2012-09-21,0.0018821519351915,0.0035553811510187,0.0008411156583759
2012-09-24,0.0209705809629682,0.0225439197128421,0.0205228998734726
2012-09-25,-0.0111042523343531,-0.0097380471421567,-0.0115067991491868
2012-09-26,-0.0056151985529569,0.0007013229277758,-0.007483382595931
2012-09-27,-0.0038314825995056,0.0028024038472675,-0.0064263631280472
2012-09-28,0.0091866631026575,0.0056127616437704,0.0104461537467393
2012-10-01,-0.0120173660067386,-0.000928957599898,-0.0134115543436066
2012-10-02,0.0010882935895816,0.0051103652636939,0.0002831861924374
2012-10-03,0.0003028415804202,0.0016128961373993,-1.2592779746026006e-16
2012-10-04,0.0071163827463308,-0.0020680181902857,0.0098397097870098
2012-10-05,0.0019775682359497,0.0011517907679403,0.0022222730848523
2012-10-08,0.0054247850828806,-0.0002300580244782,0.0061145420650957
2012-10-09,-0.0078323560230817,-0.0133118664314869,-0.0066427254738885
2012-10-10,-0.0010103485871829,0.0006953820055934,-0.001389639735872
2012-10-11,-0.0037493621250221,-0.0057710065041821,-0.0033268348461335
2012-10-12,-0.0064382308897169,-0.0034835467044817,-0.0069579737789199
2012-10-15,-0.0017446771231699,0.0053801062511421,-0.0033537992168461
2012-10-16,0.015891789783122,0.0030232806538425,0.0176421474171688
2012-10-17,0.0134070611792535,0.009767399277798,0.014030320705338
2012-10-18,-0.004718535908778,-0.0053081778724676,-0.0046322065424655
2012-10-19,-0.0111480752013108,-0.0013995232117705,-0.011819689185019
2012-10-22,0.0158574145245623,-0.0081967747673234,0.0218936735243725
2012-10-23,-0.0081064230803872,-0.0002374898312488,-0.0095264826469747
2012-10-24,-0.0054323340082999,-0.0047517406085624,-0.0056432549659148
2012-10-25,0.0057168592954179,-0.005464469978677,0.0079163868377084
2012-10-26,-0.001396318204797,-0.0023929716828793,-0.0008373595439822
2012-10-31,0.0049961959156484,0.0016838993345706,0.0058725645701014
2012-11-01,-0.001261337949716,-0.0055168997316534,-0.0005547977305672
2012-11-02,-0.025072048658182,-0.0193050015340715,-0.0267660368591946
2012-11-05,-0.0024192663261956,-0.0105599285924666,-0.000849691102443
2012-11-06,0.0056858537627619,-0.0004942045258315,0.007078142756514
2012-11-07,-0.0169361498815225,-0.0177101292534373,-0.0167566080070725
2012-11-08,-0.0077719613212021,-0.0116132056900914,-0.0063400926762543
2012-11-09,0.0149622538206623,0.0007691994691506,0.0174824731776317
2012-11-12,-0.0178280651277743,-0.0043601430193437,-0.0200688285981544
