Date,Weighted Industry Change,SR Change,ATO Change
2011-04-18,-0.0069656257627621,0.0008075041201807,-0.0090225334454299
2011-04-19,-0.0028114893600002,-0.0075147287147101,0.0006069941517621
2011-04-20,0.0054701351008438,0.0016017451883996,0.0060096385299109
2011-04-21,-0.0050592557171709,-0.0050465453839528,-0.0050610891000392
2011-04-25,-0.0010717818405291,-0.0050693337521223,0.0008977437354265
2011-04-26,0.0163402343610469,0.0174730563938376,0.0161387008458686
2011-04-27,0.0121030169692609,0.0066102591754969,0.0129487531676413
2011-04-28,0.0083969948575258,0.0034210807398745,0.0093077278907066
2011-04-29,0.0055507228114908,0.005766642128615,0.005475464626269
2011-05-02,-0.0056814128111024,0.0023382735428209,-0.0114252422267502
2011-05-03,0.0019530523116073,0.006772652783646,0.0002888853324729
2011-05-04,-0.0090789839982321,-0.0085491717461766,-0.0092646116485873
2011-05-05,-0.0023947265798727,-0.0065634024415464,-0.0005887682380029
2011-05-06,0.0023480548297248,0.0023615888519152,0.0023447196236554
2011-05-09,0.0086172619629934,0.0039266415755457,0.009921218209697
2011-05-10,0.0114588227017047,0.013007284543777,0.010995290460597
2011-05-11,-0.014033229365206,-0.0149793856603643,-0.0137575107662151
2011-05-12,0.0020371784449241,0.0150039397115189,0.0011657563167927
2011-05-13,-0.0067142350247298,-0.0067620840330665,-0.0067094384605181
2011-05-16,-0.0073119520659757,-0.0084144019220537,-0.0070816721183783
2011-05-17,-0.0046377743103556,-0.0061137572771536,-0.0044749857944635
2011-05-18,0.0027371565868552,-0.0005326353707067,0.0035885990284157
2011-05-19,0.0038505099689451,0.0005306568981802,0.0044524052239051
2011-05-20,0.0017063628520532,0.003995676812027,0.0011838092466272
2011-05-23,-0.0033831721930559,0.0037665647361443,-0.0054118009489491
2011-05-24,-0.0104191176308271,-0.0109742998049764,-0.0102286442665298
2011-05-25,0.0009584894894394,0.00703469000733,0.0
2011-05-26,0.0016876447719246,0.0048387177818315,0.0012139883035248
2011-05-27,-0.0030685310278275,-0.0098666381835937,-0.0015087277604526
2011-05-31,-0.0026811693126051,0.0048089848706435,-0.0041804478151376
2011-06-01,-0.0157330250386369,-0.0188980327452722,-0.014084429758755
2011-06-02,-0.0071427277443788,-0.0024357280305703,-0.0079364571078838
2011-06-03,-0.0022108503269522,0.0052068681274164,-0.0034353719168949
2011-06-06,-0.000354923646396,0.0010896463232075,-0.0006288852482654
2011-06-07,-0.003791065733456,-0.007575724735732,-0.0034537082899237
2011-06-08,0.0028690989432415,0.0049641564674007,0.0025173040269843
2011-06-09,-0.0049471638926444,-0.0093023299503422,-0.0043942653582871
2011-06-10,-0.0033575444256935,0.0019428170190346,-0.0044136000214066
2011-06-13,-0.0046338942516379,0.0011089802014354,-0.0060050136022171
2011-06-14,-0.0001431565278968,-0.0032975799367256,0.0006321257316527
2011-06-15,-0.005754535724904,-0.0080511080466916,-0.0053951150447195
2011-06-16,0.0028266285087142,0.0044642814378045,0.0025461465153341
2011-06-17,0.005295913145954,-0.0005520413474021,0.0063071828670403
2011-06-20,0.0099793292913587,0.0149171520482448,0.0087801437646863
2011-06-21,0.0005114923400582,0.0029842812949023,-0.0003093540107553
2011-06-22,-5.090612687376553e-05,-0.0018970106213986,0.0003098555331075
2011-06-23,0.008289112430047,0.0109439544248558,0.007810059765977
2011-06-24,0.0004020168085492,0.0083784154943517,-0.0012368866833212
2011-06-27,0.0016817451313583,0.0096592596171157,-0.000617870201533
2011-06-28,0.0025503530098671,-0.0010635712544054,0.0036934110706521
2011-06-29,0.0096371665449716,-0.0021163496818007,0.0116136075562714
2011-06-30,0.0011730358019761,0.0023847416159295,0.0009030336602809
2011-07-01,0.0141920390032544,0.0137384538633258,0.014384164147446
2011-07-05,-0.0039021501487332,0.0005207096548589,-0.0062019811189387
2011-07-06,0.0073890878104901,0.001559287266237,0.0092043162257148
2011-07-07,-0.0066134986060078,-0.0041290283203125,-0.0070093944714299
2011-07-08,0.0055646065852053,0.004190671716428,0.0059259485315392
2011-07-11,-0.0022445068182033,0.0002634914771261,-0.0026666711877894
2011-07-12,0.0051554561146141,0.0039588685219109,0.0053667352493257
2011-07-13,-0.000203060810829,0.0039349824260733,-0.0008880633623726
2011-07-14,-0.0091509046701521,-0.0130412101724067,-0.0085596489487793
2011-07-15,0.0062139177015572,0.0026433642421608,0.0068370852083636
2011-07-18,-0.0163649620408057,-0.0089994749490094,-0.0180100569704275
2011-07-19,0.0010729440555724,0.0079575392835392,-0.0008969385144941
2011-07-20,0.0124952434916852,-0.0005272991722317,0.0140676810191464
2011-07-21,0.0095065066937769,0.0086842587119655,0.0097230950031621
2011-07-22,-0.0033551310156788,-0.0078063813343279,-0.0023358198848084
2011-07-25,-0.0021540237675217,-0.0076336115481596,-0.0002920923653789
2011-07-26,-0.0108687046915533,-0.0111406359454363,-0.0107808547545112
2011-07-27,-0.0035897279836934,-0.0096566690488059,-0.0020673270396463
2011-07-28,-0.0065511545664345,-0.001904753600659,-0.0076831654952968
2011-07-29,0.008779177953864,0.0227897274240508,0.0033013388763219
2011-08-01,0.0051689355982926,0.0015991837035972,0.0059329803729238
2011-08-02,-0.0049614228620658,-0.0141711917746155,-0.0032573470198539
2011-08-03,0.0020464597658931,0.00433017169441,0.0014858613608708
2011-08-04,-0.0319719652302205,-0.0144257640114583,-0.0344099384317323
2011-08-05,-0.0263689980478531,-0.0131255003074079,-0.0291292383242425
2011-08-08,-0.0481710021816051,-0.05657186576388,-0.0462503996484481
2011-08-09,0.0645457026467975,0.0730916451497353,0.0620713125999217
2011-08-10,-0.0194061964537918,-0.0368115635686601,-0.0157635940084825
2011-08-11,0.0401415606784858,0.0428204411153594,0.0392939850431604
2011-08-12,-0.0058857513579274,-0.0114534548654818,-0.0044685410146617
2011-08-15,0.024239072828423,0.0182960678095273,0.025151254994114
2011-08-16,0.0102934181525991,0.008930933952467,0.0106449041814108
2011-08-17,-0.0007287579575686,-0.0010701154195915,-0.0006153987004207
2011-08-18,0.0008306315130359,-0.0159761751343716,0.0050346080539684
2011-08-19,0.0031802960084558,-0.0016676312966757,0.0047468233139083
2011-08-22,-0.0223404126526613,-0.0196720610935257,-0.0229529044646745
2011-08-23,0.0325081454438225,0.0387812073422249,0.0304000244140627
2011-08-24,0.0309819661452881,0.0262523304089708,0.0326898901611805
2011-08-25,-0.0260017004175062,-0.0182386853428463,-0.0272945363901408
2011-08-26,0.0037870207047436,0.0151635991622887,0.002175254635189
2011-08-29,0.0140491018587914,0.0250980152803309,0.0103975579405255
2011-08-30,0.0110438963785755,0.0079162761618729,0.0127310744945931
2011-08-31,0.001965318813326,0.0053177785653821,0.0011940571799205
2011-09-01,0.0135824590845762,0.004804107334298,0.0157645035940644
2011-09-02,-0.0028500313096964,0.0005128322503505,-0.0035736372852444
2011-09-06,0.0118294365563138,0.0183053587216854,0.0104198633606579
2011-09-07,0.0109825064015229,0.0035451857102548,0.0140550610049284
2011-09-08,0.0143430726794728,-0.0150740971330706,0.0177935484104521
2011-09-09,-0.0258762557148504,-0.0242693192218733,-0.0264940092298377
2011-09-12,0.0118804093798697,0.0137539993621596,0.0113116098116209
2011-09-13,-0.0093708169142518,-0.0082053353258345,-0.0099248670993891
2011-09-14,0.0082978536431648,0.0060878652638381,0.0087533079227451
2011-09-15,0.0011359257902016,-0.0015665159213813,0.0014881861318036
2011-09-16,-0.0079466895352647,-0.0023400976268932,-0.0088757172731415
2011-09-19,0.0101102841851787,0.0068529822256618,0.0108728663157745
2011-09-20,-0.0001376429795788,0.0005237093082711,-0.0002970386684053
2011-09-21,-0.0290881537080349,-0.0075738027838422,-0.0383814606397249
2011-09-22,-0.0078810174742889,0.0172042843151238,-0.0167668673334964
2011-09-23,0.0102021459011668,0.0172002565608451,0.0077195165628902
2011-09-26,-0.0032464497328864,-0.0054403910045087,-0.0025380686086364
2011-09-27,0.0004649494008555,0.0028285063532512,-0.0006244289268159
2011-09-28,-0.0320446710986837,-0.0259840069278906,-0.0348150138524389
2011-09-29,0.0368412312596986,0.013541578708427,0.0414033311808345
2011-09-30,-0.0046745641560752,0.0080645521427158,-0.0070379296232717
2011-10-03,-0.039125197770075,-0.0328675071900726,-0.0411764691987989
2011-10-04,0.0229564486552258,0.0491539579252101,0.0146293515033298
2011-10-05,0.0164698573237744,0.0010248761664978,0.02040157683067
2011-10-06,0.0129978013278454,0.0097162122778043,0.0143616271214862
2011-10-07,-0.0204802950503337,-0.0179701117346213,-0.0211462001676693
2011-10-10,0.006631964522974,0.0083969933196205,0.0061671526690529
2011-10-11,0.0019575561237017,0.0061069130566413,0.0009244615898788
2011-10-12,-0.0021362433654417,-0.0090475145028476,0.0
2011-10-13,0.0204810325952511,0.0114358521064594,0.0219339796910082
2011-10-14,-0.0039583529714328,0.0,-0.0048019162328192
2011-10-17,-0.0091314045521059,-0.0065310757915448,-0.0096530823558004
2011-10-18,0.011438749362123,0.0085923718779397,0.0130699174842755
2011-10-19,-0.0060203716109693,-0.0102602566768182,-0.0038979687965754
2011-10-20,0.0001965054352226,0.0060744542815128,-0.001505547679582
2011-10-21,0.0025580729807855,0.0014922003147766,0.0029832479938984
2011-10-24,0.0092680225360906,0.0094293070796333,0.0092015846223646
2011-10-25,-0.0180284783294155,-0.0204433016638282,-0.0170688058908447
2011-10-26,-0.0028219613943088,-0.0009962867747728,-0.0035523663771802
2011-10-27,0.0004529605837327,-0.0140977976846327,0.0063309703799459
2011-10-28,-0.0014845177882866,-0.0062786361384025,0.000573572078472
2011-10-31,-0.0092130565804135,-0.0176298045546775,-0.0072317038532526
2011-11-01,-0.0118059615290382,-0.0109414838046685,-0.0122607614907209
2011-11-02,0.0086362662963422,0.0012699831957588,0.0110678710292288
2011-11-03,0.0176898257354942,0.0088184001241771,0.0210773192013837
2011-11-04,0.0120598760852228,0.0050339986217929,0.0141576959008483
2011-11-07,-0.0011480674578751,0.0012474858976131,-0.0019886276507673
2011-11-08,0.0049771325495797,-0.0019876231317935,0.0073990364469687
2011-11-09,-0.0129264006374967,-0.0058183543976425,-0.0160550847517872
2011-11-10,-0.0084595415026431,0.0052776848364109,-0.0120136779160229
