Date,Weighted Industry Change,WWE Change
2011-04-18,0.0098214832343625,0.0098214832343625
2011-04-19,-0.0211081595016535,-0.0211081595016535
2011-04-20,0.0071493190688422,0.0071493190688422
2011-04-21,-0.0008826327404391,-0.0008826327404391
2011-04-25,0.0052723607503523,0.0052723607503523
2011-04-26,0.0034812848259207,0.0034812848259207
2011-04-27,-0.0156522004500679,-0.0156522004500679
2011-04-28,0.0070484511909501,0.0070484511909501
2011-04-29,0.0076701746275457,0.0076701746275457
2011-05-02,0.0296651124664947,0.0296651124664947
2011-05-03,0.0037348236891274,0.0037348236891274
2011-05-04,-0.0027985714457283,-0.0027985714457283
2011-05-05,0.0028115963220885,0.0028115963220885
2011-05-06,-0.0027906728345292,-0.0027906728345292
2011-05-09,-0.0223881267550565,-0.0223881267550565
2011-05-10,0.0019066213727417,0.0019066213727417
2011-05-11,-0.0191204405865918,-0.0191204405865918
2011-05-12,0.0019398160305893,0.0019398160305893
2011-05-13,-0.0009699542652597,-0.0009699542652597
2011-05-16,0.0107527483161075,0.0107527483161075
2011-05-17,0.0058366168458409,0.0058366168458409
2011-05-18,-0.0154888527196336,-0.0154888527196336
2011-05-19,0.0088495724594613,0.0088495724594613
2011-05-20,0.01077371755791,0.01077371755791
2011-05-23,-0.0058766326535281,-0.0058766326535281
2011-05-24,-0.0157325315842488,-0.0157325315842488
2011-05-25,0.0020000457763671,0.0020000457763671
2011-05-26,0.013916439742432,0.013916439742432
2011-05-27,0.0176470890727153,0.0176470890727153
2011-05-31,-0.0066858306316357,-0.0066858306316357
2011-06-01,-0.0183752931580047,-0.0183752931580047
2011-06-02,0.0009852442618401,0.0009852442618401
2011-06-03,0.0049456174513161,0.0049456174513161
2011-06-06,-0.015825900380366,-0.015825900380366
2011-06-07,0.0030060809640864,0.0030060809640864
2011-06-08,-0.0309690721806632,-0.0309690721806632
2011-06-09,-0.0051653087973693,-0.0051653087973693
2011-06-10,-0.0239084766083613,-0.0239084766083613
2011-06-13,-0.0108341747296752,-0.0108341747296752
2011-06-14,0.016393505842428,0.016393505842428
2011-06-15,-0.0021575465777805,-0.0021575465777805
2011-06-16,0.0302702414022909,0.0302702414022909
2011-06-17,-0.0051975250862445,-0.0051975250862445
2011-06-20,0.0010515487530132,0.0010515487530132
2011-06-21,-0.0031413332326732,-0.0031413332326732
2011-06-22,0.0241343654097812,0.0241343654097812
2011-06-23,0.0030960462275192,0.0030960462275192
2011-06-24,-0.0072090313644917,-0.0072090313644917
2011-06-27,-0.0124610471581544,-0.0124610471581544
2011-06-28,0.0062826664653467,0.0062826664653467
2011-06-29,-0.0093750155220421,-0.0093750155220421
2011-06-30,-0.0020942887292374,-0.0020942887292374
2011-07-01,0.0326660091773819,0.0326660091773819
2011-07-05,-0.0122950699533772,-0.0122950699533772
2011-07-06,0.0145984762691227,0.0145984762691227
2011-07-07,0.015337482239278,0.015337482239278
2011-07-08,-0.0050556308391456,-0.0050556308391456
2011-07-11,-0.0040774679043888,-0.0040774679043888
2011-07-12,0.0020555456017087,0.0020555456017087
2011-07-13,0.0020470320524358,0.0020470320524358
2011-07-14,0.0010234672199604,0.0010234672199604
2011-07-15,0.0040774679043888,0.0040774679043888
2011-07-18,0.0030550598348103,0.0030550598348103
2011-07-19,0.0080726463105794,0.0080726463105794
2011-07-20,0.0069999694824218,0.0069999694824218
2011-07-21,0.0198215863469377,0.0198215863469377
2011-07-22,0.0009756320860327,0.0009756320860327
2011-07-25,-0.0088408791640343,-0.0088408791640343
2011-07-26,0.0029792142556793,0.0029792142556793
2011-07-27,-0.0158887638789449,-0.0158887638789449
2011-07-28,-0.0040241412013706,-0.0040241412013706
2011-07-29,0.0254582492636701,0.0254582492636701
2011-08-01,-0.0325123089762086,-0.0325123089762086
2011-08-02,-0.0112590179321998,-0.0112590179321998
2011-08-03,-0.002072487552326,-0.002072487552326
2011-08-04,-0.0062761942450944,-0.0062761942450944
2011-08-05,0.0104822203217601,0.0104822203217601
2011-08-08,-0.0231579228451377,-0.0231579228451377
2011-08-09,0.0623655819151359,0.0623655819151359
2011-08-10,-0.0635897318522136,-0.0635897318522136
2011-08-11,0.0413043611216413,0.0413043611216413
2011-08-12,-0.0187110506566623,-0.0187110506566623
2011-08-15,-0.0104602904895832,-0.0104602904895832
2011-08-16,0.0084925608341956,0.0084925608341956
2011-08-17,0.0,0.0
2011-08-18,-0.017297280801309,-0.017297280801309
2011-08-19,-0.0254144189020141,-0.0254144189020141
2011-08-22,-0.0233333375718858,-0.0233333375718858
2011-08-23,0.014739242510088,0.014739242510088
2011-08-24,0.0368715006411994,0.0368715006411994
2011-08-25,-0.0374732736350919,-0.0374732736350919
2011-08-26,0.0111607568129439,0.0111607568129439
2011-08-29,0.0469432655391653,0.0469432655391653
2011-08-30,0.0084033529263976,0.0084033529263976
2011-08-31,-0.0031217205039488,-0.0031217205039488
2011-09-01,-0.0270833560989954,-0.0270833560989954
2011-09-02,-0.0173912881227428,-0.0173912881227428
2011-09-06,0.0,0.0
2011-09-07,0.0483146431018377,0.0483146431018377
2011-09-08,-0.0128894558350986,-0.0128894558350986
2011-09-09,-0.0043763632768624,-0.0043763632768624
2011-09-12,0.0011136112908247,0.0011136112908247
2011-09-13,0.0089486444223012,0.0089486444223012
2011-09-14,0.0066006012029934,0.0066006012029934
2011-09-15,-0.0010880604639922,-0.0010880604639922
2011-09-16,0.0119565883295762,0.0119565883295762
2011-09-19,-0.0065076375139883,-0.0065076375139883
2011-09-20,-0.0217391101534286,-0.0217391101534286
2011-09-21,-0.0232300928133994,-0.0232300928133994
2011-09-22,0.0299884921100224,0.0299884921100224
2011-09-23,0.0213244149620049,0.0213244149620049
2011-09-26,0.0086956440613714,0.0086956440613714
2011-09-27,0.0010638541795386,0.0010638541795386
2011-09-28,-0.0170575528208983,-0.0170575528208983
2011-09-29,-0.0074786001486958,-0.0074786001486958
2011-09-30,-0.025164167097507,-0.025164167097507
2011-10-03,-0.0011325287619751,-0.0011325287619751
2011-10-04,0.0822857448032925,0.0822857448032925
2011-10-05,0.0106043928482722,0.0106043928482722
2011-10-06,0.0147679694180373,0.0147679694180373
2011-10-07,-0.0322244770925343,-0.0322244770925343
2011-10-10,0.0308510610235929,0.0308510610235929
2011-10-11,0.0145078081717144,0.0145078081717144
2011-10-12,0.0061100225541069,0.0061100225541069
2011-10-13,0.018329970546807,0.018329970546807
2011-10-14,-0.0099800775350509,-0.0099800775350509
2011-10-17,-0.0201816157764487,-0.0201816157764487
2011-10-18,0.0401648137786392,0.0401648137786392
2011-10-19,-0.0009950476310493,-0.0009950476310493
2011-10-20,-0.0139026210418253,-0.0139026210418253
2011-10-21,0.0535714251924804,0.0535714251924804
2011-10-24,0.0113207435132605,0.0113207435132605
2011-10-25,-0.0225775887614641,-0.0225775887614641
2011-10-26,0.0019066213727418,0.0019066213727418
2011-10-27,-0.012195132861327,-0.012195132861327
2011-10-28,-0.0066858306316356,-0.0066858306316356
2011-10-31,0.0213800065932352,0.0213800065932352
2011-11-01,-0.0107526550928077,-0.0107526550928077
2011-11-02,0.0009708959899661,0.0009708959899661
2011-11-03,0.0585898878319867,0.0585898878319867
2011-11-04,-0.0037664747913432,-0.0037664747913432
2011-11-07,-0.0038095201764788,-0.0038095201764788
2011-11-08,0.006692131411944,0.006692131411944
2011-11-09,-0.0203685770708029,-0.0203685770708029
2011-11-10,-0.0116392661832559,-0.0116392661832559
2011-11-11,-0.0029268032167016,-0.0029268032167016
2011-11-14,-0.0138203693722742,-0.0138203693722742
2011-11-15,-0.0010000228881836,-0.0010000228881836
2011-11-16,-0.0100806835383701,-0.0100806835383701
2011-11-17,-0.0132653175419142,-0.0132653175419142
2011-11-18,-0.0082730013521071,-0.0082730013521071
2011-11-21,-0.0281836645344048,-0.0281836645344048
2011-11-22,-0.0106952275283231,-0.0106952275283231
2011-11-23,0.0010905374916721,0.0010905374916721
2011-11-25,-0.0010928170081308,-0.0010928170081308
2011-11-28,-0.0180467170824937,-0.0180467170824937
2011-11-29,-0.0151351722511086,-0.0151351722511086
2011-11-30,0.0255863292313476,0.0255863292313476
2011-12-01,-0.0020898124061772,-0.0020898124061772
2011-12-02,0.0206611366694068,0.0206611366694068
2011-12-05,-0.0020000457763671,-0.0020000457763671
2011-12-06,0.0422110637532729,0.0422110637532729
2011-12-07,0.0213384388361325,0.0213384388361325
2011-12-08,-0.0210325302319772,-0.0210325302319772
2011-12-09,0.016504861470475,0.016504861470475
2011-12-12,-0.0183397284439908,-0.0183397284439908
2011-12-13,-0.0187746623055227,-0.0187746623055227
2011-12-14,-0.0202020017143019,-0.0202020017143019
2011-12-15,-0.0153217179892492,-0.0153217179892492
2011-12-16,-0.0195071442349212,-0.0195071442349212
2011-12-19,-0.0240083031386238,-0.0240083031386238
2011-12-20,0.027426185805543,0.027426185805543
2011-12-21,-0.0093071511766091,-0.0093071511766091
2011-12-22,-0.0146289858007157,-0.0146289858007157
2011-12-23,0.0,0.0
2011-12-27,-0.0063829221677952,-0.0063829221677952
2011-12-28,-0.0096670406585862,-0.0096670406585862
2011-12-29,0.0130293034812218,0.0130293034812218
2011-12-30,0.0032292500639802,0.0032292500639802
2012-01-03,0.0042462804170978,0.0042462804170978
2012-01-04,-0.0084925608341958,-0.0084925608341958
2012-01-05,0.0171306043681142,0.0171306043681142
2012-01-06,0.0126050293895963,0.0126050293895963
2012-01-09,-0.0195473795100724,-0.0195473795100724
2012-01-10,0.0260688212744747,0.0260688212744747
2012-01-11,-0.0173116172685368,-0.0173116172685368
2012-01-12,0.0103627342407041,0.0103627342407041
2012-01-13,-0.0155279110662158,-0.0155279110662158
2012-01-17,-0.012526084187343,-0.012526084187343
2012-01-18,0.0148148514442817,0.0148148514442817
2012-01-19,-0.0166667494508922,-0.0166667494508922
2012-01-20,0.0169133030409004,0.0169133030409004
2012-01-23,0.0,0.0
2012-01-24,0.008376955194584,0.008376955194584
2012-01-25,0.0010372691754565,0.0010372691754565
2012-01-26,-0.0175257814058478,-0.0175257814058478
2012-01-27,0.0221052671733654,0.0221052671733654
2012-01-30,-0.0227272995963829,-0.0227272995963829
2012-01-31,-0.0145379378669801,-0.0145379378669801
2012-02-01,0.0125522887334657,0.0125522887334657
2012-02-02,0.0010320154091731,0.0010320154091731
2012-02-03,0.0132924456022888,0.0132924456022888
2012-02-06,-0.0101214959829365,-0.0101214959829365
2012-02-07,-0.006160109584427,-0.006160109584427
2012-02-08,0.007224009445805,0.007224009445805
2012-02-09,-0.0051020601797677,-0.0051020601797677
2012-02-10,0.006217660309694,0.006217660309694
2012-02-13,-1.1588418116807355e-16,-1.1588418116807355e-16
2012-02-14,0.0061538891914563,0.0061538891914563
2012-02-15,-0.0162437355218205,-0.0162437355218205
2012-02-16,0.0,0.0
2012-02-17,-0.0061538891914563,-0.0061538891914563
2012-02-21,-0.0174716475454793,-0.0174716475454793
2012-02-22,0.0,0.0
2012-02-23,-0.0052910255813805,-0.0052910255813805
2012-02-24,-0.0265957457601565,-0.0265957457601565
2012-02-27,0.0,0.0
2012-02-28,0.026315764707211,0.026315764707211
2012-02-29,-0.0235042010068396,-0.0235042010068396
2012-03-01,0.0218580077899039,0.0218580077899039
2012-03-02,-0.0289699048208442,-0.0289699048208442
2012-03-05,-0.0033003006014966,-0.0033003006014966
2012-03-06,-0.01000001695421,-0.01000001695421
2012-03-07,-0.0022701994110167,-0.0022701994110167
2012-03-08,0.0,0.0
2012-03-09,0.019209047340822,0.019209047340822
2012-03-12,0.0022247450804089,0.0022247450804089
2012-03-13,-0.0022271163818316,-0.0022271163818316
2012-03-14,-0.0078038624765527,-0.0078038624765527
2012-03-15,-0.0089786672363738,-0.0089786672363738
2012-03-16,-0.0011350997055083,-0.0011350997055083
2012-03-19,0.0,0.0
2012-03-20,-0.0034285409109932,-0.0034285409109932
2012-03-21,0.0068806724891107,0.0068806724891107
2012-03-22,0.0068966001071402,0.0068966001071402
2012-03-23,0.0011389782671953,0.0011389782671953
2012-03-26,0.0169682823462803,0.0169682823462803
2012-03-27,-0.0066372145873771,-0.0066372145873771
2012-03-28,0.0011173440329556,0.0011173440329556
2012-03-29,-0.0111856188466535,-0.0111856188466535
2012-03-30,-0.0044893336181868,-0.0044893336181868
2012-04-02,-0.008928562875609,-0.008928562875609
2012-04-03,-0.0079274853260519,-0.0079274853260519
2012-04-04,-0.0160918842204277,-0.0160918842204277
2012-04-05,-0.0257310248094743,-0.0257310248094743
2012-04-09,-0.0036407443937488,-0.0036407443937488
2012-04-10,0.0024390802718157,0.0024390802718157
2012-04-11,-0.007228966052757,-0.007228966052757
2012-04-12,-0.0072993208841325,-0.0072993208841325
2012-04-13,-0.0049079710092354,-0.0049079710092354
2012-04-16,-0.0110973122963666,-0.0110973122963666
2012-04-17,0.0012422644279369,0.0012422644279369
2012-04-18,-0.0099502393141325,-0.0099502393141325
2012-04-19,-0.0175658557303711,-0.0175658557303711
2012-04-20,0.0139593470913357,0.0139593470913357
2012-04-23,1.409384116666087e-16,1.409384116666087e-16
2012-04-24,-0.0012673957178572,-0.0012673957178572
2012-04-25,-0.0050251208117254,-0.0050251208117254
2012-04-26,0.0025380686086363,0.0025380686086363
2012-04-27,0.0050697037427004,0.0050697037427004
2012-04-30,-0.0050505001853162,-0.0050505001853162
2012-05-01,-0.0012722937292579,-0.0012722937292579
2012-05-02,0.0077120746994194,0.0077120746994194
2012-05-03,0.0658681690938724,0.0658681690938724
2012-05-04,-0.0146396523384618,-0.0146396523384618
2012-05-07,0.0229620905154078,0.0229620905154078
2012-05-08,0.0147392425100881,0.0147392425100881
2012-05-09,0.0033708638125156,0.0033708638125156
2012-05-10,-0.0133928443134135,-0.0133928443134135
2012-05-11,-0.00340133038653,-0.00340133038653
2012-05-14,-0.0068493627909822,-0.0068493627909822
2012-05-15,0.0068966001071402,0.0068966001071402
2012-05-16,-0.0125428283477664,-0.0125428283477664
2012-05-17,-0.0289351840354042,-0.0289351840354042
2012-05-18,-0.0167064846552325,-0.0167064846552325
2012-05-21,-0.0134309721994024,-0.0134309721994024
2012-05-22,-0.002484528855874,-0.002484528855874
2012-05-23,0.0,0.0
2012-05-24,0.0075282238844447,0.0075282238844447
2012-05-25,-0.0037453444383405,-0.0037453444383405
2012-05-29,-0.0087172723726004,-0.0087172723726004
2012-05-30,-0.0075853279313489,-0.0075853279313489
2012-05-31,-0.0025316431246933,-0.0025316431246933
2012-06-01,-0.0167310315006482,-0.0167310315006482
2012-06-04,0.0117035308086098,0.0117035308086098
2012-06-05,-0.0038810103149192,-0.0038810103149192
2012-06-06,0.0051814041162288,0.0051814041162288
2012-06-07,0.0,0.0
2012-06-08,0.0141025197419749,0.0141025197419749
2012-06-11,-0.0325406457437596,-0.0325406457437596
2012-06-12,0.0103492785910295,0.0103492785910295
2012-06-13,-0.0064934694982124,-0.0064934694982124
2012-06-14,0.0065530423522631,0.0065530423522631
2012-06-15,-0.0221932218903866,-0.0221932218903866
2012-06-18,0.0174262887099408,0.0174262887099408
2012-06-19,0.0210803483788542,0.0210803483788542
2012-06-20,0.0,0.0
2012-06-21,-0.015544027049268,-0.015544027049268
2012-06-22,-0.0117800624769032,-0.0117800624769032
2012-06-25,0.0065789725476689,0.0065789725476689
2012-06-26,-0.0039215960044911,-0.0039215960044911
2012-06-27,0.0,0.0
2012-06-28,0.0039525339088382,0.0039525339088382
2012-06-29,0.0142672027198642,0.0142672027198642
2012-07-02,-0.0025641000560833,-0.0025641000560833
2012-07-03,0.0387097020303049,0.0387097020303049
2012-07-05,-0.0137157860440118,-0.0137157860440118
2012-07-06,0.001282019461558,0.001282019461558
2012-07-09,0.0,0.0
2012-07-10,-0.0166880763899252,-0.0166880763899252
2012-07-11,0.0247718455450479,0.0247718455450479
2012-07-12,-0.0165816469273928,-0.0165816469273928
2012-07-13,0.0051480002511219,0.0051480002511219
2012-07-16,-0.0127877722857493,-0.0127877722857493
2012-07-17,0.0025840385471719,0.0025840385471719
2012-07-18,0.0,0.0
2012-07-19,-0.0064020120696582,-0.0064020120696582
2012-07-20,0.0064935314251176,0.0064935314251176
2012-07-23,-0.0104302376675737,-0.0104302376675737
