Date,Weighted Industry Change,AGM Change,ECPG Change
2011-04-18,0.0085547514915187,0.0170454108271727,0.0035308024086317
2011-04-19,0.0023594642398992,0.0038931978090311,-0.0011687061377615
2011-04-20,0.0098036177514743,-0.0140388889014764,0.0153668693038294
2011-04-21,-0.0011279674744671,0.004880702276644,-0.0176359970012043
2011-04-25,0.0292839730365786,-0.0059587599381549,0.0346286889748424
2011-04-26,0.0140051237510923,-0.005988056903984,0.0170117998852769
2011-04-27,0.0101202510270772,0.006571682934317,0.0116153034858303
2011-04-28,0.0618616581889557,0.0184983769375596,0.0704074786609403
2011-04-29,0.0035561498112943,0.0106667073567707,-0.0039919805062113
2011-05-02,-0.0183687791215246,-0.0314136319102813,-0.0106065526687107
2011-05-03,-0.0009768956404292,0.0097614045532879,-0.0074198757566594
2011-05-04,-0.0161120759978669,-0.0231058727067746,-0.0087748339148611
2011-05-05,-0.0099598958033071,-0.0189626406470134,0.0123754076474123
2011-05-06,-0.0031461724484074,0.0022447203261716,-0.0113636414345226
2011-05-09,0.0205270479380396,0.0280269055898785,0.0159375828078099
2011-05-10,0.006002442167553,0.0152421756399091,-0.0016583495088942
2011-05-11,-0.0051999590568941,-0.0179948775188032,0.0152621433688307
2011-05-12,-0.0103601451749002,-0.0215449202637093,0.0023018643596006
2011-05-13,-0.0074308283168912,-0.0209789879745722,0.0052202234715648
2011-05-16,-0.0055297718051733,-0.0055494105954167,-0.0055194831332784
2011-05-17,0.0137120346966028,0.0196629436219866,0.0095050477221623
2011-05-18,-0.0139767956939496,-0.0016492955340675,-0.0164675569967454
2011-05-19,0.003801128241921,-0.0071194450430295,0.0100714574082801
2011-05-20,0.0084000132877787,-0.0083333121405707,0.0165262546595921
2011-05-23,0.0106862982024715,0.0074498083142033,0.0123176387704309
2011-05-24,-0.0139533020207676,-0.0214567577871739,-0.0089456481189093
2011-05-25,0.0086204363700619,-0.001737156100191,0.0106934516260302
2011-05-26,0.0271077703367888,0.027421309068831,0.0270444355129163
2011-05-27,0.0102202138451449,0.0265387490118618,0.0037499666213989
2011-05-31,0.0240601920652519,0.0280625219182964,0.0231910945102448
2011-06-01,-0.0123833820895556,-0.0242104781301397,-0.0057488239363082
2011-06-02,-0.0092354188941952,-0.0220905096556957,-0.0027314157967825
2011-06-03,0.0003034414232751,0.0077994085625605,-0.0049215581566527
2011-06-06,-0.0042871728152085,-0.0144284252096019,0.0021699787093528
2011-06-07,0.006317067506671,0.0233722922839415,-0.014153817983774
2011-06-08,-0.0036735139753375,0.0049342189537962,-0.0134375095367431
2011-06-09,0.0367424929136891,0.026200848811801,0.0411262009477731
2011-06-10,-0.0348024282224695,-0.0182795777212249,-0.043145649762702
2011-06-13,0.0082273998949258,0.0387766800944988,-0.0248170753761353
2011-06-14,0.0292592883523928,0.0251704011493301,0.0346054234212171
2011-06-15,-0.0015902282752416,0.0378630454480206,-0.0476190476190476
2011-06-16,-0.0048344924074256,-0.0019900952620986,-0.0066622504959932
2011-06-17,-0.0166980943748869,-0.0157557707158397,-0.0172584986690657
2011-06-20,0.0147314659388875,0.0115577661630786,0.0159267810812991
2011-06-21,0.0230563473887634,0.0315581542396042,0.0099206728399418
2011-06-22,0.0055661613132639,0.0115218325490739,0.0013201622618662
2011-06-23,0.0050316278991637,0.0004814746587112,0.0106951769387781
2011-06-24,-0.019867616334754,0.0095830784642251,-0.0304031747962727
2011-06-27,0.0320947421830417,0.0447192486316906,0.0139931692180221
2011-06-28,0.0073096094484104,-0.006326226613539,0.0135317870689116
2011-06-29,-0.0034984150165711,-0.0144404195409589,0.0039788076870197
2011-06-30,0.0090974817379007,0.007744877921871,0.0098619078339296
2011-07-01,0.0140793666994826,0.0200091195378509,0.0100714574082801
2011-07-05,-0.0071947108314825,-0.0120482132798789,-0.0009665169381646
2011-07-06,0.0074147184287218,0.0,0.0113414927802592
2011-07-07,0.0057837242245798,0.0199004348513216,-0.0098443781580051
2011-07-08,-0.126229799876295,0.0140779517563404,-0.1366742244762549
2011-07-11,0.0303093793093664,-0.0037700248018249,0.0361313790109923
2011-07-12,-0.0083035071063393,0.00142385795349,-0.0112914500035737
2011-07-13,0.0024525442349407,0.0465337832116182,-0.0127659787451026
2011-07-14,-0.0554126884675344,0.0081668961138897,-0.0704275634152299
2011-07-15,0.0392900130857616,-0.0053715684160144,0.0536809671252227
2011-07-18,-0.031374590482057,-0.0371544950685487,-0.0279308470086239
2011-07-19,0.0254991891939366,0.0200000141942223,0.0279139858441778
2011-07-20,-0.0059066529589049,0.0004545558582651,-0.0073394775390625
2011-07-21,-0.0040698474854014,0.0217096123467132,-0.0066317813817607
2011-07-22,-0.0085817760839387,-0.0163572425068901,-0.004910536251298
2011-07-25,-0.0038982264018944,-0.0196976778139529,0.0042918756495967
2011-07-26,0.0010795387273733,0.012599181237457,-0.0017743486113446
2011-07-27,-0.0407825076204465,-0.0580585211395438,-0.0399002117585088
2011-07-28,0.0186638362834595,0.0103909451427254,0.0216014866095248
2011-07-29,0.0092990246582901,0.0034774766562974,0.011838686152247
2011-08-01,0.003236698725663,-0.0184197370928287,0.0187522706941139
2011-08-02,-0.0777890022168159,-0.0024937276290828,-0.0853658356072674
2011-08-03,0.0144848362916667,0.0319839771278305,0.0008070439814723
2011-08-04,-0.0503581042017252,-0.0454995107584559,-0.055600930249677
2011-08-05,-0.0178335219707132,0.0183534550115761,-0.0470486960481578
2011-08-08,-0.076436169520285,-0.0898815975861875,-0.0596873610824992
2011-08-09,0.0631766820319087,0.0778098185468378,0.0572407067379699
2011-08-10,-0.0432867800684798,-0.0487166211494088,-0.0386265852391583
2011-08-11,0.0480859716633232,0.0048991965774462,0.0738188987464439
2011-08-12,-0.0081128766455202,-0.0368589023513881,0.009959226429825
2011-08-15,0.0097344028095862,0.0252054292861729,0.0026361803751759
2011-08-16,-0.0403138852920659,0.009798496984427,-0.0593220302934943
2011-08-17,0.0100811446574883,0.0032085274595972,0.0169251854844943
2011-08-18,-0.045478496962214,-0.0222098619348603,-0.0599531926826782
2011-08-19,0.0188582131341152,0.0391931003011411,-0.0025354583570742
2011-08-22,-0.0379062595495579,-0.0258759871686328,-0.0473373254101246
2011-08-23,0.0718447760535302,0.0595041292785166,0.0832477346068331
2011-08-24,0.0337549731803575,0.0264935183834719,0.0371782985540698
2011-08-25,-0.0373826624078792,-0.0625000118263185,-0.0267695157930883
2011-08-26,0.047494903998977,0.0453817619991376,0.0484706205480238
2011-08-29,0.0256067916450876,0.0270811932655863,0.0251433477241258
2011-08-30,0.0204092289218847,-0.008866916482368,0.0350800979034035
2011-08-31,-0.0152943234618895,-0.0122970979310474,-0.0166181812879825
2011-09-01,-0.03407610251231,-0.0411646431568074,-0.0304182218434206
2011-09-02,-0.0059764439168061,-0.0092491884687798,-0.0026893530873443
2011-09-06,0.0379516320340356,0.0283929575621987,0.0425233581137139
2011-09-07,0.0001635910881412,0.0123855436734569,-0.0057043028913027
2011-09-08,-0.0106906435498447,-0.0221382201554013,-0.0017737919969846
2011-09-09,0.005550706337077,0.005000008477105,0.0058506333092956
2011-09-12,0.0357334904991138,0.0269208942394967,0.0415714880212575
2011-09-13,0.011346556832082,0.0075962771204687,0.0130832635441714
2011-09-14,0.0106488623149914,0.0192102782683269,0.0
2011-09-15,-0.02366729979448,-0.0221307410407626,-0.0243186546930492
2011-09-16,0.0214552420686629,0.0067921145381824,0.0263830144354637
2011-09-19,0.0142810370124543,0.0158898918296881,0.01314113878496
2011-09-20,-0.054027890883712,-0.0394190976045068,-0.0608191687511112
2011-09-21,-0.0215291911200532,-0.0086626883248676,-0.0246478645627959
2011-09-22,0.035226160322869,0.0652298117199059,0.0102804310572333
2011-09-23,0.022104852961538,0.0096000162760415,0.027790661288986
2011-09-26,-0.0029876105993447,-0.0139823178603004,0.0115916284148172
2011-09-27,-0.0388006582369975,-0.0433231572431949,-0.0330614180976831
2011-09-28,-0.0167806987130441,0.006379630124428,-0.030517492942557
2011-09-29,0.0079811862802843,0.0051894332690291,0.0106430903142718
2011-09-30,-0.0122974509112646,0.0015789835076583,-0.0214957252071795
2011-10-03,-0.0368877731586009,-0.0482758529971529,-0.0329007917971633
2011-10-04,0.0523863977338203,0.0271800422640812,0.0841392526808946
2011-10-05,0.0134727779681968,-0.0269231680179146,0.0294774392766282
2011-10-06,0.0432295451751849,0.0311968899937977,0.0547588099238824
2011-10-07,0.0051487497149512,-0.0092845484026449,0.0135634987563037
2011-10-10,0.0281993804365209,0.0237323950906864,0.0297147387797608
2011-10-11,0.0188762310049262,0.0265251984021982,0.0152106593713305
2011-10-12,0.0034985386539359,0.0179763941352408,-0.0034116091016828
2011-10-13,0.0106863896399435,0.0071575307167486,0.0138354610557093
2011-10-14,0.0080658307873576,0.0185463116659171,-0.0033594680668983
2011-10-17,-0.0469346931645275,-0.0314999580383301,-0.0650776088098
2011-10-18,0.0350952135605163,0.0209825910031717,0.0465116207927916
2011-10-19,-0.0142606652023571,-0.0242424020571622,-0.0099693339586822
2011-10-20,-0.0122275178426038,-0.0103145364562307,-0.0131528103508892
2011-10-21,-0.0099109605980899,-0.0193977062355989,-0.0019223815443746
2011-10-24,0.0381815739195818,0.0244410417000181,0.0419069643597133
2011-10-25,-0.0101477943225351,-0.0318438086158281,-0.0037077670251024
2011-10-26,0.0101550548340849,0.0005222051739447,0.0153733558193821
2011-10-27,-0.0078970481835712,0.0104999542236329,-0.0125448167116558
2011-10-28,0.0003505990947786,0.0329048516475077,-0.007334094594139
2011-10-31,0.0222290118368908,0.0259278203814791,0.0214932007913051
2011-11-01,-0.0125750901540308,-0.0237357639005421,-0.0054095592808469
2011-11-02,-0.0026127812894025,0.0062047017031024,-0.0079817213506406
2011-11-03,0.0423046011497813,0.0308547642326119,0.0425806353169102
2011-11-04,0.0005817082723144,-0.0054672269266044,0.0012469113595773
2011-11-07,0.0062669202246878,0.0105634306180317,0.005430207095512
2011-11-08,-0.0122139283764214,0.0034584829849704,-0.0149564027800537
2011-11-09,0.0110809939504198,-0.0397383823706485,0.0199999601944633
2011-11-10,-0.0248323007117919,-0.0637450543580115,-0.0122259281860702
2011-11-11,-0.0090107188976048,-0.0198953434830242,-0.0033755240983432
2011-11-14,0.0024579770457065,0.0156334731781529,-0.0076759189475274
2011-11-15,0.0021113629862852,-0.026133321126302,0.0129757450765946
2011-11-16,-0.0108356636548471,-0.0160310068038256,-0.0090595767496345
2011-11-17,0.002937028485775,0.0274050168605147,-0.0121792383398483
2011-11-18,-0.0254271790750229,-0.0260444674057619,-0.0250880154951929
2011-11-21,-0.042541064232236,-0.0355932791502665,-0.044721124795734
2011-11-22,-0.0132199425092463,-0.0087565455854675,-0.0144647656881036
2011-11-23,-0.0147323329733741,-0.0457516613935973,-0.0093873782710581
2011-11-25,0.003044136003674,-0.0199875480277169,0.0100200787631818
2011-11-28,0.0042877954198091,0.0137072418168797,0.002391163913219
2011-11-29,-0.0035485498497769,0.0067900430754652,-0.0061963376359895
2011-11-30,0.012853688694385,0.0053254529360587,0.0167909838635996
2011-12-01,-0.0202070614980928,-0.0118765297581497,-0.0236549277140505
2011-12-02,-0.0201616550525631,0.0,-0.0248476647229831
2011-12-05,0.0142466305079264,0.006997133638635,0.0169491814609662
2011-12-06,-0.0068891020454869,-0.0017330317863901,-0.0083372072211034
2011-12-07,0.0206721428044476,0.0151338896544434,0.0240452734981583
2011-12-08,-0.0155350612351757,-0.0161943708397409,-0.0153416978240177
2011-12-09,0.029658587084156,0.0263930078050275,0.0323336705306415
2011-12-12,-0.0085403003070768,-0.0005803963521486,-0.0110752085959018
2011-12-13,-0.051032234740929,-0.0206659362098093,-0.0542168711969583
2011-12-14,-0.0117306101253039,0.0337277933544582,-0.020226928374591
2011-12-15,-0.0152817265866842,-0.0101579235215599,-0.0164588496889358
2011-12-16,0.0007627042515672,-0.0073737474166136,0.0030272183080835
2011-12-19,-0.0197202350165803,-0.0102331042418612,-0.0239760005624868
2011-12-20,0.0215085086843858,-0.0005649846582365,0.0356425241844049
2011-12-21,0.006746499276325,0.0181714755101209,0.0009690144551893
2011-12-22,0.0125147170046623,0.008869170692469,0.0135265105785974
2011-12-23,0.0106917074455053,-0.0284152225188052,0.0228029200466607
2011-12-27,0.0019150202893839,0.012366458798913,-0.0004651269247365
2011-12-28,-0.0241689986519512,-0.0250416734994754,-0.023776233601026
2011-12-29,0.0207413876183541,0.0226886866091892,0.0199241023630947
2011-12-30,-0.0061429136576578,0.0011111365424263,-0.0097810475635194
2012-01-03,0.025463187925703,0.0043549221584789,0.0290322183694365
2012-01-04,-0.0283931761313438,-0.0010941169043984,-0.0356819796728665
2012-01-05,0.0155843571050063,0.0,0.0240226208138727
2012-01-06,-0.005758403116883,-0.0082326906796494,-0.0055045383524951
2012-01-09,-0.0128080683081424,-0.0082598909576339,-0.0151306708751354
2012-01-10,0.0060717636491287,-0.0043907753414357,0.0137803964516482
2012-01-11,0.0219077508639241,0.0209597951299169,0.0223438105015674
2012-01-12,0.0032750783299332,0.0140161854218506,-0.003122198688047
2012-01-13,0.0143650057830854,0.0269106567305228,0.0072365374489046
2012-01-17,-0.0054962638886439,-0.0218295260545907,-0.0004464387969704
2012-01-18,0.0095829340306969,0.0175438560912007,0.0071556280431424
2012-01-19,-0.0024877914394764,-0.0140259978059048,0.0013292284914114
2012-01-20,0.0229830619292995,0.0328390289614942,0.0204444037543402
2012-01-23,0.0035317049530083,-0.0066734683686587,0.0056546789651799
2012-01-24,0.0174488903922624,0.0322078358043321,0.0122807322813578
2012-01-25,-0.0009116782817976,-0.002530422258604,-0.0004344147994341
2012-01-26,-0.0003612277493903,0.0,-0.0004334732992683
2012-01-27,0.0193918457854812,0.0126326421644503,0.022648104464226
2012-01-30,-0.0040125242610398,-0.027245157239822,0.0008518082688926
2012-01-31,-0.0072153307037339,-0.005128224690755,-0.0076013641408796
2012-02-01,0.0209253718137885,0.01799477945461,0.0218947561163651
2012-02-02,0.0055459620685018,0.0,0.0070451753918977
2012-02-03,0.0255628851140632,0.0663010946717177,-0.002049149091895
2012-02-06,0.0016104019069111,0.0056152984170434,0.0004135743902242
2012-02-07,0.0130065911882882,-0.0060464725937954,0.0183180107545239
2012-02-08,-0.0168301031242001,-0.0042094597180531,-0.0180106642882193
2012-02-09,-0.0122628137237946,-0.0210378152609295,-0.01124065164938
2012-02-10,-0.0051231378274564,-0.0121065377539117,-0.0038249107505963
2012-02-13,0.0060114218534947,0.0072533663596094,0.0058947111430922
2012-02-14,0.0081957162879761,-0.0270792774506016,0.0126050905052983
2012-02-15,-0.0103113546277712,-0.0231641793738632,-0.008659756060728
2012-02-16,0.0287361399929568,0.0420466024989747,0.025041753105014
2012-02-17,-0.0033427207857958,0.0009690144551896,-0.0040485983150158
2012-02-21,-0.004279980626713,-0.0235691032654466,-0.0020349710086109
2012-02-22,-0.0216453698622837,-0.0093320495266104,-0.0273915860189312
2012-02-23,0.0071114264753603,0.0253478280447546,-0.0033500806749394
2012-02-24,-0.0144916436193882,-0.0170233652996687,-0.0138947336297286
2012-02-27,-0.0084418877546173,0.0069999694824219,-0.0107573150801271
2012-02-28,-0.010283841528096,-0.0138820369651159,-0.0095361645541698
2012-02-29,-0.0184742938331584,-0.0020000457763671,-0.0287706988686529
2012-03-01,-0.0026616136068502,0.0004987645517389,-0.0035602993391504
2012-03-02,-0.0178262003405922,-0.0149180077227225,-0.0191793177391844
2012-03-05,-0.0007883832685103,0.0111562489028151,-0.0022737261291933
2012-03-06,0.0141332746339365,-0.0010131944273339,0.0166666063261631
2012-03-07,0.0039408833657824,0.0121457372640801,0.000904093564932
2012-03-08,0.0097016739969601,0.0358565396459228,-0.0067385272681021
2012-03-09,0.0179066040607921,0.0399038439495322,0.0131460073684528
2012-03-12,0.0108378545369955,0.0283721214117005,-0.0058114020222669
2012-03-13,0.0309487027066537,-0.0009009214899246,0.0357302887993396
2012-03-14,-0.0131608932966731,-0.0180914298885923,-0.0090948891482684
2012-03-15,0.0112470674175958,0.0210525893108344,0.0013122825238813
