Date,Weighted Industry Change,BLMN Change,BJRI Change
2011-07-14,-0.0227721077163246,0.0,-0.0227721077163246
2011-07-15,-0.0122575589245456,0.0,-0.0122575589245456
2011-07-18,0.0062904746972643,0.0,0.0062904746972643
2011-07-19,-0.0065717527998124,0.0,-0.0065717527998124
2011-07-20,-0.0120746404913017,0.0,-0.0120746404913017
2011-07-21,-0.0375716976709377,0.0,-0.0375716976709377
2011-07-22,-0.1107675555346172,0.0,-0.1107675555346172
2011-07-25,0.0290697992174961,0.0,0.0290697992174961
2011-07-26,-0.0233447349460902,0.0,-0.0233447349460902
2011-07-27,-0.0197135707680982,0.0,-0.0197135707680982
2011-07-28,-0.0122491665268883,0.0,-0.0122491665268883
2011-07-29,0.0067302985095765,0.0,0.0067302985095765
2011-08-01,0.0010805972890833,0.0,0.0010805972890833
2011-08-02,-0.0298475533995268,0.0,-0.0298475533995268
2011-08-03,0.0346067621466817,0.0,0.0346067621466817
2011-08-04,-0.0028691473002663,0.0,-0.0028691473002663
2011-08-05,-0.0310722529526549,0.0,-0.0310722529526549
2011-08-08,-0.0531939827203515,0.0,-0.0531939827203515
2011-08-09,0.0292977991967338,0.0,0.0292977991967338
2011-08-10,-0.0057485431968095,0.0,-0.0057485431968095
2011-08-11,0.0386461981816731,0.0,0.0386461981816731
2011-08-12,-0.0117134158361626,0.0,-0.0117134158361626
2011-08-15,0.031472611647157,0.0,0.031472611647157
2011-08-16,-0.0123235317924623,0.0,-0.0123235317924623
2011-08-17,-0.0140302998676725,0.0,-0.0140302998676725
2011-08-18,-0.0432444723447814,0.0,-0.0432444723447814
2011-08-19,-0.0037101539635581,0.0,-0.0037101539635581
2011-08-22,-0.0113554295151952,0.0,-0.0113554295151952
2011-08-23,0.0328467722369479,0.0,0.0328467722369479
2011-08-24,0.0110692706273516,0.0,0.0110692706273516
2011-08-25,-0.0231535084926258,0.0,-0.0231535084926258
2011-08-26,0.0250118925323983,0.0,0.0250118925323983
2011-08-29,0.0045945501619119,0.0,0.0045945501619119
2011-08-30,0.012614749335009,0.0,0.012614749335009
2011-08-31,0.034737769479258,0.0,0.034737769479258
2011-09-01,-0.0179304777411719,0.0,-0.0179304777411719
2011-09-02,-0.0006754960459342,0.0,-0.0006754960459342
2011-09-06,0.0074142654299246,0.0,0.0074142654299246
2011-09-07,-0.0093224159090399,0.0,-0.0093224159090399
2011-09-08,-0.0032265358750348,0.0,-0.0032265358750348
2011-09-09,-0.0411628013433411,0.0,-0.0411628013433411
2011-09-12,0.0219752935715663,0.0,0.0219752935715663
2011-09-13,0.0255853576027752,0.0,0.0255853576027752
2011-09-14,0.0445485965581684,0.0,0.0445485965581684
2011-09-15,0.0046511423560481,0.0,0.0046511423560481
2011-09-16,0.0065790145130831,0.0,0.0065790145130831
2011-09-19,0.0341539345822991,0.0,0.0341539345822991
2011-09-20,-0.0257227691522693,0.0,-0.0257227691522693
2011-09-21,-0.0293924138649475,0.0,-0.0293924138649475
2011-09-22,0.0266635215094349,0.0,0.0266635215094349
2011-09-23,0.0305706177261277,0.0,0.0305706177261277
2011-09-26,0.031133482787611,0.0,0.031133482787611
2011-09-27,-0.0045379790177484,0.0,-0.0045379790177484
2011-09-28,-0.0496159327485555,0.0,-0.0496159327485555
2011-09-29,-0.0367899978768023,0.0,-0.0367899978768023
2011-09-30,0.0013621197350792,0.0,0.0013621197350792
2011-10-03,-0.0388371367676869,0.0,-0.0388371367676869
2011-10-04,0.0553312273233417,0.0,0.0553312273233417
2011-10-05,0.0004485413253023,0.0,0.0004485413253023
2011-10-06,0.0436729424771011,0.0,0.0436729424771011
2011-10-07,-0.0138504479363325,0.0,-0.0138504479363325
2011-10-10,0.0193823180537712,0.0,0.0193823180537712
2011-10-11,0.0107119998948774,0.0,0.0107119998948774
2011-10-12,0.0028973383802282,0.0,0.0028973383802282
2011-10-13,0.0047707850363846,0.0,0.0047707850363846
2011-10-14,0.002660140596615,0.0,0.002660140596615
2011-10-17,-0.0067929563321617,0.0,-0.0067929563321617
2011-10-18,0.0030972852557028,0.0,0.0030972852557028
2011-10-19,-0.0177137100693315,0.0,-0.0177137100693315
2011-10-20,0.0230318745284043,0.0,0.0230318745284043
2011-10-21,0.0382114032309399,0.0,0.0382114032309399
2011-10-24,0.0438409732236367,0.0,0.0438409732236367
2011-10-25,-0.0242311838729536,0.0,-0.0242311838729536
2011-10-26,-0.0165258416547462,0.0,-0.0165258416547462
2011-10-27,0.0105780390596475,0.0,0.0105780390596475
2011-10-28,-0.0089719540604919,0.0,-0.0089719540604919
2011-10-31,0.0130143599076704,0.0,0.0130143599076704
2011-11-01,0.0286159480488271,0.0,0.0286159480488271
2011-11-02,-0.0238452249922984,0.0,-0.0238452249922984
2011-11-03,0.0015139669970933,0.0,0.0015139669970933
2011-11-04,0.0007609798284822,0.0,0.0007609798284822
2011-11-07,-0.0119521393352397,0.0,-0.0119521393352397
2011-11-08,-0.009708706137153,0.0,-0.009708706137153
2011-11-09,-0.0271909119462336,0.0,-0.0271909119462336
2011-11-10,-0.0203718861949686,0.0,-0.0203718861949686
2011-11-11,0.0214945705315933,0.0,0.0214945705315933
2011-11-14,-0.0144640286225488,0.0,-0.0144640286225488
2011-11-15,0.006251288008412,0.0,0.006251288008412
2011-11-16,-0.0133684395724356,0.0,-0.0133684395724356
2011-11-17,-0.0014429952019427,0.0,-0.0014429952019427
2011-11-18,-0.015088869907393,0.0,-0.015088869907393
2011-11-21,-0.0055674974728651,0.0,-0.0055674974728651
2011-11-22,0.0008673225597081,0.0,0.0008673225597081
2011-11-23,-0.0204570712905058,0.0,-0.0204570712905058
2011-11-25,-0.0126807493915366,0.0,-0.0126807493915366
2011-11-28,0.0008739548858921,0.0,0.0008739548858921
2011-11-29,0.0291474465313298,0.0,0.0291474465313298
2011-11-30,-0.0076367167401115,0.0,-0.0076367167401115
2011-12-01,-0.0051975053623858,0.0,-0.0051975053623858
2011-12-02,-0.0142356596663656,0.0,-0.0142356596663656
2011-12-05,0.0020690765638837,0.0,0.0020690765638837
2011-12-06,-0.0099646992003785,0.0,-0.0099646992003785
2011-12-07,0.0216010256542828,0.0,0.0216010256542828
2011-12-08,-0.0058687651366567,0.0,-0.0058687651366567
2011-12-09,-0.0161425669905213,0.0,-0.0161425669905213
2011-12-12,0.0177450705706625,0.0,0.0177450705706625
2011-12-13,-0.0314826546496261,0.0,-0.0314826546496261
2011-12-14,-0.0232249338271091,0.0,-0.0232249338271091
2011-12-15,0.0103185075275662,0.0,0.0103185075275662
2011-12-16,0.0011015474274704,0.0,0.0011015474274704
2011-12-19,-0.0275228998499453,0.0,-0.0275228998499453
2011-12-20,0.0119813827198529,0.0,0.0119813827198529
2011-12-21,0.0061256311442204,0.0,0.0061256311442204
2011-12-22,-0.0145430469586172,0.0,-0.0145430469586172
2011-12-23,0.0145374410843554,0.0,0.0145374410843554
2011-12-27,0.0054395127280249,0.0,0.0054395127280249
2011-12-28,-0.0200907385349354,0.0,-0.0200907385349354
2011-12-29,0.0004380301758763,0.0,0.0004380301758763
2011-12-30,-0.009398913774334,0.0,-0.009398913774334
2012-01-03,-0.0359097756820932,0.0,-0.0359097756820932
2012-01-04,0.0115935053892676,0.0,0.0115935053892676
2012-01-05,0.0280924715816283,0.0,0.0280924715816283
2012-01-06,0.0125496154227327,0.0,0.0125496154227327
2012-01-09,-0.0116605679014033,0.0,-0.0116605679014033
2012-01-10,-0.005114035305905,0.0,-0.005114035305905
2012-01-11,-0.0093033382479267,0.0,-0.0093033382479267
2012-01-12,-0.0091543586282622,0.0,-0.0091543586282622
2012-01-13,0.0088947676300594,0.0,0.0088947676300594
2012-01-17,-0.0241546391458965,0.0,-0.0241546391458965
2012-01-18,0.0220125681078116,0.0,0.0220125681078116
2012-01-19,-0.0149615026130045,0.0,-0.0149615026130045
2012-01-20,0.0183158294938551,0.0,0.0183158294938551
2012-01-23,0.0048373180061009,0.0,0.0048373180061009
2012-01-24,0.005280480962395,0.0,0.005280480962395
2012-01-25,0.0446349780063576,0.0,0.0446349780063576
2012-01-26,0.0037696398989693,0.0,0.0037696398989693
2012-01-27,0.0286014854295007,0.0,0.0286014854295007
2012-01-30,0.0113518932590247,0.0,0.0113518932590247
2012-01-31,0.0139845687996575,0.0,0.0139845687996575
2012-02-01,0.0161709197609011,0.0,0.0161709197609011
2012-02-02,0.0194766442672973,0.0,0.0194766442672973
2012-02-03,0.0345025048585398,0.0,0.0345025048585398
2012-02-06,-0.0174656007439438,0.0,-0.0174656007439438
2012-02-07,-0.0013202507397181,0.0,-0.0013202507397181
2012-02-08,0.0081208743905581,0.0,0.0081208743905581
2012-02-09,0.0009373685211382,0.0,0.0009373685211382
2012-02-10,-0.0016981160865639,0.0,-0.0016981160865639
2012-02-13,-0.0026256449821777,0.0,-0.0026256449821777
2012-02-14,0.0079080806650085,0.0,0.0079080806650085
2012-02-15,-0.0085565308562966,0.0,-0.0085565308562966
2012-02-16,0.0101408622634244,0.0,0.0101408622634244
2012-02-17,-0.0064860043831906,0.0,-0.0064860043831906
2012-02-21,-0.0051724224869239,0.0,-0.0051724224869239
2012-02-22,-0.0145433392367321,0.0,-0.0145433392367321
2012-02-23,-0.0045097949458102,0.0,-0.0045097949458102
2012-02-24,-0.0094581190588439,0.0,-0.0094581190588439
2012-02-27,-0.0037999725341798,0.0,-0.0037999725341798
2012-02-28,0.005199966430664,0.0,0.005199966430664
2012-02-29,-0.0121368248313878,0.0,-0.0121368248313878
2012-03-01,-0.0143405192595989,0.0,-0.0143405192595989
2012-03-02,-0.0088006610684463,0.0,-0.0088006610684463
2012-03-05,0.0143421038859957,0.0,0.0143421038859957
2012-03-06,-0.0053774215044155,0.0,-0.0053774215044155
2012-03-07,0.0137214109843933,0.0,0.0137214109843933
2012-03-08,0.0054922794670814,0.0,0.0054922794670814
2012-03-09,0.0076582240285187,0.0,0.0076582240285187
2012-03-12,-0.0051833796316611,0.0,-0.0051833796316611
2012-03-13,0.0013985953225027,0.0,0.0013985953225027
2012-03-14,-0.0086241536283997,0.0,-0.0086241536283997
2012-03-15,0.0110864589859688,0.0,0.0110864589859688
2012-03-16,-0.0282056371288234,0.0,-0.0282056371288234
2012-03-19,-0.0016505432028031,0.0,-0.0016505432028031
2012-03-20,-0.0072870806374445,0.0,-0.0072870806374445
2012-03-21,-0.0125156130852873,0.0,-0.0125156130852873
2012-03-22,0.0163550682480753,0.0,0.0163550682480753
2012-03-23,-0.0102660353754231,0.0,-0.0102660353754231
2012-03-26,0.0480448725170747,0.0,0.0480448725170747
2012-03-27,-0.0027761132024832,0.0,-0.0027761132024832
2012-03-28,-0.0167164209470227,0.0,-0.0167164209470227
2012-03-29,0.0022353304693776,0.0,0.0022353304693776
2012-03-30,0.0019900193854944,0.0,0.0019900193854944
2012-04-02,0.0107015641166254,0.0,0.0107015641166254
2012-04-03,0.000196621514458,0.0,0.000196621514458
2012-04-04,-0.011533144173708,0.0,-0.011533144173708
2012-04-05,0.0028299855709291,0.0,0.0028299855709291
2012-04-09,0.0036923139523238,0.0,0.0036923139523238
2012-04-10,-0.0255519224608944,0.0,-0.0255519224608944
2012-04-11,0.0008357901173678,0.0,0.0008357901173678
2012-04-12,0.0117332168246202,0.0,0.0117332168246202
2012-04-13,-0.0052952816621824,0.0,-0.0052952816621824
2012-04-16,-0.0059183860311705,0.0,-0.0059183860311705
2012-04-17,-0.004489820830676,0.0,-0.004489820830676
2012-04-18,-0.0028842065720616,0.0,-0.0028842065720616
2012-04-19,-0.0116062460785702,0.0,-0.0116062460785702
2012-04-20,-0.0280374298242292,0.0,-0.0280374298242292
2012-04-23,-0.0047312090473792,0.0,-0.0047312090473792
2012-04-24,0.0051937174469116,0.0,0.0051937174469116
2012-04-25,0.0036139065824124,0.0,0.0036139065824124
2012-04-26,0.0181895226851855,0.0,0.0181895226851855
2012-04-27,-0.0048619054299033,0.0,-0.0048619054299033
2012-04-30,-0.0402222527398003,0.0,-0.0402222527398003
2012-05-01,-0.0165478610384024,0.0,-0.0165478610384024
2012-05-02,0.0199811578708932,0.0,0.0199811578708932
2012-05-03,0.0025498519218327,0.0,0.0025498519218327
2012-05-04,0.0142660552149792,0.0,0.0142660552149792
2012-05-07,0.0047695413352742,0.0,0.0047695413352742
2012-05-08,0.0095628870936419,0.0,0.0095628870936419
2012-05-09,0.0106576244209834,0.0,0.0106576244209834
2012-05-10,0.0111482723971216,0.0,0.0111482723971216
2012-05-11,0.0253614987830734,0.0,0.0253614987830734
2012-05-14,0.0043735133378849,0.0,0.0043735133378849
2012-05-15,-0.0043772587930279,0.0,-0.0043772587930279
2012-05-16,-0.0046062532083747,0.0,-0.0046062532083747
2012-05-17,-0.0289503065920666,0.0,-0.0289503065920666
2012-05-18,-0.0118667380507785,0.0,-0.0118667380507785
2012-05-21,0.0052897779360118,0.0,0.0052897779360118
2012-05-22,0.0145653897211702,0.0,0.0145653897211702
2012-05-23,0.0355766974127396,0.0,0.0355766974127396
2012-05-24,-0.0261495048790552,0.0,-0.0261495048790552
2012-05-25,-0.0062443973760938,0.0,-0.0062443973760938
2012-05-29,0.0004448500482861,0.0,0.0004448500482861
2012-05-30,-0.0149854212181809,0.0,-0.0149854212181809
2012-05-31,-0.005676657466005,0.0,-0.005676657466005
2012-06-01,-0.0270522345736287,0.0,-0.0270522345736287
2012-06-04,-0.0186915597376751,0.0,-0.0186915597376751
2012-06-05,0.0344402868051643,0.0,0.0344402868051643
2012-06-06,-0.0047114430941085,0.0,-0.0047114430941085
2012-06-07,-0.0242197748973189,0.0,-0.0242197748973189
2012-06-08,0.0107861202079464,0.0,0.0107861202079464
2012-06-11,-0.022498221834266,0.0,-0.022498221834266
2012-06-12,-0.0191663397122124,0.0,-0.0191663397122124
2012-06-13,-0.0666017964127377,0.0,-0.0666017964127377
2012-06-14,0.0,0.0,0.0
2012-06-15,0.0285492427632624,0.0,0.0285492427632624
2012-06-18,-0.0160142619642004,0.0,-0.0160142619642004
2012-06-19,0.0077519181174754,0.0,0.0077519181174754
2012-06-20,0.0007666439682598,0.0,0.0007666439682598
2012-06-21,-0.019407515947256,0.0,-0.019407515947256
2012-06-22,-0.0111775485191398,0.0,-0.0111775485191398
2012-06-25,-0.0042451539729884,0.0,-0.0042451539729884
2012-06-26,-0.0066577897491208,0.0,-0.0066577897491208
2012-06-27,-0.0119712892022552,0.0,-0.0119712892022552
2012-06-28,0.0013527932440223,0.0,0.0013527932440223
2012-06-29,0.0076902922982766,0.0,0.0076902922982766
2012-07-02,-0.0158937100931539,0.0,-0.0158937100931539
2012-07-03,0.0013273972441822,0.0,0.0013273972441822
2012-07-05,0.033519508284611,0.0,0.033519508284611
2012-07-06,0.0013008078445423,0.0,0.0013008078445423
2012-07-09,0.0125391733945386,0.0,0.0125391733945386
2012-07-10,0.0092855456822537,0.0,0.0092855456822537
2012-07-11,0.0099795130853481,0.0,0.0099795130853481
2012-07-12,0.0202097956624092,0.0,0.0202097956624092
2012-07-13,0.0097940580772814,0.0,0.0097940580772814
2012-07-16,0.0130065148503647,0.0,0.0130065148503647
2012-07-17,0.0054187494820559,0.0,0.0054187494820559
2012-07-18,0.0267484700021568,0.0,0.0267484700021568
2012-07-19,0.0033317322256853,0.0,0.0033317322256853
2012-07-20,0.0066322884754534,0.0,0.0066322884754534
2012-07-23,-0.0054469231004621,0.0,-0.0054469231004621
2012-07-24,-0.0368801271578398,0.0,-0.0368801271578398
2012-07-25,-0.0007739623476768,0.0,-0.0007739623476768
2012-07-26,0.0101420268713708,0.0,0.0101420268713708
2012-07-27,0.0589743394118089,0.0,0.0589743394118089
2012-07-30,-0.031827050003582,0.0,-0.031827050003582
2012-07-31,-0.003022643062435,0.0,-0.003022643062435
2012-08-01,-0.0224237697264498,0.0,-0.0224237697264498
2012-08-02,0.0023273896263117,0.0,0.0023273896263117
2012-08-03,0.008416267247131,0.0,0.008416267247131
2012-08-06,0.0090748834627721,0.0,0.0090748834627721
2012-08-07,0.0149179128769455,0.0,0.0149179128769455
2012-08-08,0.067330107154919,0.0698275378711459,-0.0083950654959973
2012-08-09,0.0678227775263715,0.0766161259860879,-0.0014892373275645
2012-08-10,-0.0649376615923356,-0.0814285959516253,-0.0134095085519981
2012-08-13,0.001986285995315,0.0,0.0045260322631111
2012-08-14,-0.0120332351276602,-0.0091953933950344,-0.0169787844726483
2012-08-15,0.0007425099826115,-0.0023076717670146,0.0078560917507216
2012-08-16,0.0022137290674728,0.0007837169829513,0.0042680934253125
2012-08-17,0.0124675512836126,0.0243137584013097,-0.0142964562351263
2012-08-20,-0.0078128880509902,-0.0076336166837965,-0.0079162761618729
2012-08-21,0.020734654567376,0.0237912836507796,0.0187998843114271
2012-08-22,0.0151691047929885,0.008320700034446,0.0222053300454231
2012-08-23,-0.0210351958000082,-0.0284006062175429,-0.0076638162532507
2012-08-24,-0.0047632599000138,-0.0084615120520958,0.0040040002772244
2012-08-27,-0.0009083148526912,-0.0007812678697516,-0.0009940584954982
2012-08-28,0.0050515076328758,0.0070588354970894,0.0037359328886939
2012-08-29,0.0183882367405001,0.0179828378887126,0.0186104221885515
2012-08-30,0.0069368547027406,0.0100619283028834,0.0024510365364791
2012-08-31,-0.0045257709478767,-0.0068860103052283,-0.0036408136675047
2012-09-04,0.0232718485239875,0.0306513113167815,0.0043923940260239
2012-09-05,0.04483285895181,0.053992399904444,-0.0036683226564102
2012-09-06,0.0156462723161988,0.0176553674218923,0.0124420175811098
2012-09-07,0.0082232126491919,-0.0034482890161974,0.0167384210437017
2012-09-10,0.0127235243887402,-0.0048308968895739,0.0221855667949729
2012-09-11,0.0067666506437591,0.0027777752022682,0.0117429960384416
2012-09-12,-0.0005124743883863,-0.0013822016167646,0.0002277353517182
2012-09-13,0.0057876855120822,0.0056457250017866,0.0059077970040106
2012-09-14,-0.0024650549646582,0.0034842672983556,-0.0159587069540068
2012-09-17,-0.035924557735168,-0.0383386225188775,-0.0173754482639771
2012-09-18,-0.0125726752843622,-0.0162866445463931,0.0142523509632064
2012-09-19,-0.0015086432059362,-0.0130718827955471,0.0181609405868353
2012-09-20,0.0142697729039943,0.0166223404676924,0.0059077970040106
2012-09-21,0.0260478909656807,0.0370130300401224,-0.0031404934633309
2012-09-24,-0.0091825099506398,-0.0156249999999999,0.0099344912534135
2012-09-25,-0.0307735982412616,-0.0385344067983062,-0.016952980262963
2012-09-26,-0.0109152916075243,-0.013815792156719,0.0047662069434241
2012-09-27,0.0287622958249642,0.0353403122571929,0.0189274477776295
2012-09-28,0.0369928655398469,0.0391661934441907,0.0120508164311716
2012-10-01,-0.0088507927829124,-0.0138553937922238,-0.0019832558499239
2012-10-02,-0.0121514192675146,-0.0151791141725969,-0.0076922741565075
2012-10-03,-0.0393491772659103,-0.0332921720738981,-0.0443655705138467
2012-10-04,-0.0114504040572814,-0.0044585793423328,-0.0178612954502899
2012-10-05,-0.0207221923542057,-0.0166240551901801,-0.0229530867139578
2012-10-08,-0.0137263624748474,-0.0045811319402824,-0.0172120990175192
2012-10-09,-0.0190516241885904,-0.0243902362358771,-0.0120245810666697
2012-10-10,-0.0225808416580524,-0.0376596819268455,0.0061927175282273
2012-10-11,0.0179780699505523,0.0299931546077029,-0.00662577810463
2012-10-12,-0.0120433592528428,-0.017161668762652,-0.0074459972758385
2012-10-15,-0.0047087227781915,-0.0073775759760548,-0.0027349728247878
2012-10-16,-0.0008060465577538,0.0060933782074642,-0.0032322492334565
2012-10-17,-0.0094212598590742,-0.0100535936838634,-0.0087021948830321
2012-10-18,0.0066244108119473,0.0250847380040056,-0.0050327316178203
2012-10-19,-0.0281659042329324,-0.0207081104934561,-0.029434387889981
2012-10-22,-0.0419347235099306,-0.0525596944804973,-0.0229345133675964
2012-10-23,0.0170633278421415,0.007988355339177,0.0217215751865662
2012-10-24,-0.018681909756505,-0.0350250020825413,-0.0104793746494614
2012-10-25,-0.0134157867940057,-0.03240055838404,0.0028818605089969
2012-10-26,-0.0887620518962497,-0.0022796149938473,-0.0917534037021353
2012-10-31,0.0274473053238534,0.0371775235032234,0.0234857326081164
2012-11-01,0.0043402616192873,-0.0174927638572454,0.0120735797852602
2012-11-02,-0.000497665541324,0.005189077070884,-0.0059240805149751
2012-11-05,-0.0059054521976511,0.0147819521960342,-0.021099639434604
2012-11-06,0.0212299332114706,0.0225454850630325,0.0197267889569437
2012-11-07,0.0077701249058016,-0.0122302216517554,0.0272373496428675
2012-11-08,0.0413625469713223,0.0517006965131268,-0.0326055016488154
2012-11-09,0.0090775953616921,0.008507861041411,0.0093430190005954
2012-11-12,0.0009253727214584,-0.0019467704911255,0.0038439109783648
2012-11-13,-0.0122269577653246,-0.0058862101250772,-0.0165435032152774
2012-11-14,-0.0155759552642709,-0.0118577273753024,-0.0182307419917007
2012-11-15,0.011772134934586,-0.0140186309005256,0.025182095088276
2012-11-16,0.0003637024556133,0.0034129823915913,-0.0044563733380538
2012-11-19,-0.0049415722526732,0.0324105015959716,-0.0180153750548094
2012-11-20,-0.0100741807235355,0.0039318129123503,-0.0135215434118982
2012-11-21,0.0069121426510077,-0.0013045990990795,0.0112188883268757
2012-11-23,0.005940866287773,0.0163398690773475,0.0014912929787723
2012-11-26,0.0089507924812483,0.0250965472509724,-0.0050594695436145
2012-11-27,0.0008645813491,-0.0250626326800882,0.0137477315319511
2012-11-28,0.0068762661913165,0.0006460096367931,0.0094450910488715
2012-11-29,0.019054800470194,0.0095969045062057,0.021910605025705
2012-11-30,-0.0118407420864652,-0.0006313275748423,-0.0202856881277902
2012-12-03,0.0095131822012573,0.0151801904537626,-0.0020325115451641
2012-12-04,-0.0351537048931428,-0.029522629697011,-0.0485009260340076
2012-12-05,-0.0086396012022826,-0.0096463389302057,-0.0077041600653988
2012-12-06,0.0004480881494272,-0.0013020510765872,0.002798512220613
2012-12-07,-0.0013778066804197,-0.000647621468865,-0.0024669081190826
2012-12-10,-0.019278018811596,-0.0239327221633972,-0.0095091280093106
2012-12-11,-0.0095723604070033,-0.0177049480500767,0.00215782052366
2012-12-12,0.0086111533253563,0.0245847096923534,-0.0067381687724808
2012-12-13,0.029058920888955,0.0381629493827797,0.0120668129124672
2012-12-14,0.0188194853271476,0.0194114223189287,0.0178846133487349
2012-12-17,0.0012811215815882,0.0116564750276566,-0.006614474356826
2012-12-18,0.0493118521486555,0.0018137108607239,0.0618587590469563
2012-12-19,0.0162376608000329,-0.0012041214346017,0.027275481652188
2012-12-20,-0.0152264510441449,-0.0336538152934519,0.0014467371259767
2012-12-21,-0.0101888550740903,-0.0150943255896976,-0.0040792363313905
2012-12-24,0.0091833734229558,0.0038167598551653,0.0112260291061979
2012-12-26,-0.0068505262032692,-0.0037830685524082,-0.0102189335509808
2012-12-27,-0.000668714919538,-0.0050601439125268,0.0020569996278343
2012-12-28,-0.0115933731943817,0.0019156917792785,-0.0218481809006763
2012-12-31,-0.0070360157661747,-0.0044557412256045,-0.0090361213905583
2013-01-02,0.0145546973354641,0.0243749618530272,0.0053973107469692
2013-01-03,0.0143809436324933,-0.0133820689511149,0.0312313881742792
2013-01-04,0.0023234385412665,-0.0024465391189029,0.0048599767257662
2013-01-07,0.002232490428282,0.0030863725127057,-0.0011328494469444
2013-01-08,-0.012907824042588,0.0012276580289186,-0.0298889611481835
2013-01-09,-0.0021396268424966,-0.0030248724943838,-0.001212148955374
2013-01-10,0.0296177127145946,0.0487805587205784,0.0134328585952074
2013-01-11,-0.0047595558900789,-0.0144927536231885,0.0050118512034065
2013-01-14,-0.0176941121657752,-0.0318906311488507,0.0029326185716475
2013-01-15,0.0057281025009041,0.0094283944540996,0.0035273054165223
2013-01-16,-0.0094246192867596,-0.00058790292459,-0.02119520738387
2013-01-17,0.0216867742599353,0.0293083244813794,0.0089713834951593
2013-01-18,0.0146293261368242,0.0481586628804983,-0.0174866663674304
2013-01-22,0.0112915704685909,0.0081213606635302,0.0184345907385515
2013-01-23,-0.0190294648295826,-0.0170757576698265,-0.0230905508432084
2013-01-24,0.0058741672929565,0.0005437862541455,0.0112188883268757
2013-01-25,-0.0108358620095532,-0.0070613341577445,-0.0214541475339791
2013-01-28,0.0061330840153436,0.0109589459144905,-0.0033495922606716
