Date,Weighted Industry Change,GTS Change
2011-04-18,-0.0220110324710126,-0.0220110324710126
2011-04-19,0.0,0.0
2011-04-20,-0.0020131310436769,-0.0020131310436769
2011-04-21,0.0029999732971191,0.0029999732971191
2011-04-25,0.0194319579261883,0.0194319579261883
2011-04-26,0.0321951145079077,0.0321951145079077
2011-04-27,-0.006149440138123,-0.006149440138123
2011-04-28,0.0195703977317936,0.0195703977317936
2011-04-29,-0.0224089421347647,-0.0224089421347647
2011-05-02,-0.0161597023665989,-0.0161597023665989
2011-05-03,-0.0178657145456936,-0.0178657145456936
2011-05-04,-0.0291169731807672,-0.0291169731807672
2011-05-05,0.0281899911735601,0.0281899911735601
2011-05-06,-0.0142314629101668,-0.0142314629101668
2011-05-09,0.0164569290948218,0.0164569290948218
2011-05-10,0.0185185805739344,0.0185185805739344
2011-05-11,-0.0014012464670397,-0.0014012464670397
2011-05-12,0.0112781843690812,0.0112781843690812
2011-05-13,-0.0264624687997094,-0.0264624687997094
2011-05-16,0.0,0.0
2011-05-17,0.0082364380485011,0.0082364380485011
2011-05-18,0.000958243872106,0.000958243872106
2011-05-19,-0.0052207219717513,-0.0052207219717513
2011-05-20,0.000958243872106,0.000958243872106
2011-05-23,-0.0072992517809808,-0.0072992517809808
2011-05-24,-0.0239024278594224,-0.0239024278594224
2011-05-25,0.0065065601147996,0.0065065601147996
2011-05-26,0.0270000457763671,0.0270000457763671
2011-05-27,0.0082444262548471,0.0082444262548471
2011-05-31,0.0465558900287071,0.0465558900287071
2011-06-01,-0.0063550291708313,-0.0063550291708313
2011-06-02,0.0123344205249886,0.0123344205249886
2011-06-03,-0.0068681143535843,-0.0068681143535843
2011-06-06,-0.0202858701347991,-0.0202858701347991
2011-06-07,-0.009808458008842,-0.009808458008842
2011-06-08,-0.0018966768723534,-0.0018966768723534
2011-06-09,0.0061495303627533,0.0061495303627533
2011-06-10,-0.0236742414835125,-0.0236742414835125
2011-06-13,-0.0111165511671378,-0.0111165511671378
2011-06-14,0.0232445303197776,0.0232445303197776
2011-06-15,-0.0215310461150366,-0.0215310461150366
2011-06-16,-0.0014641623709432,-0.0014641623709432
2011-06-17,-0.0107003559858511,-0.0107003559858511
2011-06-20,0.0290354410161813,0.0290354410161813
2011-06-21,0.0356972866173031,0.0356972866173031
2011-06-22,0.0219047183082217,0.0219047183082217
2011-06-23,0.0302028963434802,0.0302028963434802
2011-06-24,-0.0087155336402941,-0.0087155336402941
2011-06-27,0.0036866322992339,0.0036866322992339
2011-06-28,0.0187814864335788,0.0187814864335788
2011-06-29,-0.0085162990254226,-0.0085162990254226
2011-06-30,-0.0176311610398015,-0.0176311610398015
2011-07-01,0.0202112364472675,0.0202112364472675
2011-07-05,0.0071974741658504,0.0071974741658504
2011-07-06,0.0085087565923326,0.0085087565923326
2011-07-07,0.0074922905373568,0.0074922905373568
2011-07-08,0.004878076012117,0.004878076012117
2011-07-11,0.0058113167585851,0.0058113167585851
2011-07-12,0.018352723572592,0.018352723572592
2011-07-13,0.0135607811752205,0.0135607811752205
2011-07-14,0.0,0.0
2011-07-15,0.0085910158802335,0.0085910158802335
2011-07-18,-0.0034261208736228,-0.0034261208736228
2011-07-19,0.0038297937271442,0.0038297937271442
2011-07-20,0.014817885761449,0.014817885761449
2011-07-21,-0.0033236362575965,-0.0033236362575965
2011-07-22,-0.0259305284751756,-0.0259305284751756
2011-07-25,0.0065217225447946,0.0065217225447946
2011-07-26,-0.0267241732260549,-0.0267241732260549
2011-07-27,-0.0248888651529947,-0.0248888651529947
2011-07-28,-0.0059144296394,-0.0059144296394
2011-07-29,-0.000463402637497,-0.000463402637497
2011-08-01,-0.0342309450124704,-0.0342309450124704
2011-08-02,-0.029551903975813,-0.029551903975813
2011-08-03,-0.0455445565121884,-0.0455445565121884
2011-08-04,-0.044303707056989,-0.044303707056989
2011-08-05,-0.0049046403660444,-0.0049046403660444
2011-08-08,-0.0798201238457807,-0.0798201238457807
2011-08-09,0.0441001037447572,0.0441001037447572
2011-08-10,-0.0510863654818071,-0.0510863654818071
2011-08-11,0.0312691750816295,0.0312691750816295
2011-08-12,0.0053066130569716,0.0053066130569716
2011-08-15,0.0295652306598165,0.0295652306598165
2011-08-16,0.0131655099384658,0.0131655099384658
2011-08-17,-0.0168349743096618,-0.0168349743096618
2011-08-18,-0.0137395188399674,-0.0137395188399674
2011-08-19,-0.004328985435618,-0.004328985435618
2011-08-22,-0.0470446161978534,-0.0470446161978534
2011-08-23,0.0454545016678463,0.0454545016678463
2011-08-24,0.0133576945886536,0.0133576945886536
2011-08-25,-0.0510689193918683,-0.0510689193918683
2011-08-26,0.0321360604212476,0.0321360604212476
2011-08-29,0.0012055730910015,0.0012055730910015
2011-08-30,0.0206310777932068,0.0206310777932068
2011-08-31,0.0088757172731414,0.0088757172731414
2011-09-01,-0.0076470094568589,-0.0076470094568589
2011-09-02,-0.0248786322087769,-0.0248786322087769
2011-09-06,0.0082855397015723,0.0082855397015723
2011-09-07,0.0303782829486216,0.0303782829486216
2011-09-08,-0.0164534101324962,-0.0164534101324962
2011-09-09,-0.025094079614816,-0.025094079614816
2011-09-12,0.0604070980923256,0.0604070980923256
2011-09-13,0.0061727450254112,0.0061727450254112
2011-09-14,-0.0060496296016803,-0.0060496296016803
2011-09-15,0.0113977524407941,0.0113977524407941
2011-09-16,-0.010017683156897,-0.010017683156897
2011-09-19,-0.0133902140363211,-0.0133902140363211
2011-09-20,-0.0202082011786783,-0.0202082011786783
2011-09-21,-0.0149531980593291,-0.0149531980593291
2011-09-22,-0.0013045990990795,-0.0013045990990795
2011-09-23,0.0366492427619831,0.0366492427619831
2011-09-26,0.0093458899071186,0.0093458899071186
2011-09-27,0.0381817673191879,0.0381817673191879
2011-09-28,-0.0397428568625754,-0.0397428568625754
2011-09-29,0.0017825720012779,0.0017825720012779
2011-09-30,0.0108630240489386,0.0108630240489386
2011-10-03,-0.0664040672357012,-0.0664040672357012
2011-10-04,0.0718599379489712,0.0718599379489712
2011-10-05,0.0140528379502103,0.0140528379502103
2011-10-06,0.0033444517366919,0.0033444517366919
2011-10-07,-0.0061077517464524,-0.0061077517464524
2011-10-10,0.0136165572815421,0.0136165572815421
2011-10-11,0.0135795764297707,0.0135795764297707
2011-10-12,-0.0212652647467916,-0.0212652647467916
2011-10-13,-0.0119956004102567,-0.0119956004102567
2011-10-14,0.0059847995306967,0.0059847995306967
2011-10-17,-0.0301369444964683,-0.0301369444964683
2011-10-18,0.0163380797480193,0.0163380797480193
2011-10-19,-0.0266304228954819,-0.0266304228954819
2011-10-20,-0.0011117541977838,-0.0011117541977838
2011-10-21,0.0010911324520961,0.0010911324520961
2011-10-24,0.0384823336104588,0.0384823336104588
2011-10-25,-0.0005282741004025,-0.0005282741004025
2011-10-26,0.0234987348252483,0.0234987348252483
2011-10-27,-0.0009969367371615,-0.0009969367371615
2011-10-28,-0.0240963624697751,-0.0240963624697751
2011-10-31,-0.0078328784082654,-0.0078328784082654
2011-11-01,0.0210526916441641,0.0210526916441641
2011-11-02,0.0648966622188123,0.0648966622188123
2011-11-03,0.0425764574038652,0.0425764574038652
2011-11-04,0.014807016864351,0.014807016864351
2011-11-07,0.0067743177253113,0.0067743177253113
2011-11-08,0.0025733008891012,0.0025733008891012
2011-11-09,-0.0089426656626583,-0.0089426656626583
2011-11-10,0.0189273761481947,0.0189273761481947
2011-11-11,0.0183767538309082,0.0183767538309082
2011-11-14,-0.0101112616782914,-0.0101112616782914
2011-11-15,0.0158892599849111,0.0158892599849111
2011-11-16,-0.0208971323763083,-0.0208971323763083
2011-11-17,-0.0104003567525598,-0.0104003567525598
2011-11-18,0.0083989424577424,0.0083989424577424
2011-11-21,0.0058386735382511,0.0058386735382511
2011-11-22,-0.023721606319407,-0.023721606319407
2011-11-23,-0.0326619681033594,-0.0326619681033594
2011-11-25,-0.0033994032430114,-0.0033994032430114
2011-11-28,0.0381470758059327,0.0381470758059327
2011-11-29,-0.0115485208485731,-0.0115485208485731
2011-11-30,-0.0086514035416894,-0.0086514035416894
2011-12-01,-0.0035990539551152,-0.0035990539551152
2011-12-02,-0.0106707819392697,-0.0106707819392697
2011-12-05,-0.0030302761744595,-0.0030302761744595
2011-12-06,0.0279046763042454,0.0279046763042454
2011-12-07,0.0248015874893066,0.0248015874893066
2011-12-08,-0.0122010738307761,-0.0122010738307761
2011-12-09,0.0029483766495167,0.0029483766495167
2011-12-12,-0.0069547638094936,-0.0069547638094936
2011-12-13,-0.0276953256656404,-0.0276953256656404
2011-12-14,0.0025522836483462,0.0025522836483462
2011-12-15,-0.0080321208232582,-0.0080321208232582
2011-12-16,-0.0055054407168728,-0.0055054407168728
2011-12-19,-0.0145509739632079,-0.0145509739632079
2011-12-20,0.0044865481048838,0.0044865481048838
2011-12-21,0.0064548695161355,0.0064548695161355
2011-12-22,0.0122789780208991,0.0122789780208991
2011-12-23,-0.0004838040079789,-0.0004838040079789
2011-12-27,-0.0116448211552996,-0.0116448211552996
2011-12-28,0.0,0.0
2011-12-29,-0.0049140235673304,-0.0049140235673304
2011-12-30,-0.0079286345387751,-0.0079286345387751
2012-01-03,-0.0102790498621818,-0.0102790498621818
2012-01-04,0.0019959584007661,0.0019959584007661
2012-01-05,0.0075338834595606,0.0075338834595606
2012-01-06,0.010961695268977,0.010961695268977
2012-01-09,0.0068829591247876,0.0068829591247876
2012-01-10,0.003866598436011,0.003866598436011
2012-01-11,0.0048449798656426,0.0048449798656426
2012-01-12,-0.0009629493174226,-0.0009629493174226
2012-01-13,0.0112360262481744,0.0112360262481744
2012-01-17,-0.0085960028932672,-0.0085960028932672
2012-01-18,0.0048286038575782,0.0048286038575782
2012-01-19,-0.0019185091029012,-0.0019185091029012
2012-01-20,0.0095969655218364,0.0095969655218364
2012-01-23,0.0123456901935016,0.0123456901935017
2012-01-24,0.0042513062004508,0.0042513062004508
2012-01-25,0.0056656718675986,0.0056656718675986
2012-01-26,-0.0088331256176605,-0.0088331256176605
2012-01-27,0.0108440103495025,0.0108440103495025
2012-01-30,0.0028289191834497,0.0028289191834497
2012-01-31,-0.0037365681586274,-0.0037365681586274
2012-02-01,0.0255457138652899,0.0255457138652899
2012-02-02,-0.0045249040607969,-0.0045249040607969
2012-02-03,-0.0004466381935884,-0.0004466381935884
2012-02-06,-0.0111906892700284,-0.0111906892700284
2012-02-07,0.0058769961950465,0.0058769961950465
2012-02-08,0.0430769029554429,0.0430769029554429
2012-02-09,-0.0109381667595598,-0.0109381667595598
2012-02-10,-0.0042917801457279,-0.0042917801457279
2012-02-13,0.0072340457997423,0.0072340457997423
2012-02-14,0.003384091614701,0.003384091614701
2012-02-15,-0.0150817175406149,-0.0150817175406149
2012-02-16,0.014425123334327,0.014425123334327
2012-02-17,-0.0033375021275648,-0.0033375021275648
2012-02-21,-0.0087572597365059,-0.0087572597365059
2012-02-22,0.0037894801089638,0.0037894801089638
2012-02-23,0.0075598617897178,0.0075598617897178
2012-02-24,0.0033167463069042,0.0033167463069042
2012-02-27,0.0120631862368773,0.0120631862368773
2012-02-28,0.0061652124537873,0.0061652124537873
2012-02-29,-0.0370219629876589,-0.0370219629876589
2012-03-01,0.0130691982405111,0.0130691982405111
2012-03-02,-0.0328345397221216,-0.0328345397221216
