Date,Weighted Industry Change,CENTA Change,CENT Change
2011-04-18,0.0211887964224851,0.0218580077899043,0.0189309671447497
2011-04-19,0.0040141531772558,-0.0021253458462972,0.0153172192986529
2011-04-20,0.0032565259081378,0.006315833643863,-0.0042417773656986
2011-04-21,0.0167051716327897,0.0165974939537149,0.0169312011260825
2011-04-25,0.0079070150192189,0.0071720997113378,0.0094044049590266
2011-04-26,0.019409692718887,0.0162272623385004,0.0259605396707219
2011-04-27,0.0104845001934611,0.0099899525982908,0.0111111731909232
2011-04-28,0.0011576505032654,0.010934359054573,-0.0060000419616699
2011-04-29,-0.018025094627567,-0.0186091654920095,-0.0171025281485045
2011-05-02,-0.0191603485475704,-0.0209163385403252,-0.0163099688320583
2011-05-03,0.0196350297742058,0.0161616977021844,0.0238342492230767
2011-05-04,-0.0154255033850924,-0.0188119333545976,-0.0071066645469603
2011-05-05,0.0748730549917562,0.0953347430819679,0.060724768192225
2011-05-06,-0.0130824470465287,-0.0191780860095801,-0.0073192974814619
2011-05-09,-0.0081199746421489,-0.0046729151052479,-0.0109990730740061
2011-05-10,0.0200279660700276,0.0205032876434733,0.01935484154504
2011-05-11,-0.0133476156710345,-0.0128205441707529,-0.0145322292539458
2011-05-12,0.007655400938685,0.0065298221157246,0.0111008215449574
2011-05-13,-0.0299534219988447,-0.0277777949478397,-0.0346399366628128
2011-05-16,0.0056782716686404,0.004803092360015,0.0066413372938866
2011-05-17,-0.0273930541616984,-0.023992322281145,-0.0320150806263395
2011-05-18,-0.0012399727168139,-0.0019646814503042,0.0019455698719061
2011-05-19,-0.0138665798511639,-0.0116958950177489,-0.0192493509461706
2011-05-20,-0.0019980423956622,-0.0009920862061037,-0.0039138904900105
2011-05-23,-0.0076898994436099,-0.0100199832046287,-0.0029940803667591
2011-05-24,-0.0131221513231202,-0.0161127736651439,-0.0069720811842811
2011-05-25,0.0005358305397317,0.0051493502099311,-0.0060180960892371
2011-05-26,0.01671742596899,0.0175257814058477,0.0142131354544725
2011-05-27,0.0002620074370231,0.0010101241684009,-0.0019900952620986
2011-05-31,0.0069765489612547,0.0070070720823149,0.0068966158748164
2011-06-01,-0.0066920691450999,-0.0069860923453648,-0.0058650506966951
2011-06-02,0.0036968970236399,0.006036259773603,-0.0029411503462914
2011-06-03,0.0163335522040111,0.0183299705468067,0.0109452392626475
2011-06-06,-0.0011769980194965,-0.0029999732971191,0.0019782847124492
2011-06-07,-0.0240485570237122,-0.0268923809875715,-0.0176298045546775
2011-06-08,-0.0205261861082377,-0.0195473795100724,-0.0240240016633455
2011-06-09,-0.0441473684512259,-0.0458811811320861,-0.0409417147863828
2011-06-10,0.0046022216794298,0.0077007363750472,-0.0021458696077494
2011-06-13,-0.0148761566255051,-0.0174102127005141,-0.0096359904836782
2011-06-14,0.0068151135951657,0.0087815506828716,0.0021481743488665
2011-06-15,-0.0028866152974621,-0.0011001351720535,-0.0043243202003272
2011-06-16,0.0034810882595204,0.0022026936048154,0.0054289023374339
2011-06-17,0.0973085588909629,0.0993449631627674,0.0948827646550408
2011-06-20,0.0100786811270977,0.0129739675476635,0.0048684746671799
2011-06-21,-0.0235040590626571,-0.024390243902439,-0.0202312173248261
2011-06-22,0.0026073007042228,0.0010069763242916,0.0049456174513161
2011-06-23,0.0047432888447177,0.0061161532493315,0.0009930714185598
2011-06-24,-0.0287351625308416,-0.029322543153279,-0.0228400743998577
2011-06-27,0.0465832258311343,0.0478668110906076,0.0445343699682943
2011-06-28,0.0110833395965087,0.0129353345247459,0.0087463705463108
2011-06-29,-0.025495789609899,-0.0264705401115894,-0.0202312173248261
2011-06-30,0.0166807889003975,0.017034076562277,0.0156555619600414
2011-07-01,0.0041954674188504,0.0039408830892962,0.0048308439823886
2011-07-05,0.0182283078280367,0.0197045094045448,0.0135135471006044
2011-07-06,0.0067802786989601,0.0067894948569576,0.0066986267728418
2011-07-07,0.0003379552089545,0.0009578763681778,-0.0028355135337925
2011-07-08,-0.017775169050921,-0.0183929895243539,-0.0123927661846899
2011-07-11,-0.0130600648028759,-0.0119402868936969,-0.0193610658995421
2011-07-12,0.0280272678313504,0.0292633669342343,0.0238332405229202
2011-07-13,0.0234137273490716,0.0234374781721266,0.023210809243373
2011-07-14,-0.0411126117542788,-0.0419846946185466,-0.0358829186936373
2011-07-15,0.015097231011096,0.0158887638789447,0.0097656624711825
2011-07-18,-0.0217338398700622,-0.0215686540335983,-0.0222437613652336
2011-07-19,0.0220122842921831,0.0228855261563443,0.017699144918923
2011-07-20,-0.0246727628024175,-0.0253164768542232,-0.0202507271421875
2011-07-21,0.0083953752473569,0.010956141144939,0.0009775395238825
2011-07-22,-0.0241387970182885,-0.0246305427976164,-0.0226155844823215
2011-07-25,-0.0084020876485056,-0.0132924456022889,0.0
2011-07-26,-0.0389353198364155,-0.0383817295001826,-0.0406091935749658
2011-07-27,-0.0437834546206533,-0.0423453139747457,-0.0476190283965868
2011-07-28,-0.0045107034261457,-0.0045454501120513,-0.0044395073070926
2011-07-29,0.0099297343519291,0.0115473883639397,0.003366973455101
2011-08-01,-0.012069336203028,-0.0124294469615937,-0.0111111534966362
2011-08-02,-0.0348121714074702,-0.0369088456756974,-0.0248869076053583
2011-08-03,0.0189378353453502,0.0191388525905776,0.0185614674636079
2011-08-04,0.0270130535420065,-0.0513447506876248,0.1849624062306912
2011-08-05,-0.0471679419192031,-0.0409207371658397,-0.0637500286102294
2011-08-08,-0.0083881446335668,-0.0040872219597668,-0.0233516581585951
2011-08-09,-0.0198577901536626,-0.0148047993564816,-0.0331491407051657
2011-08-10,-0.0657871096993108,-0.0671328689050625,-0.0634005840911597
2011-08-11,0.1154051806839877,0.1106128198488561,0.127496143552151
2011-08-12,-0.018674633456889,-0.0160642421592361,-0.0244897728808367
2011-08-15,0.0432130363538184,0.0407055896055967,0.0486787067937622
2011-08-16,0.0126728698265312,0.0117801248901448,0.0159999847412109
2011-08-17,-0.0107541906192664,-0.0142118423682272,-0.0026595719384628
2011-08-18,-0.04003676517683,-0.0427807715033955,-0.0316804423997807
2011-08-19,0.0080983171139373,0.0141442577375594,-0.0014388132833251
2011-08-22,-0.0033988767572476,-0.0068026822512189,0.0042193716466729
2011-08-23,0.0406042564731368,0.0369862977906763,0.0524822518509059
2011-08-24,0.0284718551759819,0.026560398896752,0.033875338228086
2011-08-25,-0.0301221841349046,-0.0308086999092968,-0.0273081972151346
2011-08-26,0.0421570840696179,0.0439413999532178,0.0350403974893945
2011-08-29,0.0317310187784852,0.0303413117253958,0.037371128002507
2011-08-30,-0.0264650531540485,-0.0295203252862225,-0.0187734196279309
2011-08-31,-0.0053301387797035,-0.0050568852875659,-0.0063370994605575
2011-09-01,-0.0209766488033472,-0.0216560609374813,-0.0179028568094021
2011-09-02,-0.0216823200360515,-0.0225464293307723,-0.0186418560660415
2011-09-06,0.0134451880681229,0.0140252318411652,0.0098176288500252
2011-09-07,0.0172534081864382,0.0177595129173684,0.0136798776217971
2011-09-08,-0.0227822851940481,-0.0242260878192875,-0.0176390931424086
2011-09-09,0.0055045679861192,0.0041899735262135,0.0111888003690919
