Date,Weighted Industry Change,ATR Change,MYE Change,ENTG Change,TUP Change
2011-04-18,-0.0030523297919797,-0.003015712119363,0.0183485569624978,-0.0064516375141759,-0.0005112266383925
2011-04-19,0.0146371576961204,0.0100664388651539,-0.0079999923706055,0.0168393935199434,0.0153296123303284
2011-04-20,0.011707950455454,0.0,-0.0147637422030552,0.0197774838559092,0.0047759732378135
2011-04-21,-0.026680502622515,0.0072548810173484,0.0129353345247461,-0.0294759288850464,-0.0056947360776891
2011-04-25,-0.0215302184082508,-0.0025366062071265,0.0039447692799504,-0.0316384943024159,0.0081900082923582
2011-04-26,-0.0102423817049231,0.0091493328883719,0.0391007419456001,-0.0171624281989063,0.0035547135704111
2011-04-27,-0.0122908896366397,0.0054002430517695,0.0253758924226723,-0.0011628172602624,-0.0391588600895927
2011-04-28,-0.0027015807122329,0.005376320457998,-0.0128322082132427,0.0023310557041396,-0.0105745261551197
2011-04-29,0.0038537064637503,0.0009541838855834,-0.0138631814011996,0.0034883408884296,0.0124025884380155
2011-05-02,-0.0082806211542181,0.0055196214403118,-0.0121381992509693,-0.0091953937310274,-0.0105147829693526
2011-05-03,-0.0112611952881926,-0.0047501424078718,-0.0056763924006321,-0.0127907680781712,-0.0095389868722261
2011-05-04,-0.0010315683461589,-0.0085976454265869,-0.0047393544863414,-0.0011791598758604,0.0006392986370856
2011-05-05,0.0186085458652333,-0.0029126509879398,0.004789290492771,0.027446245715436,0.0077331971096553
2011-05-06,0.0013817125650612,-0.0090856606391303,-0.0122180554742653,-0.0045506213909691,0.0115014292342719
2011-05-09,0.0201964439839452,0.0177249677582293,0.0181298227439687,0.0252004900990465,0.0041859944661456
2011-05-10,0.0147899655366804,0.0024871066955565,-0.0027932712858958,0.0144766281812686,0.0218461256760817
2011-05-11,-0.0142393239947407,-0.0111132023686355,-0.01779031166933,-0.0197802524868366,-0.0066174586576646
2011-05-12,0.0099624566775672,0.0216121611596678,0.0268971889601707,0.0237288168469092,-0.0139859864095173
2011-05-13,-0.0193517248404561,-0.0051350408589031,-0.0214552696064803,-0.0208561567007347,-0.0212046869896786
2011-05-16,-0.0154065535059291,0.016714677130395,-0.0248566183492954,-0.0243902722687171,-0.0069269304713173
2011-05-17,-0.0124880026367296,-0.0114068154282606,-0.0157016539745618,-0.0068964904894004,-0.0213206075595951
2011-05-18,0.0205122211506061,0.027209568809645,-0.0019900952620986,0.0230680285473111,0.0163748105793777
2011-05-19,-0.0065074815714689,-0.00357274587474,-0.0108695314151349,-0.0145089412820809,0.0073085940452295
2011-05-20,-0.0054688188349977,-0.0066199826213731,0.0050050242122545,-0.0034247358289552,-0.0146687741765457
2011-05-23,0.0075037029339493,-0.0027079185219046,0.0235174337618074,0.0046948309511624,0.0146175333821636
2011-05-24,-0.0179657998086062,-0.0021326212959795,-0.0179104777870275,-0.02433372368044,0.0006396052916815
2011-05-25,0.0258371332658698,0.0158049048447026,0.0152438634353906,0.0359280507012076,0.0142719592837961
2011-05-26,0.0211325751738351,0.0032811844130338,0.0271357249185327,0.0267441316318897,0.0161956250425125
2011-05-27,0.0059338547583892,0.0019182519100746,0.00782022296776,0.0022521963774338,0.012614819656486
2011-05-31,0.0076536034293455,0.014823310715073,-0.0009541293553707,0.0234113747932509,-0.0006107010004174
2011-06-01,-0.0215100215577452,-0.0225056408441041,-0.0375722869964303,-0.0219057838727512,-0.0171122256594327
2011-06-02,-0.0033107680982739,0.0001924968515531,-0.0109781043239705,-0.0056116937812727,0.0010898286029229
2011-06-03,0.0018336789080632,0.0007826436127891,0.0010256645007011,0.0022989032416266,0.0015803143291317
2011-06-06,-0.0013398130833228,-0.011923389604592,1.2169602416135806e-16,0.0011519901907787,-0.0028517159097233
2011-06-07,0.0144015392548963,-0.0007857182409591,0.0040733159975667,0.0238907894264317,0.0
2011-06-08,-0.0089041526657778,-0.0003951098021669,0.0192892967538088,-0.011223280528389,-0.0088944975657068
2011-06-09,0.0013581463602212,0.0063029287362411,0.0009930714185597,-0.0045197695060871,0.0129455230500507
2011-06-10,0.0137421752646454,-0.0072877472631218,-0.0109890717119243,0.0206185927393154,-0.0107918823772787
2011-06-13,-0.0081312997305579,-0.0063730788747984,-0.0290290258756001,-0.0078563070732878,-0.0055999755859374
2011-06-14,0.0169328868457474,-0.0050135390121567,-0.003045754871436,0.0223214071890225,0.0191174247919099
2011-06-15,0.0144395663111703,-0.0082336440455835,-0.0051386679766539,0.0247748045263014,-0.0273713681315497
2011-06-16,-0.0025617879286374,0.0035649927608396,0.028895840946407,-0.0055187845937185,-0.0068159392441661
2011-06-17,-0.0026953213512823,-0.0138698789513583,0.0129096443277685,-0.0108108520507811,0.0162179695503513
2011-06-20,0.0032767193019594,0.0039643361727433,0.0029498262287254,-0.0109648496765612,0.0378023482110396
2011-06-21,0.0296332168098296,0.0060795753753555,0.0009736392173147,0.0359477029123842,0.0244352846894451
2011-06-22,0.0134624184458277,-0.001368250489308,-0.0116958950177488,0.0244421359872707,-0.0192680111267231
2011-06-23,0.0174082642191329,0.0103379814244716,0.0100200787631818,0.0252365683850653,0.0047758055939644
2011-06-24,-0.0053610836868445,-0.0045239878352876,-0.0108911491284078,-0.0030581738391689,-0.0093215248715452
2011-06-27,0.0097932926788155,0.0082971551265289,0.0250250255983756,0.0080808006857208,0.0102918307933854
2011-06-28,0.0002105041827166,0.0125539308629888,0.0058594161091615,-0.0029999732971192,0.0051506790923737
2011-06-29,-0.0020350623567994,0.003277462640125,-0.0096524547402816,-0.0029999732971192,0.0019607427968967
2011-06-30,0.0147906258853929,0.0019142126896661,-0.0038759654104534,0.0170854351309279,0.0123067646499439
2011-07-01,0.0550329250998833,0.0125522979160929,0.047434634534089,0.0620548994315016,0.0289769234500113
2011-07-05,-0.012926272799996,-0.0018775530843505,0.0009250022959641,-0.016236874112534,-0.0038792621980704
2011-07-06,-0.0035451471400195,0.0193827397652833,0.0223048109677507,-0.0126336360469244,0.014722925670226
2011-07-07,-0.0243354437157682,-0.0051263051038514,0.0117328623949515,-0.0309777054392674,0.0011267863528828
2011-07-08,0.0014286876837337,0.0110033600212746,0.0226449276144778,-0.0040857979580072,0.01766127161286
2011-07-11,-0.0339525789361676,-0.0005607248466707,0.0107624074743435,-0.0470469793916609,-0.014030582454987
2011-07-12,-0.068321301798248,0.0026290965192193,0.0249554123268607,-0.0802997845553777,-0.0096264106843972
2011-07-13,-0.0171978748634434,-0.005973486963733,0.0208153278708389,-0.0225989552902413,-0.0046056372965368
2011-07-14,-0.015185519270298,-0.0185011753844728,-0.0101694816626616,-0.0161849012511546,-0.0102320088012361
2011-07-15,-0.008322895066106,-0.0041603860865989,0.0025618900831309,-0.0151515286243459,0.0104332879063211
2011-07-18,-0.0115553349370096,-0.0146946647965913,-0.0230375811955608,-0.01067617429772,-0.0099481319973239
2011-07-19,0.0168543900844632,0.0315992165979163,0.0060605795383769,0.0154394433804018,0.0112749172572426
2011-07-20,0.0074206395150537,0.0397727026427092,0.0094421127857031,-0.0023502299912746,-0.0032899920595806
2011-07-21,0.0780830073988939,-0.0007518968976258,0.0260942308885635,0.0959078653067985,0.0010009966326145
2011-07-22,0.0858425551803877,0.0001886127939035,-0.0171990202695233,0.0971896870507665,0.0125839732529335
2011-07-25,-0.0106743923785666,0.0032343638604182,0.0159395620106715,-0.0207878038206445,0.017887808373359
2011-07-26,0.0070976143738086,-0.0045454141522235,-0.0033030522697802,0.008898768158267,0.007620673311827
2011-07-27,-0.0581696055349744,-0.0151166690815712,-0.019102952073509,-0.031390104324699,-0.0852816184322396
2011-07-28,-0.0046679538078809,-0.0052416356409303,-0.0152800811189887,-0.003472301557105,-0.0041119456494623
2011-07-29,0.0095323833550358,0.0104908704373423,0.039301294040285,0.0094228416799494,0.0027278880692404
2011-08-01,-0.0063187255715535,-0.0102852472705629,-0.0066445119567707,-0.0045976968655135,-0.0100360574730172
2011-08-02,-0.0328481177424371,-0.0126582908813723,-0.0193114647508836,-0.039766098830773,-0.0281780074820836
2011-08-03,0.008785771474534,-0.0056135242180884,0.0059777706743111,0.013333291718454,0.0060895779592361
2011-08-04,-0.0486101712103184,-0.0308478470417862,-0.0137575103901708,-0.0524390046756793,-0.0534020803839397
2011-08-05,-0.0298248540868305,-0.0062447800029824,-0.0293356469466458,-0.0367553823523954,-0.025875452275552
2011-08-08,-0.0426557529776332,-0.0228843130456553,-0.0838593590964706,-0.0536450986944696,-0.0171176196177521
2011-08-09,0.0851853254006844,0.025701996998171,0.0406189622916812,0.0941011358234504,0.0910938729208154
2011-08-10,-0.0468555121750079,-0.0196459381132899,-0.0018868355701794,-0.1015911769835083,0.0313480165300895
2011-08-11,0.0635250652197632,0.0482621295892489,-0.0046816656653682,0.0742240488610735,0.0623425139272349
2011-08-12,-0.0077443873757341,0.0029374609755905,0.0018656253349979,-0.0273972350569738,0.013134958607304
2011-08-15,0.0051817346510516,0.0197977808713499,0.0027727067922062,0.0025348518713502,0.0085126612995217
2011-08-16,-0.0090198616004162,0.0012521155171892,0.0009319878199873,-0.0244845427340712,0.0054432108477408
2011-08-17,-0.0338896858715406,-0.0076858939878656,-0.0120147983463534,-0.0473061927987314,-0.0072252298025128
2011-08-18,-0.0101559474368551,-0.0077452799891797,-0.0441035498262354,-0.0129869665194939,-0.0019221356927467
2011-08-19,-0.008726191046638,0.0250439230708311,-0.0152749107119965,-0.0074515932117148,-0.0249714177879202
2011-08-22,-0.03111512176708,-0.0232217704616811,-0.0344478375410468,-0.0346821163741744,-0.029287986746581
2011-08-23,0.035972655710146,0.0202645209320523,0.0188088099180536,0.0399999971742984,0.0406504188540097
2011-08-24,0.0138794818204972,0.0117376102292415,0.0276923546424279,0.0113960005588912,0.0249999602635711
2011-08-25,-0.0322505279175585,-0.026315764707211,-0.0297619239092775,-0.0349650344986676,-0.0211772124649715
2011-08-26,0.03935317781606,0.0321344598339343,0.0174717455592884,0.0470587773306572,0.0379929286839362
2011-08-29,0.0261674856738536,0.0139620086396489,0.0677291143186696,0.0399999947383486,-0.0019837823262562
2011-08-30,0.0144396530383697,0.0100381446740556,0.009380898958831,0.0252995438871763,0.0016855747280231
2011-08-31,-0.0213492982767763,-0.0031595546868195,0.0120930339014807,-0.0309278660923317,0.0110993369954892
2011-09-01,-0.0333670050247753,-0.0286278523051692,-0.0027650401466108,-0.0411687132774448,-0.027989749820713
2011-09-02,-0.0096794064541847,-0.0078560525492895,-0.003777144596476,-0.0199715176535857,0.0042446227821561
2011-09-06,0.0338063662372635,0.0190701358316728,0.0311586835989196,0.0380517493862989,0.0321853881500548
2011-09-07,0.0281861868031839,0.0055969451424568,0.0259499290047359,0.0400000299726213,0.0032238115818285
2011-09-08,0.0002227092857945,0.0122254490905075,0.0063636086203835,-0.0083333256068049,0.0089505273818721
2011-09-09,-0.0066836550123546,0.0002080743976278,-0.0456204377974196,0.008534842245926,-0.0375834476142944
2011-09-12,0.0394807307190648,0.0044053473303198,0.0145489439791749,0.0648414705410486,0.0087084911925999
