Date,Weighted Industry Change,EQC Change,STWD Change,DX Change,AGNC Change
2011-04-18,-0.002568619180116,-0.0138420852308705,-0.0023051840302887,0.0031315293425414,0.0
2011-04-19,0.0005432280479176,0.0034775948804639,0.0023021090686521,0.0020811469337898,-0.0007049861534023
2011-04-20,0.0013986389737946,-0.0022891822982901,0.0040964927703851,-0.0072689196576411,0.002805046368233
2011-04-21,0.0039774996890707,0.0122137284544231,0.0058930393572718,-0.0093847915699566,0.0024382307351138
2011-04-25,0.0008476288250666,0.0041713575844592,-0.0004491887981856,-0.0010526556717723,0.0003469892084569
2011-04-26,-0.0016980853436449,0.0060491433949708,0.009404346872686,0.0168420892012746,-0.0058620715963429
2011-04-27,-0.0039356181457206,0.015043234909171,-0.0008849667747571,0.0082559261657265,-0.0089531756434214
2011-04-28,0.0036922851138118,0.0100000169542101,-0.0004434120890688,-0.0071574979798616,0.0038154911773381
2011-04-29,0.0053220856547009,0.0018287943226587,0.0084070273583998,0.0133333124666131,0.0048326303181006
2011-05-02,-0.001038852512066,-0.0036509118784021,-0.0140227555951393,-0.003015080450175,0.0017153051479766
2011-05-03,0.0002332526443829,-0.0018328864791288,0.0071047795054122,-0.0070564848859606,-0.0003424735828954
2011-05-04,0.0023479516456544,0.0095623473253029,-0.003521170752835,-0.0060975712189883,0.0017128892136267
2011-05-05,0.0054004289964522,-0.0128534846622691,0.0026547956564093,-0.002049227181828,0.0099416869187596
2011-05-06,-0.0098355925753968,-0.0261682528201666,-0.0091823976652463,-0.0143737195812318,-0.0040568235139591
2011-05-09,0.0023892022263656,0.0023005930259932,0.0057573267448712,0.011387161108305,0.0010152516893428
2011-05-10,0.0057682072537909,0.0152846624900324,-0.0039404529382199,0.0,0.0060708366776262
2011-05-11,-0.0033527932666881,-0.0022590160824106,-0.0032022897459204,-0.013211425845168,-0.0050284820286261
2011-05-12,-0.0004586838649504,-0.0060882740955717,-0.0013830886063358,-0.002051263792902,0.0030303080900992
2011-05-13,-0.0083650047545547,-0.0156488486821749,-0.006928438512949,-0.0102669145828294,-0.0077051771958804
2011-05-16,-0.0033494362199804,0.0027163249352264,-0.0046490584927988,-0.0031152701450086,-0.0037149816982141
2011-05-17,0.0011949030880084,-0.0042668971071262,0.0051401958518302,0.0104275019912136,-0.0003386464154862
2011-05-18,0.0036597709000749,-0.0027142923492765,0.0027841476577385,0.0,0.0060872609750918
2011-05-19,0.0013929188594416,0.0007767168063562,-0.0041474629260614,0.0020471297981678,0.0043624520618632
2011-05-20,0.0003156112560149,-0.0058207068632427,0.0018578959037735,0.0,0.000667731215546
2011-05-23,0.0013352224893589,0.0007882755125538,-0.0032557997784356,-0.0020387178158415,0.0033444944062058
2011-05-24,-0.0017133204399201,-0.0046947939902994,-0.0041958015737757,-0.0061287129735226,0.0006644670269168
2011-05-25,-0.0003300740966862,-0.0015710530093108,0.0023453006390715,0.0041025927943042,-0.0016588997369959
2011-05-26,0.0026670498619579,0.0106215758046146,0.0009345911127957,0.0091836891587405,0.0023233190880405
2011-05-27,0.0040976583985023,-0.002324659712665,0.008837265132587,-0.007049378495045,0.0026490040293055
2011-05-31,0.000900899950486,0.0065561154760191,0.0,0.0030333721724455,0.000658993657736
2011-06-01,-0.010701925209906,-0.0249807689121824,-0.017011542956604,-0.0040527131631144,-0.0042819850297008
2011-06-02,0.0011920001747249,-0.0051262249600329,-0.0018718061822736,-0.0010203666559903,0.0036363838132747
2011-06-03,-0.001552546623148,0.0123801699124598,-0.0103675957230713,0.0,0.0013201622618661
2011-06-06,-0.0097170266904173,-0.0078864652257861,-0.0204081380622103,-0.005128192086505,-0.0026324424255601
2011-06-07,-0.0084486735672972,-0.0079176865054331,-0.0244956993346056,-0.0051440198667758,0.0052648848511201
2011-06-08,0.0012751708429101,-0.0031999969482422,-0.0103704409782466,0.0051813338368645,0.004581194353524
2011-06-09,-0.0077498588123587,-0.0257209606912242,0.0129545840544043,-0.0051176943453912,-0.0094462836586449
2011-06-10,-0.0137073735745468,-0.0183999633789062,-0.0068863445964815,-0.003080087429939,-0.0156965187519254
2011-06-13,-0.0051310041162836,-0.0052845961828992,-0.0068931259168327,-0.0154321250100894,-0.003952596733232
2011-06-14,-0.0001171603645215,0.0032401750496402,-0.0009818482902136,0.0124610805800346,-0.0003289549015565
2011-06-15,-0.0042277305298009,-0.0146044100841408,-0.0049553463209653,-0.003080087429939,-0.0029546371616647
2011-06-16,-0.0022323905141611,0.0094611869451988,0.0069790321262594,-0.0082474147069424,-0.0052545104565923
2011-06-17,-0.0032892517362692,-0.0092779927830054,0.0029571587958716,-0.0020682339010341,-0.0065898108871709
2011-06-20,-0.0118860317418216,0.0142566351261375,0.0049237445616062,0.006217561073697,-0.0148760582789901
2011-06-21,-0.0025287340318069,0.0171724593492528,0.0068259086506489,0.0113168698708117,-0.0045406624022799
2011-06-22,0.0077094385592959,0.0027494738684238,0.0165449885834711,0.0061037743836156,0.006980829514919
2011-06-23,0.0126357765066624,-0.0015841946743502,0.0048379899916835,0.0,0.0130880412413701
2011-06-24,-0.0054482701664209,-0.0031720827075398,-0.036556036884407,0.0081135825468956,-0.0006956680961276
2011-06-27,0.0005650613329241,0.0199362042073769,0.0069513097071333,0.0010030319892531,-0.0031141921721752
2011-06-28,-0.0019451792666585,-0.0200000089757581,0.0035069984125355,0.005128192086505,-0.0013878906524033
2011-06-29,0.0080296946736955,0.0234685826138416,0.0069617978035607,-0.0163599025132924,0.0076441733184729
2011-06-30,0.0025085385296495,0.002327364792254,0.0088539048682863,0.0072841135059668,0.0003436504725341
2011-07-01,0.0138455102890642,0.0178363345538194,0.006316834109456,0.0072090970776314,0.0150891816310028
2011-07-05,0.0086496203556201,0.0095419844549634,-0.0014507522624609,0.0040941945213216,0.0101146068308803
2011-07-06,0.0095503191908587,0.0026555270562753,0.0019361325848938,0.0030612297195802,0.0106844636618571
2011-07-07,-0.004419372087832,-0.0140791792072293,0.0153625372085491,-0.0010162834071914,-0.0085752055243662
2011-07-08,0.0131830472877929,0.0050564400134012,0.0114448383675182,0.0061412592444752,0.0144440812416461
2011-07-11,-0.0074193491318442,-0.0109375266591083,-0.0128265954778499,0.0020428826771512,-0.0063144078794986
2011-07-12,-0.0023231899485159,0.0055401419514191,-0.0004828074516595,-0.0010193913127564,-0.0030211530655234
2011-07-13,-0.0019905758700212,-0.0012484679895236,-0.0062290582387531,0.0020407981877852,-0.0037024135440119
2011-07-14,-0.0156771709144209,-0.0129059686670745,-0.0206632294069624,-0.0111902314773581,-0.0162162005422412
2011-07-15,0.0035224634891202,0.003364168267286,0.0053763534098547,0.0061728500040358,0.0030843095149636
2011-07-18,-0.0037465147513848,-0.0101010003706324,-0.0102288883135503,0.0020554801248591,-0.0024071421942183
2011-07-19,0.0067286547286074,0.0157379382510692,0.001462777092055,-0.0020470647231536,0.0061643285316485
2011-07-20,0.0033018123780908,0.0008364892468134,0.0014500511513746,0.0020512637929017,0.0043978711253027
2011-07-21,-0.0046558215214435,0.0029093805643388,-0.0096430944173087,-0.0010246135909139,-0.0047154359878328
2011-07-22,0.0014151953539064,0.0148821287744943,-0.0082684136038449,0.0,0.0023640558386124
2011-07-25,-0.0104140405112043,0.0041017385115687,-0.0009847489123213,-0.0030991787104169,-0.012982612305168
2011-07-26,0.0040009321149216,0.0073860644902961,-0.0108374570220088,-0.0103413010011115,0.0059007316711306
2011-07-27,-0.0222984557201046,-0.0236445131459703,-0.0109616527198403,-0.0146904537968644,-0.0243986591929188
2011-07-28,-0.002661199872887,-0.0104427733677091,-0.004030276889079,-0.0010752250791054,-0.0017617772564864
2011-07-29,-0.0031158439336229,0.0042517168164731,-0.009193048275222,-0.0140845536105131,-0.0028571401323591
2011-08-01,-0.0028404110753636,-0.0160134499830162,-0.0020324856339523,0.0032538016299486,-0.0020625460855161
2011-08-02,-0.01947943572256,-0.0266552378818787,-0.0179027955055375,-0.0323624464514087,-0.018939432750331
2011-08-03,0.0133341843665815,-0.0063233691737993,0.005194808546154,0.0044444755271627,0.0181881935987538
2011-08-04,-0.0368609128681162,-0.0709382662402004,-0.0468505685189103,-0.0200000339084202,-0.0296347552303875
2011-08-05,-0.0159376891304461,-0.0561471372690938,-0.0259459497473238,0.0067873417069676,-0.0045645773474753
2011-08-08,-0.0113660255289873,-0.095061020469001,-0.057223839164119,-0.0491990481297107,0.0117335149525808
2011-08-09,0.0992993247879266,0.1019698844462793,0.1173681014641173,0.1100591308163504,0.0944506317032336
