Date,Weighted Industry Change,TRGP Change,WES Change,DKL Change,NGG Change,ET Change,DCP Change,USAC Change,GEL Change,SRE Change
2011-04-18,-0.0051077892976188,0.0047647361133895,0.0,0.0,-0.0077996932622697,-0.0109277804816981,0.0106331226522858,0.0,0.0021513579994297,-0.0028121770800487
2011-04-19,-0.0048898961339562,-0.0253127529026005,0.0,0.0,0.0043441910883145,-0.0004497516801138,0.0124164385029009,0.0,0.0043041909198572,-0.0074962803842492
2011-04-20,0.0438476104367155,0.0700092014559058,0.0,0.0,0.0008097635643179,0.006273779354599,0.0103456960741894,0.0,-0.0021238749006152,-0.0005607248466705
2011-04-21,-0.0015927353040807,-0.0060257989574544,0.0,0.0,-0.0026094048973124,-0.0011092069593344,0.0039534457894258,0.0,0.0116607750036225,-0.0014944520489763
2011-04-25,0.0036051685176659,0.0011594468268791,0.0,0.0,-0.0010050131960222,0.0,0.0,0.0,-0.0024356191851666,0.0101180612016976
2011-04-26,0.0138491453316345,0.0325581070408439,0.0,0.0,0.0074371959815766,0.0160392343616106,0.0004597806382453,0.0,0.0017397753934371,0.0059259202745225
2011-04-27,0.0078350114443051,0.0112422060313813,0.0,0.0,0.0011813346239884,0.0115973472745908,0.0034333149598041,0.0,0.0020768907773848,0.0088218993490616
2011-04-28,0.0015841322211925,-0.0011176561750237,0.0,0.0,0.0003908766761552,-0.0030395831561325,0.0086521193979448,0.0,0.0034566325756947,0.0063915686549742
2011-04-29,-0.0039794897698854,-0.021240870527166,0.0,0.0,0.0019519580148278,-0.0006521473760189,0.0031524294107061,0.0,-0.0203508745160018,0.0003630472476695
2011-05-02,-0.0100908608898131,-0.0233219481906389,0.0,0.0,-0.0019448133474581,-0.0140875101816206,-0.0169794090713264,0.0,-0.0053609585769949,-0.001085732182702
2011-05-03,-0.0039840035517729,0.0035066898773858,0.0,0.0,0.0029620499894839,-0.0226972800738393,0.0052403633045061,0.0,-0.009002520557399,0.0100090851578567
2011-05-04,-0.0083481422870641,-0.0171811342447948,0.0,0.0,-0.0170807184860673,-0.0011444092156591,-0.0182448251604396,0.0,-0.0171220840670314,-0.0115481669215763
2011-05-05,-0.0167935206650731,-0.0151785221635057,0.0,0.0,-0.0045844003766309,-0.0252632007264254,-0.0040631449097179,0.0,-0.0033720551062951,-0.0047601304763377
2011-05-06,0.019825770125214,0.0225835597915045,0.0,0.0,0.0025865608682347,0.0265995835736372,0.0117478228056161,0.0,0.0336357266739042,0.0001823543574971
2011-05-09,-0.0008486868373221,0.0289513560150622,0.0,0.0,0.017878649830376,-0.0153702810554257,0.0047281505093792,0.0,0.018592789763316,0.0067703370824161
2011-05-10,-0.0002958928288177,-0.0051978140232144,0.0,0.0,0.0087718933774458,-0.0073113528805371,0.0070621290087884,0.0,-0.0007189237233311,0.0038057100998778
2011-05-11,-0.0185319981302438,-0.0229718211558076,0.0,0.0,-0.0034951448405853,-0.0238095238095237,-0.0147196513865756,0.0,-0.0333812018952445,-0.0054259220852409
2011-05-12,0.006721196110352,-0.0074827896181318,0.0,0.0,0.005476212703206,0.0095564659770797,-0.0026397120347433,0.0,0.0003735610276742,0.00510015977258
2011-05-13,-0.0155271527927661,0.001208121860162,0.0,0.0,-0.0105778620629374,-0.0226332514412805,-0.0287150212167997,0.0,-0.007448817880743,-0.0025339256044963
2011-05-16,0.0051176436424419,-0.0121581005266599,0.0,0.0,0.0040177001462142,0.0129902691386693,-0.0081561548152397,0.0,-0.0161836774600921,-0.0001817546234916
2011-05-17,-0.0115208480708058,-0.0123419169318768,0.0,0.0,0.0041758142955995,-0.0133663587903936,-0.0482049182871388,0.0,-0.0157631620070822,0.0009107328901797
2011-05-18,0.0072724382041008,-0.0024883927607369,0.0,0.0,0.0078140282148231,0.0125439034707427,0.0183006735409007,0.0,0.0222917364734891,-0.0025440558377969
2011-05-19,0.0048953939488042,0.0031027704076542,0.0,0.0,0.0110956510589374,0.0081141343966588,0.0022929975181627,0.0,0.0060905917253163,-0.0005445412817895
2011-05-20,0.0047075904526947,-0.0083565597736825,0.0,0.0,-0.0027137260787952,0.0060856861941766,0.0081115256941853,0.0,0.0030177262548229,0.0067284764610154
2011-05-23,-0.009440316352528,0.0109959278136553,0.0,0.0,-0.0049203014460028,-0.0153135896320347,0.0078780529939509,0.0,-0.0026575434479387,-0.0020051150041513
2011-05-24,-0.0107989073039195,0.0061996519945864,0.0,0.0,-0.0047012720279721,-0.0176556505041238,-0.0030165644938937,0.0,-0.0045523837805328,-0.0016426382749408
2011-05-25,0.0097747405635644,0.0275456314398105,0.0,0.0,0.0021777744694546,0.0150187349852992,0.0035478812188702,0.0,0.0205950011315331,0.0016522884261234
2011-05-26,0.0120420420322077,0.0072355047246127,0.0,0.0,0.0063066827739735,0.0229007705293834,0.0115927187735595,0.0,-0.0018664107017705,0.0029422553194086
2011-05-27,0.0026261111405485,0.0235049360660836,0.0,0.0,0.0060724877774388,0.0002396529539946,0.0087172717514221,0.0,0.0044643170751488,-0.0009135618030099
2011-05-31,0.0040426015632639,0.0080831057803234,0.0,0.0,0.0009622672088733,0.0033333188011532,-0.0092887086172714,0.0,0.0069750563749662,0.0030908757990056
2011-06-01,-0.0063311887465169,-0.0158319811509602,0.0,0.0,-0.0178607103991095,-0.0004745066913317,-0.0138442858523773,0.0,-0.0051170063550402,-0.014363653009588
2011-06-02,0.0118259946244694,-0.0261073448420288,0.0,0.0,-0.0036802281594287,0.0268535457283188,-0.0045089303290234,0.0,0.0133333559389468,-0.0005578055034919
2011-06-03,0.0066449246395767,0.0118866008328157,0.0,0.0,0.0176019951667886,0.0046511805334756,0.0058420002152975,0.0,0.0132694663283357,0.0037650746792353
2011-06-06,-0.0083854890414654,-0.0195547982267396,0.0,0.0,-0.009249776428243,-0.0093001098998272,-0.0201816157764487,0.0,-0.0061818209561432,-0.0048862681076247
2011-06-07,-0.0061211492635988,-0.0149117976069797,0.0,0.0,-0.0056968214081218,-0.010042043630088,-0.0061427659494281,0.0,-0.0025519392652361,-0.0035808977853115
2011-06-08,3.136746425437741e-05,0.0086446058837024,0.0,0.0,0.0026633999140359,-0.0035285278076724,-0.003609161803149,0.0,-0.0083910814854691,0.0005670846584418
2011-06-09,0.0109600246522436,0.0247102319540838,0.0,0.0,0.0030469573403969,0.0194334312537233,0.0053639610801506,0.0,0.0310786241175199,-0.0005650551744331
2011-06-10,-0.0036520380553554,-0.0038829471294119,0.0,0.0,-0.0175510395894969,0.0009265906236734,0.0180385943461071,0.0,0.0205527972295727,-0.007735846177587
