Date,Weighted Industry Change,IMKTA Change
2011-04-18,-0.0118534116209534,-0.0118534116209534
2011-04-19,-0.0178185699540691,-0.0178185699540691
2011-04-20,0.008597519729425,0.008597519729425
2011-04-21,-0.0205695890548766,-0.0205695890548766
2011-04-25,0.0048387177818314,0.0048387177818314
2011-04-26,0.0095339148928476,0.0095339148928476
2011-04-27,0.0015697947848637,0.0015697947848637
2011-04-28,-0.0026218792795324,-0.0026218792795324
2011-04-29,-0.0041906717164278,-0.0041906717164278
2011-05-02,-0.0358648961319852,-0.0358648961319852
2011-05-03,0.0164383143594818,0.0164383143594818
2011-05-04,-0.0118791152951026,-0.0118791152951026
2011-05-05,0.0010983228319174,0.0010983228319174
2011-05-06,-0.0140160825998181,-0.0140160825998181
2011-05-09,-0.0049450631217092,-0.0049450631217092
2011-05-10,0.052370495860191,0.052370495860191
2011-05-11,-0.0236344927154111,-0.0236344927154111
2011-05-12,0.029697582260587,0.029697582260587
2011-05-13,-0.0184210727089329,-0.0184210727089329
2011-05-16,-0.0172135391176781,-0.0172135391176781
2011-05-17,-0.0175631013657434,-0.0175631013657434
2011-05-18,0.0077820673390555,0.0077820673390555
2011-05-19,-0.015942875591695,-0.015942875591695
2011-05-20,0.047887345434914,0.047887345434914
2011-05-23,-0.0251779409028867,-0.0251779409028867
2011-05-24,-0.0179372024712565,-0.0179372024712565
2011-05-25,-0.0062964343060302,-0.0062964343060302
2011-05-26,0.0092325359559433,0.0092325359559433
2011-05-27,-0.0102097791489241,-0.0102097791489241
2011-05-31,0.0130904693358691,0.0130904693358691
2011-06-01,-0.0394366627008142,-0.0394366627008142
2011-06-02,0.0,0.0
2011-06-03,-0.0120119435539346,-0.0120119435539346
2011-06-06,0.0024449270590737,0.0024449270590737
2011-06-07,0.0139140673129034,0.0139140673129034
2011-06-08,-0.0240384394953229,-0.0240384394953229
2011-06-09,-0.0073618980062237,-0.0073618980062237
2011-06-10,-0.0111870915766791,-0.0111870915766791
2011-06-13,-0.0131332108288258,-0.0131332108288258
2011-06-14,0.0099875057952678,0.0099875057952678
2011-06-15,0.002500057220459,0.002500057220459
2011-06-16,0.0579078665069686,0.0579078665069686
2011-06-17,-0.0151603635373209,-0.0151603635373209
2011-06-20,0.0041395443794122,0.0041395443794122
2011-06-21,-0.0035212071635712,-0.0035212071635712
2011-06-22,-0.0101130328194461,-0.0101130328194461
2011-06-23,-0.0066910344755573,-0.0066910344755573
2011-06-24,-0.0232415966712511,-0.0232415966712511
2011-06-27,0.0199501045236505,0.0199501045236505
2011-06-28,0.0189256037346772,0.0189256037346772
2011-06-29,-0.0315852601285836,-0.0315852601285836
2011-06-30,0.0140931094691914,0.0140931094691914
2011-07-01,0.0297329966461681,0.0297329966461681
2011-07-05,0.0,0.0
2011-07-06,0.0251196228195106,0.0251196228195106
2011-07-07,0.00520834195669,0.00520834195669
2011-07-08,0.0034844004461998,0.0034844004461998
2011-07-11,-0.0011744249534504,-0.0011744249534504
2011-07-12,-0.0100472857876711,-0.0100472857876711
2011-07-13,0.008912633345826,0.008912633345826
2011-07-14,-0.024633436662039,-0.024633436662039
2011-07-15,0.0060024239127021,0.0060024239127021
2011-07-18,-0.0107079304517807,-0.0107079304517807
2011-07-19,0.0220499950383931,0.0220499950383931
2011-07-20,-0.0151338896544435,-0.0151338896544435
2011-07-21,-0.004692077846676,-0.004692077846676
2011-07-22,-0.0111699313051747,-0.0111699313051747
2011-07-25,-1.3821304856795035e-16,-1.3821304856795035e-16
2011-07-26,-0.0215569217907146,-0.0215569217907146
2011-07-27,-0.0221266502902758,-0.0221266502902758
2011-07-28,-0.0239144182649813,-0.0239144182649813
2011-07-29,0.0078533957890159,0.0078533957890159
2011-08-01,0.0188916995322974,0.0188916995322974
2011-08-02,-0.0087227038195224,-0.0087227038195224
2011-08-03,0.0137931203548362,0.0137931203548362
2011-08-04,0.0012523170792078,0.0012523170792078
2011-08-05,-0.0314039554230067,-0.0314039554230067
2011-08-08,-0.0515665781716645,-0.0515665781716645
2011-08-09,0.0448253330096162,0.0448253330096162
2011-08-10,-0.0700720770413936,-0.0700720770413936
2011-08-11,0.0211416631153109,0.0211416631153109
2011-08-12,-0.0191912083648281,-0.0191912083648281
2011-08-15,0.0144230791273909,0.0144230791273909
2011-08-16,-0.0054719510487185,-0.0054719510487185
2011-08-17,0.0102951664616626,0.0102951664616626
2011-08-18,-0.0084033534876064,-0.0084033534876064
2011-08-19,0.0,0.0
2011-08-22,-0.022869017098197,-0.022869017098197
2011-08-23,0.0380549667245615,0.0380549667245615
2011-08-24,-0.0027118618205441,-0.0027118618205441
2011-08-25,-0.0503693742583644,-0.0503693742583644
2011-08-26,0.017730495974209,0.017730495974209
2011-08-29,0.0841379494502623,0.0841379494502623
2011-08-30,-0.0185540601234601,-0.0185540601234601
2011-08-31,-0.0090497957922558,-0.0090497957922558
2011-09-01,-0.0493827298198584,-0.0493827298198584
2011-09-02,-0.0082872851762913,-0.0082872851762913
2011-09-06,0.027046271123292,0.027046271123292
2011-09-07,-0.006802682251219,-0.006802682251219
2011-09-08,-0.0144329921233056,-0.0144329921233056
2011-09-09,0.0069929668854272,0.0069929668854272
2011-09-12,0.0155147608335517,0.0155147608335517
2011-09-13,0.0155147608335517,0.0155147608335517
2011-09-14,-0.0068965780323948,-0.0068965780323948
2011-09-15,-0.0123119224750184,-0.0123119224750184
2011-09-16,-0.0123372380598537,-0.0123372380598537
2011-09-19,0.0049330972916522,0.0049330972916522
2011-09-20,-0.0070077349868144,-0.0070077349868144
2011-09-21,0.0133803194795571,0.0133803194795571
2011-09-22,-0.0049539769467292,-0.0049539769467292
2011-09-23,0.0035561333974633,0.0035561333974633
2011-09-26,0.0312283007654542,0.0312283007654542
2011-09-27,-0.0297618923724283,-0.0297618923724283
2011-09-28,-0.0280055185431346,-0.0280055185431346
2011-09-29,0.0020575948647581,0.0020575948647581
2011-09-30,-0.0062805410374778,-0.0062805410374778
2011-10-03,-0.0112596655160158,-0.0112596655160158
2011-10-04,0.0694842596259451,0.0694842596259451
2011-10-05,-0.0416107316397525,-0.0416107316397525
2011-10-06,0.0139957879495474,0.0139957879495474
2011-10-07,-0.005610092736466,-0.005610092736466
2011-10-10,0.0124394850158787,0.0124394850158787
2011-10-11,0.0324361818117917,0.0324361818117917
2011-10-12,0.0106524528985222,0.0106524528985222
2011-10-13,0.0066268672487892,0.0066268672487892
2011-10-14,-0.0045691707714502,-0.0045691707714502
2011-10-17,-0.0139349729528591,-0.0139349729528591
2011-10-18,0.0287625625860738,0.0287625625860738
2011-10-19,-0.0234069996097872,-0.0234069996097872
2011-10-20,-0.0033090164259833,-0.0033090164259833
2011-10-21,-0.0168721759543362,-0.0168721759543362
2011-10-24,0.0098684588215033,0.0098684588215033
2011-10-25,-0.043421043137764,-0.043421043137764
2011-10-26,0.0155720741440757,0.0155720741440757
2011-10-27,-0.0393802237372925,-0.0393802237372925
2011-10-28,0.0249494192489935,0.0249494192489935
2011-10-31,0.005996012739208,0.005996012739208
2011-11-01,-0.0026507595393341,-0.0026507595393341
2011-11-02,-0.0160256406337629,-0.0160256406337629
2011-11-03,0.0019304847519197,0.0019304847519197
2011-11-04,-0.0025940312357406,-0.0025940312357406
2011-11-07,0.0156148193171854,0.0156148193171854
2011-11-08,-0.0057507476745885,-0.0057507476745885
2011-11-09,-0.0202614650818386,-0.0202614650818386
2011-11-10,0.0327439413890645,0.0327439413890645
2011-11-11,-0.0050377785346049,-0.0050377785346049
2011-11-14,-0.0236421657877221,-0.0236421657877221
2011-11-15,0.0104167190535625,0.0104167190535625
2011-11-16,-0.0064851090126427,-0.0064851090126427
2011-11-17,-0.023361431553661,-0.023361431553661
2011-11-18,0.0119681054276813,0.0119681054276813
2011-11-21,-0.0066666920979817,-0.0066666920979817
2011-11-22,-0.0294708992005235,-0.0294708992005235
2011-11-23,-0.0131944156539284,-0.0131944156539284
2011-11-25,0.0,0.0
2011-11-28,-0.0150788392548292,-0.0150788392548292
2011-11-29,-0.0041695912567882,-0.0041695912567882
2011-11-30,0.0597938057838019,0.0597938057838019
2011-12-01,-0.0267623926618368,-0.0267623926618368
2011-12-02,-0.0105540797508267,-0.0105540797508267
2011-12-05,0.0,0.0
2011-12-06,-0.003326692722767,-0.003326692722767
2011-12-07,0.0160750010858985,0.0160750010858985
2011-12-08,-0.0165672629206119,-0.0165672629206119
2011-12-09,0.0,0.0
2011-12-12,0.010738309072669,0.010738309072669
2011-12-13,-0.0320261284320044,-0.0320261284320044
2011-12-14,-0.0033967520263474,-0.0033967520263474
2011-12-15,0.0053440161843052,0.0053440161843052
2011-12-16,-0.010533235801977,-0.010533235801977
2011-12-19,-0.012508201819088,-0.012508201819088
2011-12-20,-0.0065189296267938,-0.0065189296267938
2011-12-21,-0.0137524578815712,-0.0137524578815712
2011-12-22,-0.0099403956718229,-0.0099403956718229
2011-12-23,-0.0006666819254557,-0.0006666819254557
2011-12-27,-0.0006666819254557,-0.0006666819254557
2011-12-28,-0.0072944069783663,-0.0072944069783663
2011-12-29,0.0013315248655012,0.0013315248655012
2011-12-30,0.000664467026917,0.000664467026917
2012-01-03,0.0168612339556046,0.0168612339556046
2012-01-04,0.0025923500364165,0.0025923500364165
2012-01-05,0.0097465636896723,0.0097465636896723
2012-01-06,-0.0070694477753923,-0.0070694477753923
2012-01-09,0.0102695666364322,0.0102695666364322
2012-01-10,0.0069620035031232,0.0069620035031232
2012-01-11,0.012602382527244,0.012602382527244
2012-01-12,0.0,0.0
2012-01-13,0.0081249475479127,0.0081249475479127
2012-01-17,0.0110905921289373,0.0110905921289373
2012-01-18,0.036674721988791,0.036674721988791
2012-01-19,0.0017575095009873,0.0017575095009873
2012-01-20,0.0058410320805551,0.0058410320805551
2012-01-23,0.0144508676893145,0.0144508676893145
2012-01-24,0.0017055535182069,0.0017055535182069
2012-01-25,-0.0051311372799427,-0.0051311372799427
2012-01-26,-0.0286204933973745,-0.0286204933973745
2012-01-27,0.02173906709362,0.02173906709362
2012-01-30,-0.0323299836365654,-0.0323299836365654
2012-01-31,-0.0039976981101781,-0.0039976981101781
2012-02-01,0.0125930869690962,0.0125930869690962
2012-02-02,0.0016987931429629,0.0016987931429629
2012-02-03,0.0050111446088937,0.0050111446088937
2012-02-06,0.0,0.0
2012-02-07,-0.0166204570493602,-0.0166204570493602
2012-02-08,-0.0005611800815429,-0.0005611800815429
2012-02-09,-0.014508941282081,-0.014508941282081
2012-02-10,-0.0011370356788047,-0.0011370356788047
2012-02-13,-0.0078607183518535,-0.0078607183518535
2012-02-14,-0.0034187731367921,-0.0034187731367921
2012-02-15,-0.0198863848797542,-0.0198863848797542
2012-02-16,0.0296339486352426,0.0296339486352426
2012-02-17,-0.0106680871648712,-0.0106680871648712
2012-02-21,-0.0222842066226966,-0.0222842066226966
2012-02-22,-0.0341685876832416,-0.0341685876832416
2012-02-23,0.010551014701678,0.010551014701678
2012-02-24,-0.0271991436358191,-0.0271991436358191
2012-02-27,0.070539334173682,0.070539334173682
2012-02-28,-0.00330940257693,-0.00330940257693
2012-02-29,-0.017592066268776,-0.017592066268776
2012-03-01,0.0022272225816496,0.0022272225816496
2012-03-02,-0.0355161643029442,-0.0355161643029442
2012-03-05,0.0184544228378487,0.0184544228378487
2012-03-06,-0.0143102466986872,-0.0143102466986872
2012-03-07,-0.0011607927042971,-0.0011607927042971
2012-03-08,0.0133410409100841,0.0133410409100841
2012-03-09,0.0166094462046818,0.0166094462046818
2012-03-12,-0.0011235141164164,-0.0011235141164164
2012-03-13,0.0106622074810026,0.0106622074810026
2012-03-14,-0.0105262401517933,-0.0105262401517933
2012-03-15,-0.0027792794717439,-0.0027792794717439
2012-03-16,-0.0105614528335153,-0.0105614528335153
2012-03-19,0.017987615421926,0.017987615421926
2012-03-20,-0.0116925999542067,-0.0116925999542067
2012-03-21,-0.0111856188466533,-0.0111856188466533
2012-03-22,0.0045532114453948,0.0045532114453948
2012-03-23,0.022146472239143,0.022146472239143
2012-03-26,0.0016438732408498,0.0016438732408498
2012-03-27,-0.0065717873893337,-0.0065717873893337
2012-03-28,-0.009402659126732,-0.009402659126732
2012-03-29,0.0044893336181869,0.0044893336181869
2012-03-30,-0.0172702707584872,-0.0172702707584872
2012-04-02,-0.0056625358059887,-0.0056625358059887
2012-04-03,-0.0224395516962289,-0.0224395516962289
2012-04-04,-0.0005913795962195,-0.0005913795962195
2012-04-05,0.0071344138769709,0.0071344138769709
2012-04-09,0.0,0.0
2012-04-10,-0.0257023500861556,-0.0257023500861556
2012-04-11,0.0177477971524242,0.0177477971524242
2012-04-12,0.021097069213416,0.021097069213416
2012-04-13,-0.0248226994326313,-0.0248226994326313
2012-04-16,0.0030302567915483,0.0030302567915483
2012-04-17,0.0179747889431381,0.0179747889431381
2012-04-18,-0.0171395339373347,-0.0171395339373347
2012-04-19,-0.0065868625943823,-0.0065868625943823
2012-04-20,-0.0047505892506633,-0.0047505892506633
2012-04-23,-0.0006041282171671,-0.0006041282171671
2012-04-24,0.0387174448314141,0.0387174448314141
2012-04-25,-0.0207373616183456,-0.0207373616183456
2012-04-26,0.0141676365733074,0.0141676365733074
2012-04-27,0.0357554167490727,0.0357554167490727
2012-04-30,-0.0328142473642414,-0.0328142473642414
2012-05-01,-0.0165808468824337,-0.0165808468824337
2012-05-02,0.02162471763215,0.02162471763215
2012-05-03,-0.0165620166611421,-0.0165620166611421
2012-05-04,-0.0017491999979091,-0.0017491999979091
2012-05-07,0.0011834590659837,0.0011834590659837
2012-05-08,0.0405002001636751,0.0405002001636751
2012-05-09,-0.0197215868388514,-0.0197215868388514
2012-05-10,-0.0005861799059135,-0.0005861799059135
2012-05-11,-0.0176470139447381,-0.0176470139447381
2012-05-14,-0.0121212583599667,-0.0121212583599667
2012-05-15,0.0024525393523689,0.0024525393523689
2012-05-16,-0.0364519721244342,-0.0364519721244342
2012-05-17,0.006896530281671,0.006896530281671
2012-05-18,0.0006242339947619,0.0006242339947619
2012-05-21,0.0175000429153443,0.0175000429153443
2012-05-22,-0.0172413631106788,-0.0172413631106788
2012-05-23,-0.0025157209316163,-0.0025157209316163
2012-05-24,-0.0100313385157012,-0.0100313385157012
2012-05-25,0.0164037995346547,0.0164037995346547
2012-05-29,0.0,0.0
2012-05-30,-0.0064724549533936,-0.0064724549533936
2012-05-31,0.0136363664512228,0.0136363664512228
2012-06-01,-0.0026041642413474,-0.0026041642413474
2012-06-04,-0.0039062153179346,-0.0039062153179346
2012-06-05,0.0092409469866597,0.0092409469866597
2012-06-06,0.0292208294861245,0.0292208294861245
2012-06-07,-0.0224859840852547,-0.0224859840852547
2012-06-08,0.0025706915664731,0.0025706915664731
2012-06-11,-0.0184831083243371,-0.0184831083243371
2012-06-12,0.0160978753572825,0.0160978753572825
2012-06-13,-0.0203821464147646,-0.0203821464147646
2012-06-14,0.0174757579997998,0.0174757579997998
2012-06-15,0.0057508086122457,0.0057508086122457
2012-06-18,0.0,0.0
2012-06-19,0.0209126034831834,0.0209126034831834
2012-06-20,-0.0037197438973416,-0.0037197438973416
2012-06-21,-0.0217796785589321,-0.0217796785589321
2012-06-22,0.025982307225884,0.025982307225884
2012-06-25,-0.0018749833106997,-0.0018749833106997
2012-06-26,-0.0025125604058628,-0.0025125604058628
2012-06-27,0.0031328440235185,0.0031328440235185
2012-06-28,-0.0271293561404891,-0.0271293561404891
2012-06-29,0.0177778213743179,0.0177778213743179
2012-07-02,0.0156641006095328,0.0156641006095328
2012-07-03,-0.0018506342375806,-0.0018506342375806
2012-07-05,0.0086367245468369,0.0086367245468369
2012-07-06,0.0147692166841948,0.0147692166841948
2012-07-09,-0.0114873351596521,-0.0114873351596521
2012-07-10,-0.0127970192824696,-0.0127970192824696
2012-07-11,-0.0006161570649345,-0.0006161570649345
2012-07-12,-0.0099626309298087,-0.0099626309298087
2012-07-13,-0.0018820410138599,-0.0018820410138599
2012-07-16,-0.0100439324762675,-0.0100439324762675
2012-07-17,-0.0050568852875659,-0.0050568852875659
2012-07-18,0.0063816452445976,0.0063816452445976
2012-07-19,-0.0220264552490585,-0.0220264552490585
2012-07-20,-0.0135483895578691,-0.0135483895578691
2012-07-23,-0.0158103241085342,-0.0158103241085342
2012-07-24,0.0187541679335482,0.0187541679335482
2012-07-25,-0.0123617164474943,-0.0123617164474943
2012-07-26,0.007156776675099,0.007156776675099
2012-07-27,0.0077021749773242,0.0077021749773242
2012-07-30,0.0375556459249484,0.0375556459249484
2012-07-31,0.0080099243242076,0.0080099243242076
2012-08-01,0.0097206417776579,0.0097206417776579
2012-08-02,0.0139648730524516,0.0139648730524516
2012-08-03,-0.0189348936122667,-0.0189348936122667
2012-08-06,0.005438075935759,0.005438075935759
2012-08-07,0.0017953733267038,0.0017953733267038
2012-08-08,-0.0149432161889098,-0.0149432161889098
2012-08-09,-0.0030450205132904,-0.0030450205132904
2012-08-10,0.0024449270590737,0.0024449270590737
2012-08-13,-0.0066869668844868,-0.0066869668844868
2012-08-14,-0.0024419420163656,-0.0024419420163656
2012-08-15,0.0061274744693432,0.0061274744693432
2012-08-16,-0.0054611744592123,-0.0054611744592123
