Date,Weighted Industry Change,MTRN Change
2011-04-18,-0.0234600910499039,-0.0135619899990121
2011-04-19,-0.0009913463069184,0.001803650923661
2011-04-20,-0.0116018572651418,0.0157481016866348
2011-04-21,0.0401966005896078,-0.0017399874626078
2011-04-25,0.0059167228856994,-0.0124999999999999
2011-04-26,0.0088798513097393,0.0302647390179537
2011-04-27,0.0034485648250032,0.0004878419674939
2011-04-28,-0.0097605472798456,0.0114285605294361
2011-04-29,-0.0043548472548803,-0.0199484223572589
2011-05-02,0.0145063543839133,-0.0166666848318914
2011-05-03,-0.009069665681473,-0.0281212084221119
2011-05-04,-0.0177254057762835,-0.0179910347942899
2011-05-05,-0.0222269228472551,-0.0188581648024151
2011-05-06,-0.0040024527974481,-0.0090696676013778
2011-05-09,0.0217637872170011,0.0401785374403303
2011-05-10,-0.0051335340403964,0.0060135725227861
2011-05-11,-0.0157451587493875,-0.053580357116421
2011-05-12,0.0121173140200248,0.0360962144129048
2011-05-13,-0.0156325402645668,-0.0331448397101771
2011-05-16,-0.0099409743471218,-0.0185135126974556
2011-05-17,0.0245704655643435,0.0222526792483202
2011-05-18,0.0134048843416474,0.0144539857255174
2011-05-19,0.0090397895629366,-0.0360219529795512
2011-05-20,-0.0093750651381115,-0.0084907579524843
2011-05-23,-0.0086448290110086,-0.0070402706791569
2011-05-24,-0.0147704511574151,0.0135785962560931
2011-05-25,0.0156292472318183,0.0254331995097399
2011-05-26,0.0468034026472783,0.0046144996808142
2011-05-27,0.0094008653513795,0.0115436323537122
2011-05-31,0.0083119824336097,0.0311930571917008
2011-06-01,-0.0127829807973421,-0.0210127045836627
2011-06-02,-0.0110227372751734,0.0177880538907846
2011-06-03,-0.0025333420774431,-0.0114493526727797
2011-06-06,-0.0297535676317428,-0.0296587217499628
2011-06-07,-0.0023144275880331,-0.009900961799843
2011-06-08,-0.0172703115189774,-0.0243902842455902
2011-06-09,0.01164901383236,-0.0049778845667958
2011-06-10,0.0034537336308152,-0.0067397268843917
2011-06-13,0.0043959581921569,0.014925446889496
2011-06-14,0.0117006851808231,0.0212121342685191
2011-06-15,-0.0184747860302884,-0.0285016078369042
2011-06-16,-0.0097035032073395,-0.0203796635526439
2011-06-17,-0.0285492401803401,-0.0583591661568931
2011-06-20,-0.0047897240030273,0.0131776714420264
2011-06-21,0.0318492439545167,0.0265693386105725
2011-06-22,-0.0117918827107222,-0.0112197758481145
2011-06-23,-0.0042695028956289,0.0347513424294088
2011-06-24,-0.0243062263992184,-0.0066550790826668
2011-06-27,0.0090705834409607,0.0069990626235549
2011-06-28,0.0157854243401047,0.0205320719166368
2011-06-29,0.0022673253854572,0.0025302264087729
2011-06-30,0.0157636703452659,0.0283727520477602
2011-07-01,0.0081705356703485,0.0032379635034568
2011-07-05,0.0238221856156187,0.0253027883741586
2011-07-06,0.0094638096360432,0.0018362984466315
2011-07-07,0.0149163191139472,0.0035943359924564
2011-07-08,0.0131546987180658,0.0036344597088449
2011-07-11,-0.0054545148039726,-0.0039297280161694
2011-07-12,0.0041936465022561,0.0155919701429372
2011-07-13,0.0174648348042506,0.0260107719265015
2011-07-14,-0.0224024511541267,-0.0296906783193863
2011-07-15,0.000966842073836,0.0086978805643565
2011-07-18,-0.0108909507688011,0.0015310379023621
2011-07-19,0.0245371371495174,0.0351759184099497
2011-07-20,-0.0137392391477889,-0.0142857182442378
2011-07-21,0.0113113995071054,0.009978093109992
2011-07-22,0.0105396204295435,-0.0108017466295646
2011-07-25,-0.0129845996764286,0.008106161593616
2011-07-26,-0.0079133590817783,0.0050897457031722
2011-07-27,-0.0346282330389483,-0.0218393043236138
2011-07-28,0.0084572321303061,0.0301144618039435
2011-07-29,-0.0108909540335327,-0.0599260259160468
2011-08-01,-0.0088067932838243,-0.0336874639004987
2011-08-02,-0.033873509734616,-0.0528898203535521
2011-08-03,-0.0237977867238222,0.0020213598805998
2011-08-04,-0.0421057866089357,-0.0463400131442663
2011-08-05,-0.0263364026630778,-0.058090075812465
2011-08-08,-0.0713005599963854,-0.0843414048917212
2011-08-09,0.0519687680051544,0.1263421156701113
2011-08-10,-0.0272252404818817,-0.0555555350199325
2011-08-11,0.0625101652519014,0.069585920166904
2011-08-12,-0.0243629729728831,-0.0557295133651451
2011-08-15,0.015014035107509,0.0327177937828097
2011-08-16,-0.0340105516353924,-0.0428115075159898
2011-08-17,-0.0091667279927003,-0.0089790642003281
2011-08-18,-0.0367282476531679,-0.0361110776294889
2011-08-19,0.0014767347329807,-0.0184774578665199
2011-08-22,-0.0264520998509581,-0.0370639695057099
2011-08-23,0.056270490945752,0.0238717385209233
2011-08-24,0.0175462033933621,0.0278592452255283
2011-08-25,-0.0389558709620519,-0.0603813242549286
2011-08-26,0.0524309473382397,0.0540234356732425
2011-08-29,0.0327436859969204,-0.0014089119069618
2011-08-30,-0.0045147397698114,0.0159858177277997
2011-08-31,0.00177064482769,-0.0079502087732499
2011-09-01,-0.0171680274665377,-0.0230045254488104
2011-09-02,-0.0206060513793982,0.0007233438712335
2011-09-06,0.0275051621511425,0.0350811126799832
2011-09-07,0.0208320826660587,-0.0089285714285715
2011-09-08,-0.0132518413015414,0.0065741530567211
2011-09-09,-0.0322913424437845,-0.0247597963605729
2011-09-12,-0.0154346185300853,0.0089009110246964
2011-09-13,0.0340949813792367,-0.0053475702068939
2011-09-14,0.007055979778362,0.0129277628308359
2011-09-15,-0.0055346161100292,0.0167534938706365
2011-09-16,-0.0353714420917596,-0.0511796691999673
2011-09-19,-0.0039554958350907,-0.0023391605003785
2011-09-20,-0.0352913616893629,-0.0474338781463744
2011-09-21,-0.0378759188873597,-0.0407664073382766
2011-09-22,-0.0163271072262916,-0.0270270544350714
2011-09-23,0.0118956432403921,0.0385866999011741
2011-09-26,0.0078943528917235,0.0212389174395718
2011-09-27,0.0343221813691643,0.041522450243323
2011-09-28,-0.0403353418588163,-0.0783582600015009
2011-09-29,-0.0026884985323294,0.0139433413588798
2011-09-30,-0.0130996540722957,0.0013245336490408
2011-10-03,-0.0585326840021787,-0.091592905304615
2011-10-04,0.1315814599057924,0.1541482209269562
2011-10-05,-0.0053708414336094,-0.0202020007412647
2011-10-06,0.0457800176742971,0.0532189578999842
2011-10-07,-0.0243592641192715,-0.0020226229146186
2011-10-10,0.018599060615507,-0.0036000061035155
2011-10-11,0.0079211277846899,0.0466910907455798
2011-10-12,0.0039820872378651,0.0180978526426622
2011-10-13,-0.0080328166215299,0.0201521179475418
2011-10-14,-0.0007187711713483,0.01665428748953
2011-10-17,-0.0308715460505074,-0.0489945204350261
2011-10-18,0.042292669961902,0.0725086803218721
2011-10-19,-0.0277960701884137,-0.0610021877024914
2011-10-20,0.0130871130637598,-0.0181958697151655
2011-10-21,0.0158863838726064,-0.0146266038284115
2011-10-24,0.044988694918638,0.0603014849375866
2011-10-25,-0.0207964474234894,-0.0490774872687999
2011-10-26,-0.0227251553916263,0.009882182978316
2011-10-27,0.0229367764842882,0.0993071581664847
2011-10-28,0.0974844074395189,0.0411998332672618
2011-10-31,-0.0117706573441141,-0.0614128341338622
2011-11-01,-0.0044262341505174,0.0172552288868102
2011-11-02,0.0012977742621232,-0.0085271054209363
2011-11-03,0.0140371996761017,0.0196987346815368
2011-11-04,0.0213778212961593,-0.0145761091375097
2011-11-07,0.0121586382611767,-0.015965725955598
2011-11-08,-0.0070134961525503,-0.0144192881560782
2011-11-09,-0.0132454672916381,-0.0303402947780405
2011-11-10,-0.0110614489030972,-0.007462698959902
2011-11-11,0.03228084887604,0.0292300970651173
2011-11-14,0.0110880354157782,-0.014434667307242
