Date,Weighted Industry Change,UFI Change,CULP Change
2011-06-23,0.0170685059660607,0.015833298365275,0.0176322248711172
2011-06-24,0.0405299010714392,-0.0114099705052717,0.0470879961351962
2011-06-27,0.0938305662332672,0.031224331311314,0.1091548475979273
2011-06-28,0.0263782442917205,0.0047431163182653,0.0369979260103983
2011-06-29,-0.0083299752735232,0.0499999515712268,-0.052899237856078
2011-06-30,0.0126050254707813,0.0192023803260227,0.0010661224690648
2011-07-01,0.0573654688304305,0.060232216240188,0.0510638846159544
2011-07-05,-0.0302874569041838,-0.0527035949475495,0.0010029363028792
2011-07-06,0.002618253823063,0.0174165986533537,-0.0221774461025003
2011-07-07,0.0200241061199189,0.0126581820057217,0.0282257793163039
2011-07-08,-0.0099898210407733,-0.019830009577943,0.0029999732971192
2011-07-11,-0.041032659465582,-0.0235121016088507,-0.0517766709777263
2011-07-12,0.0222284390525865,0.0136260639406501,0.0342979311297902
2011-07-13,-0.0104054744409166,-0.014792955337853,-0.0051282246907552
2011-07-14,-0.0163133148970696,-0.0253920943891117,-0.0113052067679711
2011-07-15,0.0119624917991877,0.0190258746931494,0.0041322273338815
2011-07-18,-0.028061550897174,-0.0466165320802771,-0.0197300656074444
2011-07-19,0.0257356482219981,0.0366329126908555,-0.0020942887292374
2011-07-20,-0.0138252975845371,-0.0345604826179425,0.0073145925528496
2011-07-21,0.0472481767866068,0.0215717023513289,0.0688592094362991
2011-07-22,0.0077732636268251,0.0098261616733921,0.0067308318332829
2011-07-25,-0.009189410810889,-0.0015243524591312,-0.0145068249507761
2011-07-26,-0.0339225419798486,-0.0258752011951556,-0.0401174008512335
2011-07-27,-0.0359555755447239,-0.0330708726458042,-0.038974370711889
2011-07-28,0.0674408683915514,0.076153828547551,0.0581270144316896
2011-07-29,-0.0690355713486145,-0.0628195531802321,-0.0737279366261142
2011-08-01,-0.0016929667102433,-0.0190403654090634,0.0224971655277107
2011-08-02,0.0181513465122618,0.0062597750686694,0.0324022310651689
2011-08-03,0.0404325541245113,0.0488372196178946,0.0310825256403469
2011-08-04,-0.0282427972339142,-0.0310605949497308,-0.0251572088131902
2011-08-05,-0.020310865630675,-0.0161538490882286,-0.030916839905637
2011-08-08,-0.0843559593540663,-0.0861088857419961,-0.0751708277317637
2011-08-09,0.0390943305165633,0.0601237246925328,-0.0083731695812102
2011-08-10,-0.0634962189016806,-0.0780572107002426,-0.0025220657452025
2011-08-11,0.0181647029909477,0.0120817947653916,0.0733248969525342
2011-08-12,-0.0093345158577354,-0.0108205485940484,-0.0058207438703943
2011-08-15,0.0084211171601208,0.0062836348893091,0.0140023208672404
2011-08-16,-0.0267592945280232,-0.0324846246186454,0.0116958392473222
2011-08-17,-0.0030234029944027,-0.0045085834127058,0.0
2011-08-18,-0.0347271239903815,-0.0133080168470368,-0.0757575875463027
2011-08-19,-0.00879403962742,-0.0217176964011268,0.0164766278172297
2011-08-22,-0.0474424752972328,-0.0379376848033941,-0.0556900757143493
2011-08-23,0.0858590350069193,0.1064257445338232,0.021628447400646
2011-08-24,0.0251716945308657,0.0319635057138156,0.0210396136013788
2011-08-25,-0.0274159041857049,-0.082456106301562,0.0230302521676728
2011-08-26,0.034638399495337,0.0442307745211226,0.0144230636971937
2011-08-29,0.0514360864344561,0.0558055719818546,0.0435293983010685
2011-08-30,-0.0137493744782299,-0.0171526425285096,-0.0104773167624189
2011-08-31,-0.0279969659086982,-0.0335916796883053,0.0023501179261404
2011-09-01,-0.0407808190780473,-0.0507568760515469,-0.0023365019606584
2011-09-02,-0.0190495412639732,-0.0242013554546386,0.0130953113508365
2011-09-06,0.0293930113115076,0.0340206113603063,0.0108826111163131
2011-09-07,0.0306999207204645,0.0449657926422951,-0.0117232627111206
2011-09-08,-0.0594114237573246,-0.0692599188689169,0.0132212276906683
2011-09-09,-0.0059960451885388,-0.001028830103612,-0.0324518646626056
2011-09-12,-0.0022797316106477,0.0031480259691627,-0.0151706558626978
2011-09-13,0.0132139056308312,0.0145681944146042,0.0101910732073823
2011-09-14,0.0130870094126206,0.0060666798644644,0.0368020250813922
2011-09-15,0.0010129004812298,0.006958219871216,-0.0181598750663589
2011-09-16,-0.0104900863596547,-0.0166177057895025,0.0171148391718096
2011-09-19,-0.0193125435432224,-0.0233503032490571,-0.0111248641397244
2011-09-20,-0.0264846144310436,-0.0249739625070024,-0.0296662847254148
2011-09-21,-0.0360884594578711,-0.0457934280568536,0.0038023080248431
2011-09-22,0.0280328461054274,0.0327868541243455,0.0026385199377068
2011-09-23,-0.0198479149019494,-0.0318543497367848,0.0319149266707513
2011-09-26,0.0280383851811334,0.0348836306690113,-0.0164557104900732
2011-09-27,-0.0191758806675053,-0.0381679802134939,0.0516128540039063
2011-09-28,-0.0667752201362189,-0.0770102277521172,-0.0133820689511149
2011-09-29,0.015815071074094,0.0189574418295361,0.0108433916288768
2011-09-30,-0.0239118639248485,-0.0308422561648311,0.0355392116759656
2011-10-03,-0.040929599926723,-0.040942975603332,-0.0408163452223207
2011-10-04,0.0813165711512413,0.0998685596203398,0.0178116875454807
2011-10-05,-0.0026834050800607,-0.0023725334566586,-0.0037313100887472
2011-10-06,0.0210556141239017,0.0143712431229805,0.0385092495151957
2011-10-07,-0.032994979650865,-0.0341176425709443,-0.0271225889919886
2011-10-10,0.0001635144437125,-0.0023753512568226,0.0225652706249059
2011-10-11,0.0193946598219385,0.0132529703794509,0.0362998151055535
2011-10-12,-0.00418519444181,-0.0011820601461872,-0.0222222010294595
2011-10-13,-0.0028166136373559,0.0,-0.0079999651227679
2011-10-14,0.0532963868840321,0.0651659026160621,0.0149082695481629
2011-10-17,-0.0533335088688132,-0.0571108859409828,-0.007954618975149
2011-10-18,0.0463838795711051,0.0532544164997172,0.0045924181030815
2011-10-19,-0.0021440501812716,-0.0022649495200631,-0.0011494516208135
2011-10-20,-0.0132748776280453,-0.0112613040744338,-0.0173409971266286
2011-10-21,-0.0101874537802096,-0.0122221840752495,-0.0070505779086897
2011-10-24,0.0440782986573328,0.043869445960299,0.0447058958165786
2011-10-25,-0.0211874812454907,-0.0229007673282203,-0.0034247358289551
2011-10-26,-0.0164189923993134,-0.0163399310695029,-0.0191657360188601
2011-10-27,-0.0863246521324962,-0.0893854980764015,-0.0435268238462429
2011-10-28,-0.0058954785829866,-0.0073982081975778,0.0034802474906581
2011-10-31,-0.0229400471176358,-0.0251572093161627,0.0201900326310651
2011-11-01,0.0057781151826108,0.0053333282470703,0.0084438715496171
2011-11-02,0.007991700785901,0.016817608553706,-0.0200470674288265
2011-11-03,-0.0025678759392668,-0.0037735514076653,0.0204327022271046
2011-11-04,0.0067785367017698,0.0077021749773242,-0.0011834590659837
2011-11-07,0.0149148113057776,0.0152866098110734,-0.0059880465210305
2011-11-08,0.0719446875593751,0.0808457240813797,-0.0165093628780452
2011-11-09,-0.0344097610632157,-0.0380952034948078,0.0170524168906523
2011-11-10,-0.0151633075701589,-0.0242718221869558,0.0
2011-11-11,-0.0121426312603035,-0.013513587925312,-0.0023780623605492
2011-11-14,-0.0172051513790244,-0.0177890557206342,-0.0130023234256793
2011-11-15,-0.0278302356360712,-0.0298701330871119,-0.0023952642934073
2011-11-16,0.0315156047356497,0.0381471017916083,-0.0169081393917147
2011-11-17,-0.0284519534703224,-0.0289093644111684,-0.0049321779958515
2011-11-18,0.0640235013659194,0.0691056563870139,-0.0111663306128375
2011-11-21,-0.0252371745721887,-0.0283505490386447,-0.0012641911804775
2011-11-22,-0.0020969820043913,-0.0026525173776789,0.0140664519517365
2011-11-23,-0.0167502206494888,-0.0187919288684391,0.0076530537770125
2011-11-25,0.014124840651938,0.0151098425147081,-0.0012722937292577
2011-11-28,-0.0016873984592865,0.0025873196477573,-0.0147965339875547
2011-11-29,-0.0076508012791263,-0.0077220003766829,-0.0075376812175879
2011-11-30,-0.0132812768975919,-0.0114068032032579,-0.028202087504491
2011-12-01,-0.0058868848347938,-0.0064934694982124,-0.0036187856585328
2011-12-02,7.155675988403543e-05,-0.0012919576667161,0.0085157776825135
2011-12-05,-0.0052789688155322,-0.0063613473136808,0.0
2011-12-06,-0.0050829156960534,-0.0089743807627755,0.0121507153137159
2011-12-07,-0.0138229926212556,-0.0143791022409289,-0.0060606291799833
2011-12-08,-0.0166476223266874,-0.0160427654081671,-0.0220049264621528
2011-12-09,0.0473149778858433,0.0581080841617573,0.0111940488824513
2011-12-12,-0.0045651688341957,-0.0052083284826948,0.0037499666213989
2011-12-13,-0.0489581483559485,-0.0554838488178868,-0.0235148587889232
2011-12-14,-0.0001835343568054,0.0,-0.0076045556140504
2011-12-15,-0.022376843323598,-0.0228801619629107,-0.0189394057982915
2011-12-16,0.0046887952117798,0.0054945000961861,0.0
2011-12-19,-0.0224627816271309,-0.0229729829869014,-0.0164348470431754
2011-12-20,-0.0045588698123672,-0.0041265763255925,-0.0113207142025142
2011-12-21,0.0048403629581014,0.0055632769867446,0.0012820194615579
2011-12-22,-0.0038014827260276,-0.0027624283920971,-0.0152672214195732
2011-12-23,-0.0068629101298968,-0.0096551960912244,0.0090090311239653
2011-12-27,0.024513889058822,0.0251397079625413,0.0206718771292876
2011-12-28,-0.0214612493254673,-0.0272108587564852,0.0140127560319445
2011-12-29,0.0162900559536292,0.0194714694536062,0.0112640995201549
2011-12-30,0.0390812744357481,0.0368349227471753,0.0466830587731648
2012-01-03,0.0353105883836616,0.0411840633779794,0.0137142726353236
2012-01-04,-0.0216436194394544,-0.0237500071525573,-0.0112108050016154
2012-01-05,-0.0350293674536042,-0.0375647629189673,0.0056818397330839
2012-01-06,-0.0251654541215695,-0.0270270653411882,-0.0146396523384619
2012-01-09,0.002094694206211,0.0110192728903503,-0.0134680008545607
2012-01-10,0.0424109110990841,0.0549597647876086,-0.0192962619973792
2012-01-11,0.0134603485627931,0.0256410005608338,-0.0207852550054687
2012-01-12,-0.0024558089490541,-0.0024875005204286,-0.0023175501156951
2012-01-13,0.0567262635568768,0.0618686573734798,-0.0138248711221274
2012-01-17,0.0003584457357318,-0.0023529950310202,0.0103806403455489
2012-01-18,0.0143900937696959,0.0211765064912683,0.0011467058373069
2012-01-19,0.0521269274445155,0.0563218140069767,-0.0011481318987414
2012-01-20,0.0146339918736465,0.0195865411746051,-0.0011481318987414
2012-01-23,-0.0308129621295839,-0.0330138879959828,0.0
2012-01-24,0.0283957557041699,0.0287610873870557,0.0265589491874386
2012-01-25,0.0096862376960385,0.0118535143875853,-0.0011223601630859
2012-01-26,0.0058075392386966,0.0021230895888936,0.0122767473447461
2012-01-27,0.0277807095891465,0.0318132796767663,0.0022026936048153
2012-01-30,-0.0140120236398137,-0.0166493083380016,-0.0033222296631586
2012-01-31,0.0197110611729038,0.0199160986523102,0.0044101392722044
2012-02-01,-0.0038226169816665,-0.0040609096755243,-0.0021786990303688
2012-02-02,-0.0448015656844021,-0.0449437792893218,0.002176328474091
2012-02-03,-0.0087760613297982,-0.009302316297384,0.0021597736063739
2012-02-06,0.0140098310804196,0.0152581166410786,0.0053879517428449
2012-02-07,0.0275242692231113,0.0299884921100225,0.007567534575591
2012-02-08,0.0369245336248672,0.0380739239606552,0.0107759034856899
2012-02-09,-0.0356877526084562,-0.0474649959363394,0.0265957457601565
2012-02-10,-0.0307350338833458,-0.0342075456186877,0.016753910389168
2012-02-13,-0.0006340069316077,0.0023282309352847,-0.0101009526917796
2012-02-14,0.0073261694820852,0.008225580839193,-0.0051020601797675
2012-02-15,-0.0136505678255462,-0.0138728197515772,-0.0101729788652964
2012-02-16,0.0303805068885161,0.032748506049697,0.0010173172898728
2012-02-17,-0.0105980193984632,-0.0147727399571865,-0.001030951451389
2012-02-21,-0.0089273362753034,-0.0080091186106819,-0.0113401710144548
2012-02-22,0.0191828597536387,0.0046029877772747,0.0410526677181847
2012-02-23,0.0213200897564837,0.0216894492487419,0.0194075159472562
2012-02-24,-0.0008368917350684,-0.0022422037659871,0.0039999961853026
2012-02-27,0.0175552666102478,-0.003382157086612,0.0417910515744212
2012-02-28,-0.01417026721246,-0.0236753146399546,0.0009560448226925
2012-02-29,-0.0467573987791384,-0.0493119600926682,-0.0038131518327729
2012-03-01,-0.0102626282951733,-0.0393325280336475,0.0352380843389601
2012-03-02,-0.0177126233047705,-0.0174346041271652,-0.0211785957189154
2012-03-05,0.0454050448602634,0.0689655130414659,-0.009416142078437
2012-03-06,-0.0089512446560209,0.0228639676039949,-0.0589354384272714
2012-03-07,0.0196968352625928,0.0315788886627088,0.0040281934162861
2012-03-08,0.0173651104550841,0.0280898888444315,-0.0344827035418244
2012-03-09,-0.0004920372084799,-0.0032786594778031,0.0162932639902666
2012-03-12,0.0029410264921746,0.016483473872783,-0.0249999999999999
2012-03-13,0.0243350709353132,0.0331197041653253,2.291190299285422e-16
2012-03-14,0.0016303994875775,0.0031218197416544,-0.0030768956893529
2012-03-15,-0.0009182280845546,-0.0062241096970766,0.0145832691755584
2012-03-16,-0.0053074862090104,-0.0145680951768986,0.0247422449316879
2012-03-19,0.0410133633729911,0.0442105343467309,0.0152283870782848
2012-03-20,0.0488930247617995,0.0112359200312421,0.0804020307608374
2012-03-21,0.000525848236125,-0.0050251448938025,0.010147569661333
2012-03-22,-0.0172466469520684,-0.0182741419497211,-0.0118289460553547
2012-03-23,0.0282859870213083,0.0299586728006578,-0.0009216800488703
2012-03-26,0.017637686595814,0.018036103550306,0.0118505115110748
2012-03-27,-0.0038435445265722,-0.0019802432681454,-0.0081448100483613
2012-03-28,-0.0120005204014048,-0.0099502865245631,-0.0190909125588157
2012-03-29,-0.0041483083409667,-0.0070706765173196,0.0139147101966807
2012-03-30,-0.0202528242651441,-0.0242424020571621,-0.0018182234330611
2012-04-02,0.0201205887717512,0.0041407828659276,0.0398189658632068
2012-04-03,-0.0198158389750517,-0.0321577187319731,0.0138648048475748
2012-04-04,-0.0046198845944604,-0.0054170357031712,0.0017064422895635
2012-04-05,0.0096255328926988,0.0208790738921499,-0.0085984849944718
2012-04-09,0.0351317012086678,0.0371179212065104,0.0195729778922338
2012-04-10,-0.0308569689389521,-0.0452155935674817,-0.0043936898270691
2012-04-11,-0.0029337354896358,0.0021714988063538,-0.0114739731082359
2012-04-12,-0.0023962865703145,0.0130434660920573,-0.0300353499782643
2012-04-13,-0.0118865423887861,-0.019354871127326,-0.0045249040607968
2012-04-16,0.0143793240316963,0.0076170458862649,0.01562500684796
2012-04-17,0.0388822515593487,0.0484913601523412,0.0054053571063424
2012-04-18,-0.0123356808499195,-0.0134854885696102,-0.0072202097704795
2012-04-19,-0.0365251818562072,-0.0429769233806655,0.0
2012-04-20,0.0080734486803929,0.0085287764104492,0.004549607986914
2012-04-23,-0.0105316332544842,-0.0097192387001441,-0.0118938802206032
2012-04-24,0.1616616315412203,0.1726775944893258,0.0120370474208363
2012-04-25,-0.0041217762904157,-0.0036798493352484,-0.0073394427986999
2012-04-26,-0.0156607683993295,-0.0198915242931277,0.0119595322731901
2012-04-27,0.0161656615448724,0.0192660592198525,0.0045454718849875
2012-04-30,0.0089783371896734,0.0,0.0371376674663766
2012-05-01,-0.0281065499381005,-0.0412556102138777,0.0122057006442166
2012-05-02,0.0217491785457898,0.0251397079625413,0.0146173752898641
2012-05-03,-0.0016163864623255,-0.0009115978704113,-0.0067624618953498
2012-05-04,-0.050078424730846,-0.0510949286193051,-0.0474576619122768
2012-05-07,-0.0006768572663505,0.0038722131799082,-0.014324068605127
2012-05-08,0.0307198123487318,0.049514584411425,-0.0256645038393478
2012-05-09,-0.0025127691966174,0.0364486308668017,-0.0330500827598379
2012-05-10,-0.0045257661074987,-0.0089126897584475,0.0077444263598168
2012-05-11,0.0019067093811946,0.0009082859831013,0.0049019795754746
2012-05-14,-0.0076018202793063,-0.0009191386743243,-0.021442520674562
2012-05-15,0.0013461735960852,0.0055198178701371,-0.0050050242122544
2012-05-16,-0.0135316711249284,-0.0081744006100745,-0.0267061833094161
2012-05-17,-0.0016935216366069,-0.0027472282748711,0.0030768956893529
2012-05-18,0.0007140279552367,0.0027777530038313,-0.0093263422250043
2012-05-21,-0.0012284031155965,-0.001841575020406,0.0094536969102957
2012-05-22,-0.0300859821367536,-0.0322580985404829,0.0104601907328598
2012-05-23,0.0311968864473306,0.0335249421012789,0.016701445583124
2012-05-24,0.0117116620689093,0.0165898013984291,-0.0072239110273985
2012-05-25,0.015873527434075,0.0181323494203985,-0.0061983902608574
2012-05-29,0.0032751674789836,-0.0017559663881306,0.017634862058039
2012-05-30,-0.021884988401478,-0.0230495816810657,-0.0175801525287162
2012-05-31,-0.0030259725535959,-0.0054103172940622,0.018947400544819
2012-06-01,-0.0073866114809081,-0.0101852415193409,0.0189074939964601
2012-06-04,0.0230183379511684,0.0324073538531663,0.0010352203974946
2012-06-05,0.0099110906278061,0.0134770545362036,-0.0020811139233974
2012-06-06,0.0460996628764967,0.0501761149405929,0.0168420892012747
2012-06-07,-0.0287712736458228,-0.0324189026022625,0.0041237074886148
2012-06-08,0.0345008685790414,0.0224525242309866,0.0579857272887264
2012-06-11,-0.0679424868237229,-0.0584307041746736,-0.080675391086992
2012-06-12,0.0107504280676523,0.022826976942098,-0.0080808006857206
2012-06-13,-0.0407801052202256,-0.0308482994279096,-0.0503079858965861
2012-06-14,0.0249062072328762,0.0396127444136804,0.0189673666509027
2012-06-15,0.0173189034649336,0.033078909633979,-0.0123076805701623
2012-06-18,-0.0175208434740803,-0.0257261754945909,-0.0103626354143461
2012-06-19,0.0272260480342954,0.0288135717874693,0.0257466528339694
2012-06-20,-0.0065497020760451,-0.0312243313113137,0.0110110723595391
2012-06-21,0.0092257424249289,-0.0237287905462104,0.0369630246852065
2012-06-22,-0.0232012329677751,0.0283018806196036,-0.0276453735157817
2012-06-25,0.0025098608671514,-0.0033985483408336,0.0089910240289718
2012-06-26,-0.0111685711601111,-0.0161977483203786,-0.0019802432681455
2012-06-27,0.0039506619259469,-0.0025996302487313,0.0118110125355608
2012-06-28,0.0320761544829276,-0.0139860011609151,0.0596095482700366
2012-06-29,-0.0195549722845186,-0.0207432824069586,-0.0172579386298252
2012-07-02,0.0137291857369882,0.0246261860852623,0.0029326185716475
2012-07-03,0.0328981558839803,0.0258620023443941,0.036857337080567
2012-07-05,0.0132336881765626,0.016806787340398,0.0084427911703712
2012-07-06,0.0042529191188123,0.0074937677662535,-0.0047081159391398
2012-07-09,-0.0042498447733933,0.0082508566348153,-0.0237868691299351
2012-07-10,-0.0047249684555827,-0.0016207826188296,-0.0135396848410795
2012-07-11,-0.0056321875855002,-0.0129976275899598,0.0049212786895463
2012-07-12,0.0121603908814263,0.0049792087130849,0.0196850208926014
2012-07-13,0.008218938119243,0.0032921780336539,0.0135265105785974
2012-07-16,-0.0208989630145727,-0.0221492627878226,-0.0200956977971217
2012-07-17,-0.0135258574275747,-0.0149625399415538,-0.012572544731383
2012-07-18,-0.0133272278905075,-0.0210260717225627,-0.0049260333930719
2012-07-19,-0.007194716795594,0.003410137859197,-0.0137524891086273
2012-07-20,-0.0175383963398139,-0.0384286770110332,0.0090634591965701
2012-07-23,-0.0031270910065225,0.0018215353913938,-0.0080563868325721
2012-07-24,-0.0271418467893086,-0.0405406078805803,0.0081383442855505
2012-07-25,0.0102288838749856,0.0146385949629246,0.0020182096944122
2012-07-26,-0.0305200883551941,-0.0379188976534229,-1.1136957696975048e-16
2012-07-27,0.0217238603082826,0.0237876731882982,0.0170340765622772
2012-07-30,-0.009015305768015,-0.0071556280431419,-0.0098521607442079
2012-07-31,0.0042908672259183,0.0109488946296912,-0.0049751432622817
2012-08-01,-0.0379121765010008,-0.0468468864768471,-0.013025968610162
2012-08-02,0.0241426022177297,0.0284900473259761,0.0182371131978574
2012-08-03,0.0201415374859519,0.0255474208026126,0.0149402011055972
2012-08-06,0.014423283624587,0.000893675536804,0.0315893081154104
2012-08-07,-0.0049196586175219,-0.0122915135296573,0.0105364573537198
2012-08-08,-0.0058293212420416,0.0116696688002203,-0.0257880086798024
2012-08-09,-0.0112860852455908,-0.0116071532727504,-0.0108055606143386
2012-08-10,-0.0024313958523395,0.0,-0.0068762913948977
2012-08-13,0.0092045192207077,0.0100364649903637,0.0069859971682916
2012-08-14,-0.0196931707054294,-0.0198377154194601,-0.0196850208926016
2012-08-15,0.012358148007758,0.010185153216165,0.0161779415427557
2012-08-16,0.0106202287897833,0.0100825492108191,0.0119999885559082
2012-08-17,0.0135889370507921,0.0154827034044956,0.009930524776592
2012-08-20,0.0067192697867614,0.0054645193185935,0.0098231262080186
2012-08-21,0.0007363391395829,0.0054298158286631,-0.0048638319098877
2012-08-22,-0.0174741760430706,-0.0199275604881325,-0.0077897637599318
2012-08-23,-0.0132822642321341,-0.0018483830548464,-0.0216748100120961
2012-08-24,0.0168773140199631,0.0139665340224651,0.0201612709402172
2012-08-27,-0.0100118723591207,0.0288103586754848,-0.0176817583280685
2012-08-28,0.0012952533216587,-0.0027075571460075,0.0050251448938022
2012-08-29,0.0033178153714323,0.0,0.008024064349388
2012-08-30,0.0050110883092107,0.0027397016889267,0.0058536994747999
2012-08-31,0.0165498913654653,0.0100273157702521,0.0201342312562311
2012-09-04,0.0262725941298724,0.0072595209058903,0.0419775931022303
2012-09-05,0.0001737766385745,-0.0099099645559651,0.012455546812598
2012-09-06,0.0176465624326623,0.0108695548889241,0.0271930201745627
2012-09-07,-0.003793859159445,-0.0053524013748905,-0.0025337611980211
2012-09-10,0.0044509975044849,0.0099010453421077,0.0025252300237544
2012-09-11,-0.0015220336361055,0.0017824869530641,-0.0050083028576796
2012-09-12,-0.0021513458002329,-0.0079646151388283,0.0050420522302593
2012-09-13,0.0336681752031354,0.0567878761005333,0.0024999777475991
2012-09-14,0.003838383274945,0.0142259480340861,-0.0082304058382766
2012-09-17,-0.0099094674295482,0.0016515655103791,-0.0157025229807916
2012-09-18,0.0021061245255592,0.0033222559783856,-0.0008402752544592
2012-09-19,-0.0092725152584202,-0.0124171870428504,-0.0025125405381486
2012-09-20,0.0026795082548016,-0.001675000401358,0.0042087702233338
2012-09-21,-0.0063556108993082,-0.0099174244173721,-0.0024999777475993
2012-09-24,0.0187169923493979,0.0342522838985599,0.0033528885859016
2012-09-25,0.0134781250495887,0.0216867840883612,-0.0066777902139317
2012-09-26,0.0079014186275653,0.0173365070373125,-0.012552269533425
2012-09-27,0.0062879483388392,0.015491852178854,-0.0117944688013919
2012-09-28,-0.0030748954712345,-0.0153610411603475,0.0051282410764814
2012-10-01,0.0101030387677984,0.0092736354810487,0.0110449580043011
2012-10-02,0.0065267727098868,0.0061491100921318,0.0067170381806039
2012-10-03,-0.0025672790224763,0.0038610186464319,-0.008333365122477
2012-10-04,0.0056966913444551,0.002304126875303,0.0091820212483106
2012-10-05,0.0012723093489223,0.0030557648118223,0.0
2012-10-08,0.0015910988342466,0.0030464555601208,-0.0016460497709688
2012-10-09,-0.0123933332100711,-0.0090771469845098,-0.0188989724296436
2012-10-10,-0.0033483385556412,-0.0037878932922233,-0.0016680153854157
2012-10-11,0.0054758726967923,0.0022539242693769,0.0127118318733627
2012-10-12,0.001663596253474,0.0007524626719744,0.003355701476259
2012-10-15,0.0061695552127153,0.0045181039776478,0.008368232892539
2012-10-16,0.0172938390237861,0.0238449845756328,0.0024793166963145
2012-10-17,0.0071175412740125,0.0094890595803514,0.0024752255160443
2012-10-18,-0.0119909493499935,-0.0145137745385145,-0.0024712261776836
2012-10-19,-0.0036578479112985,-0.0044642461172362,-0.0024896043565426
2012-10-22,-0.0083392846052074,-0.0096942666607118,-0.0049874868889596
2012-10-23,0.0193260967068681,0.0250190210673821,0.0066833685815709
2012-10-24,0.0033406664842752,0.0066567452563874,-0.0024752255160445
2012-10-25,0.0280121445157344,0.0378378207208614,0.0016379610177618
2012-10-26,0.0058951183946088,0.0059259202745227,0.0057329807211735
2012-10-31,0.0359267997235986,0.0431226715190372,0.0251419644391631
2012-11-01,-0.0189510756210324,-0.0240622894433248,-0.011904806957402
2012-11-02,-0.0258497018915181,-0.036101082038161,-0.0128617245023392
2012-11-05,0.0071030487805689,0.0067567683671089,0.0081632964465082
2012-11-06,0.0246248779258838,0.033582147444032,0.0008044468995997
2012-11-07,-0.0406572553339257,-0.0534406698675497,-0.0192925867535092
2012-11-08,-0.0148731741051406,-0.0200772380472019,-0.0032867675926266
2012-11-09,0.0072886496556394,0.0206841873662807,-0.0041322470378954
2012-11-12,0.0273550013854563,0.0350740305487974,0.0191347365621581
2012-11-13,0.002369638098259,-0.0060744057131824,0.0123355735268788
