Date,Weighted Industry Change,LMNR Change,ANDE Change
2011-08-01,-0.0200521441103217,-0.0087805026915016,-0.0224934317651175
2011-08-02,-0.032040637605262,-0.0069034167779521,-0.0336300383082779
2011-08-03,-0.0182623872002055,0.0212241016938779,-0.0191131499585792
2011-08-04,-0.083476793054555,-0.0481987163748567,-0.0840506231561343
2011-08-05,0.0684182468987607,0.0126262631127815,0.0698439092967179
2011-08-08,-0.0004549299920159,-0.0522541205862516,0.006133346557617
2011-08-09,0.013094320611487,0.0270124253818121,0.0123870846560795
2011-08-10,0.0188958802220114,-0.027027027027027,0.0236531029617114
2011-08-11,0.0228629661988981,0.0765840951080763,0.0195928378624122
2011-08-12,-0.0287281615078318,-0.0056036020227029,-0.0295420693986127
2011-08-15,0.0017486813922046,0.0015360357522867,0.0017579268548097
2011-08-16,-0.0004056744522307,-0.0439731187182933,0.0066309918038
2011-08-17,-0.010841396858734,-0.0464991434770712,-0.007814479934976
2011-08-18,0.0025888622188858,-0.0177956064629555,0.0044468216039495
2011-08-19,0.0225911580716548,-0.009411755730124,0.0240128230015262
2011-08-22,-0.0327990871593324,-0.0247126617587881,-0.0329586324164563
2011-08-23,0.0266500005640934,0.0587544050002563,0.0245706311348534
2011-08-24,-0.0088346959380381,0.0016872203677364,-0.0090673673059791
2011-08-25,-0.0258859019425155,-0.0534520675617754,-0.0248962415463117
2011-08-26,0.0272098932264125,0.0512669931900796,0.0264079898942903
2011-08-29,0.0416892859686618,0.0284757249149573,0.0423377159004139
2011-08-30,-0.0017476822404889,0.0144364367339033,-0.00225505385261
2011-08-31,-0.0010115442777913,-0.0604925615446664,0.000995767010889
2011-09-01,-0.0354761139222936,-0.0478632586384421,-0.0346460475237888
2011-09-02,-0.0120368924578871,-0.0187878464207505,-0.0113366807729002
2011-09-06,0.0042122222982923,-0.017823025607339,0.0062755935686076
2011-09-07,0.0109796970549549,0.0176768108553183,0.010413894135583
2011-09-08,-0.0248758688277099,-0.0343136934077261,-0.0239744425444632
2011-09-09,-0.0221220932746168,-0.0212082820360554,-0.0222405642609538
2011-09-12,0.054277820710422,0.0594560123614525,0.0539691710475912
2011-09-13,0.0216003122401637,0.0053667352493258,0.0227457127072873
2011-09-14,0.027071561600335,0.018160484562655,0.02759529932052
2011-09-15,-0.0022791268341049,-0.0189764195105428,-0.0017739646918165
2011-09-16,-0.0067558214381522,-0.0034842896826281,-0.0070600032101743
2011-09-19,0.0017414425934407,-0.0119403440560867,0.0023280409340907
2011-09-20,-0.0450073892521516,-0.0358850776771185,-0.0455598580137254
2011-09-21,-0.0313156110362484,-0.0517571556348991,-0.030164335057601
2011-09-22,0.0140407947256045,0.0173490633342994,0.013745690952998
2011-09-23,-0.0021755288123537,-0.0102529440212736,0.0
2011-09-26,-0.0238242126573503,-0.0135483895578692,-0.024259537799117
2011-09-27,0.0050250209258601,0.0235968701966564,0.0037005169468576
2011-09-28,-0.0414452649342245,-0.090909090909091,-0.0371947612572969
2011-09-29,-0.003817204265143,-0.0571245409294614,0.0002884954278507
2011-09-30,-0.0126931640690124,-0.0178817214280585,-0.0123348315962458
2011-10-03,-0.0764655793967266,-0.0133896818887834,-0.0805630294316914
2011-10-04,0.0492310022894432,0.0685714312962124,0.0479295503651046
2011-10-05,0.0229441544268876,-0.0173333485921225,0.0249065758455203
2011-10-06,0.0441766164432616,0.0648395898766961,0.041412871397193
2011-10-07,-0.0451275530728905,-0.0638697833881403,-0.0425036408287555
2011-10-10,0.0253637465985115,0.132618854773226,0.0089419118540576
2011-10-11,-0.0033970646373644,0.0303030303030303,-0.0047477698453963
2011-10-12,-0.0089491095577305,0.0023447196236552,-0.0094450915806036
2011-10-13,-0.0161831104534236,-1.1493966888791728e-16,-0.0169794090713265
2011-10-14,0.0094351585317585,0.0161850115025255,0.0089820702944781
2011-10-17,-0.0186421288734467,-0.0267046142338707,-0.018219794245618
2011-10-18,0.0280602015456194,0.0080831057803235,0.029796306296651
2011-10-19,-0.0226930420700623,-0.0543166877085719,-0.0201780218429333
2011-10-20,0.0123210731110511,-0.0324825680613139,0.0145630928908003
2011-10-21,-0.0036208539713094,0.0162602031248841,-0.0055816004280441
2011-10-24,0.0090917416034713,0.008018402310317,0.0091499535801547
2011-10-25,-0.0090306807488563,-0.0047337234030664,-0.0093759063817659
2011-10-26,0.0039271779619099,-0.0051545389437789,0.0046458395707069
2011-10-27,0.0409641626355521,0.0039018780791744,0.0469929609233895
2011-10-28,0.002631790148036,0.0022272225816495,0.0026695497875654
2011-10-31,0.0007027476423399,-0.0125213043355546,0.0018995328341776
2011-11-01,0.0048884603024122,-0.0708708335457382,0.0101322729913552
2011-11-02,0.0262820983302942,0.0689222697472579,0.0199836154935401
2011-11-03,0.0029968780836289,0.0172314324922373,0.0018562887880673
2011-11-04,0.0047454643744174,0.0034285409109933,0.0048115047840876
2011-11-07,-0.0153716691815405,-0.0137536772477691,-0.0154214535487334
2011-11-08,0.0233210363773453,0.0028784821326902,0.0241416470406216
2011-11-09,0.0025086382004341,-0.0207715355220186,0.0037373544275092
2011-11-10,0.0747656204760543,-0.0312684756807995,0.0767819520438283
2011-11-11,0.0070330471134399,0.0536586029624615,0.0056151764970324
2011-11-14,-0.0035554042478315,-0.0017502205580587,-0.0036363775079901
2011-11-15,0.0133228851546561,-0.0311398749935843,0.0161804564141833
2011-11-16,-0.0223229851643587,-0.014171259933667,-0.0226497420828885
2011-11-17,0.0011726732729686,-0.0031018078043447,0.0014992131829529
2011-11-18,0.0094106134484686,0.0187265436010122,0.0089797866486213
2011-11-21,-0.0139368331049809,-0.0062500238418578,-0.0141485460719737
2011-11-22,0.0372809713027693,0.0043942054917271,0.0380684163105495
2011-11-23,-0.0267230060469027,-0.0364779834981951,-0.0259836952139074
2011-11-25,-0.0184862786028106,-0.0019646814503043,-0.0199131438114361
2011-11-28,0.0421530473904826,0.021559932956153,0.0426492670154062
2011-11-29,0.003156309830944,-0.0274314531760207,0.0033549316686516
2011-11-30,0.0304333246800116,0.0404411678770695,0.0300000219566881
2011-12-01,-0.0104706159070617,-0.0567711441046459,-0.0086659307824274
2011-12-02,-0.0119824118529075,0.0189834333980834,-0.0125028462268737
2011-12-05,-0.0294741748090238,0.0239704596604567,-0.0311379789193113
2011-12-06,-0.0119855380970881,0.0143884752234502,-0.0129600165265286
2011-12-07,0.0028161113006251,0.0157099843424534,0.00257552353672
2011-12-08,-0.0015965447633195,-0.0409034894351163,0.0002365572533531
2011-12-09,0.0349493609181079,0.0305732803657348,0.0352692227381437
2011-12-12,0.0029068990175885,0.0100628837264652,0.0023105669585155
2011-12-13,-0.0232580405339269,-0.0168014629257469,-0.023585980161783
2011-12-14,-0.0147005307290062,-0.0051183572053935,-0.0151300764386854
2011-12-15,0.0025255633549786,0.070297635171557,-0.0011862215037197
2011-12-16,0.0181116179037099,0.0082352582146137,0.0185317344141372
2011-12-19,-0.0120589893065651,-0.0268128936303853,-0.0113979720877559
2011-12-20,0.0081575726067903,0.0527592996548845,0.0059921914315165
2011-12-21,0.0201508319290214,-0.04767450963954,0.0217093186378578
2011-12-22,0.0058235943789233,-0.0077566268699213,0.0065022198587065
2011-12-23,0.0065834999792249,0.0042270348479287,0.0066666920979817
2011-12-27,0.005760375691479,0.0078691983755671,0.0055260620599137
2011-12-28,-0.0329206911562554,-0.0293937259325714,-0.0332746165863673
2011-12-29,0.0141000296677562,0.0480048944180329,0.0127766903975569
2011-12-30,-0.0107943960542663,0.0162259896434634,-0.011993636473583
2012-01-03,-0.0034006930364722,0.0295823802582776,-0.0049393436142596
2012-01-04,-0.0110850482489128,-0.0068415526208534,-0.0111188879269675
2012-01-05,0.0145710581942947,0.0028702202549694,0.0146399252337358
2012-01-06,-0.0083807356074376,0.022439661440114,-0.0104505739021953
2012-01-09,-0.0045743243562687,0.0011730474286592,-0.004899718677206
2012-01-10,-0.0184699265311639,0.0328719544295477,-0.0196896297165705
2012-01-11,-0.0110008519688667,-0.0150754025719707,-0.0109212011650312
2012-01-12,0.0150221966451509,0.0119522478923633,0.0151187928694274
2012-01-13,0.0132281326329243,0.0069005660405503,0.0136232968229243
2012-01-17,0.0074820059054183,0.0581534349884576,0.0023468983381356
2012-01-18,0.0048289871530459,-0.0083845513497929,0.0077301907161041
2012-01-19,-0.0094168419549118,-0.0033918242780998,-0.0097583219940479
2012-01-20,0.0078378178861634,-0.0022535727057659,0.0089181196827506
2012-01-23,-0.0015101650229549,-0.0005653040463499,-0.001624832617203
2012-01-24,0.0138432962584654,0.0233086892470428,0.0133053597766479
2012-01-25,0.026289715288906,0.0039084140380007,0.027058303930764
2012-01-26,-0.0083933438418822,-0.0022222730848525,-0.008944535244674
2012-01-27,0.0107930566281143,0.0084033397940981,0.0108991719404596
2012-01-30,-0.0179259837547829,0.0129577206893706,-0.0221219077378852
2012-01-31,-0.0448178951907641,-0.0011111365424261,-0.0454651942563866
2012-02-01,0.038534916679772,0.0044444402058919,0.0403642956158536
2012-02-02,0.0167675572942387,0.0521352518530531,0.0149572677149249
2012-02-03,-0.0014914516143747,0.0193920776054976,-0.0039080258073479
2012-02-06,0.0154598496909856,-0.019121490022694,0.0168708448798563
2012-02-07,-0.0184325127890692,-0.0199685262429812,-0.0184091217212431
2012-02-08,0.022666701719081,-0.0205262836657072,0.0231213647231314
2012-02-09,-0.0150641143497995,0.0134336373885413,-0.0151724322088833
2012-02-10,0.012334169095985,-0.0058823853403027,0.012458833283744
2012-02-13,-0.0129630017786498,-0.0148304444779172,-0.0129210766952188
2012-02-14,-0.0047619804383312,0.0021622116501267,-0.0049088813025932
2012-02-15,-0.0280044292292026,-0.0278223885984437,-0.0280111782920214
2012-02-16,0.0048108126744059,-0.0026752885489791,0.0050299180760659
2012-02-17,-0.0047002388165421,-0.0037594843725974,-0.0047483335662045
2012-02-21,0.0466888573021707,-0.0091792695514044,0.0471540725901263
2012-02-22,0.003122444434879,-0.0021894315558346,0.0031825710561634
2012-02-23,0.0361211019544112,0.0158211083870376,0.0365605920864535
2012-02-24,-0.0127746660883742,-0.001610240507152,-0.0130889929816933
2012-02-27,-0.018931361986619,0.0086626883248675,-0.0192090697207694
2012-02-28,-0.0102467547342373,0.0255047582369692,-0.0113268334454771
2012-02-29,-0.0005241003417799,-0.0497408871721213,0.0009291512378561
2012-03-01,0.0038222060551077,-0.0366056473808656,0.0053425697740674
2012-03-02,0.0069950974766307,-0.0483313167894427,0.0087679064784809
2012-03-05,0.0047897614988082,0.0345663858542049,0.0041370090059427
2012-03-06,-0.0147089077750984,-0.0011737357211903,-0.0152848725433498
2012-03-07,0.0194628241426863,0.0208830773681365,0.0193879910553775
2012-03-08,0.0086346970845924,0.0168702151930799,0.0084090664514832
2012-03-09,0.0060081010712556,-0.0051724226759204,0.0069961080791254
2012-03-12,0.0067466204472804,-0.0011527641108891,0.006935132607457
2012-03-13,0.0162937421401714,0.0120343309622458,0.01650165058052
2012-03-14,-0.0011194699589889,-0.0190796946358334,-0.0002170923820324
2012-03-15,0.0381445369498575,0.0206421268336495,0.0383948035383344
2012-03-16,-0.0079059354183046,-0.0152027282817593,-0.0075313735406013
2012-03-19,0.0162383234818326,0.0377248772953773,0.015572345468036
2012-03-20,0.0161689095368314,0.0095882730221719,0.0164720592415485
2012-03-21,-0.0038903804685587,0.0034383646601214,-0.0042953380834857
2012-03-22,-0.0043330904113735,-0.0139211005977059,-0.0037228210218615
2012-03-23,0.0069897529868096,0.0275660552336865,0.001245100075245
2012-03-26,-0.013680320500659,-0.0028200360040301,-0.0149254028186953
2012-03-27,0.0014925221212135,0.0164492869728947,0.0004154573917309
2012-03-28,-0.0138623206272242,-0.0523093301406205,-0.0105963066231996
2012-03-29,0.0232413932026202,0.0058858377172976,0.0241781627911788
2012-03-30,-0.0009254098022507,-0.0180233348569944,0.0004109009735708
2012-04-02,0.0178937605992479,0.0226594603693454,0.017742947315384
2012-04-03,0.0060839900775383,-0.0011737357211903,0.0063020439765783
2012-04-04,-0.0032239725760224,-0.0343023329312377,-0.0004095545862437
2012-04-05,-0.0015166367903972,-0.0024037866373718,-0.0014358520507813
2012-04-09,0.0020951945507446,-0.052951909275681,0.0095833539962769
2012-04-10,-0.009512123252596,0.010217104021144,-0.0122559230721228
2012-04-11,0.0141904207557571,0.0674999952316284,0.0091437384506717
2012-04-12,0.0012137597760465,0.0340095278663518,-0.0006193370176188
2012-04-13,-0.0094813975779186,-0.025131518985197,-0.0076652535611939
2012-04-16,0.0060645880621091,-0.0155688752696843,0.0075000524520874
2012-04-17,0.0238077639792504,0.0193939208984372,0.024098948616732
2012-04-18,0.0158682651447038,-0.0210462111716042,0.0170781869262794
2012-04-19,-0.0048723932009819,-0.0427611928560067,-0.003830656046426
2012-04-20,-0.0014786532179749,0.0018281954250131,-0.0019972876566204
2012-04-23,-0.0031481825030429,-0.0043478070289228,-0.0030437847990502
2012-04-24,0.0068668237268531,0.0338345839951342,0.0058824492075546
2012-04-25,0.0106440644384561,0.0084235488916434,0.0107955851249234
2012-04-26,0.007444593904679,0.0132449912865979,0.0073065693587367
2012-04-27,0.0014963931323415,0.0175758130622632,0.0001960850117758
2012-04-30,-0.0083474928648325,0.0071898698648869,-0.0096286438267567
2012-05-01,-0.0112734458492657,-0.0195729485029462,-0.0106698456562708
2012-05-02,0.0085651430871563,-0.0170316713837964,0.0104271581361483
2012-05-03,-0.0060477091050451,0.0155472637553583,-0.0083301046106162
2012-05-04,-0.0100540667918751,-0.0189718153639847,-0.0090615959922171
2012-05-07,0.0175258105733665,0.0106183681363893,0.0178096780707766
2012-05-08,-0.0051206624817848,0.0193147282259801,-0.0054053706815206
2012-05-09,0.0053496220473801,-0.0176720908516306,0.0061531722358273
2012-05-10,-0.0100501069593511,-0.0055248709349123,-0.0100840239157472
2012-05-11,0.0214945331640438,-0.00687074383379,0.024140102477306
2012-05-14,0.0062395648354936,-0.0131578970955537,0.0073375343787604
2012-05-15,-0.0091431339121099,0.0018879630159225,-0.0093926468188153
2012-05-16,-0.0227599622158084,-0.023690838305837,-0.0227416082383002
2012-05-17,-0.0177764768502379,-0.0538998323903832,-0.0161917102846057
2012-05-18,-0.0122029757640677,0.0040107232261831,-0.0127753498293784
2012-05-21,0.0040151070198733,0.0525265933415395,0.0026589826676399
2012-05-22,-0.0199857036598485,-0.0259001799992505,-0.0198150715939165
2012-05-23,0.0087301238077912,0.0065019133323358,0.0088135670807403
2012-05-24,-0.0072447071386899,-0.0045249287194729,-0.0073693385222756
2012-05-25,0.0059624149578996,-0.0167742083149571,0.0071861598190686
2012-05-29,0.0040676393413138,-0.015513944450537,0.0044742687781996
2012-05-30,-0.0024355330757443,0.0119047821784507,-0.0029286329802009
2012-05-31,-0.0169055674180011,-0.0012978263651777,-0.0184809702639962
2012-06-01,0.0134120405625516,-0.0006553229837381,0.0146511657770545
2012-06-04,-0.0039430384763628,-0.0131147415911563,-0.0034262351100846
2012-06-05,0.0047872238859648,-0.0033289074041951,0.0059935726572209
2012-06-06,0.0093589974882044,0.0033333460489911,0.0102974566946201
2012-06-07,-0.0154358130854765,-0.0164581966363486,-0.0152775150406176
2012-06-08,-0.002405347595543,0.0168350164025557,-0.0038768328652389
2012-06-11,-0.0383386004213083,-0.0756686140368666,-0.0337436981337663
2012-06-12,0.003774742631287,-0.0089347156520107,0.0047103109890095
2012-06-13,-0.015662416280154,-0.0096952488723496,-0.0161706465080431
2012-06-14,0.00042713022196,0.0118055611664868,-0.0009485407323987
2012-06-15,0.0195039046983419,0.022869017098197,0.0188229681862694
2012-06-18,-0.0134213011882252,-0.036241609105913,-0.0037700247171082
2012-06-19,0.0245990179642977,0.0234969002289938,0.0247992030220076
2012-06-20,-0.0104076662225364,-0.0175320451934878,-0.007630099971747
2012-06-21,-0.0239427690984918,0.0061559612375094,-0.0346592401192219
2012-06-22,0.0229000661363548,0.0421195566788008,-0.000478502663797
2012-06-25,0.0019149399041333,-0.0106382877538515,0.0029090881347657
2012-06-26,0.0120166978488438,0.0046542350400106,0.0128484552556818
2012-06-27,-0.0212716113783492,0.0132890237030205,-0.0233666587262021
2012-06-28,0.0189330449710657,-0.0211081595016535,0.021728374339916
2012-06-29,0.016546063657519,0.0636065123511142,0.01042159089677
2012-07-02,0.0170146175143523,0.1609124982023062,0.000236736957544
2012-07-03,0.030002893000927,0.0198300503702147,0.0326549946953278
2012-07-05,-0.0017277089967779,-0.0232426225395849,0.0002300270385431
2012-07-06,-0.0014040531831543,-0.009433953776483,-0.0006994797327647
2012-07-09,-0.0406077719533702,-0.0023094115983538,-0.041287624504051
2012-07-10,-0.0058409868716722,-0.0212156438017788,-0.0048661754756588
2012-07-11,-0.0048485653173365,-0.0005814086301309,-0.0051521574927109
2012-07-12,-0.0077357730340677,0.0082255808391929,-0.0091970901341004
2012-07-13,0.0026653061599927,0.0459301728567888,-0.0020090387343847
2012-07-16,-0.0307831009398507,-0.0066890097915875,-0.0319577121521552
2012-07-17,-0.0070110635833817,0.0005586720164777,-0.0075227460594698
2012-07-18,-0.0077330669939092,0.0033444517366917,-0.0083507225837367
2012-07-19,-0.0017472422598103,-0.0372222264607747,0.001052630548662
2012-07-20,-0.0110389019064502,0.0011696173869882,-0.0116587064931578
2012-07-23,-0.0062410793636728,-0.0105263334011873,-0.0059556366411065
2012-07-24,-0.0158456233842475,-0.006485772932832,-0.0162337511541626
2012-07-25,0.0054092788222901,-0.0220545078852209,0.0061145422271658
2012-07-26,-0.0056375704715597,-0.0023201281154145,-0.0057423869757033
2012-07-27,0.0512653382423684,0.0383480583641902,0.051926745302183
2012-07-30,0.0030872778945487,-0.0136674133495073,0.0033837070473282
2012-07-31,-0.0059885291699736,0.0328909231006114,-0.0088749959298943
2012-08-01,-0.0261369718335384,-0.0585937071757925,-0.0220936141470287
2012-08-02,0.0093586686422891,-0.0144752576732531,0.0105234845900412
2012-08-03,0.0163515413871102,0.0287221445754654,0.0160152053587796
2012-08-06,-0.0140535271880848,0.0245714460100447,-0.0159072562682743
2012-08-07,-0.0154408042776102,-0.0133779132649715,-0.015531378482925
2012-08-08,0.0496949569520141,0.0017122590475493,0.0501940512940296
2012-08-09,-0.0300030590143787,0.0154462508486501,-0.0312334651539442
2012-08-10,-0.0025968727265929,-0.0180791857841543,-0.0021899788223206
2012-08-13,-0.0063716621509712,-0.0315005306930208,-0.0055141937342413
2012-08-14,-0.0101988159799993,-0.0105570912540509,-0.0101928865356166
2012-08-15,0.021919998033987,0.0318127665966239,0.0215264585438409
2012-08-16,0.0099667233138258,0.0328831147013118,0.0090485047330826
2012-08-17,0.0144230386333338,0.0154550926374265,0.0143747974218049
2012-08-20,0.0469445501837772,0.0131278274102103,0.0475936539448803
2012-08-21,0.0149196404018255,0.0016901795293243,0.0152671605680285
2012-08-22,-0.0053706399361882,-0.0248446442379975,-0.0052618162183799
2012-08-23,-0.0061222909140034,0.0203016465264738,-0.0065589890397704
2012-08-24,0.0030522693547981,0.0039772553015351,0.0030472291087936
2012-08-27,0.0133710825828525,0.010674187764122,0.0134109728484427
2012-08-28,0.0077349276132096,0.0072747148663356,0.0077461373331034
2012-08-29,-0.0011590818492529,0.0,-0.0012398238778998
2012-08-30,-0.0075549782490584,-0.0139899265953657,-0.0074813252258176
2012-08-31,0.0010176932724053,-0.0067227359478361,0.0012463135447331
2012-09-04,-0.0142001944955347,0.0078695549434314,-0.0147205630676047
2012-09-05,-0.0054056877178209,-0.0116795934270939,-0.0050428594358388
2012-09-06,0.0047090962587995,0.0016676312966757,0.0050479506569593
2012-09-07,0.0017038064911171,0.0,0.0017477599369646
2012-09-10,-0.0001405054235317,0.0223338705716444,-0.0012499809563155
2012-09-11,0.0045582915201836,-0.0055555767483181,0.0057657966259583
2012-09-12,-0.0063780625178494,-0.0016667048136393,-0.0064740619695026
2012-09-13,0.0096047651307021,0.0138966094041512,0.0092638689768984
2012-09-14,-0.0050595359864568,-0.0136986301369864,-0.0046878986143275
2012-09-17,-0.0088139332910958,0.0252667476941803,-0.0104425914266481
2012-09-18,-0.0206011833325142,0.0493621384223042,-0.0224804570236631
2012-09-19,-0.0188754704136171,-0.0391327222151953,-0.0183652368976655
2012-09-20,-0.0107973797309098,0.0044395073070926,-0.0111111380225546
2012-09-21,-0.0057037483126339,0.0417569700712804,-0.0082666778564453
2012-09-24,0.0022792476319761,-0.0074428173111816,0.0029753244711016
2012-09-25,-0.002826187281621,-0.0127863487088459,-0.0021511138641756
2012-09-26,-0.0022285798195489,-0.0375737459540506,0.0005391898036818
2012-09-27,0.0207273424797093,0.0071783079174661,0.0212937992919161
2012-09-28,0.0007391514955096,0.0199225576331733,-0.000265443998949
2012-10-01,-0.0039475822860207,-0.0135135135135135,-0.0031796472254065
2012-10-02,0.0160945664159035,-0.0164383143594821,0.0180707474804676
2012-10-03,-0.0069442190683624,0.0533332824707031,-0.0166840297045181
2012-10-04,0.0079110798976829,0.0263157894736841,0.006360979802907
2012-10-05,-0.0087579797301947,-0.0107691838191105,-0.0086613904196278
2012-10-08,-0.0068885606241367,0.0036194257638023,-0.0082162845359701
2012-10-09,-0.0068015207818039,-0.0087448596514241,-0.006664864067084
2012-10-10,0.0031677635672687,0.0258264454667763,-0.0013426218756249
2012-10-11,0.0221376375099804,0.0614299736082886,0.0101713351527684
2012-10-12,0.0151621383054741,0.0442857288178942,0.0031771216336963
2012-10-15,-0.0008414017394557,0.0036463045468878,-0.0023815612933487
2012-10-16,0.0103804554260021,0.0334841519613111,-0.0013200131117624
2012-10-17,0.0115513343097725,0.0198237374654848,0.0079259783451177
2012-10-18,0.000814919212163,0.0069747098381521,-0.0020991846347076
2012-10-19,-0.0243332631203589,0.012173942897631,-0.0306442689580429
2012-10-22,-0.0104702992169444,-0.011573101527931,-0.0102981317675499
2012-10-23,-0.0058899047196075,-0.0069991182476022,-0.0057771411903398
2012-10-24,-0.0209715791255206,-0.031263721404467,-0.0192677655315632
2012-10-25,0.030254268149598,0.008520203612467,0.0312413336341464
2012-10-26,0.0202831476918527,0.0195277155420844,0.0203031940757153
2012-10-31,0.0352566194930114,-0.0031056610172817,0.0364116128847191
2012-11-01,0.0484319647833746,0.0275892666740743,0.0501527566298635
2012-11-02,-0.0342171893999878,-0.044298173479387,-0.0335830443854621
2012-11-05,-0.0009988605217286,-0.0009153527420823,-0.0010030080916444
2012-11-06,0.0271644695716823,0.0027397016889266,0.0272459416522666
2012-11-07,-0.0059059256761878,-0.0550249703077249,-0.0009682875943666
2012-11-08,-0.0143230929404269,-0.0542372374128149,-0.0113636426521516
2012-11-09,0.0014222922879828,0.0387997932209102,-0.0017216096596465
2012-11-12,0.0066570776068444,-0.0069617748755812,0.0068880622147553
