Date,Weighted Industry Change,RCKY Change
2011-04-18,-0.014322872283324,-0.014322872283324
2011-04-19,0.0191292852751929,0.0191292852751929
2011-04-20,-0.0171756013471559,-0.0171756013471559
2011-04-21,0.0132275007128905,0.0132275007128905
2011-04-25,-0.013106147199566,-0.013106147199566
2011-04-26,0.0228459783578175,0.0228459783578175
2011-04-27,-0.0393750071525572,-0.0393750071525572
2011-04-28,-0.0019775697310686,-0.0019775697310686
2011-04-29,0.0086092157273141,0.0086092157273141
2011-05-02,-0.0085357297881777,-0.0085357297881777
2011-05-03,0.0006666819254557,0.0006666819254557
2011-05-04,0.012811903913357,0.012811903913357
2011-05-05,-0.0060200771729851,-0.0060200771729851
2011-05-06,-0.01644736862744,-0.01644736862744
2011-05-09,-0.0609510936913136,-0.0609510936913136
2011-05-10,0.041636748815472,0.041636748815472
2011-05-11,-0.0491009706966749,-0.0491009706966749
2011-05-12,0.0131291250674649,0.0131291250674649
2011-05-13,0.0028860002051846,0.0028860002051846
2011-05-16,-0.0498195317727775,-0.0498195317727775
2011-05-17,0.0022865650329927,0.0022865650329927
2011-05-18,0.016367890833651,0.016367890833651
2011-05-19,-0.0214723722231824,-0.0214723722231824
2011-05-20,-0.0039215835870481,-0.0039215835870481
2011-05-23,-0.0311501860274227,-0.0311501860274227
2011-05-24,-0.0065952121146983,-0.0065952121146983
2011-05-25,0.0116666952768959,0.0116666952768959
2011-05-26,-0.0090089808627012,-0.0090089808627012
2011-05-27,-0.0213815980381914,-0.0213815980381914
2011-05-31,-0.0190083048478968,-0.0190083048478968
2011-06-01,0.0457190526137295,0.0457190526137295
2011-06-02,-0.0295999908447266,-0.0295999908447266
2011-06-03,0.005838252696814,0.005838252696814
2011-06-06,-0.0400667412835914,-0.0400667412835914
2011-06-07,-0.0199134625205586,-0.0199134625205586
2011-06-08,-0.0222222222222221,-0.0222222222222221
2011-06-09,0.0145454406738281,0.0145454406738281
2011-06-10,-0.0151785784990205,-0.0151785784990205
2011-06-13,-0.0090333722269356,-0.0090333722269356
2011-06-14,-0.0072202097704795,-0.0072202097704795
2011-06-15,0.0,0.0
2011-06-16,0.0073059292328357,0.0073059292328357
2011-06-17,0.0226039774425852,0.0226039774425852
2011-06-20,0.0194862947539548,0.0194862947539548
2011-06-21,-0.0060501034287437,-0.0060501034287437
2011-06-22,0.01471862108109,0.01471862108109
2011-06-23,-0.003418800214112,-0.003418800214112
2011-06-24,0.0051369404430406,0.0051369404430406
2011-06-27,-0.0068493083575182,-0.0068493083575182
2011-06-28,0.0060086395528454,0.0060086395528454
2011-06-29,-0.0017108216259403,-0.0017108216259403
2011-06-30,0.0493197204436792,0.0493197204436792
2011-07-01,0.0097008800864397,0.0097008800864397
2011-07-05,-0.0039370229516374,-0.0039370229516374
2011-07-06,-0.0306845273133147,-0.0306845273133147
2011-07-07,0.0175858760455156,0.0175858760455156
2011-07-08,0.0150674495821266,0.0150674495821266
2011-07-11,0.0047393696950927,0.0047393696950927
2011-07-12,-0.0054944816390743,-0.0054944816390743
2011-07-13,-0.0195465207776107,-0.0195465207776107
2011-07-14,-0.0239043973048176,-0.0239043973048176
2011-07-15,-0.0177706191433862,-0.0177706191433862
2011-07-18,-0.0082102117376165,-0.0082102117376165
2011-07-19,0.0106820142667172,0.0106820142667172
2011-07-20,0.0283630002810016,0.0283630002810016
2011-07-21,-0.0039370229516374,-0.0039370229516374
2011-07-22,-0.0102523747091594,-0.0102523747091594
2011-07-25,0.0105777147961291,0.0105777147961291
2011-07-26,0.030669903463377,0.030669903463377
2011-07-27,-0.0246268606791382,-0.0246268606791382
2011-07-28,-0.0328997216175718,-0.0328997216175718
2011-07-29,0.0039525843670081,0.0039525843670081
2011-08-01,-0.0209738336063388,-0.0209738336063388
2011-08-02,-0.0146041914461942,-0.0146041914461942
2011-08-03,0.0126582154324569,0.0126582154324569
2011-08-04,-0.0489731353105676,-0.0489731353105676
2011-08-05,-0.0372516400751003,-0.0372516400751003
2011-08-08,-0.0807174573382547,-0.0807174573382547
2011-08-09,0.051625235170524,0.051625235170524
2011-08-10,0.0513796336910715,0.0513796336910715
2011-08-11,0.0539534812749816,0.0539534812749816
2011-08-12,0.0396475589551359,0.0396475589551359
2011-08-15,-0.0050847812412587,-0.0050847812412587
2011-08-16,0.021459228170476,0.021459228170476
2011-08-17,-0.0265560699944703,-0.0265560699944703
2011-08-18,-0.0475366682426608,-0.0475366682426608
2011-08-19,0.0223463478801525,0.0223463478801525
2011-08-22,-0.0219378226986874,-0.0219378226986874
2011-08-23,0.0214752139511777,0.0214752139511777
2011-08-24,0.0518653922083334,0.0518653922083334
2011-08-25,0.0017036165377851,0.0017036165377851
2011-08-26,-0.003404252072598,-0.003404252072598
2011-08-29,-0.0067057771718034,-0.0067057771718034
2011-08-30,-0.0060138012400225,-0.0060138012400225
2011-08-31,-0.0153583874637073,-0.0153583874637073
2011-09-01,0.0052265175966209,0.0052265175966209
2011-09-02,0.0095985738491352,0.0095985738491352
2011-09-06,-0.0121107559031905,-0.0121107559031905
2011-09-07,-0.0196748973902689,-0.0196748973902689
2011-09-08,-0.0026109428693461,-0.0026109428693461
2011-09-09,-0.0186998301899162,-0.0186998301899162
2011-09-12,-0.0145985261729214,-0.0145985261729214
2011-09-13,0.0129629062199961,0.0129629062199961
2011-09-14,0.0109190071026611,0.0109190071026611
2011-09-15,0.0,0.0
2011-09-16,0.0287510953759133,0.0287510953759133
2011-09-19,-0.011353721974364,-0.011353721974364
2011-09-20,-0.0185676419412625,-0.0185676419412625
2011-09-21,-0.0045372222012602,-0.0045372222012602
2011-09-22,-0.0184332493924172,-0.0184332493924172
2011-09-23,0.0065421167987236,0.0065421167987236
2011-09-26,-0.0490909056230025,-0.0490909056230025
2011-09-27,0.0122989705008766,0.0122989705008766
2011-09-28,-0.029135376843408,-0.029135376843408
2011-09-29,-0.0440191432098524,-0.0440191432098524
2011-09-30,-0.0030150485976146,-0.0030150485976146
