Date,Weighted Industry Change,CMCO Change,HY Change
2011-04-18,0.0178089536685169,0.0178089536685169,0.0
2011-04-19,0.0078988741620948,0.0078988741620948,0.0
2011-04-20,-0.0112015947144297,-0.0112015947144297,0.0
2011-04-21,-0.0167682885461776,-0.0167682885461776,0.0
2011-04-25,-0.0119418244809484,-0.0119418244809484,0.0
2011-04-26,0.0292122829271605,0.0292122829271605,0.0
2011-04-27,0.0,0.0,0.0
2011-04-28,0.0111562489028149,0.0111562489028149,0.0
2011-04-29,0.0,0.0,0.0
2011-05-02,-0.0094246297368897,-0.0094246297368897,0.0
2011-05-03,-0.0055248925763231,-0.0055248925763231,0.0
2011-05-04,-0.0151668925174367,-0.0151668925174367,0.0
2011-05-05,0.0062370499304026,0.0062370499304026,0.0
2011-05-06,-0.0070885766910602,-0.0070885766910602,0.0
2011-05-09,0.0229124631835085,0.0229124631835085,0.0
2011-05-10,0.0103755431915049,0.0103755431915049,0.0
2011-05-11,0.0009856357571543,0.0009856357571543,0.0
2011-05-12,-0.0049529657664465,-0.0049529657664465,0.0
2011-05-13,-0.0119521798819742,-0.0119521798819742,0.0
2011-05-16,-0.0319797484120111,-0.0319797484120111,0.0
2011-05-17,-0.0121757305276764,-0.0121757305276764,0.0
2011-05-18,0.0391001360071357,0.0391001360071357,0.0
2011-05-19,0.01992843105417,0.01992843105417,0.0
2011-05-20,0.0085815285652182,0.0085815285652182,0.0
2011-05-23,-0.0056265323424877,-0.0056265323424877,0.0
2011-05-24,-0.0163265147242932,-0.0163265147242932,0.0
2011-05-25,0.0156575803470618,0.0156575803470618,0.0
2011-05-26,-0.0201030617173786,-0.0201030617173786,0.0
2011-05-27,0.0183053587216854,0.0183053587216854,0.0
2011-05-31,-0.0171371043333155,-0.0171371043333155,0.0
2011-06-01,-0.0411099318960849,-0.0411099318960849,0.0
2011-06-02,0.0053619508587212,0.0053619508587212,0.0
2011-06-03,0.0081968050345668,0.0081968050345668,0.0
2011-06-06,-0.0162513137561791,-0.0162513137561791,0.0
2011-06-07,-0.0337875109724515,-0.0337875109724515,0.0
2011-06-08,0.0,0.0,0.0
2011-06-09,-0.0005659439071114,-0.0005659439071114,0.0
2011-06-10,-0.0137142726353236,-0.0137142726353236,0.0
2011-06-13,-0.0305124157189677,-0.0305124157189677,0.0
2011-06-14,0.0392042171042633,0.0392042171042633,0.0
2011-06-15,0.0126146391409144,0.0126146391409144,0.0
2011-06-16,0.0113314882301457,0.0113314882301457,0.0
2011-06-17,0.0005546438436491,0.0005546438436491,0.0
2011-06-20,0.0083658458436821,0.0083658458436821,0.0
2011-06-21,-0.0136836340304394,-0.0136836340304394,0.0
2011-06-22,-0.02015680840139,-0.02015680840139,0.0
2011-06-23,0.0087667804312949,0.0087667804312949,0.0
2011-06-24,-0.0196078517644735,-0.0196078517644735,0.0
2011-06-27,0.0218546323222243,0.0218546323222243,0.0
2011-06-28,0.0022989032416267,0.0022989032416267,0.0
2011-06-29,-0.0005688412357926,-0.0005688412357926,0.0
2011-06-30,0.0192961537483133,0.0192961537483133,0.0
2011-07-01,0.0194769279267373,0.0194769279267373,0.0
2011-07-05,-0.0076711994327911,-0.0076711994327911,0.0
2011-07-06,-0.0055218320319971,-0.0055218320319971,0.0
2011-07-07,-0.0054585361973547,-0.0054585361973547,0.0
2011-07-08,0.019618855295747,0.019618855295747,0.0
2011-07-11,-0.00559599198508,-0.00559599198508,0.0
2011-07-12,-0.0056497388225603,-0.0056497388225603,0.0
2011-07-13,-0.001129969316473,-0.001129969316473,0.0
2011-07-14,-0.0158012861256635,-0.0158012861256635,0.0
2011-07-15,-0.0005704636902525,-0.0005704636902525,0.0
2011-07-18,-0.0234419584206718,-0.0234419584206718,0.0
2011-07-19,0.0051993157345248,0.0051993157345248,0.0
2011-07-20,0.00116417097837,0.00116417097837,0.0
2011-07-21,-0.0156250258700704,-0.0156250258700704,0.0
2011-07-22,0.026522033153145,0.026522033153145,0.0
2011-07-25,0.0059206859137611,0.0059206859137611,0.0
2011-07-26,-0.0176991817643525,-0.0176991817643525,0.0
2011-07-27,-0.004833832470935,-0.004833832470935,0.0
2011-07-28,-0.0048396806039268,-0.0048396806039268,0.0
2011-07-29,0.015432098038657,0.015432098038657,0.0
2011-08-01,-0.0173237163765707,-0.0173237163765707,0.0
2011-08-02,-0.0244648662307023,-0.0244648662307023,0.0
2011-08-03,0.0062422208871575,0.0062422208871575,0.0
2011-08-04,-0.0649023150849823,-0.0649023150849823,0.0
2011-08-05,-0.043593182702767,-0.043593182702767,0.0
2011-08-08,-0.0481667924977436,-0.0481667924977436,0.0
2011-08-09,0.0349853886949142,0.0349853886949142,0.0
2011-08-10,-0.0377632854376913,-0.0377632854376913,0.0
2011-08-11,0.0160936551427183,0.0160936551427183,0.0
2011-08-12,-0.0234709009624173,-0.0234709009624173,0.0
2011-08-15,0.0086268789989531,0.0086268789989531,0.0
2011-08-16,-0.0108774197929815,-0.0108774197929815,0.0
2011-08-17,-0.0072674694626697,-0.0072674694626697,0.0
2011-08-18,-0.0129474542888214,-0.0129474542888214,0.0
2011-08-19,-0.0007843316770064,-0.0007843316770064,0.0
2011-08-22,-0.0394537515723323,-0.0394537515723323,0.0
2011-08-23,0.056559331729742,0.056559331729742,0.0
2011-08-24,0.0289317771933732,0.0289317771933732,0.0
2011-08-25,-0.062098491887642,-0.062098491887642,0.0
2011-08-26,0.0184615208552434,0.0184615208552434,0.0
2011-08-29,0.078490563158719,0.078490563158719,0.0
2011-08-30,0.0119802735250926,0.0119802735250926,0.0
2011-08-31,-0.0062026293017381,-0.0062026293017381,0.0
2011-09-01,-0.0735599914758324,-0.0735599914758324,0.0
2011-09-02,-0.0393215280171053,-0.0393215280171053,0.0
2011-09-06,0.0142378628365485,0.0142378628365485,0.0
2011-09-07,0.0565885057187694,0.0565885057187694,0.0
2011-09-08,-0.034856685870166,-0.034856685870166,0.0
2011-09-09,-0.0204248369832412,-0.0204248369832412,0.0
2011-09-12,0.0418445576022136,0.0418445576022136,0.0
2011-09-13,0.0252854372067704,0.0252854372067704,0.0
2011-09-14,0.0015673592265372,0.0015673592265372,0.0
2011-09-15,0.0278422001686372,0.0278422001686372,0.0
2011-09-16,-0.0149253593252766,-0.0149253593252766,0.0
2011-09-19,-0.0318322860069247,-0.0318322860069247,0.0
2011-09-20,-0.0440000152587891,-0.0440000152587891,0.0
2011-09-21,-0.1019736666676074,-0.1019736666676074,0.0
2011-09-22,-0.0363288827012504,-0.0363288827012504,0.0
2011-09-23,0.0069514052254158,0.0069514052254158,0.0
2011-09-26,0.0378486171199928,0.0378486171199928,0.0
2011-09-27,-0.0148698739785004,-0.0148698739785004,0.0
2011-09-28,-0.0404515804841453,-0.0404515804841453,0.0
2011-09-29,0.0825426839381246,0.0825426839381246,0.0
2011-09-30,-0.0205540259929524,-0.0205540259929524,0.0
2011-10-03,-0.043357957602667,-0.043357957602667,0.0
2011-10-04,0.1614785885731073,0.1614785885731073,0.0
2011-10-05,0.0066778698194703,0.0066778698194703,0.0
2011-10-06,-0.0133667371631417,-0.0133667371631417,0.0
2011-10-07,-0.0431471479166651,-0.0431471479166651,0.0
2011-10-10,0.0387597567826493,0.0387597567826493,0.0
2011-10-11,0.01679259545151,0.01679259545151,0.0
2011-10-12,0.0459016744567007,0.0459016744567007,0.0
2011-10-13,0.0197784804754431,0.0197784804754431,0.0
2011-10-14,0.0497702601566494,0.0497702601566494,0.0
2011-10-17,-0.0641120047991535,-0.0641120047991535,0.0
2011-10-18,0.0296642582606546,0.0296642582606546,0.0
2011-10-19,-0.0124514238394229,-0.0124514238394229,0.0
2011-10-20,-0.0157729304515724,-0.0157729304515724,0.0
2011-10-21,0.0133020406765239,0.0133020406765239,0.0
2011-10-24,0.0076627912899499,0.0076627912899499,0.0
2011-10-25,-0.0423402771690365,-0.0423402771690365,0.0
2011-10-26,0.0344288375000866,0.0344288375000866,0.0
2011-10-27,0.0014347531108835,0.0014347531108835,0.0
2011-10-28,0.0055020580409862,0.0055020580409862,0.0
2011-10-31,0.0489852911920069,0.0489852911920069,0.0
2011-11-01,-0.0365682452882487,-0.0365682452882487,0.0
2011-11-02,0.0142450006986137,0.0142450006986137,0.0
2011-11-03,0.0297784153511982,0.0297784153511982,0.0
