Date,Weighted Industry Change,BC Change,CGNX Change,LCUT Change,CYD Change,KMT Change,AIMC Change,HURC Change
2011-04-18,0.0081203282402809,0.0162393621500023,0.0088778409571964,0.0037902981620895,0.0016846103957696,-0.0049933937061403,0.0250439230708311,-0.0071851810980252
2011-04-19,0.0230943003988524,0.0404673028155954,-0.0059482182207052,-0.0495608521110155,0.002348195104941,0.0237279598902638,0.024691355017346,-0.0094399351141375
2011-04-20,0.0150436119032588,0.0124513496235249,0.0293508428294621,0.0201823194365721,0.0110966109451934,0.0,-0.0180032947808028,-0.0059393727857777
2011-04-21,0.0153150472576136,0.0273868120304724,-0.0116162789203405,0.0139240673653799,0.0385232382114372,0.0039960000937477,-0.0012376521010226,0.0190804670253898
2011-04-25,-0.0032918851719051,-0.0052005716661094,0.0097315745957029,-0.0056568292552518,-0.0353012728504541,-0.0086101420831568,-0.0033098851242667,-0.0110497418698245
2011-04-26,0.0181192938237311,-0.001117343993269,0.0319042565504968,0.004424819838741,0.0241757783733974,0.0211093951944742,-0.0098603027778801,0.0061958107342842
2011-04-27,-0.0130536469520814,-0.0265420218494452,0.0029069817586986,-0.0025109831190667,0.0082065845150199,0.0062409582929788,-0.0385208025911728,0.0003070966019093
2011-04-28,-0.0117441206975155,-0.0447648056848831,0.0042111809923044,0.0044108188613105,-0.0170760837802574,-0.0431254478156414,0.0051792493542181,0.0049004545156082
2011-04-29,-0.0200551720624769,-0.0696656027680849,0.0054644832195014,-0.0049999952316284,0.0051592766315356,0.0185766090130479,0.0027646009347513,-0.0064200272195159
2011-05-02,-0.0042554549405962,-0.0255753835266861,0.0074626717882463,-0.0331249833106994,-0.018811616498673,-0.0132294200110377,0.0171740285829804,-0.0064515849276443
2011-05-03,0.0221139305322199,-0.0196936873272168,0.0444443588171246,0.0168940395976226,-0.0517661618465459,-0.0050468416580703,0.0122370821985581,0.0058914302855498
2011-05-04,-0.0125317135340264,0.0049107416171813,-0.0019624249626443,-0.016528880023766,-0.0418006793718162,-0.0360077728372728,-0.0483748610576487,-0.0957085067161757
2011-05-05,0.0105863045759667,0.0332883394672224,-0.0106892004576778,-0.0706666946411133,0.0224489746930515,0.0055682417122053,0.0,0.0155118528797116
2011-05-06,-0.008514353480238,-0.0111828055433049,-0.001131459761147,-0.0901034173165423,-0.0185788686165057,-0.01670411302536,-0.0316581373137014,-0.0006736428899936
2011-05-09,0.0070203671061851,-0.0113487660678095,0.0011341342503027,0.0424836983241353,0.0122476282835629,0.0185987144518809,0.0257984913512831,-0.0020161110712679
2011-05-10,0.0128261673427057,0.0061377159261274,0.0118710615111828,0.0326848298697019,0.0164888530181002,0.0213877301649493,-0.0019959775881578,0.0804442767855056
2011-05-11,-0.0305578603799329,-0.0309638457205354,-0.0100502683813137,-0.0421686353315229,-0.0802816482366863,-0.013922806886768,-0.0108695835791103,-0.0084086095494071
2011-05-12,0.0218176860223247,0.0126696278037913,0.0190558016652521,0.041269800662395,0.0596153552715595,0.0059746499727834,0.0406570741523089,-0.0128971922916957
2011-05-13,-0.0054478117826117,-0.0241395125287732,-0.0248950878223337,-0.0204856184758692,-0.0449438116803291,-0.0034644738969828,-0.0204724592745391,-0.0188438250607338
2011-05-16,-0.013677509034806,-0.0193816370473115,-0.0291401709746001,-0.0038879656606047,-0.0233091558491865,0.009940300559075,0.0149737293784806,-0.0280862373213798
2011-05-17,-0.0074197565263069,0.0137963369107159,-0.0142984672803061,-0.0102523747091595,-0.0258418845380495,-0.0215347206366994,-0.0004009714782558,-0.0105406143335853
2011-05-18,0.0099083091115207,0.0037400619910614,0.0066305370307306,-0.0079618135452879,0.0264953774169002,0.0189633379132206,0.0064128193394593,0.0368203618199728
2011-05-19,-0.0032713160129285,-0.0115687178592789,-0.0145356830933653,-0.0441767228241691,0.0016353604670711,-0.0009868517649823,-0.0094637131443995,0.0192435280508083
2011-05-20,-0.0003016443958556,-0.0023540130696487,-0.005131360644784,0.0059171340047049,0.0014286041259766,0.0,-0.0004005737940681,-0.0169270365246718
2011-05-23,-0.0176236745693918,-0.0245783242834619,-0.0124069945736406,0.0086058848928218,-0.0478380413582323,0.0017530602126027,0.0208503780854835,-0.0180000305175782
2011-05-24,-0.0118800545512153,0.0044335052202162,-0.0215557220521571,-0.0433305190354034,-0.0047619229271298,-0.0072175438856327,-0.0219824594063311,-0.0407055249058457
2011-05-25,0.0148214833654644,0.0178305445012574,0.0272873320025366,0.0089365849168601,0.0172002200240071,0.0221160400394604,0.0286885563066915,0.0049452949359993
2011-05-26,0.0360305655878761,0.0446078364916004,0.0427135868038312,0.0249776745779097,0.0107879711786376,0.0123243777116367,0.0351017582300537,0.0197530673159501
2011-05-27,0.018154468920219,-0.0079513602884467,0.0264582415070509,-0.004355334412392,0.0193548415450401,0.0101891838065827,0.0253164501395502,0.0168153665539275
2011-05-31,0.0028051236384327,0.0088413464905183,0.0211226711003691,-0.0086429931229941,-0.0307761164901689,-0.0064285823277063,-0.0240740599455657,0.0094435308683954
2011-06-01,-0.0265204888720115,-0.0760369340031027,-0.0045858369220715,0.0139494196763047,-0.0138057636162137,-0.0140673786756477,-0.0505127203782706,-0.0243902283592722
2011-06-02,0.0017049275115145,-0.001496198525605,0.0017331419740672,0.0017122862642814,0.0069412130631045,-0.004916439563399,0.0035956911753465,0.0109739264917253
2011-06-03,-0.0039237128566257,-0.0158243728191821,0.0079388553686791,-0.033129913303773,0.0198300316450563,-0.0045373455706237,0.0024390026427631,0.017247113245205
2011-06-06,-0.021669180069392,-0.0383817295001827,-0.0081799235478043,0.0081668961138899,-0.0393518688175083,-0.017490555844411,-0.0077204603553604,0.0328191671327578
2011-06-07,-0.0238758947555152,-0.0357906036789212,-0.0193378208835946,-0.0080357280464805,-0.0261282307360953,-0.0043501017317631,-0.0166666602054588,-0.0177439630994514
2011-06-08,-0.0117547476360463,-0.0144927659499369,-0.0021027243286009,0.0099457190328984,-0.0108641636224438,-0.0116159200682117,-0.0294972618809515,0.01686670318036
2011-06-09,-0.0206756870254422,0.0135058956069587,-0.0002994651429199,-0.0177935776990891,0.0234530584771743,0.0104166066481031,0.0042716950927608,-0.0156799926757812
2011-06-10,-0.0323923346071799,-0.0353534888639523,0.0036254607889437,-0.0436363220214842,-0.0283618534018423,-0.0186963759383824,-0.0209580747949904,0.0019538057661926
2011-06-13,-0.0237262324105527,-0.0075275659912789,-0.0057160779726837,0.0141509068992578,-0.0919191800481306,-0.0002643969269453,-0.0346620121189362,-0.0253988538765948
2011-06-14,0.0378600341629215,0.0555873507704704,0.0074626865671642,0.0183654548172507,0.066337774506842,0.0191659635346169,0.0318583761593577,-0.0016666412353512
2011-06-15,-0.0245761566754512,-0.0176405570888179,-0.0155921039537652,-0.0264598504419404,-0.0152551768561654,-0.0023142235536224,-0.0212121109535234,-0.0359760128993186
2011-06-16,0.0036749100296154,-0.0005617034809971,0.0106576879566035,0.0065298221157247,0.0005346695788922,-0.0082452894486225,0.005307338728236,0.0153309621955537
2011-06-17,-0.0125256945924341,-0.0049806394082934,-0.0143583469295396,-0.0276497861923785,-0.0047318691073508,-0.0112878048198083,0.0043630183742086,-0.0054888456091232
2011-06-20,0.0037143196954365,0.0234899382554522,0.0082518474233073,0.0342856815883095,-0.0073956358896711,0.007285942676903,0.0188101615789576,0.0264716214948566
2011-06-21,0.028023011667246,0.0297296884897592,0.0358109733103202,0.0027323030870909,0.0283019348892353,0.0220230634354373,0.0229787623628659,0.0323886980968213
2011-06-22,-0.0032190424866569,-0.0116156924234254,-0.0219683659463512,0.0018314564056435,-0.0098038511319248,0.0218922721474412,-0.0237996486018857,-0.0016457945504195
2011-06-23,0.033120498528851,0.058278848543226,0.0182204211527684,0.0212765525724637,0.0487674091561322,0.0170212839096262,0.0413763414991561,0.022880226140188
2011-06-24,-0.0039406887633091,-0.0226221345397581,0.0044722035506026,-0.0072267322413258,-0.0187152671050191,-0.0196560005421181,-0.0196488006628513,0.0052321729173085
2011-06-27,0.0002007691043282,0.0063323972059909,0.0002968874039234,0.0145454406738281,0.0294269318599978,0.000751849076432,0.0034173397790471,0.0025881567163043
2011-06-28,0.0263376413159795,0.0336310754890075,0.0245779687624079,0.024150223320151,0.0004985159096747,0.0151854776738114,-0.0148242427963458,0.0170857115240378
2011-06-29,0.009334914609634,-0.002019132218932,0.0023121917509482,-0.0069807961116714,0.0183167781143649,0.0021951256728753,-0.0025640797829273,0.0167140526425832
2011-06-30,0.0178522344307653,0.0287443114985998,0.0210374503223638,0.0244327863908509,0.0252672720938489,0.0250121119879499,0.0269691414514529,-0.0058642726067308
2011-07-01,0.030747524109366,0.0505644937094481,0.0101038619017532,0.0076595874542884,0.0537229657816071,0.0323036768878546,0.0087426761228383,0.0629628705171716
2011-07-05,-0.0513254145523756,-0.0018735791481324,-0.0082849832821231,-0.0167223920256879,-0.0221533011413667,0.0015978017034917,0.0065870663392946,-0.020717802013096
2011-07-06,-0.0134408875554099,-0.0089285962371632,0.0039007910846834,-0.0025531687635056,-0.0160624307831177,0.0061517535091912,0.0204750204110519,0.0242225301003468
2011-07-07,-0.004189593998463,-0.0056259184089367,0.0093663955849554,0.0111206260998562,0.004601950463706,0.0069413653011682,0.0055336482695223,-0.0069604949813165
2011-07-08,0.0002430338702329,-0.0014471191490262,0.0119577396029871,0.0103005015590325,0.037921322228326,0.0106311067730423,0.0136163460928111,0.0136296025028934
2011-07-11,-0.0275408831602557,-0.0340909358626686,-0.0094945584906199,-0.0137575103901708,-0.0466297431208204,-0.0063607173190634,-0.0040144673658082,-0.0014722979507796
2011-07-12,-0.0038233211744889,-0.0035952592343546,-0.030328790585223,-0.003487354919076,-0.0146627199650373,-0.0169452231462596,-0.0213709191774835,0.0181385843287974
2011-07-13,0.0048158870210446,-0.0061224916784618,0.0142194338794278,0.0087032535649905,0.0034263188339982,0.0027764675727791,0.0403956938578106,0.0026323532086246
2011-07-14,-0.0329965987370848,-0.0372829185434519,-0.0091428484235492,-0.0189982960689346,-0.0360750344864031,-0.0204691674107285,-0.0208908422985107,-0.0301257332748836
2011-07-15,0.0124239960388442,0.0078988741620949,0.008350156042319,-0.003518026583609,0.0133597461650118,0.0356643059411995,0.0076213610802952,-0.0108564720147204
2011-07-18,-0.0246304971675234,-0.0205479135434417,0.0043177231990353,-0.0168888515896268,-0.0187746623055227,-0.0115515768653264,0.0124149532164871,-0.0094685814721537
2011-07-19,0.019748444184712,0.0010582252998598,0.0320295098416597,0.0736254379525067,0.0009881649204467,0.0278721847374943,0.0015649810783699,0.055487474940467
2011-07-20,-0.0086247691705379,0.0089473724365234,-0.0041277249655768,-0.0355903459022965,-0.0019597750356562,-0.0156457223988206,-0.0136452392465878,0.0107998471894107
2011-07-21,0.0127914210719724,0.0093360161523141,0.0107437850646088,0.0465950237341854,0.0009751563891015,0.0035690350407542,0.0043324384795538,0.001431112012683
2011-07-22,0.0048170780364817,0.0184995183601427,-0.0035518376731596,0.0085615946217993,-0.013215881239868,-0.0075994666927231,-0.0043137494255514,-0.0300258225652043
2011-07-25,-0.0241674254385572,0.0572423897359768,0.0089061979433972,-0.0051948414394682,0.0045454624270607,0.0107355238421199,-0.0087162961707406,-0.0289207273173945
2011-07-26,-0.0085853462374581,-0.0089327940746829,-0.0118948903741526,-0.0320069918514471,-0.0292044262780003,-0.0214883687539615,-0.0231999969482421,-0.0169805263175251
2011-07-27,-0.031670280391879,-0.006223033248676,-0.0426915003430208,-0.039426486236497,-0.0739197416252397,-0.0462791088015534,-0.0451345826006362,-0.0355345656565193
2011-07-28,-0.0368308006209371,-0.0161146198698594,0.0026548716382561,0.0176415573173292,0.0803821430149015,-0.0500598838943208,-0.0325803642522108,-0.0212905834018941
2011-07-29,-0.0244678213754398,0.0220037125432813,0.0071195990799462,0.0242085879350783,0.0052882275133075,0.009731141499091,0.016918103232123,0.001702391407281
2011-08-01,-0.0401876309538725,-0.028289225647304,-0.0490479160537672,0.0035555521647136,-0.0244897720864397,-0.0279510591568442,-0.0089087196500061,0.0128508986147114
2011-08-02,-0.0232450289478112,-0.0711277678086511,0.0185714721679688,-0.0159858171862272,-0.0429936018780295,-0.0514018566642375,-0.0399637170672704,-0.0427321191035281
2011-08-03,0.0226745844904417,0.0126198892851965,0.0072930802357601,-0.0080573099349298,-0.0172605502085124,0.0041050275704262,0.0204469036513255,0.0143256406495299
2011-08-04,-0.0543928944100109,-0.0720122498930648,-0.0515929452516215,0.0133333660307384,-0.0355271175096713,-0.0471277861863283,-0.0671394847236704,-0.0479356488065289
2011-08-05,-0.038861096333674,-0.0362554162819457,-0.0388350527901776,-0.0436397629574847,0.0525372633293495,-0.0326306968888792,-0.0820820534145454,-0.0495627034942501
2011-08-08,-0.0826474710233115,-0.1090908938361871,-0.0514285980709014,0.0951373800106839,-0.1633663004069402,-0.0458944542422103,-0.1440514304593269,-0.0256309743783517
2011-08-09,0.0586191774040717,0.0313500141525755,0.0422534876896672,0.0094518319651081,0.0610294044430283,0.0570426722769542,0.1620438173676068,0.048259465198471
2011-08-10,-0.0328590255916363,-0.0334620016322926,-0.0475570343823502,-0.0289855246065471,0.0148409924952905,-0.0124261487494984,-0.0738079740999255,-0.0453312708447678
2011-08-11,0.0711012604742088,0.0704411242960375,0.0566485787729175,0.0443350522021608,0.0754458427452529,0.0565095673516208,0.0652631793105812,0.0016154688129628
2011-08-12,-0.0103518418704359,-0.0157767133558157,0.0206940951619411,-0.022535190583536,-0.0236171604000761,0.006920353565675,-0.0350194526057883,-0.0212425118412326
2011-08-15,0.0306590959113334,0.0371272427888757,0.0188388076043713,0.047393364072079,0.059627270914699,0.0039469801192653,0.0326231528751311,0.0076892165559413
2011-08-16,-0.0116408521066197,-0.0144839936957349,0.0131942406616293,-0.0136985955381803,-0.0485611753475421,-0.0213614351171179,0.0065574020635888,0.0084269295276778
2011-08-17,-0.0272107777083701,-0.0322776936972349,-0.0117753442701044,-0.0202577643010536,0.0031153362483484,-0.0179242246068154,0.0167958809153991,-0.0227091508430822
2011-08-18,-0.0490206431321712,-0.0688524715235976,-0.0511597946657634,-0.0211132692339726,0.0243589199663084,-0.0318725369746797,-0.0561122336409024,-0.0605805850368542
2011-08-19,-0.0030959680535462,-0.0277778023064381,0.0273972334300724,-0.0089374533580321,-0.0225563694120793,-0.006457825638523,-0.0021567026096534,0.0520833162365904
2011-08-22,-0.0488572602860312,-0.037376634361006,-0.0343041902598186,-0.0360273439865032,-0.0208205850689757,-0.0226486693918733,-0.0548992316195184,-0.0437553375780074
2011-08-23,0.0730285320746479,0.0553129724557477,0.0688851829410795,0.0848485035308106,-0.00247071736923,0.0495049878903768,0.0344574267979819,0.1282164717064222
2011-08-24,0.0187352427802329,0.0222222678455317,0.0294118419378471,0.0196998162432388,0.0297766449904945,0.0379669835964514,0.0303887149659475,0.0608455530629145
2011-08-25,-0.028660526855294,-0.0430976651099194,-0.0252783678651642,-0.0951509545119177,-0.0047562381187601,-0.0390215534837995,-0.0516304493950419,-0.0858195195743501
2011-08-26,0.0451238563611925,0.0469750774699164,0.0529924205489453,0.0010020269880287,0.0344202725366321,0.0467603521459769,0.0342316302038461,0.0153722119203274
2011-08-29,0.0583701029584329,0.075999959309896,0.0345332270532049,0.0595238478185552,0.0074032501178241,0.0300600981358983,0.1018005754671766,0.0354581424749895
2011-08-30,0.0092982060220996,0.0187265436010121,0.0214285714285714,0.0141509068992577,0.0266741935850517,0.0089486444223013,0.021559932956153,0.0519630640976339
2011-08-31,-0.0492387056578797,-0.0346293300640341,-0.093741185062506,-0.0319634186202692,-0.0234077455378999,0.0101397345811335,-0.0525029760113054,0.0018227938937029
2011-09-01,-0.0325766357816972,-0.0219573047057129,-0.0338509356137167,-0.013953452886537,-0.0334448363215305,-0.0339397213644994,-0.0452196272587235,-0.0296564089018894
2011-09-02,-0.0180613335885983,-0.0226364941561736,-0.026618450799181,-0.0373205164370105,-0.0328252921144773,-0.0240825724445219,-0.0394365826383319,-0.0685405786045421
2011-09-06,0.029731838156209,0.0359915473631543,0.0343497903487625,0.0370751447232689,-0.0037359569076958,0.0205583972325359,-0.0215550221635677,0.0130207997022418
2011-09-07,0.0319048325057946,0.0471447555354745,0.0140046708736032,0.0165692078461552,0.0097501431383218,0.0197348498936324,-0.0137509780807907,0.0109612241318848
2011-09-08,-0.0130029557584774,-0.0486866939092101,-0.017631363563308,-0.0376085195397016,-0.0195480504439508,0.0005837845517668,0.0252365683850656,-0.0029548203143175
2011-09-09,-0.0368384652594902,-0.0355920271258665,-0.0331850608465757,-0.033367028538968,-0.0170886363610298,-0.0302222357855903,-0.0171339769793123,-0.0301204538082306
2011-09-12,0.0284789037588374,0.0199288063466244,0.0240747422971865,0.0298189268086982,-0.0154539456049461,0.0112288452973743,0.018578315033135,0.0302663429869956
2011-09-13,0.0135205610936995,0.0104675240285332,0.0133991238571376,0.0475206635996711,0.0137075745646338,0.0291500693001382,0.0275590855689924,-0.029926174561321
2011-09-14,0.0221115984262685,0.019257203143452,0.0178817214280584,0.0775269866913294,0.0185540601234603,0.0390879383159959,0.026697207523683,0.0067648261826984
2011-09-15,0.0156131449104846,0.0219123449210669,-0.0126835504799311,0.0226244339986182,0.0037220510433446,0.0191387652276534,0.0370370370370371,-0.0036056990601111
2011-09-16,-0.0091860142575603,-0.0149545184784938,0.0090361601521793,-0.0229479462164716,-0.0172839921888189,-0.0129156699254252,-0.0049929134246048,0.0011976322378934
2011-09-19,0.0100316253835911,0.0217244167306981,-0.0047409852266066,-0.0184501666466665,0.0122897529052057,0.0159772149923154,-0.0044214787982099,-0.0165790479175654
2011-09-20,-0.0237926943099518,-0.0422441851988986,-0.016035459635563,-0.0548327267693006,-0.0336507766965837,-0.0252029609144677,-0.0502586374665166,-0.0309698533222526
2011-09-21,-0.0491043883743191,-0.0405777272445535,-0.0338982894295673,-0.0258449520911392,-0.0587070843407933,-0.0643392830944524,-0.0639625362202834,-0.0756620880680317
2011-09-22,0.005537110844941,0.0487988428751361,-0.0134128393556232,-0.025263133801912,-0.02508956505956,-0.0057785010394896,-0.0308914725354419,-0.0468384066572631
2011-09-23,0.0289726738075129,0.0143988340044413,0.0461771124084579,0.0118152150074526,0.0282318063420475,0.037632620238116,0.0054445974092597,0.0596420877503573
2011-09-26,0.0252449497687815,0.0418994688726554,0.0244252981842232,0.018947400544819,0.0129125043467779,0.0302751633232848,0.0142602356153491,-0.0433768788250944
2011-09-27,0.0066313651867227,-0.0006476214688646,0.0085528567880666,-0.018145191914457,0.0129959326638087,0.0005765482431662,0.0441426544610384,0.0598086135318266
2011-09-28,-0.0557098805831304,-0.0745980600118109,-0.0654681253441217,-0.0562372398519249,-0.0209318305761887,-0.0542099495839579,-0.0437601260272095,-0.0479421684319059
2011-09-29,-0.0289725830824911,-0.0087778602807281,0.0028348662527498,0.0221285609285352,0.0013342533735195,-0.0100354233137222,-0.008986900223381,0.0051067176568056
2011-09-30,-0.0202257774855446,-0.0181818339450298,-0.0272792610277061,0.0052137841438272,-0.0047781362898929,-0.0009154342043885,-0.0186599039644298,-0.0570093147243843
2011-10-03,-0.0497941954567457,-0.024566484742727,-0.0514456994014161,-0.0959332702456401,-0.0648988353194116,-0.0779420471551126,-0.0701753740202043,-0.0696517209930471
2011-10-04,0.0909545925348825,0.112368004932064,0.099639847696035,0.2759815687568362,0.0594059197389736,0.0533831928925483,0.1051109126920809,0.1121898501075071
2011-10-05,0.0608127768412708,0.0556309810876156,0.0563431197442613,-0.035120159441658,0.0194945484947852,0.0426146065385942,0.0488229688670657,0.1246376728799545
2011-10-06,0.0357841542376287,0.0426356503184213,0.02102725286242,-0.0555015212358282,0.0396600866965604,0.0491249152322024,0.0577406313866753,0.0219449326120753
2011-10-07,-0.0302665888344537,-0.0227273233186597,-0.032825696730914,-0.078817661785921,-0.0080645083760867,-0.0147782772048115,-0.0535854510627905,-0.0810468566065957
2011-10-10,0.0321157932072222,0.0362184292253096,0.0338569366009954,-0.0083945357762475,0.023041500404103,0.0177093052358329,0.0476960515801349,0.1274094511588733
2011-10-11,0.0228989210007711,0.0346268611167792,0.002040798187785,0.0425532540890818,0.0130123494309879,0.0156205410781477,0.0304925992561339,0.033319418135541
2011-10-12,0.0171172185337506,0.0211066125152313,0.0389915915096507,0.0912820864946414,0.0082330661656102,0.0137931034482758,-0.0059790674904187,-0.0016000366210938
2011-10-13,0.0098623010504075,0.0112611966786788,0.0087805026915015,0.0066921314119439,-0.0133587808256867,0.0035782341554094,-0.0053231708634864,-0.0437751072002718
2011-10-14,-0.0016094186969463,-0.008796033134388,0.0172359054210766,0.0281954161071823,0.0184478344101096,-0.0024226150441798,0.0157185661334966,0.0827129848948719
2011-10-17,-0.0321010801327713,-0.0095398473179168,-0.0306670673124032,-0.0433179954381846,-0.0443196016141741,-0.0445168127810997,-0.0657698136707144,-0.0912926424482895
2011-10-18,0.0072647301134511,0.0062112149089836,0.038110750723705,0.0333969844234401,0.0260755941689343,0.0186020252516189,0.033439419473558,0.0050526669150902
2011-10-19,-0.0220407324535967,-0.0335195750981245,-0.0075447901649643,-0.0129869566898264,-0.0255918470425998,-0.0132706543139513,-0.0510835792194073,-0.0428032086038309
2011-10-20,0.0135131447465559,0.0184437860396815,-0.0034887601635274,-0.0055917491614242,-0.0143791022409288,0.0022290842132965,0.0089943266123332,-0.0091863948475222
2011-10-21,0.0110241168787785,-0.0044125718372439,0.0090454487962584,0.0119156843500561,0.0181818632195675,0.014219318077743,0.0134069457572922,0.0111876175319481
2011-10-24,0.049577521597992,0.0625346478804258,0.0376774973984542,0.0124333380819425,0.0214511132116682,0.0436645371943692,0.0826255339195446,0.030827682974175
2011-10-25,-0.0289480422171598,-0.0500526279506371,-0.0223294471152186,-0.0400712224050123,-0.039106210071179,-0.0297465476052217,-0.0079022741432722,-0.0139917762659575
2011-10-26,0.0058683878551752,0.0178765897844634,-0.0072926672616095,0.0134892602291651,-0.0025268453598113,0.0065530796854727,0.0007051674888802,0.002049227261922
2011-10-27,0.0274462838580728,-0.0369807269858431,0.0251181581054483,0.1379912620109872,0.0287990949443573,-0.0082500457763672,0.0326884442027987,0.0464843951689543
2011-10-28,-0.0062906821395838,-0.046267142320495,-0.0057620503663142,-0.010810763838643,-0.0138637456371843,0.0022579064528291,-0.0032658516893832,0.0122137284544231
2011-10-31,-0.0067611386138618,0.0,0.0074316291479163,-0.0254980592537978,-0.052369143286585,-0.0015404716846143,-0.012096794609638,-0.0015290140830284
2011-11-01,0.0075211463167422,0.0,0.0179399314416461,-0.0253275080073245,-0.0113333384195963,-0.0082711146498727,0.0183673783174814,-0.0196156837509012
2011-11-02,0.0268248319370416,0.001744114998036,0.048704384412882,0.0291262070545639,-0.0132450833037651,0.0208498529494085,0.0547231356164608,0.0508406917949037
2011-11-03,0.012023414743707,-0.0028440976835912,0.0263003412938846,0.0176619034552765,-0.0171391053114189,0.0289339935405752,0.0139309230192484,0.0454204586915817
2011-11-04,0.0148211755154427,0.0005782718914851,0.0170717629960472,0.0108695747513607,0.0437158042786755,0.0156211329814661,0.0182370348417501,-0.0138433900748109
2011-11-07,-0.0031511214938053,-0.0051963137513672,-0.0037175025329502,0.0024896043565425,-0.0323859727304616,-0.0019753538532021,-0.01699877006196,-0.0014760485226669
2011-11-08,-0.0038712356879805,-0.0103746571307299,0.0217142377580914,0.0733113150312185,-0.0371389245715106,-0.0158845977582407,0.0324102042818798,0.0275431513994951
2011-11-09,-0.0184243312447155,-0.0180723576816337,-0.0190806546545426,-0.019199981689453,-0.0154298341987057,-0.0233572861600705,-0.0326216562573251,-0.0350941583413634
2011-11-10,-0.0059561309283249,0.0077798369382336,-0.0095293624278437,-0.0096153757981292,-0.0044444755271628,-0.0159587890923022,-0.0114596221309962,-0.0109682643596692
2011-11-11,0.0103420431522309,0.0064215187239179,0.0151949186659103,0.0184442291348186,-0.0065982514899238,0.0136001735359275,0.0240240016633456,-0.0030165883229703
2011-11-14,-0.0404152875117106,-0.0215742822224316,-0.028121483728375,-0.0395256928915299,-0.0243004363446267,-0.0531645183321795,-0.0041370977841952,-0.0416823986192502
2011-11-15,0.0267590608332769,0.0331324833988858,0.0500290096733308,-0.0040485983150154,0.0182510062170864,0.0038179223162401,0.0430622757339498,0.0423930152348339
2011-11-16,0.0026735895104243,-0.0029639088276092,-0.0242253693056779,-0.0299501328320699,0.0030441370477857,0.0266996244733659,-0.019859821023415,-0.0096153846153845
2011-11-17,-0.0133101859236841,-0.0155038891940797,-0.0234442135015996,0.0075503483231412,-0.0173846976715352,-0.0075471372186763,-0.032162053965581,-0.0556621457987588
