Date,Weighted Industry Change,BBY Change
2011-04-18,0.0252631338019119,0.0252631338019119
2011-04-19,0.0130048280987315,0.0130048280987315
2011-04-20,0.008375209273203,0.008375209273203
2011-04-21,-0.0098619078339295,-0.0098619078339295
2011-04-25,0.009695784587322,0.009695784587322
2011-04-26,0.0108659833581481,0.0108659833581481
2011-04-27,0.0003258464877098,0.0003258464877098
2011-04-28,0.0039062774061078,0.0039062774061078
2011-04-29,0.0103559773066249,0.0103559773066249
2011-05-02,0.0015923931533957,0.0015923931533957
2011-05-03,0.0041559833092362,0.0041559833092362
2011-05-04,-0.0028662469325247,-0.0028662469325247
2011-05-05,-0.0067481036683176,-0.0067481036683176
2011-05-06,-0.008,-0.008
2011-05-09,-0.0164995222063884,-0.0164995222063884
2011-05-10,-0.0049132500001716,-0.0049132500001716
2011-05-11,-0.0003285226250455,-0.0003285226250455
2011-05-12,0.0458746314190307,0.0458746314190307
2011-05-13,0.0138061036231902,0.0138061036231902
2011-05-16,-0.0040296732852339,-0.0040296732852339
2011-05-17,-0.0012500286102293,-0.0012500286102293
2011-05-18,0.008135236034997,0.008135236034997
2011-05-19,-0.0130354428221655,-0.0130354428221655
2011-05-20,-0.0144699898890726,-0.0144699898890726
2011-05-23,0.0128534578323658,0.0128534578323658
2011-05-24,0.0041100560089955,0.0041100560089955
2011-05-25,-0.011093454281608,-0.011093454281608
2011-05-26,-0.0025665679663213,-0.0025665679663213
2011-05-27,0.0128246108265852,0.0128246108265852
2011-05-31,-0.0012578304760491,-0.0012578304760491
2011-06-01,-0.024874084062787,-0.024874084062787
2011-06-02,-0.0138843528369637,-0.0138843528369637
2011-06-03,0.0169322147185631,0.0169322147185631
2011-06-06,-0.0257580995618571,-0.0257580995618571
2011-06-07,-0.0291945957771301,-0.0291945957771301
2011-06-08,-0.0052047057640047,-0.0052047057640047
2011-06-09,0.0090560862825819,0.0090560862825819
2011-06-10,-0.0166032357236173,-0.0166032357236173
2011-06-13,0.0112280594675164,0.0112280594675164
2011-06-14,-0.0315011710176206,-0.0315011710176206
2011-06-15,0.0173971384537319,0.0173971384537319
2011-06-16,-0.010876727819591,-0.010876727819591
2011-06-17,0.0187253510126084,0.0187253510126084
2011-06-20,0.0213731144008346,0.0213731144008346
2011-06-21,-0.0137069978020465,-0.0137069978020465
2011-06-22,-0.0157992051059276,-0.0157992051059276
2011-06-23,0.0268541632608685,0.0268541632608685
2011-06-24,0.0090090378347119,0.0090090378347119
2011-06-27,-0.0297397497142523,-0.0297397497142523
2011-06-28,0.0149443339253696,0.0149443339253696
2011-06-29,-0.0121647311382205,-0.0121647311382205
2011-06-30,-0.0078963992800029,-0.0078963992800029
2011-07-01,0.0197578347933342,0.0197578347933342
2011-07-05,0.0075000524520872,0.0075000524520872
2011-07-06,-0.0083669183121661,-0.0083669183121661
2011-07-07,0.0009301947068797,0.0009301947068797
2011-07-08,-0.0031328440235184,-0.0031328440235184
2011-07-11,-0.0133291041968631,-0.0133291041968631
2011-07-12,0.0074385362764818,0.0074385362764818
2011-07-13,-0.0015974197533314,-0.0015974197533314
2011-07-14,-0.037569470857508,-0.037569470857508
2011-07-15,0.0030487856094941,0.0030487856094941
2011-07-18,-0.0139598822963957,-0.0139598822963957
2011-07-19,-0.00582391480588,-0.00582391480588
2011-07-20,-0.0061855774163631,-0.0061855774163631
2011-07-21,0.0209694261654135,0.0209694261654135
2011-07-22,-0.0016886573245018,-0.0016886573245018
2011-07-25,0.0089531099633739,0.0089531099633739
2011-07-26,0.0132788348145861,0.0132788348145861
2011-07-27,-0.0217538881029486,-0.0217538881029486
2011-07-28,-0.0278357426385401,-0.0278357426385401
2011-07-29,-0.0036101219752858,-0.0036101219752858
2011-08-01,-0.0357653802841268,-0.0357653802841268
2011-08-02,0.0048579656074254,0.0048579656074254
2011-08-03,-0.0025877891607594,-0.0025877891607594
2011-08-04,-0.0638617847236856,-0.0638617847236856
2011-08-05,0.0110935296824332,0.0110935296824332
2011-08-08,-0.0272136496123208,-0.0272136496123208
2011-08-09,0.035449324082352,0.035449324082352
2011-08-10,-0.0290322312703357,-0.0290322312703357
2011-08-11,0.0318445181160255,0.0318445181160255
2011-08-12,-0.0565737073590752,-0.0565737073590752
2011-08-15,0.024655250525019,0.024655250525019
2011-08-16,0.0251442953254942,0.0251442953254942
2011-08-17,-0.0087895011852917,-0.0087895011852917
2011-08-18,-0.0053829881084905,-0.0053829881084905
2011-08-19,0.015189818203123,0.015189818203123
2011-08-22,-0.0208503001072045,-0.0208503001072045
2011-08-23,0.0137214109843933,0.0137214109843933
2011-08-24,0.0237024903956379,0.0237024903956379
2011-08-25,-0.036711895287319,-0.036711895287319
2011-08-26,0.0329167048136393,0.0329167048136393
2011-08-29,0.0147645988475077,0.0147645988475077
2011-08-30,-0.000792097337175,-0.000792097337175
2011-08-31,0.0094674464499652,0.0094674464499652
2011-09-01,-0.0312621818011063,-0.0312621818011063
2011-09-02,-0.0135079786976566,-0.0135079786976566
2011-09-06,-0.001285927421501,-0.001285927421501
2011-09-07,0.0393733431322491,0.0393733431322491
2011-09-08,-0.0069757927960452,-0.0069757927960452
2011-09-09,0.0263929257903972,0.0263929257903972
2011-09-12,0.0271604884005726,0.0271604884005726
2011-09-13,-0.0546558842012387,-0.0546558842012387
2011-09-14,0.0407455806888679,0.0407455806888679
2011-09-15,0.0585325664837965,0.0585325664837965
2011-09-16,-0.0185256482077621,-0.0185256482077621
2011-09-19,0.0023961447183964,0.0023961447183964
2011-09-20,-0.0178287979267632,-0.0178287979267632
2011-09-21,-0.0293762386732468,-0.0293762386732468
2011-09-22,0.0380992879449691,0.0380992879449691
2011-09-23,0.0016570387961358,0.0016570387961358
2011-09-26,0.0382872936506418,0.0382872936506418
2011-09-27,-0.0370514383075357,-0.0370514383075357
2011-09-28,-0.0133064489458898,-0.0133064489458898
2011-09-29,-0.0208835528405668,-0.0208835528405668
2011-09-30,-0.0242881048613668,-0.0242881048613668
2011-10-03,-0.0461405636128719,-0.0461405636128719
2011-10-04,0.0430403171927741,0.0430403171927741
2011-10-05,0.0095902052411843,0.0095902052411843
2011-10-06,0.0461405636128717,0.0461405636128717
2011-10-07,-0.0028180231237609,-0.0028180231237609
2011-10-10,-0.004365103453224,-0.004365103453224
2011-10-11,0.0266719766683888,0.0266719766683888
2011-10-12,-0.0046260923964068,-0.0046260923964068
2011-10-13,-0.0066096454444956,-0.0066096454444956
2011-10-14,-0.0096487843100072,-0.0096487843100072
2011-10-17,-0.0220212134967376,-0.0220212134967376
2011-10-18,0.0176422861783075,0.0176422861783075
2011-10-19,-0.0075306631056777,-0.0075306631056777
2011-10-20,0.0291999816894528,0.0291999816894528
2011-10-21,0.0026912608307667,0.0026912608307667
2011-10-24,0.0118682793255025,0.0118682793255025
2011-10-25,-0.0022980226690314,-0.0022980226690314
2011-10-26,0.0079424765594143,0.0079424765594143
2011-10-27,-0.0047829678681233,-0.0047829678681233
2011-10-28,-0.0271659242781185,-0.0271659242781185
2011-10-31,-0.0157598529945912,-0.0157598529945912
2011-11-01,0.0160658244536738,0.0160658244536738
2011-11-02,0.0049131168788105,0.0049131168788105
2011-11-03,0.0070842854667998,0.0070842854667998
2011-11-04,0.0228463927180718,0.0228463927180718
2011-11-07,-0.0268481587071164,-0.0268481587071164
