Date,Weighted Industry Change,NX Change,HLIO Change,DRQ Change,FTI Change,NOV Change,TKR Change
2011-04-18,0.0041273843187812,-0.0054672269266046,-0.0305272612685036,0.0047964707176377,0.0153504064493537,0.0072683856198136,-0.0156886909586629
2011-04-19,0.0184939981149615,0.0024850514401098,-0.0163623106726335,0.0119760099784335,0.0103116103335443,0.0154591407935404,0.0443167498637374
2011-04-20,-0.0002003170700229,0.0014648773103551,0.0171562534733187,-0.0044920591401534,0.0008527070443089,-0.0007625543247377,-0.0017341755073094
2011-04-21,0.004647787941955,0.0,-0.0090723433237909,-0.0005269518324013,0.0067955812172994,0.0027844942585467,0.0109091673110922
2011-04-25,-0.0005624895695415,-0.0024155141336371,-0.0011491435967234,0.001320286202027,-0.0092964342924587,0.005954643558589,-0.0007574411325654
2011-04-26,0.0095910076933451,0.0198643342798615,0.0174192562651682,0.002365312861826,0.0275758390097329,0.0147298919734067,-0.0138962838679489
2011-04-27,-0.0254868703893083,0.002376389490727,0.0096672729402354,-0.004323356781585,-0.0032167976717054,-0.0454432522170726,0.0077212606531205
2011-04-28,-0.0048289610043895,-0.0009478889764019,0.0228888829549154,0.0108250784795276,-0.0062701807968826,-0.0090112688786312,0.0084381116961249
2011-04-29,0.0013756000966785,-0.009919744499975,0.0047547271031131,-0.0023455865283619,0.0130775295193707,-0.0029901686545759,-0.0024765899512347
2011-05-02,-0.0194109038770977,-0.0180866760578547,0.0008572645088691,-0.0412437957815781,-0.0087364677336803,-0.0297324689682809,-0.014436600028747
2011-05-03,-0.0258556616737249,-0.0111813099488864,-0.0023554734646859,-0.022953958862356,-0.0290294842014093,-0.0253164556962025,-0.0228704512238531
2011-05-04,-0.0337835425981194,-0.0264835225278553,-0.0386587020806148,-0.0566592454050991,-0.0367989309205854,-0.0306391824796695,-0.0293466187208727
2011-05-05,-0.0017926484980993,-0.001517485379406,-0.0040568235139592,-0.0157634445599244,-0.0074470278466224,0.0027733204497926,-0.0030781426242989
2011-05-06,-0.0197375489780278,-0.0134798027213092,-0.0155658864266122,-0.0212765689900654,-0.0266265611298621,-0.0152168006324735,-0.0099981793891774
2011-05-09,0.0210132700455551,0.0142131354544728,0.0648294078768411,0.0372178543665367,0.0199240989601683,0.0203580715129073,0.014562141210251
2011-05-10,0.0144653204024056,-0.004488785836038,0.0532426281415846,0.032148121021412,0.0122741730264792,0.0117463712062611,0.0097506229978281
2011-05-11,-0.0338993903081289,-0.0140773649014085,-0.0800462123734477,-0.0318995254534137,-0.0306451797723516,-0.0370788072270738,-0.0089652644897849
2011-05-12,0.0061248479393427,0.016376646869547,0.0120405917156403,0.0148849471052752,-0.0047709895655741,0.0115743923153694,0.0058600302017715
2011-05-13,-0.0007743516138434,-0.0090680252753957,-0.008958339691162,-0.0013337872378144,0.0122126700935155,-0.0075867531670263,-0.0148190059384185
2011-05-16,-0.009413045866844,-0.0046059441336246,0.0021119001330812,0.0026938088296597,-0.0040543647789928,-0.0141551430475751,-0.0102020823314496
2011-05-17,-0.0090267417752838,-0.0203231519616121,-0.0023404384706286,0.006146981722166,0.0099562864375655,-0.0150602588109863,-0.0317708876584656
2011-05-18,0.0197490501489578,0.0042417773656987,0.0175996588127057,0.0188203405436836,0.0047835416589774,0.0285454006583545,0.0219334274048577
2011-05-19,-0.0026378474408597,-0.0010465963958598,0.0157872121667762,-0.0046196002646442,-0.0033167293415732,-0.0022033022129401,-0.005919458809162
2011-05-20,-0.0033153164839393,-0.0089473724365234,-0.0313337745674345,0.0183325250297521,0.0045120476096842,-0.0073249119580774,-0.0101715844399553
2011-05-23,-0.0030135383969415,-0.0085790804656711,-0.0142512318206481,-0.0086752528856464,-0.0007251720138007,0.0039091567885578,-0.0183561056009474
2011-05-24,0.0173010029112496,-0.0005399691487397,-0.0252580638999095,0.0492864265699131,0.0136887429767577,0.0182926940522916,0.0103177981688503
2011-05-25,0.0548446751237502,0.0210810480891048,0.0368028711259995,0.0406434833278458,0.0375059394452468,0.0657041802731216,0.0075928923615918
2011-05-26,0.0171457025419659,0.0202020775600374,0.0280886915883099,0.0035466122614812,0.0252431800123388,0.007359024285485,0.0230706376570968
2011-05-27,-0.0002481376144146,-0.0129466601198477,0.0057167153468656,-0.0057951525992073,-0.0109963708627984,-0.0010967746126431,0.0156621964222548
