Date,Weighted Industry Change,PVH Change,LULU Change,OXM Change
2011-04-18,0.0482039110235916,0.0088712428176856,0.0535131394202523,-0.0063044998652657
2011-04-19,0.0267431473015292,0.001208852080474,0.0297863753872097,-0.004797596843558
2011-04-20,-0.0115128956914623,0.017297430211455,-0.0218712803801767,-0.0055997236958469
2011-04-21,0.0220707618563668,-0.004192582379705,0.0273504404642539,-0.0124481909528364
2011-04-25,-0.0039936567085032,0.0103317676347588,-0.0108303310907177,0.0078407214333415
2011-04-26,-0.0148695960865002,-0.0128460452161974,-0.016455509641213,0.0050777176214747
2011-04-27,0.0265050654202546,0.030241912446548,0.0259342541577628,0.0159810861466772
2011-04-28,-0.005149328314077,0.0061885014184128,-0.0084847122332977,0.0005834439462041
2011-04-29,0.0036578802367239,-0.0135891514238206,0.0104020040760476,0.0011657563167925
2011-05-02,-0.0350664010280344,-0.017275575945261,-0.0390944280461026,-0.0330818171774738
2011-05-03,-0.0208458921444686,-0.0231013344610355,-0.0238543496088957,0.0387970200158599
2011-05-04,0.0057052631652199,0.0004427683366939,0.0043089681998163,0.0341929980460036
2011-05-05,0.025090194881769,0.0337045927823321,0.0225195793740078,0.016505459337758
2011-05-06,-0.0181012465487741,-0.0399487873882653,-0.0080443403953322,0.0077994085625605
2011-05-09,0.0321169431074618,0.0187399193650525,0.0376309882648877,0.0055540342199865
2011-05-10,-0.0013604299455017,0.0101082591803926,-0.0050306872227637,0.0227211020747444
2011-05-11,-0.0191600705777067,-0.0093003510023663,-0.0220536200184818,-0.0220016014154194
2011-05-12,0.0151841298003293,0.0185211802632388,0.0108333428700764,0.0488950392392187
2011-05-13,-0.014078895984078,-0.0032820112860166,-0.0191574111763679,0.0161500115066933
2011-05-16,-0.0133082524299648,-0.0189818762934394,-0.0142512900136478,0.016028927791963
2011-05-17,0.0118733553182114,-0.0075221550630481,0.0184688206961158,-0.0107637616277632
2011-05-18,0.0264972150025565,0.0080022711806418,0.0305544280489361,0.0028475435493154
2011-05-19,-0.0129090961882386,0.0099386191665294,-0.0177777993558633,0.003600807248003
2011-05-20,-0.0158219086495078,-0.0394333946180845,-0.0019693453026045,0.0036082317629197
2011-05-23,0.0187970145700151,0.0038610038610038,0.0245223488622565,0.0002620105234063
2011-05-24,-0.0029281948459344,-0.0033768413745276,-0.0019502649926376,-0.0177268064222158
2011-05-25,0.013594806153531,0.0087635925185979,0.0169880660203853,0.003464847188943
2011-05-26,-0.0271577304701399,0.0426906571945834,-0.0384615200101703,0.009296107833635
2011-05-27,-0.0106467860584252,0.013857220762642,-0.0144420095490969,-0.0010463226786899
2011-05-31,-0.0142383626862848,-0.0226666485821759,-0.0118619691493154,-0.0186190183630283
2011-06-01,-0.0270304303318763,-0.0299708041816665,-0.0248474523112071,-0.0168776218500075
2011-06-02,-0.0097130250538299,-0.0168979350907492,-0.0067114542453313,-0.013937293986162
2011-06-03,0.0100042209389293,0.0048196138069742,0.011556034951836,0.0132523336846815
2011-06-06,-0.0276081526691063,-0.0190284584444675,-0.0295070062068065,-0.0218400003749089
2011-06-07,-0.0139266937247402,0.0103953351703242,-0.0156380436790726,-0.0427184729020513
2011-06-08,-0.0057773287865527,-0.0196047683956393,0.0150439289335962,-0.0996945381816679
2011-06-09,0.0051262501366025,0.0068427801421334,0.0066612094993228,-0.0257906097776653
2011-06-10,-0.0236712063165627,-0.0109802454652058,-0.0245118718182236,-0.0279276757132051
2011-06-13,-0.0271683716666131,0.0089571556172545,-0.0335348600847008,-0.0223518145545588
2011-06-14,0.0194061360940929,-0.0007836240508018,0.0258997364655451,0.0107457453888866
2011-06-15,0.0014480899286165,-0.0130282763380338,0.00583699076524,-0.0100845630530434
2011-06-16,-0.0053848760915629,-0.0112143058118584,-0.0044862242636285,0.0161131132383039
2011-06-17,0.0115726173188055,0.0048153971225427,0.0126884088554591,0.0253124299487845
2011-06-20,0.0455275796518294,0.0176622079380004,0.0524332783225058,0.0144336673896476
2011-06-21,0.0377051175439195,0.0154209213847607,0.0414302703334337,0.0128794284294489
2011-06-22,-0.0138108337597744,-0.019254683992026,-0.0127580595510352,-0.0218978466336285
2011-06-23,0.0609749397332346,0.0452293726203867,0.0651891674020344,0.0239521634791962
2011-06-24,-0.0167939461675038,-0.0162080300192168,-0.0191693380062719,0.0058461115910457
2011-06-27,0.0380047275574485,0.0017064941345625,0.0440384791447566,-0.0211851562948363
2011-06-28,0.0285859118387087,0.00815884831845,0.0312756484220224,0.0137629197218599
2011-06-29,-0.0168278257166585,-0.0073115513446619,-0.0214667222220475,0.030693675377477
2011-06-30,0.0136985333484987,0.0041411700168523,0.0160835674146592,0.0011861535997075
2011-07-01,0.0300735649244906,0.0207096185209686,0.0339832146496929,0.0106635257183037
2011-07-05,0.0231460503680881,0.0195028319740812,0.0237068965517241,0.0284790771255373
2011-07-06,0.0210201410799367,0.0124396085371503,0.0231852287821335,0.0100257369135177
2011-07-07,-0.0047538471533957,0.0097295794979861,-0.0089577042034112,0.0140016805605969
2011-07-08,0.0067551364828109,0.0099422881389192,0.0061919324788062,0.0058905771524362
2011-07-11,-0.0078091431264223,-0.0016091370592367,-0.0087527429574016,-0.0118644623033572
2011-07-12,0.0142659493260219,-0.0023516116983597,0.0200884653857795,0.0022902380663756
2011-07-13,0.0062664017585143,0.0277372485529766,-0.0042693288951722,0.0400454383435047
2011-07-14,-0.0123390910571528,0.0254966226574863,-0.0350508508204433,-0.0087240919346193
2011-07-15,0.0007951266430711,0.006823144218464,-0.0034567750530478,0.0002743317740435
2011-07-18,-0.000519443492223,-0.0035302393868804,0.0016561522416716,-0.0005514325202991
2011-07-19,0.0298333811954554,0.0174324448044233,0.0343647678048505,0.0368348817985135
2011-07-20,-0.0080287426949636,-0.0162342141840544,-0.0046830978534794,-0.0237091078210742
2011-07-21,-0.0083310584753171,0.0049537435412157,-0.0182300090071552,0.0374531212192989
2011-07-22,0.0077288942004988,-0.0047980889805226,0.0129330599517762,-0.0283358702413321
2011-07-25,-0.0097518390950745,0.0037873499004607,-0.0140171594541058,0.0115622565489143
2011-07-26,0.0096848336220826,-0.0060703758925532,0.0163298651761984,0.0103420683934469
2011-07-27,-0.0217052492925432,-0.0261943579964969,-0.021023934270888,-0.011578911229184
2011-07-28,0.0077201592981695,-0.0041620844081133,0.0104849177596528,0.0207667399035702
2011-07-29,0.0058715315836583,0.0084567460087888,0.0018202980274044,0.033500407883815
2011-08-01,-0.0155502375048161,-0.0272463984784464,-0.0075055479722556,-0.0300827470870018
2011-08-02,-0.0377947524509705,-0.033624245165885,-0.0418552053633113,-0.014360293681895
2011-08-03,0.01805817453427,0.0249483686847021,0.0147675963393501,0.0337586521483734
2011-08-04,-0.0679548179104974,-0.0793159505069054,-0.0608855638787448,-0.084097438785949
2011-08-05,-0.0361099166533833,0.0492912953294168,-0.0631339732613606,-0.001410018002015
2011-08-08,-0.0508248093521289,-0.0990669120412722,-0.0248000335693359,-0.018262118349098
2011-08-09,0.0129116055839458,0.0316466225597541,0.0075908358568424,0.005690399666948
2011-08-10,0.0153621372153433,0.0005005636433192,0.0259844709869504,-0.0421117195251149
2011-08-11,0.0430751200790588,0.0459140818663222,0.0411992463574991,0.0518658266531397
2011-08-12,0.0411485785976831,0.0150919521342754,0.0477477752410613,0.0325513390035474
2011-08-15,-0.0114683942549847,-0.0016959699247059,-0.0144708161860242,0.0121366159038095
2011-08-16,-0.0523164400690157,-0.019558754545211,-0.0607791917148606,-0.0175537637950665
2011-08-17,-0.0467733399903404,-0.0415679002542589,-0.0505688873229898,-0.0057175747729203
2011-08-18,-0.0479022015602419,-0.0682204560192265,-0.0388465895085432,-0.0367138500604692
2011-08-19,-0.0280727189755302,-0.0466753172702482,-0.0212765957446808,0.010742501001132
2011-08-22,-0.0266896546141385,-0.0013257518150698,-0.0342116566801742,-0.001818223433061
2011-08-23,0.0897741304986587,0.0673584848080039,0.0970957867685065,0.040458943109985
2011-08-24,0.0059347054974423,0.0405050223169494,-0.0041056284047944,-0.0104773167624187
