Date,Weighted Industry Change,MEI Change,TER Change,MRCY Change,VSH Change
2011-04-18,-0.0072925006444569,0.0164218270587,-0.004149472358653,1.8289263318072264e-16,-0.0034641724595591
2011-04-19,0.0048648544674275,-0.0059422492708802,-0.0023766493380886,-0.0122970979310474,0.0219653806285255
2011-04-20,0.0120373910196575,-0.0008361395359481,0.0085130312931812,0.0270669858597129,0.0094026591267319
2011-04-21,-0.0036796277858548,-0.0024854791822452,-0.0044717678275798,-0.0014237674291112,-0.0064689453811416
2011-04-25,0.0052093887103408,-0.0058430465358056,0.0,-0.0004780224113462,-0.0070422084081222
2011-04-26,0.0160307964586026,0.0167644429295082,0.0190156693817939,0.0152163425761283,0.0081257602014224
2011-04-27,-0.0030998207582097,0.0024752255160443,-0.0010922201528315,-0.0532019686845288,0.0187768451142814
2011-04-28,-0.0451593588444181,0.0189455960240424,-0.0514792279007414,0.0089098572837375,0.0058232193703427
2011-04-29,0.0059790664168085,-0.0016155458464284,0.0056214960213137,0.0041601625382438,0.0036822563903955
2011-05-02,-0.0269188430824744,-0.0152610107063539,-0.0204334322910706,-0.0190329644582664,-0.0240083031386239
2011-05-03,-0.0316931518272672,-0.0081900394068225,-0.0056998196836809,-0.0115607573707296,-0.0526023745118228
2011-05-04,-0.0119745630263273,-0.0329761391946224,-0.0018832822392198,0.010106411796181,-0.0269163831313151
2011-05-05,0.0091234980200265,-0.0042845064616951,0.0082225905955891,0.0159066398383828,0.00608645037202
2011-05-06,-0.003513212509647,-0.0025402782031809,-0.0092364298426308,-0.0232197561959554,0.0011905034923783
2011-05-09,0.0117050802667675,0.00852518204367,0.0155183110197626,0.0111287268221017,0.0125747949029252
2011-05-10,0.0321730189071152,0.0158996265347472,0.0115570937066198,0.0005207458924949,0.0332167657280125
2011-05-11,-0.0119731708938209,-0.0041493933563012,-0.0253012088338734,0.0026205050975092,-0.0050847541643239
2011-05-12,0.0150201525964164,0.0259414581225639,0.0018609663607375,0.0078698647813864,0.02000002179827
2011-05-13,-0.0110622315015031,-0.0188061775016445,0.0018576276999466,-0.0223724460556238,-0.0196078640890712
2011-05-16,-0.0185423417608108,-0.0041841164462696,-0.0198511558212646,-0.0255863292313478,-0.0144175315916991
2011-05-17,-0.0140128632557825,-0.0127119126932189,-0.0158831006121574,-0.0005514794261459,-0.0177304512829682
2011-05-18,0.0064881735260499,0.0213675217158573,0.0154440007533658,0.0187224755200834,-0.0024052321225052
2011-05-19,-0.0008683001574031,-0.0049792878561807,0.0119797972570137,0.0032085274595975,-0.0161870775074202
2011-05-20,-0.0056694982239598,-0.0192953434931649,-0.008140270022995,0.0021540611838833,-0.004875071569161
2011-05-23,-0.0205273042726251,-0.0061029334672081,0.0117035308086096,-0.0032930553349915,-0.035536198002754
2011-05-24,-0.0238750106869941,-0.0236220866627104,-0.0160153751120078,0.0032931600193331,-0.0251450894627658
2011-05-25,0.0199446039018624,0.0315599119007889,0.0130633444665931,0.0143646532266385,0.0233645121605573
2011-05-26,0.0155941353686053,0.0306480191883947,-0.0025839769403023,0.0251229385711845,0.0274869164681768
2011-05-27,0.0019074016259822,-0.0101436928430244,0.0064391747063211,-0.0199057655881534,0.0063694511264074
2011-05-31,0.0016258254399958,0.0050420522302599,0.0158629439320595,0.0132485420710854,-0.0075046833819118
2011-06-01,-0.0326807859594369,-0.0702929009201003,-0.0269592073130735,-0.0152070798541971,-0.0295969939320969
2011-06-02,-0.0045837390026809,0.0134529665772633,-0.0064308926201371,0.0015965288895799,-0.0058027176827696
2011-06-03,-0.0145785994781763,-0.0262443399861825,-0.0171164767866935,0.0032537670392996,-0.0098944340395807
2011-06-06,-0.0100186731995486,-0.0204271362746526,-0.0080267483003386,-0.0119111706298454,-0.0106595499648455
2011-06-07,-0.0019360784069181,-0.009372106912342,-0.008042887730929,-0.0086767810617248,0.0100604006532315
2011-06-08,-0.023590350965316,-0.0038095201764789,-0.0142565574337264,-0.0038524873159217,-0.0239840509568321
2011-06-09,-0.0005578843233614,0.0,0.0006858867581729,0.0011013468024077,0.0
2011-06-10,-0.016202892167008,-0.0412272571998294,-0.0240384870455203,-0.0049916888053449,-0.0068776053460859
2011-06-13,-0.027826619932829,-0.0138340261764755,-0.0224404378234451,-0.0038975333180689,-0.0283736922369524
2011-06-14,0.0124951272721871,0.0177514147344181,0.0119718365195346,-0.0049861582488656,0.0175192706363219
2011-06-15,-0.0011024907333588,-0.0157635323571842,-0.0105559196430398,-0.0005643470242292,0.0027874537135677
2011-06-16,-0.0158347703591071,0.0140140487017331,-0.0191897306286847,-0.0073780398367387,-0.0271777235508901
2011-06-17,-0.0244115196610467,-0.0205680741784879,-0.0199146997360573,-0.0091012427819384,-0.0288732290788197
2011-06-20,0.0002885279240745,0.0020100962961876,-0.0080175370415926,0.0192195644868792,0.0145243139154998
2011-06-21,0.0283587286294233,0.0227722310444962,0.0328467018635146,-0.0045325736790421,0.0227111207493806
2011-06-22,0.0005513103076333,0.0048923864411403,0.0085348422459258,0.0091690452960849,-0.003479484421229
2011-06-23,0.0288998616707572,0.0148368523539485,0.0301291312006191,0.0132183647861342,0.0339462185701427
2011-06-24,-0.0194909295104341,-0.0077669827402544,-0.0146443539687882,-0.0101752571928551,-0.0225718143836657
2011-06-27,0.0131751915138051,0.0136985700577813,0.00987301739319,0.0159725481077806,0.013286683765669
2011-06-28,0.0186077664516406,0.0182867732536126,0.0118632293928149,0.0123596196703802,0.0268594612502169
2011-06-29,-0.0024676667712713,-0.0056284678049922,-0.0054794466860143,0.0159780122106042,-0.0073186732289783
2011-06-30,0.0170043952445382,0.0631867743189132,0.0164835002885583,0.0124660993347127,0.005347588469389
2011-07-01,0.0266370956894092,-0.0206718155224173,0.0270636386624737,0.0133475710683413,0.0404240987746201
2011-07-05,-0.0040131802811192,-0.0412642891011271,-0.0079103417900836,-0.0026261103994169,0.0070064083877659
2011-07-06,0.0027324948270786,0.0082873071301207,-0.0080375005429491,0.0163674475819017,0.0159540522516146
2011-07-07,0.0095474126898039,-0.009000848864591,0.0133422156316828,-0.001554340957655,0.0018553300249816
2011-07-08,-0.0030197095566414,0.0175276363199996,-0.0020080143114984,0.0036939151454345,-0.0050314418632327
2011-07-11,-0.0160534526232793,-0.0092166246962083,-0.0170415813701313,-0.0079999796549479,-0.0161082469475661
2011-07-12,-0.0296495434612669,0.0,-0.0337553085018991,-0.0113269137783814,-0.0296247413888196
2011-07-13,-0.004643137460798,0.0149253585286016,-0.0043289659039403,0.0,-0.0100739132804556
2011-07-14,-0.0184111104987634,-0.0238751350491238,-0.018745510528269,-0.0296335804356998,-0.0134861638768745
2011-07-15,0.0006866023308,-0.0102899589331229,-0.0014588225899359,-0.0027669749809052,0.0122199803645379
2011-07-18,-0.0116292476600714,-0.0028625700650356,-0.008094231723067,-0.0117647611951478,-0.0148648827157809
2011-07-19,0.0199805686113299,0.0293006069803553,0.0226773565627093,0.0033669734551011,0.0067888923677823
2011-07-20,-0.0073786330489927,-0.0229568404149125,-0.0170575533989849,-0.0072625231026276,0.0080862455744757
2011-07-21,0.0171234976790436,0.0158878578807768,0.0296456868889296,-0.0129213231513772,-0.0006657941795645
2011-07-22,0.0233535403281739,0.0331796906931058,0.03015423173911,0.0119317659046049,0.0154155188378162
2011-07-25,-0.0072202004667637,0.0145322292539463,-0.0110497135683885,0.0103270397030531,0.002677373693206
2011-07-26,0.0244352321551816,-0.0017889496616927,0.0034867636124705,0.012746194115708,-0.0120481497026152
2011-07-27,-0.0231976620960373,-0.0360035671369141,-0.0337078335640058,-0.0395642495944968,-0.0188284836046495
2011-07-28,0.041478341728576,-0.0055814343829486,0.0750394803092615,0.0053507820583127,-0.0206699905468646
2011-07-29,0.0092167142217279,0.0085796143519169,0.0059656916194144,0.0029869262301573,0.0192450203165804
2011-08-01,-0.0200446929911956,-0.0261194663872071,-0.013167542368045,-0.0247495635408439,-0.0249465028123198
2011-08-02,-0.0313294622538418,-0.0358179949943637,-0.0443275833198568,-0.02546998678736,-0.0141263630541034
