Date,Weighted Industry Change,WCN Change,WM Change,RSG Change
2011-04-18,-0.0021390542542445,-0.0060933786009034,-0.0045332845052082,0.0006769989774957
2011-04-19,-0.0011792064536745,0.0010211261913705,0.0018761643593596,-0.0047377121239602
2011-04-20,0.0072307186963637,0.0037023812068837,0.0105903549466179,0.0047058618369225
2011-04-21,-0.0035827187059259,-0.0026800644971387,0.0020888206957789,-0.010343659427588
2011-04-25,0.0028956197921017,0.0016778267362592,0.0046972940138121,0.0006735786478716
2011-04-26,0.0132597460563967,0.0049669063957599,0.0150454433860817,0.0144101978209434
2011-04-27,0.0095846677831849,0.0082427271954627,0.0066326101141053,0.0118929203025697
2011-04-28,0.0081745139793465,-0.0032776576333612,0.0045650596952227,0.0127575856572373
2011-04-29,0.0139926125739378,0.0095144971639451,0.0043267540082479,0.0200000270720451
2011-05-02,0.0027869176923642,-0.0012995438908611,-0.0020227058887642,0.006944422703132
2011-05-03,0.00274807551504,0.0003264536457774,0.0007629394590463,0.0037724250628131
2011-05-04,-0.0046624223897425,-0.0019626599522,-0.0053475702068942,-0.0043818871253191
2011-05-05,-0.0045119417689556,0.0016490513708378,-0.0074627100095847,-0.0031555815646724
2011-05-06,-0.0012053563156626,0.0045856961216787,-0.0048843813355598,0.0003136834738106
2011-05-09,0.0012520683136247,0.004900378260711,0.0007737626758493,0.0006271702146898
2011-05-10,0.0021898109534319,0.0016234447831848,0.0023136285104773,0.0021915399594608
2011-05-11,-0.0014178361285069,-0.0064977194543049,-0.0046118450116695,0.0043749809265138
2011-05-12,0.0100093003396952,0.0134515013424658,0.007481964088895,0.0118380400678708
2011-05-13,-0.0054736215086701,-0.0090527831425166,-0.0081904196909068,-0.0027735023257894
2011-05-16,0.0001639239177859,-0.0029421117510508,0.0010344173111306,0.0
2011-05-17,0.0044698703942179,0.0203612762737283,-0.0018120552132728,0.0018605076989463
2011-05-18,0.0187108324475084,0.0315416963481302,0.0106080163318385,0.0169962678209778
2011-05-19,0.0029389934791984,0.0093197004413746,0.0007655676204512,-0.0003035549620294
2011-05-20,-0.0150454321305182,-0.0187981111429394,-0.0071520455448526,-0.0198170038506345
2011-05-23,-0.0025060972004472,-0.0098319192155297,-0.0033713968746194,0.0031446661593998
2011-05-24,-0.0073727968337213,-0.0041467037684005,-0.0033766511198761,-0.0127925072440566
2011-05-25,-0.0017330419585449,-0.0064246643881419,-0.0013054631346354,-0.0009542202969434
2011-05-26,0.0058283067369566,0.0090938529820749,0.0081386550813641,0.0025518316661118
2011-05-27,0.0047256412628584,-0.0022443298954884,0.0093482374978517,-0.0009502305855831
2011-05-31,-0.0019223514196671,0.009958160872383,0.0020619029027782,-0.005678242928821
2011-06-01,-0.0112675028112897,-0.0143220513844088,-0.0126029234826497,-0.0088973239722331
2011-06-02,-0.0032201071019578,0.0022631032856991,-0.0028682346813787,-0.0047954450954646
2011-06-03,-0.0012411465362813,0.0016302327008858,0.0021141124744934,-0.0064913618649005
2011-06-06,-0.0086080761562266,-0.0078099506066198,-0.0097573562698054,-0.0075065126246066
2011-06-07,-0.0118318586905113,-0.0009812831814801,-0.0145772394310489,-0.0104986778093874
2011-06-08,-0.0051981582241779,0.0105263058828845,-0.0118311009130554,0.0016600011841772
2011-06-09,0.0023226132737937,0.0038986316725829,0.0029891470823942,0.0006629253468044
2011-06-10,-0.0058310704889306,-0.001627579367777,-0.0059846957576433,-0.0076411807083538
2011-06-13,-0.0004347180420268,-0.0029268032167016,-0.0057220457794842,0.005344016184305
2011-06-14,-0.0001043638895702,0.0012932415203697,0.0,-0.0006589936577358
2011-06-15,-0.0056356026703455,-0.0045469729512998,-0.0068268707616572,-0.004660495763324
2011-06-16,0.0029962155478101,0.0055538056467116,-0.0013703219911693,0.0076514122977795
2011-06-17,0.0007473080511592,0.006783008776022,0.0010899431797215,-0.0026195752670723
2011-06-20,0.0156595020503749,0.0144834799174051,0.0155101957775297,0.016815042207871
2011-06-21,0.0015066021596587,0.0028399872955778,0.0,0.0042071543598749
2011-06-22,0.0018888128217591,-0.0009457971466258,-0.0005360615660012,0.0054927325396872
2011-06-23,0.0066003324499871,0.0022271921712653,0.0037878623678662,0.0113821262266577
2011-06-24,-0.0121924427493287,-0.0069907329037284,-0.0070157076793269,-0.0177191085111741
2011-06-27,0.0012453937774992,0.0038461503192515,0.0,0.0019620492508854
2011-06-28,0.0020070328088823,0.0082723890525222,0.0,0.0045602405918326
2011-06-29,-0.0013633352227279,-0.0028310538446516,-0.001885767695001,-0.0003240514803645
2011-06-30,0.0020576958146771,-0.0025149299795896,0.004853068332037,1.4763936896526676e-16
2011-07-01,0.0081773960236685,0.0119458724325556,0.0102260783012812,0.0058196024377555
2011-07-05,0.0011013609433753,0.0021658616056303,0.0031999715169271,-0.0012836652238311
2011-07-06,0.0050773456560176,0.0098704411932247,0.0034574753561416,0.0061014944695463
2011-07-07,0.0012213611138359,-0.0048499497998454,0.0010537649233956,0.0034875935259966
2011-07-08,0.0020364378087839,0.0095267495103116,0.0029232157116457,-0.0019144692294274
2011-07-11,-0.0052747420979241,-0.0061406144040251,-0.0050883402767158,-0.0051763134326092
2011-07-12,-0.0080750527867636,0.005574520255892,-0.0065092994500192,-0.014715525312693
2011-07-13,-0.0047392638000352,0.0073619560831228,-0.0089503126096387,-0.003642404224259
2011-07-14,-0.0147125616407299,-0.0121543484896258,-0.0155652570029959,-0.0149402639575392
2011-07-15,-0.0001725869173633,0.0021451972168025,0.0,-0.0006740969906388
2011-07-18,-0.0071298616944992,-0.0006147725354811,-0.0075000127156575,-0.010799855008026
2011-07-19,0.0152141460454523,0.0219981461480122,0.007825673659781,0.0186947394845087
2011-07-20,0.0010117746778657,0.0065671150273816,-0.0024841334177488,0.0033366828081697
2011-07-21,0.0093741595604167,0.0035398195732619,0.0077155903067798,0.0158940241758327
2011-07-22,-0.0132835774264435,-0.0049940989298731,-0.0153297995430297,-0.0111074859787134
2011-07-25,0.0052655334972676,-0.0035735521865311,0.007002800970792,0.005674235029668
2011-07-26,-0.0052512384492337,-0.0077589131835356,-0.0022297053699301,-0.0089760790707611
2011-07-27,-0.0043968195038386,-0.007850277278217,-0.0028082641702987,-0.0060585123989863
2011-07-28,-0.041068872108741,-0.0106707432754405,-0.0527536143427308,-0.0187713055079153
2011-07-29,-0.0109510609965692,0.0006207762838062,-0.0202240084279412,0.0136173640121665
2011-08-01,-0.0117419329653803,-0.0098461447450534,-0.0100628837264649,-0.0154056442894594
2011-08-02,-0.021900627078377,-0.0112570250728674,-0.0244989007409229,-0.0212840409490318
2011-08-03,-0.0024645941045896,0.0157827674489656,-0.0035517825457456,-0.0085561418055608
2011-08-04,-0.0238204405839081,-0.023285107961305,-0.0205212069204822,-0.0300180808375059
2011-08-05,-0.0129022781384699,-0.0274233987530825,-0.0084883554899416,-0.0128771294164803
2011-08-08,-0.0527961305640514,-0.0123828289982483,-0.0584893046636905,-0.0596277895698236
2011-08-09,0.0211518966564931,0.0239680197825829,0.0127453986611504,0.0429252754473737
2011-08-10,-0.0208150634950138,-0.01426203306849,-0.0244731241158175,-0.0166731403610339
2011-08-11,0.0524650850239813,0.039530999256134,0.0629539849335951,0.0337652388510526
2011-08-12,0.0028528127514576,-0.0025673917376848,-0.0048480806703657,0.0173912692326718
2011-08-15,0.011219237723442,0.0102008188161731,-0.0054592189989078,0.034266776937751
2011-08-16,0.0012284983085418,-0.001272668236664,-0.0055248642757512,0.0086736454808968
2011-08-17,0.0081423812127668,0.0095329250382877,0.0143043085430303,0.0017780666987317
2011-08-18,-0.0089175295011455,-0.0064287949685724,-0.0197889309864391,-0.0007286141059301
2011-08-19,0.0089491767304428,0.0140706908602858,0.0017035514961053,0.0136380704267938
2011-08-22,0.0017972846305612,-0.0047438511305337,0.0036654651620328,0.001069543225009
2011-08-23,0.0474690602001015,0.0341988275060446,0.0603961015555529,0.0197461020412665
2011-08-24,0.0358899782329266,0.043119292062157,0.0366311852451716,0.0294934209045942
2011-08-25,-0.0179174805020574,0.0023249032793841,-0.0222757872147703,-0.0167448087669047
2011-08-26,0.0042044259519931,0.0075581742048661,-1.4461144432407682e-16,0.0181818419753458
2011-08-29,0.0298548606507788,0.0079999921526232,0.0351145504085162,0.0163278829517165
2011-08-30,-0.0015712095416938,-0.0028513965700192,-0.0035724599982032,0.0036303832713309
2011-08-31,-0.0165179374264398,-0.0139681204735301,-0.0210370099103011,-0.0078431296773283
2011-09-01,-0.0166510271261111,-0.0127241058806845,-0.020756914692256,-0.0099009651687916
2011-09-02,-0.0229205276982205,-0.0005943105856917,-0.03061872510603,-0.0169491525423728
