Date,Weighted Industry Change,AWK Change
2011-04-18,-0.005151483202209,-0.0108089073446223
2011-04-19,-0.0057699055892893,-0.0003522447726954
2011-04-20,-0.0076368248362064,-0.0045439030178905
2011-04-21,-0.0072889506752818,-0.0084062969363103
2011-04-25,-0.0052290767942122,0.0007064803299531
2011-04-26,-0.0051159343131326,0.0102220302996137
2011-04-27,0.0074665942235077,0.0083188827710488
2011-04-28,0.004164448884393,0.0055115343998497
2011-04-29,0.0116188750833005,0.0082360938965366
2011-05-02,-0.0143510871692183,-0.013373441008723
2011-05-03,0.0009911148445113,0.0044203015569438
2011-05-04,-0.0037555178961094,-0.0050881825257617
2011-05-05,0.0004477590250338,-0.0047716219809253
2011-05-06,-0.0057353973703399,-0.0054347773270931
2011-05-09,4.185228009873466e-05,-0.0020202482070599
2011-05-10,0.0283133022768216,0.0323777741710768
2011-05-11,-0.0278817841990103,-0.0319738843208286
2011-05-12,-0.0013017042008844,0.0047345076460363
2011-05-13,-0.0161440252917867,-0.0097774446955706
2011-05-16,-0.0123313445363685,-0.0116758290792975
2011-05-17,0.0058023697294819,-0.0038102046121893
2011-05-18,-0.0022380461927458,-0.0082304448687938
2011-05-19,0.0120174007583124,0.0141770347970431
2011-05-20,-0.0013267856365554,-0.0003400281854376
2011-05-23,-0.0029766890056074,-0.0034340789350184
2011-05-24,-0.014412344667575,-0.0078659214786831
2011-05-25,0.0251106922828252,0.0254908630249733
2011-05-26,0.0070322706642603,0.0023481951049409
2011-05-27,-0.0016908621572616,-0.0050049923912888
2011-05-31,0.0025327028317379,0.0033433761945801
2011-06-01,-0.0089943370113094,-0.0096989636079791
2011-06-02,-0.0126854134939144,-0.009427632304808
2011-06-03,-0.0035347000989499,-0.0024039011042381
2011-06-06,-0.0076494007052941,-0.0109927752701737
2011-06-07,-0.0080181231348152,-0.0038115248795976
2011-06-08,-0.0032030828659126,-0.0010424143825479
2011-06-09,-0.0055162104712105,-0.0073068575554998
2011-06-10,-0.0007452780782216,0.0056278524690335
2011-06-13,-0.0059692813058429,0.0031348016530089
2011-06-14,0.0005696390296481,0.0027557671999249
2011-06-15,-0.007786009264766,-0.0069012718685291
2011-06-16,-0.08190360849678,-0.0031174281251002
2011-06-17,0.0061051058860685,0.0076071684914975
2011-06-20,-0.0068071508750094,0.0089593461330314
2011-06-21,0.0143635359931337,0.0030748258004902
2011-06-22,-0.0147035424717316,-0.0030622713323222
2011-06-23,0.0101316209399664,0.0103057104352606
2011-06-24,0.0127419737527297,0.0
2011-06-27,0.0178639370119008,0.0006861220591905
2011-06-28,-0.0028754773899897,0.0054776364182018
2011-06-29,0.0091893772636847,0.0094754887944072
2011-06-30,-0.008446076707492,-0.0163660575276469
2011-07-01,0.0171988695540563,0.0220712937755929
2011-07-05,0.00323417653029,-0.0033322352784752
2011-07-06,0.018794071677061,0.0060342040105985
2011-07-07,0.0014550813879612,-0.0013245335932717
2011-07-08,0.0053422528605677,0.0070116553964335
2011-07-11,-0.0181549253966994,-0.0093520601753832
2011-07-12,-0.0015243197629443,-0.0003381883322641
2011-07-13,0.0111714931712572,0.0
2011-07-14,-0.0162809579180856,-0.012424473831504
2011-07-15,0.0028911767125445,0.0016961039750881
2011-07-18,-0.0064344535679354,-0.0128726647094376
2011-07-19,0.0012150604207225,-0.0010249636548109
2011-07-20,-0.0004000696883854,0.0006811495231368
2011-07-21,0.0080532750804468,0.0071210916734885
2011-07-22,-0.0065667191496791,-0.009075645639115
2011-07-25,-0.0046142843862117,0.0
2011-07-26,-0.0159031688300573,-0.0126022081587746
2011-07-27,-0.0224634281786639,-0.0235050223989845
2011-07-28,0.0025278247689987,0.0017718336508078
2011-07-29,-0.0050987877683081,-0.0014265661277205
2011-08-01,-0.0221957889258526,-0.0137131255159446
2011-08-02,-0.0190869474180752,-0.0100286778610452
2011-08-03,0.0224082128128959,0.0253715389296147
2011-08-04,-0.0149119912569093,-0.0061217167263823
2011-08-05,-0.0275839632522187,-0.0172104536658572
2011-08-08,-0.0593596740486039,-0.0582381117796322
2011-08-09,0.0645050670410356,0.0815534128726105
2011-08-10,-0.016533386807013,-0.0146950635055316
2011-08-11,0.0472798714666102,0.0554938942617597
2011-08-12,-0.0157603230999642,-0.0201318963713171
2011-08-15,0.0310988224191337,0.0221518688092908
2011-08-16,-0.0015390247246603,0.005567148527708
2011-08-17,-0.0192595360143728,-0.015823842081242
2011-08-18,-0.0239354698301151,-0.0106383381664103
2011-08-19,-0.0101558385702547,-0.0116152342535731
2011-08-22,-0.0196033417773863,-0.0054229797309383
2011-08-23,0.0204023432543761,0.0126582418191127
2011-08-24,0.0452906792121394,0.0300536719019232
2011-08-25,0.0020823013894407,-0.0131396666585106
2011-08-26,0.0300998595254825,0.0229115121361356
2011-08-29,0.0252291433907901,0.0120109948112785
2011-08-30,0.0063443746212867,0.0102528788350596
2011-08-31,0.0030078355881096,0.000335916316025
2011-09-01,-0.0239066354792878,-0.0093551848910968
2011-09-02,0.006899268321855,0.0095857821096047
2011-09-06,0.0210286061171187,0.0044811844102356
2011-09-07,0.0129942730407374,0.0047586468145948
2011-09-08,-0.0061052331504328,0.0064472527480352
2011-09-09,-0.0251410181648246,-0.021828083093787
2011-09-12,0.0066953875153045,0.0056417434403616
2011-09-13,0.0097319359572403,0.0119340173857273
2011-09-14,0.0104949659415756,0.0200345391509815
2011-09-15,-0.0242476470293213,-0.0060100267309015
2011-09-16,0.0042111854637902,-0.0076871504562113
2011-09-19,-0.0128184885032751,-0.003714981698214
2011-09-20,-0.0108423316902419,-0.0003313528423036
2011-09-21,-0.0066118498979308,0.0063123100215833
2011-09-22,0.0054934673783425,0.0127988936992675
2011-09-23,0.008327143998047,-0.006005952684388
2011-09-26,0.0057293370682967,0.0043132405689393
2011-09-27,-0.0043514964358769,-0.0045691707714505
2011-09-28,-0.0168307528007933,-0.0118071699919321
2011-09-29,0.0670585189556501,-0.0078431296773283
2011-09-30,-0.0209194844866007,0.0019920140860098
2011-10-03,-0.0395541647746173,-0.0333553568685115
2011-10-04,0.0387266696786062,0.0197368981557035
2011-10-05,-0.0037973361618436,-0.0145025399901536
2011-10-06,0.0186733992893779,0.0085411682982628
2011-10-07,-0.0193911878449985,-0.01044472583406
2011-10-10,0.0251034496799547,0.0131225203905651
2011-10-11,0.0122046228797902,0.0043405394809693
2011-10-12,-0.0113243711157938,-0.0254967032553386
2011-10-13,0.0193073106528305,0.0190865529321746
2011-10-14,-0.0060860158448262,-0.0089730959253734
2011-10-17,-0.0050298984382484,0.0148147681954953
2011-10-18,0.0122230378945551,0.0046327366041732
2011-10-19,-0.0034597582793926,0.0072320615648496
2011-10-20,0.001378726343102,0.0019678408131447
2011-10-21,-0.0057805088307526,-0.0090938836739137
2011-10-24,0.0219170095670408,0.0134338086914349
2011-10-25,-0.0290089966040777,-0.0273259648289623
2011-10-26,-0.0078080416165344,-0.0188491964000812
2011-10-27,0.0276812829962402,0.001980834074905
2011-10-28,-0.0034662253408971,0.0082836314603059
2011-10-31,-0.0031310019276892,0.01092714951554
2011-11-01,-0.0075411912615644,-0.002677373693206
2011-11-02,0.0139655657454027,-0.01051938507632
2011-11-03,0.0128415507950387,0.0190664011259502
2011-11-04,-0.0024642544203334,-0.0084278841383096
2011-11-07,0.0094587325433114,0.0139792035752987
2011-11-08,-0.0152447207409936,0.0009637226936814
2011-11-09,-0.0012076140972275,2.8606458016762577e-16
2011-11-10,-0.0074363472241754,0.0048324617946526
2011-11-11,0.0009427549359332,-0.0031989885072787
2011-11-14,-0.0081319333140889,-0.0073812433685051
2011-11-15,0.0075172879312622,0.0022587833282096
2011-11-16,-0.0092106767085934,-0.0058555727558885
2011-11-17,0.0025532471564748,-0.0023003514335262
2011-11-18,0.0001179411132596,-0.0032732725570675
2011-11-21,0.0003952451436863,0.0046265495237774
2011-11-22,-0.0201307443958935,-0.0068988498073885
2011-11-23,-0.01847740680974,-0.0069907118981724
2011-11-25,-0.0118799080886136,0.0020161110712677
2011-11-28,-0.0023202295357275,-0.0135135084162857
2011-11-29,0.007301119518084,0.0202927685026302
2011-11-30,0.018830566281901,-0.003527922042172
2011-12-01,0.0040901812838229,0.0086733204318217
2011-12-02,-0.0098277793338627,-0.0075877261298146
2011-12-05,0.0106821031448935,-0.00315160362157
2011-12-06,0.0055647618574924,-0.0009469913622637
2011-12-07,-0.0083430608782203,-0.0145846854302033
2011-12-08,-0.0093499847118402,0.0016165288253225
2011-12-09,0.0058780560554282,-0.0006431015279211
2011-12-12,0.0068560834348107,0.0009680763751882
2011-12-13,-0.0145328275945723,-0.0083306097135565
2011-12-14,-0.0132367735716047,-0.0184227435354046
2011-12-15,0.0126592924454092,0.0157687100464827
2011-12-16,-0.0003517194408472,0.0106692505803449
2011-12-19,-0.0143743863687586,-0.009280029296875
2011-12-20,0.0099034717926992,0.0044771150495355
2011-12-21,0.0161000813847512,0.0095237853035094
2011-12-22,-0.0007429914119655,-0.0018814508338265
2011-12-23,-0.0018818472470764,0.0062715825264134
2011-12-27,0.0101929938532524,0.0127566849781634
2011-12-28,-0.0251488832854134,-0.0196922889122593
2011-12-29,0.0174882041788439,0.009093788682275
2011-12-30,-0.0044429307603954,-0.01270529413065
2012-01-03,-0.009282087534766,-0.0174726826606233
2012-01-04,-0.0007250308094353,-0.0031766322402752
2012-01-05,0.0091156573230506,0.007951653808949
2012-01-06,-9.926397442512897e-05,0.0044080412040149
2012-01-09,-0.0012731904019306,-0.0025078346289254
2012-01-10,-0.0002132696822719,-0.0156788965057898
2012-01-11,0.0025740569244759,0.002526845359811
2012-01-12,0.0072628019509559,0.0047170292288591
2012-01-13,0.005803205397372,0.0044038812713609
2012-01-17,0.0036173000158387,0.0052794461154475
2012-01-18,-0.0011752983731882,-0.0012315552983715
2012-01-19,0.0122762465588536,0.0132307786207932
2012-01-20,0.0013403662271901,0.0012176839386722
2012-01-23,-0.0110236992654206,-0.0018203143282853
2012-01-24,0.0048563856461708,-0.0024435499985728
2012-01-25,0.0123233527726768,0.0064240718260033
2012-01-26,0.0051814307525541,0.0093684306999547
2012-01-27,0.0043368946197322,0.0005979209957397
2012-01-30,0.0054885288455506,0.0120591362062056
2012-01-31,-0.0036938527799084,-0.0035450203041073
2012-02-01,0.0073889174739411,-0.0014823373180879
2012-02-02,0.0001077580732034,-0.0011852123119212
2012-02-03,0.0151242662245957,0.0002949357251672
2012-02-06,-0.0020395374094511,0.0008864887459101
2012-02-07,0.0071221647020062,0.0193222811436474
2012-02-08,0.0085408389331504,0.0014527325513608
2012-02-09,-0.0001578882402249,-0.0058004862411457
2012-02-10,-0.0095604978250687,-0.0070113312000896
2012-02-13,-0.0013232919331672,-0.0035221289392316
2012-02-14,-0.0040128719267255,0.0002943279709719
2012-02-15,-0.0121399091834438,-0.0097059362074907
2012-02-16,0.0233924304923419,0.0133728656117923
2012-02-17,-0.0067848769889363,-0.0131310404706315
2012-02-21,-0.0089734120434054,-0.0094618479512639
2012-02-22,-0.0068266610682109,0.0032787067914459
2012-02-23,0.0212920241842397,0.0151740051256093
2012-02-24,-0.0079714690790453,-0.00293951462295
2012-02-27,0.0029208488241079,0.0056363822772622
2012-02-28,-0.0150596709477024,-0.0131656161182453
2012-02-29,0.0030051832052772,0.0154028579270395
2012-03-01,0.0081362265278002,-0.0069707138059685
2012-03-02,0.0104047710385608,0.0189474005448192
2012-03-05,0.0119348969201254,0.0064992978026667
2012-03-06,-0.015743021937207,-0.0103213941520499
2012-03-07,0.0097713416838549,0.0104228247479553
2012-03-08,-0.0244209737154843,-0.0044104004288253
2012-03-09,0.013455747408736,0.0062111527933434
2012-03-12,-0.0042502323943055,0.0014684064076607
2012-03-13,0.0102430772845067,0.0040875734203923
2012-03-14,-0.016023390261802,-0.0090378298976406
2012-03-15,0.0010660022688956,0.0008846587859587
2012-03-16,-0.0187834129759514,-0.0041249085242527
2012-03-19,-0.0057413340050626,-0.009198853598601
2012-03-20,0.0051360756872845,0.0051113046368531
2012-03-21,0.0015835048264314,-0.0014925145391209
2012-03-22,0.001786989812898,0.0029949772580517
2012-03-23,0.0037999634573178,0.0056800783968739
2012-03-26,0.0078415858800662,0.0074030203319859
2012-03-27,-0.0017698220168198,0.0008821698169607
2012-03-28,-0.0013667937701169,-0.0023633093046838
2012-03-29,0.0069809749871883,0.012462853395754
2012-03-30,-0.0037458004370507,-0.0017600872109841
2012-04-02,0.0107352837437528,0.0076268207793909
2012-04-03,0.0016199962870036,0.0064289128625969
2012-04-04,-0.0071574740770684,-0.0058565374525058
2012-04-05,-0.0051164298395221,-0.0014766460767653
2012-04-09,0.001249532137968,0.0023938311022716
2012-04-10,-0.0205597669097983,-0.0134248435797747
2012-04-11,2.2866762221856644e-05,-0.0066026777526442
2012-04-12,0.0188785848813614,0.0075483094221757
2012-04-13,-0.0110735237417021,-0.0089954797837049
2012-04-16,-0.0010736690849723,0.0006051575862441
2012-04-17,0.0067358770701051,0.0078525616653693
2012-04-18,0.0013260086548655,0.0066425491484943
2012-04-19,-0.0037334877006994,-0.0005998937514138
2012-04-20,0.0011428689203931,0.0101705100055069
2012-04-23,-0.0094042154751194,-0.0113297870525493
2012-04-24,0.0100678403296032,0.0114147564724376
2012-04-25,0.0058421268255193,0.0038369908299769
2012-04-26,0.0016825276932808,0.0100235899452131
2012-04-27,0.0076858214974709,0.009635089957801
2012-04-30,0.0023104236534797,-0.0069604949813164
2012-05-01,0.0038313195477697,0.0037857037722067
2012-05-02,0.0003934314262316,-0.0029060876072225
2012-05-03,-0.006796522607764,-0.0098722464037559
2012-05-04,-0.0074005480576476,-0.0014642181412473
2012-05-07,0.0039594044432475,0.0002940682803885
2012-05-08,0.01739704324385,0.0035555239076966
2012-05-09,-0.021861851736372,0.0059118219750905
2012-05-10,-0.0458427253482206,0.0052647064172493
2012-05-11,0.0220202844312246,0.0040948584372371
2012-05-14,0.0004128173135803,-0.006455434532948
2012-05-15,0.0100879746265438,-0.001772453804972
2012-05-16,-0.0003957937694345,-0.0044248235730726
2012-05-17,-0.0228738198304852,-0.0107047457305281
2012-05-18,-0.0004431104840735,-0.0075165367593584
2012-05-21,0.0067150033386768,0.0030229283127554
2012-05-22,0.0082531236426146,0.0057073782362188
2012-05-23,0.0104496430373377,0.0057039513322064
2012-05-24,0.0129457329607258,0.0184414862070095
2012-05-25,-0.0022347066871212,-0.005257018000936
2012-05-29,-0.0025773698965722,0.0017508425004244
2012-05-30,-0.0020887728803907,-0.0058495746205135
2012-05-31,-0.0032757573436587,0.0029316467995238
2012-06-01,0.0064363638420431,0.0055931298169393
2012-06-04,-0.0139089897007118,-0.0110949216967951
2012-06-05,0.0094932655938459,0.0103398022037117
2012-06-06,0.0146469805441019,0.0153981005865454
2012-06-07,-0.016502407300698,-0.0194285801478793
2012-06-08,0.0084659586364255,0.003802312762121
2012-06-11,-0.0262177478223073,-0.0191359760885186
2012-06-12,0.000606192633112,0.0023592400889023
2012-06-13,-0.003522756075307,-0.0050044738749955
2012-06-14,0.0074328618887554,0.0020642788304098
2012-06-15,0.0047707655569237,-0.0056063331404784
2012-06-18,0.0023820017953658,0.0032554189810932
2012-06-19,0.0087542544954482,-0.0076312980294126
2012-06-20,-0.0048317674940141,-0.0062203523374795
2012-06-21,-0.0284954186986482,-0.0085926197193285
2012-06-22,0.004876228368238,-0.0044789942777266
2012-06-25,-0.0015755389399573,0.000603514125891
2012-06-26,0.0031206734985501,0.0030120021633466
2012-06-27,0.0220769076428616,0.0107720116719241
2012-06-28,0.0149956214654309,0.0124962261623987
2012-06-29,-0.009791316243148,-0.0069525398402137
2012-07-02,0.0114776280449263,0.0084350521181057
2012-07-03,0.0095956394869815,0.0122092485556825
2012-07-05,0.0043172425391336,-0.002871868897114
2012-07-06,8.781551153844803e-05,0.0
2012-07-09,0.0073754547189497,0.0054850590286968
2012-07-10,-0.0072940150273435,0.0017143249511717
2012-07-11,-0.0083715769719786,-0.0079590328842512
2012-07-12,-0.0125003878722757,0.004892033638714
2012-07-13,0.0127257128295207,0.014285714285714
2012-07-16,-0.0088590639801006,-0.0014084292129731
2012-07-17,0.0038342268005261,0.0028168584259462
2012-07-18,0.0169380007841023,0.0123770028368257
