Date,Weighted Industry Change,RGR Change
2011-07-27,-0.0179518780068853,-0.0179518780068853
2011-07-28,0.1155999755859375,0.1155999755859375
2011-07-29,-0.0076280779725209,-0.0076280779725209
2011-08-01,-0.0068003053123071,-0.0068003053123071
2011-08-02,-0.0043414954607308,-0.0043414954607308
2011-08-03,0.0123816520001321,0.0123816520001321
2011-08-04,-0.0119956350767164,-0.0119956350767164
2011-08-05,-0.0417877761410375,-0.0417877761410375
2011-08-08,-0.0432934210630118,-0.0432934210630118
2011-08-09,0.0427553410102982,0.0427553410102982
2011-08-10,0.0227623514988912,0.0227623514988912
2011-08-11,0.0508030885224923,0.0508030885224923
2011-08-12,-0.0014094083636905,-0.0014094083636905
2011-08-15,0.0101611422170954,0.0101611422170954
2011-08-16,0.0024441234747204,0.0024441234747204
2011-08-17,0.0041450407157978,0.0041450407157978
2011-08-18,0.0067375397719377,0.0067375397719377
2011-08-19,0.0569688341555227,0.0569688341555227
2011-08-22,-0.0585124118268982,-0.0585124118268982
2011-08-23,0.0678969641211907,0.0678969641211907
2011-08-24,0.0136941661313714,0.0136941661313714
2011-08-25,-0.0028744859189725,-0.0028744859189725
2011-08-26,0.0439243608776934,0.0439243608776934
2011-08-29,0.0255562937977676,0.0255562937977676
2011-08-30,0.0410195624778209,0.0410195624778209
2011-08-31,-0.0745479902169729,-0.0745479902169729
2011-09-01,-0.0325326760316383,-0.0325326760316383
2011-09-02,-0.0006407738225467,-0.0006407738225467
2011-09-06,0.0280158331310101,0.0280158331310101
2011-09-07,-0.0081786795028008,-0.0081786795028008
2011-09-08,-0.0127226339610575,-0.0127226339610575
2011-09-09,-0.0068137276622984,-0.0068137276622984
2011-09-12,-0.0368280930816525,-0.0368280930816525
2011-09-13,0.081944467807994,0.081944467807994
2011-09-14,0.0057197429012777,0.0057197429012777
2011-09-15,-0.0383526983287347,-0.0383526983287347
2011-09-16,0.0185486398735797,0.0185486398735797
2011-09-19,0.0048796232806483,0.0048796232806483
2011-09-20,-0.0424300761468002,-0.0424300761468002
2011-09-21,0.0241286631927863,0.0241286631927863
2011-09-22,-0.0242832823817142,-0.0242832823817142
2011-09-23,0.0689895292544076,0.0689895292544076
2011-09-26,0.0154838562011717,0.0154838562011717
2011-09-27,-0.0239503057097056,-0.0239503057097056
2011-09-28,-0.0765808674927236,-0.0765808674927236
2011-09-29,-0.0799319868014065,-0.0799319868014065
2011-09-30,-0.0166540701281987,-0.0166540701281987
2011-10-03,-0.0515980049294352,-0.0515980049294352
2011-10-04,0.1126181578179303,0.1126181578179303
2011-10-05,-0.0022050521117665,-0.0022050521117665
2011-10-06,0.0511971018978716,0.0511971018978716
2011-10-07,-0.0583332792476354,-0.0583332792476354
2011-10-10,0.0375857970838865,0.0375857970838865
2011-10-11,0.007324697729816,0.007324697729816
2011-10-12,0.016826914732021,0.016826914732021
2011-10-13,0.0112016918299436,0.0112016918299436
2011-10-14,-0.021340426626638,-0.021340426626638
2011-10-17,-0.006856385410228,-0.006856385410228
2011-10-18,0.0117079281859618,0.0117079281859618
2011-10-19,-0.0149609158905293,-0.0149609158905293
2011-10-20,0.0093295972851586,0.0093295972851586
2011-10-21,-0.0370995074408792,-0.0370995074408792
2011-10-24,0.0191637359735115,0.0191637359735115
2011-10-25,0.0089748096321832,0.0089748096321832
2011-10-26,0.0043888979433926,0.0043888979433926
2011-10-27,0.0325979500744446,0.0325979500744446
2011-10-28,-0.0221793802803084,-0.0221793802803084
2011-10-31,0.00563847689701,0.00563847689701
2011-11-01,-0.0288331205789851,-0.0288331205789851
2011-11-02,0.044535772979646,0.044535772979646
2011-11-03,0.0153172796068773,0.0153172796068773
2011-11-04,-0.0040073137768554,-0.0040073137768554
2011-11-07,0.0046311061656531,0.0046311061656531
2011-11-08,-0.0094225337055735,-0.0094225337055735
2011-11-09,-0.0094756550381055,-0.0094756550381055
2011-11-10,-0.0009413456496864,-0.0009413456496864
2011-11-11,0.0018651344950627,0.0018651344950627
2011-11-14,-0.0037266748149548,-0.0037266748149548
2011-11-15,0.0157035175126831,0.0157035175126831
2011-11-16,-0.0115264470240724,-0.0115264470240724
2011-11-17,-0.0015718087991193,-0.0015718087991193
2011-11-18,0.0050568852875658,0.0050568852875658
2011-11-21,0.0,0.0
2011-11-22,0.0102399902343749,0.0102399902343749
2011-11-23,-0.0149728997289971,-0.0149728997289971
2011-11-25,-0.0505215491848509,-0.0505215491848509
2011-11-28,0.0444886523208132,0.0444886523208132
2011-11-29,-0.0139859707410529,-0.0139859707410529
2011-11-30,0.0031191038626841,0.0031191038626841
2011-12-01,-0.0517456876562206,-0.0517456876562206
2011-12-02,-0.024112080750763,-0.024112080750763
2011-12-05,0.0401580399738343,0.0401580399738343
2011-12-06,0.0022019406356804,0.0022019406356804
2011-12-07,0.0187970043870812,0.0187970043870812
2011-12-08,-0.004664226573091,-0.004664226573091
2011-12-09,0.0696301462842215,0.0696301462842215
2011-12-12,0.0145056748423305,0.0145056748423305
2011-12-13,-0.0427994007682344,-0.0427994007682344
2011-12-14,-0.0209917447256033,-0.0209917447256033
2011-12-15,0.0006133228270262,0.0006133228270262
2011-12-16,-0.0115326573388926,-0.0115326573388926
2011-12-19,-0.0476768806642694,-0.0476768806642694
2011-12-20,0.0299438254320357,0.0299438254320357
2011-12-21,0.0396970113118491,0.0396970113118491
2011-12-22,-0.0307246774866961,-0.0307246774866961
2011-12-23,0.0229850882914529,0.0229850882914529
2011-12-27,0.0017503318386129,0.0017503318386129
2011-12-28,-0.0285630866514397,-0.0285630866514397
2011-12-29,0.0192596869835936,0.0192596869835936
2011-12-30,-0.010644607143703,-0.010644607143703
2012-01-03,-0.0029206274508229,-0.0029206274508229
2012-01-04,-0.014705882352941,-0.014705882352941
2012-01-05,0.0662272391341997,0.0662272391341997
2012-01-06,-0.0030812495238308,-0.0030812495238308
2012-01-09,0.0136871980142261,0.0136871980142261
2012-01-10,-0.0391623227843865,-0.0391623227843865
2012-01-11,0.0167281016424827,0.0167281016424827
2012-01-12,-0.0052690636209176,-0.0052690636209176
2012-01-13,0.0629294024164989,0.0629294024164989
2012-01-17,0.0182237962309301,0.0182237962309301
2012-01-18,-0.003779231956957,-0.003779231956957
2012-01-19,-0.0221161359102112,-0.0221161359102112
2012-01-20,-0.0084593189068472,-0.0084593189068472
2012-01-23,-0.0562290502820777,-0.0562290502820777
2012-01-24,0.0579511293379346,0.0579511293379346
2012-01-25,0.0307051859434112,0.0307051859434112
2012-01-26,-0.0200350420973285,-0.0200350420973285
2012-01-27,0.0202772313678568,0.0202772313678568
2012-01-30,-0.0022681489893071,-0.0022681489893071
2012-01-31,-0.0070122408504109,-0.0070122408504109
2012-02-01,-0.0002504589677307,-0.0002504589677307
2012-02-02,0.0433910104986938,0.0433910104986938
2012-02-03,0.0195005876266821,0.0195005876266821
2012-02-06,0.0046685518727144,0.0046685518727144
2012-02-07,0.00069692437923,0.00069692437923
2012-02-08,-0.0183507765279413,-0.0183507765279413
2012-02-09,0.0045002041974318,0.0045002041974318
2012-02-10,-0.0054722709711241,-0.0054722709711241
2012-02-13,0.0300947970332503,0.0300947970332503
2012-02-14,-0.002990592695298,-0.002990592695298
2012-02-15,0.0018289440623594,0.0018289440623594
2012-02-16,-0.0011368630645965,-0.0011368630645965
2012-02-17,-0.0094980093181439,-0.0094980093181439
2012-02-21,0.0392913829252654,0.0392913829252654
2012-02-22,-0.0796915423389717,-0.0796915423389717
2012-02-23,-0.0697315933301031,-0.0697315933301031
2012-02-24,0.0258579795591773,0.0258579795591773
2012-02-27,-0.0004598863414986,-0.0004598863414986
2012-02-28,-0.0121838799838362,-0.0121838799838362
2012-02-29,-0.0313007710499775,-0.0313007710499775
2012-03-01,-0.0054553971316118,-0.0054553971316118
2012-03-02,0.0249280218216769,0.0249280218216769
2012-03-05,-0.0072701117033553,-0.0072701117033553
2012-03-06,0.0021567254630999,0.0021567254630999
2012-03-07,0.0076886041094793,0.0076886041094793
2012-03-08,0.022915127900945,0.022915127900945
2012-03-09,-0.0144827831750628,-0.0144827831750628
2012-03-12,-0.0032580727407795,-0.0032580727407795
2012-03-13,-0.0046511805334757,-0.0046511805334757
2012-03-14,0.0014078220270936,0.0014078220270936
2012-03-15,0.0231145884063847,0.0231145884063847
2012-03-16,-0.023425120886946,-0.023425120886946
2012-03-19,0.0137209337811137,0.0137209337811137
2012-03-20,-0.0143252991999008,-0.0143252991999008
2012-03-21,-0.0135261617678914,-0.0135261617678914
2012-03-22,0.0374458769192076,0.0374458769192076
2012-03-23,-0.0121249517969175,-0.0121249517969175
2012-03-26,0.028741563379031,0.028741563379031
2012-03-27,-0.0286054553504991,-0.0286054553504991
2012-03-28,-0.0163431915136198,-0.0163431915136198
2012-03-29,0.0110832033182603,0.0110832033182603
2012-03-30,0.0053234709402315,0.0053234709402315
2012-04-02,0.0319062601323081,0.0319062601323081
2012-04-03,0.0056617941022788,0.0056617941022788
2012-04-04,0.0089773432748727,0.0089773432748727
2012-04-05,-0.0089441781400565,-0.0089441781400565
2012-04-09,-0.0088635170156009,-0.0088635170156009
2012-04-10,-0.0618290389169657,-0.0618290389169657
2012-04-11,0.0385987040751882,0.0385987040751882
2012-04-12,0.0123284732670057,0.0123284732670057
2012-04-13,-0.0148514851485148,-0.0148514851485148
2012-04-16,-0.0123236479757121,-0.0123236479757121
2012-04-17,-0.0007990594172992,-0.0007990594172992
2012-04-18,0.0310558854297595,0.0310558854297595
2012-04-19,-0.0032888019628902,-0.0032888019628902
2012-04-20,0.0245398539693511,0.0245398539693511
2012-04-23,0.0079230710609542,0.0079230710609542
2012-04-24,-0.0074557598229694,-0.0074557598229694
2012-04-25,0.0146812317537349,0.0146812317537349
2012-04-26,-0.0036476519471166,-0.0036476519471166
2012-04-27,-0.0025325505198972,-0.0025325505198972
2012-04-30,0.0152997798320393,0.0152997798320393
2012-05-01,-0.0448640251710552,-0.0448640251710552
2012-05-02,-0.0109984431131208,-0.0109984431131208
2012-05-03,-0.0529777986065654,-0.0529777986065654
2012-05-04,-0.0223935615079679,-0.0223935615079679
2012-05-07,-0.004206451419027,-0.004206451419027
2012-05-08,-0.0722071393936236,-0.0722071393936236
2012-05-09,-0.0017032537571964,-0.0017032537571964
2012-05-10,0.0206464618981759,0.0206464618981759
2012-05-11,0.0223543927421861,0.0223543927421861
2012-05-14,-0.0540540582129858,-0.0540540582129858
2012-05-15,-0.0055555197814472,-0.0055555197814472
2012-05-16,-0.0460680907549782,-0.0460680907549782
2012-05-17,-0.0536277830291703,-0.0536277830291703
2012-05-18,0.0102234971739408,0.0102234971739408
2012-05-21,-0.0361532884868137,-0.0361532884868137
2012-05-22,-0.0014921054454069,-0.0014921054454069
2012-05-23,0.0005000114440918,0.0005000114440918
2012-05-24,0.0101334616087387,0.0101334616087387
2012-05-25,-0.0041462968035441,-0.0041462968035441
2012-05-29,-0.0142961023998947,-0.0142961023998947
2012-05-30,-0.0143885341427696,-0.0143885341427696
2012-05-31,-0.0176454998878767,-0.0176454998878767
2012-06-01,-0.0125951071778767,-0.0125951071778767
2012-06-04,0.0101064117961806,0.0101064117961806
2012-06-05,-0.0185332474041727,-0.0185332474041727
2012-06-06,-0.0319403985277317,-0.0319403985277317
2012-06-07,-0.0546536933928739,-0.0546536933928739
2012-06-08,0.0639518098808211,0.0639518098808211
2012-06-11,-0.0346945025195124,-0.0346945025195124
2012-06-12,0.0105030697874504,0.0105030697874504
2012-06-13,-0.0190187058965043,-0.0190187058965043
2012-06-14,0.0121297685732439,0.0121297685732439
2012-06-15,-0.0063888761732314,-0.0063888761732314
2012-06-18,0.0203332737589873,0.0203332737589873
2012-06-19,0.0243429382095045,0.0243429382095045
2012-06-20,0.0366280789450189,0.0366280789450189
2012-06-21,0.0095508238475482,0.0095508238475482
2012-06-22,-0.0273348028913686,-0.0273348028913686
2012-06-25,-0.0292810178270526,-0.0292810178270526
2012-06-26,-0.0002695691963351,-0.0002695691963351
2012-06-27,0.0132576214990399,0.0132576214990399
2012-06-28,0.0080863359594766,0.0080863359594766
2012-06-29,0.0284323920164172,0.0284323920164172
2012-07-02,-0.0002484055039304,-0.0002484055039304
2012-07-03,0.0109290228452622,0.0109290228452622
2012-07-05,0.0063757269252902,0.0063757269252902
2012-07-06,0.0024552489551262,0.0024552489551262
2012-07-09,-0.0063461588597435,-0.0063461588597435
2012-07-10,0.0095099541650292,0.0095099541650292
2012-07-11,-0.0002403781803353,-0.0002403781803353
2012-07-12,-0.009395312103545,-0.009395312103545
2012-07-13,0.0515062910530613,0.0515062910530613
2012-07-16,0.0122684900448324,0.0122684900448324
2012-07-17,-0.0361638376292264,-0.0361638376292264
2012-07-18,0.0023809160505023,0.0023809160505023
2012-07-19,0.0063709403246524,0.0063709403246524
2012-07-20,0.0085267787764779,0.0085267787764779
2012-07-23,0.060925905473647,0.0609259054736469
2012-07-24,-0.0197753049014657,-0.0197753049014657
2012-07-25,-0.007484731910016,-0.007484731910016
2012-07-26,0.023094229355003,0.023094229355003
2012-07-27,0.0228644854322343,0.0228644854322343
2012-07-30,0.0318725204767019,0.0318725204767019
2012-07-31,-0.0052324075008819,-0.0052324075008819
2012-08-01,-0.0090780868612034,-0.0090780868612034
2012-08-02,-0.056920531748802,-0.056920531748802
2012-08-03,-0.0349947290027823,-0.0349947290027823
2012-08-06,-0.0294764667746239,-0.0294764667746239
2012-08-07,0.004269632060876,0.004269632060876
2012-08-08,0.0087640312280547,0.0087640312280547
2012-08-09,0.0321276198405059,0.0321276198405059
2012-08-10,0.0360262347896232,0.0360262347896232
2012-08-13,0.0101587204706102,0.0101587204706102
2012-08-14,0.0058577949469307,0.0058577949469307
2012-08-15,-0.0175324969678524,-0.0175324969678524
2012-08-16,-0.0037777370876735,-0.0037777370876735
2012-08-17,0.0130132787755446,0.0130132787755446
2012-08-20,-0.0157777574327258,-0.0157777574327258
2012-08-21,-0.0051942084141127,-0.0051942084141127
2012-08-22,-0.0002293719086534,-0.0002293719086534
2012-08-23,-0.0130524323041892,-0.0130524323041892
2012-08-24,0.0301330777726837,0.0301330777726837
2012-08-27,-0.0015747962569795,-0.0015747962569795
2012-08-28,0.0065447323819061,0.0065447323819061
2012-08-29,-0.0129032663228091,-0.0129032663228091
2012-08-30,-0.0092949408691664,-0.0092949408691664
2012-08-31,-0.0141165518609503,-0.0141165518609503
2012-09-04,0.0116279069767441,0.0116279069767441
2012-09-05,0.0481076283855221,0.0481076283855221
2012-09-06,0.0103806125608307,0.0103806125608307
2012-09-07,-0.0462227739676547,-0.0462227739676547
2012-09-10,0.0103136538787184,0.0103136538787184
2012-09-11,-0.0089583396911624,-0.0089583396911624
2012-09-12,0.0077779889480432,0.0077779889480432
2012-09-13,0.0071353649884616,0.0071353649884616
2012-09-14,0.0076525906568554,0.0076525906568554
2012-09-17,0.0297291603813362,0.0297291603813362
2012-09-18,0.0134387416142622,0.0134387416142622
2012-09-19,-0.0277018770082324,-0.0277018770082324
2012-09-20,0.001004605919242,0.001004605919242
2012-09-21,-0.0227499376524243,-0.0227499376524243
2012-09-24,-0.0164405926750758,-0.0164405926750758
2012-09-25,-0.0010462279996378,-0.0010462279996378
2012-09-26,0.011574057907457,0.011574057907457
2012-09-27,0.0191752640242429,0.0191752640242429
2012-09-28,0.0028369444513584,0.0028369444513584
2012-10-01,-0.0169999694824216,-0.0169999694824216
2012-10-02,-0.0115830055970083,-0.0115830055970083
2012-10-03,-0.0132945450303858,-0.0132945450303858
2012-10-04,-0.0231628184868465,-0.0231628184868465
2012-10-05,-0.0381300455166869,-0.0381300455166869
2012-10-08,0.0175597169326191,0.0175597169326191
2012-10-09,-0.0163717182738089,-0.0163717182738089
2012-10-10,0.0074357370080034,0.0074357370080034
2012-10-11,-0.0093332926432292,-0.0093332926432292
2012-10-12,0.007638736585245,0.007638736585245
2012-10-15,0.0169491150523411,0.0169491150523411
2012-10-16,0.0257192737075989,0.0257192737075989
2012-10-17,0.0156547039687619,0.0156547039687619
2012-10-18,-0.0010379746514664,-0.0010379746514664
2012-10-19,-0.0257214460494749,-0.0257214460494749
2012-10-22,0.0030049235713655,0.0030049235713655
2012-10-23,0.0073497657787339,0.0073497657787339
2012-10-24,-0.0220840221435654,-0.0220840221435654
2012-10-25,-0.0114942262476979,-0.0114942262476979
2012-10-26,0.0140012995507986,0.0140012995507986
2012-10-31,0.0156989148868028,0.0156989148868028
2012-11-01,-0.0628305731318292,-0.0628305731318292
2012-11-02,0.0150561386279845,0.0150561386279845
2012-11-05,-0.026111979221844,-0.026111979221844
2012-11-06,0.0194746515698179,0.0194746515698179
2012-11-07,0.0042123160250145,0.0042123160250145
2012-11-08,0.0221039296534231,0.0221039296534231
2012-11-09,-0.0329411824544273,-0.0329411824544273
2012-11-12,0.0252910908058751,0.0252910908058751
2012-11-13,-0.0143549539228223,-0.0143549539228223
2012-11-14,-0.0159637632340631,-0.0159637632340631
2012-11-15,-0.0231295554634872,-0.0231295554634872
2012-11-16,-0.008247454141833,-0.008247454141833
2012-11-19,0.001846535689137,0.001846535689137
2012-11-20,0.0121807252121502,0.0121807252121502
2012-11-21,0.0118207611604621,0.0118207611604621
2012-11-23,0.0135586838812674,0.0135586838812674
2012-11-26,0.005667231339488,0.005667231339488
2012-11-27,0.0268468770894918,0.0268468770894918
2012-11-28,0.0105463452410497,0.0105463452410497
2012-11-29,0.0003345677178333,0.0003345677178333
2012-11-30,-0.0244755442406108,-0.0244755442406108
2012-12-03,-0.0032329185848065,-0.0032329185848065
2012-12-04,0.0042603953425328,0.0042603953425328
2012-12-05,-0.0395025573401038,-0.0395025573401038
2012-12-06,0.0144266954656512,0.0144266954656512
2012-12-07,-0.0502215884114906,-0.0502215884114906
2012-12-10,-0.0474324179131663,-0.0474324179131663
2012-12-11,-0.0034765230743931,-0.0034765230743931
2012-12-12,-0.0051229508997643,-0.0051229508997643
2012-12-13,-0.0148607060756513,-0.0148607060756513
2012-12-14,-0.0406315853721216,-0.0406315853721216
2012-12-17,-0.0517241691153898,-0.0517241691153898
2012-12-18,-0.047395600853769,-0.047395600853769
2012-12-19,0.0548839560992544,0.0548839560992544
2012-12-20,-0.0212385596392063,-0.0212385596392063
2012-12-21,0.0113689488588035,0.0113689488588035
2012-12-24,0.016976409173581,0.016976409173581
2012-12-26,-0.0296446616724259,-0.0296446616724259
2012-12-27,-0.0029954162107049,-0.0029954162107049
2012-12-28,0.0164542076330365,0.0164542076330365
2012-12-31,0.0374772227433723,0.0374772227433723
2013-01-02,-0.0171379441266165,-0.0171379441266165
2013-01-03,0.0386133885658177,0.0386133885658177
2013-01-04,-0.0210961049691108,-0.0210961049691108
2013-01-07,-0.0147762558948188,-0.0147762558948188
2013-01-08,0.0368722553317045,0.0368722553317045
2013-01-09,-0.0110024632310761,-0.0110024632310761
2013-01-10,-0.0154958672800656,-0.0154958672800656
2013-01-11,-0.0018907595687595,-0.0018907595687595
2013-01-14,0.0088328494296847,0.0088328494296847
2013-01-15,0.0103158248098272,0.0103158248098272
2013-01-16,0.0555206694174368,0.0555206694174368
2013-01-17,0.0107692571786734,0.0107692571786734
2013-01-18,-0.0047411341204306,-0.0047411341204306
2013-01-22,-0.0036026248646069,-0.0036026248646069
2013-01-23,-0.0169750025647162,-0.0169750025647162
2013-01-24,-0.0177077224794716,-0.0177077224794716
2013-01-25,0.0160713796442614,0.0160713796442614
2013-01-28,0.0033035753336007,0.0033035753336007
2013-01-29,0.0093203794608994,0.0093203794608994
2013-01-30,-0.0133255821354878,-0.0133255821354878
2013-01-31,-0.0045097949458106,-0.0045097949458106
2013-02-01,0.0120078862108826,0.0120078862108826
2013-02-04,0.0046646814423841,0.0046646814423841
2013-02-05,0.0375215875012405,0.0375215875012405
2013-02-06,0.0159495667573456,0.0159495667573456
2013-02-07,0.0018255255758814,0.0018255255758814
2013-02-08,0.0078253011684357,0.0078253011684357
2013-02-11,-0.0341788364933195,-0.0341788364933195
2013-02-12,0.0112570787505971,0.0112570787505971
2013-02-13,0.013536056705089,0.013536056705089
2013-02-14,0.0023875310614087,0.0023875310614087
2013-02-15,-0.022789426340454,-0.022789426340454
2013-02-19,0.0098881083783991,0.0098881083783991
2013-02-20,-0.0364573649819508,-0.0364573649819508
2013-02-21,-0.0101571248792099,-0.0101571248792099
2013-02-22,0.0244321205231734,0.0244321205231734
2013-02-25,-0.0166666949236835,-0.0166666949236835
2013-02-26,-0.0013157837184274,-0.0013157837184274
2013-02-27,0.0,0.0
2013-02-28,-0.0038307020365139,-0.0038307020365139
2013-03-01,0.0314453668790986,0.0314453668790986
2013-03-04,0.0262172503781699,0.0262172503781699
2013-03-05,-0.0162488963094698,-0.0162488963094698
2013-03-06,0.0,0.0
2013-03-07,0.0104350927314163,0.0104350927314163
2013-03-08,-0.0250431904097854,-0.0250431904097854
2013-03-11,0.0010710705605269,0.0010710705605269
2013-03-12,0.0123656353197218,0.0123656353197218
2013-03-13,-0.0118605410468234,-0.0118605410468234
2013-03-14,-0.0277528966769579,-0.0277528966769579
2013-03-15,0.0066654438352025,0.0066654438352025
2013-03-18,-0.0005531451523912,-0.0005531451523912
2013-03-19,-0.0242736239223461,-0.0242736239223462
2013-03-20,0.0139149653915574,0.0139149653915574
2013-03-21,-0.010249706273286,-0.010249706273286
2013-03-22,-0.0120165116375845,-0.0120165116375845
2013-03-25,-0.0259077669990457,-0.0259077669990457
2013-03-26,0.0136107477889517,0.0136107477889517
2013-03-27,-0.0130970052862068,-0.0130970052862068
2013-03-28,-0.011111105327511,-0.011111105327511
2013-04-01,-0.0182214686682204,-0.0182214686682204
2013-04-02,-0.0231948665471528,-0.0231948665471528
2013-04-03,-0.027416987474251,-0.027416987474251
2013-04-04,0.0310704199259839,0.0310704199259839
2013-04-05,0.0163900602286871,0.0163900602286871
2013-04-08,0.0004116167462618,0.0004116167462618
2013-04-09,-0.0082440544539381,-0.0082440544539381
2013-04-10,0.0434783089438857,0.0434783089438857
2013-04-11,0.0121320728950123,0.0121320728950123
2013-04-12,-0.0102584429246695,-0.0102584429246695
2013-04-15,-0.0400721299562116,-0.0400721299562116
2013-04-16,-0.0051208521418019,-0.0051208521418019
2013-04-17,-0.0088678137820468,-0.0088678137820468
2013-04-18,-0.0318887493250979,-0.0318887493250979
2013-04-19,0.0147430659159286,0.0147430659159286
2013-04-22,-0.0024896043565424,-0.0024896043565424
2013-04-23,-0.0087137339625418,-0.0087137339625418
2013-04-24,-0.0002103056337606,-0.0002103056337606
2013-04-25,0.0269592676418792,0.0269592676418792
2013-04-26,-0.003251368632165,-0.003251368632165
2013-04-29,0.0324083922105379,0.0324083922105379
2013-04-30,-0.0153639186047484,-0.0153639186047484
2013-05-01,-0.0333139068414247,-0.0333139068414247
2013-05-02,0.0088459712879235,0.0088459712879235
2013-05-03,0.009288561954078,0.009288561954078
2013-05-06,-0.0070449472877501,-0.0070449472877501
2013-05-07,0.0191699851769604,0.0191699851769604
2013-05-08,-0.0064730878642716,-0.0064730878642716
2013-05-09,-0.0015841946743504,-0.0015841946743504
2013-05-10,-0.0029684883199148,-0.0029684883199148
2013-05-13,0.0077844953338103,0.0077844953338103
2013-05-14,0.0227273035683403,0.0227273035683403
2013-05-15,0.0130121993999759,0.0130121993999759
2013-05-16,-0.0200000176062947,-0.0200000176062947
2013-05-17,0.0190345611877901,0.0190345611877901
2013-05-20,-0.0005796865564614,-0.0005796865564614
2013-05-21,0.0017374547087539,0.0017374547087539
2013-05-22,-0.0275795631101032,-0.0275795631101032
2013-05-23,0.0244980168552939,0.0244980168552939
2013-05-24,0.0017660940778019,0.0017660940778019
2013-05-28,-0.0199999762970266,-0.0199999762970266
2013-05-29,-0.0059928694272443,-0.0059928694272443
2013-05-30,0.0128436557521775,0.0128436557521775
2013-05-31,0.0037931448618525,0.0037931448618525
2013-06-03,0.0129045372178368,0.0129045372178368
2013-06-04,-0.0054890960303889,-0.0054890960303889
2013-06-05,-0.0409333539117279,-0.0409333539117279
2013-06-06,-0.0103327135008595,-0.0103327135008595
2013-06-07,-0.0033229458430259,-0.0033229458430259
2013-06-10,-0.0112383126764097,-0.0112383126764097
2013-06-11,-0.0099240121335722,-0.0099240121335722
2013-06-12,-0.0286623889141492,-0.0286623889141492
