Date,Weighted Industry Change,MG Change
2011-04-18,-0.0183697964933278,0.0090191572421888
2011-04-19,0.008886919539341,-0.0077606036525513
2011-04-20,-0.0028008512549956,-0.0082872715673442
2011-04-21,0.0088130313106119,0.0195530943535553
2011-04-25,0.0016017648529439,0.0032804517735942
2011-04-26,-0.0080305528742482,-0.0070499492597698
2011-04-27,-0.0139922430119159,-0.0065324351524856
2011-04-28,0.0261767072902481,0.0021954400128891
2011-04-29,0.0268700637700413,0.0
2011-05-02,-0.0246602769374905,-0.0087003726330831
2011-05-03,0.0003085944860874,-0.0388571602957589
2011-05-04,-0.0229222769740853,-0.0268017116379841
2011-05-05,0.0108861867505614,-0.008059464818994
2011-05-06,0.0184534346288498,0.000588248757755
2011-05-09,0.0183594082554539,0.0117716754345953
2011-05-10,0.0098327039127504,0.0144675920177021
2011-05-11,-0.0076471497131894,-0.0188571384974888
2011-05-12,-0.0009177475864961,0.0029155186892922
2011-05-13,-0.0293989975452349,-0.0221059369580797
2011-05-16,0.0100557208122446,-0.0107913850049467
2011-05-17,-0.0192030850345197,0.0042760959826253
2011-05-18,0.0039744605108553,0.0127505161248557
2011-05-19,-0.0128596849878164,-0.0095295858270485
2011-05-20,-0.0040034323103134,-0.0012092174520314
2011-05-23,-0.0034595951155949,0.019112292627274
2011-05-24,-0.0115111135953192,-0.009632741814133
2011-05-25,0.0291843880919636,0.0061050297065489
2011-05-26,0.0109652023789917,0.0329268858590215
2011-05-27,0.0098620764214911,-0.0140927634434193
2011-05-31,-0.0024364106298176,0.0253239291382895
2011-06-01,-0.029125074029457,-0.0160918842204276
2011-06-02,0.0085561074505772,-0.0122879455790694
2011-06-03,0.0114241563047351,-0.006016869820708
2011-06-06,-0.0298990148557587,0.0006064420267216
2011-06-07,0.0002611078435687,-0.0066265426399841
2011-06-08,-0.0009026130717401,-0.0079219477133086
2011-06-09,-0.0024552651396095,-0.0006131348380922
2011-06-10,-0.012710252532653,-0.0012368866833212
2011-06-13,-0.0038581340548356,-0.0129789885158281
2011-06-14,0.0180601397171891,0.0012406047998686
2011-06-15,-0.0139025699571884,-0.0294301978190418
2011-06-16,-0.0110402303300559,-0.0180995915845116
2011-06-17,-0.0251844298660174,-0.0222804814867821
2011-06-20,0.0143615741959438,0.0342282041569705
2011-06-21,0.0156294726593305,0.0192926165308739
2011-06-22,-0.005107040813166,-0.0171428862072172
2011-06-23,0.0193600172689292,0.0261780483766283
2011-06-24,-0.0086306503599543,-0.0031645689956499
2011-06-27,0.0079145110506766,0.0114576896714643
2011-06-28,0.013794612429078,0.0131332704707477
2011-06-29,0.0028211837584899,-0.0092138525523498
2011-06-30,0.0129678822486225,0.0043398391701791
2011-07-01,-0.0044260709629142,0.0370142143958822
2011-07-05,0.0053111387220292,-0.0172310760245595
2011-07-06,0.0072329207470455,-0.0091074453420679
2011-07-07,0.0080832186058436,0.0036496024326815
2011-07-08,0.0142770084987709,0.007980304079829
2011-07-11,-0.0184196699977864,-0.0024722444235398
2011-07-12,-0.009936133823922,0.0092995371161431
2011-07-13,0.0018763699629629,0.0066909184567879
2011-07-14,-0.0130303536336499,-0.0024184349040629
2011-07-15,0.0064460919306491,-0.0096211578765187
2011-07-18,-0.0146192282415203,-0.0115360433898091
2011-07-19,0.0132550225335981,0.0048750715691609
2011-07-20,0.0052186373980146,0.0066544887134697
2011-07-21,0.0133407011496287,0.0053795669486228
2011-07-22,0.0064495695759179,-0.0029726063001019
2011-07-25,0.0088798840799592,-0.0041991418418626
2011-07-26,-0.011780112783954,-0.0102719084066942
2011-07-27,-0.0299991960671382,-0.0140844790759882
2011-07-28,-0.0281582163652439,0.0515848300705304
2011-07-29,0.0298852535522259,0.0227817238497704
2011-08-01,-0.0316987821907131,-0.0115674235019757
2011-08-02,-0.0258739751167907,-0.026759800903433
2011-08-03,-0.0087178020680573,0.0263315714042424
2011-08-04,-0.0622819714147553,-0.0147754136449601
2011-08-05,-0.0177740158520843,-0.0124776640181002
2011-08-08,-0.0807380370794168,-0.0266505468175524
2011-08-09,0.0527517067271796,-0.015262516044494
2011-08-10,0.0133841983168792,0.0605515713670841
2011-08-11,0.0532400380240379,-0.0050448515593109
2011-08-12,0.0120561886684861,0.0614868875907403
2011-08-15,0.0192162569495967,0.0030737430602116
2011-08-16,-0.01284458284669,-0.0020628679441871
2011-08-17,-0.0035974201937915,-0.0015407694070279
2011-08-18,-0.047748723567343,-0.0563751169984562
2011-08-19,-0.0176517921929126,0.0137142726353236
2011-08-22,-0.0165392548993284,-0.0165379959842636
2011-08-23,0.0379084526011383,0.077308194237261
2011-08-24,0.0209388239237001,0.0010324496411242
2011-08-25,-0.0315507757207836,-0.0071905184687095
2011-08-26,0.0564713307869925,0.035918821808552
2011-08-29,0.0275572278840026,0.0118988482999679
2011-08-30,0.0254910933839142,0.008357919125793
2011-08-31,-0.0117458497756907,-0.0098038656534657
2011-09-01,-0.0235240281662617,-0.0448939233774694
2011-09-02,-0.009824958135301,0.0094886827459752
2011-09-06,0.0556943997990206,0.038585172521014
2011-09-07,0.0193041174393776,0.0334685532653724
2011-09-08,0.0010030471298992,-0.0009818584653737
2011-09-09,-0.0327150000796202,-0.0231756018140878
2011-09-12,0.0192281734324301,0.0240531878880831
2011-09-13,0.0111999482797851,-0.002974688434082
2011-09-14,0.0139998449308809,-0.0044466479054171
2011-09-15,0.0042815016675316,-0.0093688623089018
2011-09-16,-0.0077785373501906,-0.0148440994879132
2011-09-19,-0.0075783049128758,-0.0010152516238119
2011-09-20,-0.0283305674620269,-0.0523640408058182
2011-09-21,-0.0474277489013311,-0.0188071128420617
2011-09-22,-0.0427325175596363,0.0780182733997523
2011-09-23,0.0232656701472347,0.0037017289999501
2011-09-26,0.0086657888013667,-0.0276761770159008
2011-09-27,-0.005265369337366,-0.0063223885552649
2011-09-28,-0.0474020190366599,-0.038767899373026
2011-09-29,-0.0145771521041749,-0.0146898021079007
2011-09-30,-0.0418061517212205,-0.0178970754946332
2011-10-03,-0.026624141203226,0.0285714285714285
2011-10-04,0.0793598687783408,0.1352412956613062
2011-10-05,0.034634049500896,0.0157248004336945
2011-10-06,0.043997176010262,-0.0183441168980591
2011-10-07,-0.041901801744414,-0.0140844462332501
2011-10-10,0.026401527578021,-0.0240722887025562
2011-10-11,0.0234097965151518,-0.0192973482095837
2011-10-12,0.0147355415053376,0.0260521283374302
2011-10-13,0.0161399503640655,0.0892064753214103
2011-10-14,0.0085650856458837,0.0156180447948618
2011-10-17,-0.0376944145271888,-0.0263736431415262
2011-10-18,0.0077636681611543,0.0121567072892152
2011-10-19,-0.0206560844763052,0.0057624588294645
2011-10-20,0.0042098444719919,0.0101143159433292
2011-10-21,0.0119259230834436,-0.0124517348272838
2011-10-24,0.0350884086022328,-0.0221739229948624
2011-10-25,-0.007803933938301,-0.0013440313488817
2011-10-26,-0.0044332054355658,-0.0167572844434725
2011-10-27,0.0129738184325155,0.0292661662617234
2011-10-28,-0.011765619402766,0.0
2011-10-31,-0.0167778254620143,-0.0175755424790769
2011-11-01,0.0037301392404151,0.0254957035126551
2011-11-02,0.0049017829743473,0.0059010057519156
2011-11-03,0.0385953443163723,0.0186915927515999
2011-11-04,-0.0088528466207562,-0.0124888798257216
2011-11-07,-0.005484223565829,0.0126638974024175
2011-11-08,0.0159065060721457,0.0083995853076822
2011-11-09,-0.0224560379557324,-0.0350090064006611
2011-11-10,-0.0010695546848042,-0.0036934406403339
2011-11-11,0.0251042099799757,0.0059880734038452
2011-11-14,-0.0137335678739616,-0.0122727480801669
2011-11-15,0.028268940230441,0.0547056245651651
2011-11-16,0.0130271453286275,-0.0044247955655664
2011-11-17,-0.0253676016305706,-0.0106904975639463
2011-11-18,-0.0175619040681482,-0.0130512608974031
2011-11-21,0.000421139394141,-0.0148354056259446
2011-11-22,0.0031728991019616,0.0047036867541453
2011-11-23,-0.0283988241814296,-0.0136471019071691
2011-11-25,-0.0112700071405329,-0.0076591599850116
2011-11-28,0.0059700090923228,0.0414508284074382
2011-11-29,0.0071786670720237,0.0258035170161572
2011-11-30,0.0142716615310889,0.0064158054432533
2011-12-01,-0.0034801563319515,-0.0186361932521382
2011-12-02,-0.0187822415330426,0.0055366725148943
2011-12-05,-0.0043889253141965,0.0339196566900135
2011-12-06,-0.0179968969379066,-0.0173177731170767
2011-12-07,-0.0045720617433287,-0.0143973833467198
2011-12-08,-0.0303403281927275,-0.026050376124354
2011-12-09,0.0118251481152865,0.0513373821566303
2011-12-12,-0.0044881749185168,-0.0008268068343162
2011-12-13,-0.0304311423273845,-0.023692807783977
2011-12-14,-0.0247276545083871,0.0143037503592827
2011-12-15,-0.0138614758123025,-0.0167895104885818
2011-12-16,-0.0019527696170596,-0.0096435865223308
2011-12-19,-0.0418457158782116,-0.03839661679822
2011-12-20,0.0391332670810792,-0.0004304876917305
2011-12-21,0.0126324689152844,0.0506055377951595
2011-12-22,0.0364486822060314,0.001643344614953
2011-12-23,0.0029350084738466,0.0085678940233216
2011-12-27,0.0053764630869689,0.0283630002810016
2011-12-28,-0.0298558152765593,0.0149488261064554
2011-12-29,0.0085030164361871,-0.0116278777492989
2011-12-30,0.0046146767499165,0.0015716702153093
2012-01-03,-0.0035072048494662,-0.0627871839320049
2012-01-04,0.0110201811752938,-0.0053520404781924
2012-01-05,0.001997559706028,-0.0078968674532986
2012-01-06,-0.0023710118553249,0.0058699952792122
