Date,Weighted Industry Change,HTBI Change,NFBK Change,AX Change
2011-04-18,0.0097473870388885,0.0,0.012696053985607,0.004654235040011
2011-04-19,-0.0099590524681508,0.0,-0.0278592228667205,-0.001321907310799
2011-04-20,-0.0061944790212511,0.0,-0.0081723816084139,-0.0052355971926773
2011-04-21,0.0166223036583329,0.0,0.0022304795735001,0.0189418650492949
2011-04-25,-0.0085789698192101,0.0,0.0037229353478818,-0.0096524851286026
2011-04-26,0.0271704226617922,0.0,0.026686388519644,0.027290452691651
2011-04-27,0.0205356274836426,0.0,0.0108538168085993,0.0215189363803267
2011-04-28,0.0370739719203887,0.0,0.0179856450952953,0.03900935498428
2011-04-29,-0.0012788273500343,0.0,-0.0070571197758731,0.0
2011-05-02,-0.020373141297644,0.0,-0.0303887029367825,-0.0142857013105529
2011-05-03,-0.0323696013816003,0.0,-0.0131386638911062,-0.0382979354952113
2011-05-04,-0.0108283138952896,0.0,-0.0037257097601214,-0.0192061583183631
2011-05-05,0.0668623848179183,0.0,0.002998462105966,0.0732190383590963
2011-05-06,-0.0105457505168564,0.0,-0.0007369841209747,-0.0135052921018207
2011-05-09,0.0116550222836455,0.0,0.0022222184782772,0.0136901820087764
2011-05-10,0.0071214181226591,0.0,0.0307917365047678,0.0055012316155382
2011-05-11,-0.0063574884591416,0.0,-0.0271622447427988,-0.0042787097929524
2011-05-12,0.0106934734975568,0.0,0.0405604697207645,0.0080049919918369
2011-05-13,0.005265650256111,0.0,-0.0327168417717121,0.0093283345299731
2011-05-16,-0.016966350980065,0.0,-0.0037037304986031,-0.0203704235703068
2011-05-17,0.0235174314426527,0.0,0.0052316468638367,0.0245746909978011
2011-05-18,-0.0172433577396357,0.0,0.0096654778003968,-0.0195958172883809
2011-05-19,-0.0112887357136594,0.0,0.0043891659263468,-0.0235732660255435
2011-05-20,0.0276670826354467,0.0,0.0029346650524061,0.0319897020258958
2011-05-23,-0.0078908028919213,0.0,-0.0059435592969313,-0.0081812530920144
2011-05-24,-0.0156841424088819,0.0,-0.008955308226427,-0.0164870146692884
2011-05-25,-0.0004498056395532,0.0,0.0331824804865471,-0.012919884701511
2011-05-26,-0.0009521450613682,0.0,0.0138686547679293,-0.0052458966364626
2011-05-27,-0.0115628489689843,0.0,-0.0021459190501492,-0.0118577273753022
2011-05-31,0.0048212539684513,0.0,-1.1233924672594802e-16,0.0079893396738917
2011-06-01,-0.011767000660611,0.0,-0.0320740738550977,-0.0072896361324885
2011-06-02,-0.00084084528412,0.0,-0.0080763775534109,0.0013342533735195
2011-06-03,-0.0183077595513398,0.0,-0.0044842973099315,-0.0242750949783741
2011-06-06,-0.003717576377006,0.0,0.0150489167562465,-0.0062197754614397
2011-06-07,-0.0002150140975348,0.0,-0.0014673816057938,0.0006906235633962
2011-06-08,0.0048169984669412,0.0,0.0118342662416493,-0.002083314844855
2011-06-09,-0.0214054357317008,0.0,0.0007272390429089,-0.0249480667178111
2011-06-10,-0.0113112212916848,0.0,-0.022545480657913,-0.007127543100404
2011-06-13,-0.0028695240220307,0.0,-0.0029541719465026,-0.002853132255441
2011-06-14,0.009267642155156,0.0,0.010972914815867,0.0085227191910024
2011-06-15,-0.0185517568718189,0.0,-0.0190615838653583,-0.0184528194511113
2011-06-16,0.0578945924504403,0.0,0.0313432293384815,0.0693641638412457
2011-06-17,-0.0355695187927934,0.0,0.0050395559873767,-0.0543623816563747
2011-06-20,0.0055642517559804,0.0,0.0064794704073939,0.0049928454021879
2011-06-21,0.0311948607829828,0.0,0.0,0.043692801801806
2011-06-22,-0.0079406769986874,0.0,-0.0100143208012604,-0.0067842218010986
2011-06-23,0.0199738370077033,0.0,0.0226939251556102,0.0186980931862675
2011-06-24,0.0121645491057799,0.0,0.0064239718269266,0.0130048280987316
2011-06-27,0.0052171788642233,0.0,0.0114286162075916,0.0013504053695275
2011-06-28,-0.0074304393363053,0.0,-0.0106007828898848,-0.0026917875354763
2011-06-29,-0.0178757827467991,0.0,-0.0035486415137123,-0.0201341774994041
2011-06-30,-0.0090717562094352,0.0,0.0014244354526241,-0.0123372380598537
2011-07-01,0.0231420009434055,0.0,-0.0007117108332407,0.031315227059769
2011-07-05,-0.0079644694596648,0.0,0.0093189483588931,-0.0108035649259332
2011-07-06,0.0071453551524796,0.0,0.0064469804882737,0.0075342228632305
2011-07-07,0.0124385827446021,0.0,0.0078292000652099,0.0162382090073443
2011-07-08,0.0171810103919178,0.0,0.0100573897882507,0.0195813608127186
2011-07-11,-0.0047843460566437,0.0,0.0050359305753849,-0.008592208424165
2011-07-12,0.0020466746733536,0.0,0.0007162992190958,0.002670288167537
2011-07-13,0.0094136843196242,0.0,0.012912556561238,0.0073382663129526
2011-07-14,-0.0070870002736135,0.0,-0.0063740213574721,-0.0072848084485185
2011-07-15,-0.0022196937225676,0.0,0.0014235168913721,-0.0040026328791537
2011-07-18,-0.004983874931424,0.0,0.0035612792169836,-0.0106951769387781
2011-07-19,0.0122126047222141,0.0,0.0148304832518461,0.0107599091219558
2011-07-20,-0.0122328909067763,0.0,-0.0208914223871233,-0.0066666920979818
2011-07-21,0.0053571423660905,0.0,-0.0070471729609863,0.0067069337688211
2011-07-22,-0.0090075390034643,0.0,-0.0063784443115699,-0.0093085334892186
2011-07-25,-0.0463098101300167,0.0,0.0079536454458204,-0.0548409204138468
2011-07-26,-0.019878011409511,0.0,-0.0242856422024136,-0.0185316664402001
2011-07-27,-0.0096150041657331,0.0,-0.0131964585020433,-0.0079942302704817
2011-07-28,0.013603757906716,0.0,0.0253730571355313,0.0051169366420068
2011-07-29,0.0191445890417215,0.0,0.0125646829411071,0.0256410543041034
2011-08-01,-0.0059097711140106,0.0,-0.0028943188790678,-0.0071174647766674
2011-08-02,-0.0147693543852543,0.0,0.0007326648554732,-0.0646282337030881
2011-08-03,0.0194498947337169,0.0,0.0116533591911424,0.0297176535955895
2011-08-04,-0.0096388434895216,0.0,-0.0160000373641681,-0.0058479475088743
2011-08-05,-0.0221677907229242,0.0,-0.0342315842770567,-0.015294908337517
2011-08-08,-0.0576318868965476,0.0,-0.0179828025786194,-0.084506998442591
2011-08-09,0.0645583924222061,0.0,0.0883279938287334,0.0526315464334356
2011-08-10,-0.0450486242438824,0.0,-0.0952380667961373,-0.0188976200568975
2011-08-11,0.0891566001617897,0.0,0.0655201039296196,0.097744373841474
2011-08-12,-0.023885414984474,0.0,-0.0444785214702191,-0.0197952197545599
2011-08-15,0.0005014511656395,0.0,0.0190779759956871,-0.0055172361176589
2011-08-16,-0.0261208131771237,0.0,0.0071089927188545,-0.0371409018671164
2011-08-17,0.0256231206485911,0.0,0.0195312863384892,0.0269461541618855
2011-08-18,-0.0222815545114719,0.0,-0.0394944392203263,-0.0142108887067769
2011-08-19,0.0191134763930989,0.0,0.0308333560963806,0.0115384321946364
2011-08-22,0.00255922641072,0.0,-0.0188087465326799,0.0068441182660619
2011-08-23,0.0676565943166274,0.0,0.0774141420785285,0.0605601959443357
2011-08-24,0.0202880737696601,0.0,0.0208333644417248,0.0171674343813382
2011-08-25,-0.0396598450026452,0.0,-0.0549530662654164,-0.0292682972215315
2011-08-26,0.0075164816383929,0.0,0.0332817464899288,-0.012847987311571
2011-08-29,0.039380672165178,0.0,0.0395227104434178,0.039045550602456
2011-08-30,0.0020417697503244,0.0,-0.002166061355091,0.014502765523882
2011-08-31,-0.0324548727229319,0.0,-0.0259927362610919,-0.0360298933784337
2011-09-01,0.002012642569094,0.0,-0.0598669605519345,0.0287114744453011
2011-09-02,-0.0188201694545049,0.0,-0.0256615813578422,-0.0153846338527568
2011-09-06,0.0007198889115548,0.0,0.0347163195408557,-0.0116025995543665
2011-09-07,0.0171218676431333,0.0,0.0209003229266754,0.0129870353271663
2011-09-08,-0.0234766941127082,0.0,-0.0230158693078843,-0.0237239343872064
2011-09-09,-0.0311444973549958,0.0,-0.0262725713230576,-0.0340236703085926
2011-09-12,0.0233636994546676,0.0,0.027350418554177,0.0162664632555411
2011-09-13,-6.035672166854598e-05,0.0,0.0091059817189259,-0.0113378400393291
2011-09-14,0.031230526888807,0.0,0.0355986799291469,0.02661599936296
2011-09-15,0.0102876707057638,0.0,0.0154918745565129,0.0029304002176473
2011-09-16,0.0048162110496784,0.0,-0.0022727233566693,0.0123367256595215
2011-09-19,0.0018240001747166,0.0,0.0047022914850326,-0.0021930326006028
2011-09-20,-0.0264350367458178,0.0,-0.033846130096278,-0.0227105842202038
2011-09-21,-0.0360908747043964,0.0,-0.0451306707694484,-0.0284857653743879
2011-09-22,0.012148078138115,0.0,0.0410959359159572,0.005533648269522
2011-09-23,0.0081562394595788,0.0,0.0246102940240326,-0.0007861814993634
2011-09-26,0.0312530733226511,0.0,0.0295290429963367,0.032721456995186
2011-09-27,0.0172877471977404,0.0,0.0136158124335537,0.02137402479524
2011-09-28,-0.024818787662068,0.0,-0.0395227104434177,-0.0141474705688869
2011-09-29,0.0018413138523699,0.0,0.0030233926881163,0.0007407576949508
2011-09-30,0.0133365624762727,0.0,0.0184615067950374,0.0082396744220268
2011-10-03,-0.0333646474403299,0.0,-0.0214395416440267,-0.041353397206566
2011-10-04,0.0818235148484974,0.0,0.0934800598895913,0.0736676773920147
2011-10-05,-0.0377385645874885,0.0,-0.040143427751392,-0.0234260394142569
2011-10-06,0.0098130766813461,0.0,0.0029962161709285,0.0158371066758783
2011-10-07,-0.0226986016299726,0.0,-0.0301885957985797,-0.0133630513442807
2011-10-10,0.0403556762738937,0.0,0.0490271522775438,0.0274481344063916
