Date,Weighted Industry Change,OSK Change
2011-04-18,0.004514039360375,0.004514039360375
2011-04-19,0.0041654087207993,0.0041654087207993
2011-04-20,-0.0107308276333221,-0.0107308276333221
2011-04-21,0.0159883492053566,0.0159883492053566
2011-04-25,-0.0133902400694517,-0.0133902400694517
2011-04-26,0.0131767140212905,0.0131767140212905
2011-04-27,0.0016920861489048,0.0016920861489048
2011-04-28,-0.0614492444024569,-0.0614492444024569
2011-04-29,-0.0121684679854055,-0.0121684679854055
2011-05-02,-0.0208596668819163,-0.0208596668819163
2011-05-03,0.0143089604571581,0.0143089604571581
2011-05-04,-0.0202246924071176,-0.0202246924071176
2011-05-05,0.0102377628438794,0.0102377628438794
2011-05-06,-0.0170363444631099,-0.0170363444631099
2011-05-09,0.0003283520946696,0.0003283520946696
2011-05-10,0.0065574020635885,0.0065574020635885
2011-05-11,-0.0156965187519254,-0.0156965187519254
2011-05-12,0.002666664123535,0.002666664123535
2011-05-13,-0.0235880725190417,-0.0235880725190417
2011-05-16,-0.0064736126605837,-0.0064736126605837
2011-05-17,-0.0182758857463966,-0.0182758857463966
2011-05-18,0.0073683889288652,0.0073683889288652
2011-05-19,-0.0083131857114684,-0.0083131857114684
2011-05-20,-0.0101612090478093,-0.0101612090478093
2011-05-23,-0.0204888461925562,-0.0204888461925562
2011-05-24,-0.0087559201916897,-0.0087559201916897
2011-05-25,0.0096189501397346,0.0096189501397346
2011-05-26,-0.001836182074957,-0.001836182074957
2011-05-27,0.0149744984414846,0.0149744984414846
2011-05-31,-0.0078796315456061,-0.0078796315456061
2011-06-01,-0.0245487468031255,-0.0245487468031255
2011-06-02,-0.0011111365424261,-0.0011111365424261
2011-06-03,0.0,0.0
2011-06-06,-0.0139412519393294,-0.0139412519393294
2011-06-07,0.0102466965409815,0.0102466965409815
2011-06-08,-0.0064247231605183,-0.0064247231605183
2011-06-09,0.0079696046084438,0.0079696046084438
2011-06-10,-0.0196448267436369,-0.0196448267436369
2011-06-13,0.0,0.0
2011-06-14,-0.003424663251003,-0.003424663251003
2011-06-15,-0.0023156876223745,-0.0023156876223745
2011-06-16,-0.0058094353331979,-0.0058094353331979
2011-06-17,0.0161974574373648,0.0161974574373648
2011-06-20,0.0147859591239615,0.0147859591239615
2011-06-21,0.0384761991954985,0.0384761991954985
2011-06-22,0.0080704076121542,0.0080704076121542
2011-06-23,0.0214259301900528,0.0214259301900528
2011-06-24,-0.0017985337565724,-0.0017985337565724
2011-06-27,0.0061261288754574,0.0061261288754574
2011-06-28,0.0035752729325947,0.0035752729325947
2011-06-29,0.0003539904028969,0.0003539904028969
2011-06-30,0.0229763024918643,0.0229763024918643
2011-07-01,0.0533887480701662,0.0533887480701662
2011-07-05,-0.0118253303535972,-0.0118253303535972
2011-07-06,-0.0033701168017315,-0.0033701168017315
2011-07-07,-0.0112495876786553,-0.0112495876786553
2011-07-08,0.0031123084592837,0.0031123084592837
2011-07-11,-0.0125786046580813,-0.0125786046580813
2011-07-12,0.004159973144531,0.004159973144531
2011-07-13,-0.0072715633366697,-0.0072715633366697
2011-07-14,-0.0114540441252329,-0.0114540441252329
2011-07-15,-0.0115089706665276,-0.0115089706665276
2011-07-18,-0.0205345848060162,-0.0205345848060162
2011-07-19,-0.0006587765929375,-0.0006587765929375
2011-07-20,0.00163991947473,0.00163991947473
2011-07-21,-0.0009790724508632,-0.0009790724508632
2011-07-22,-0.0217815367785614,-0.0217815367785614
2011-07-25,0.0227729501432106,0.0227729501432106
2011-07-26,-0.0174170450650754,-0.0174170450650754
2011-07-27,-0.0338812561884058,-0.0338812561884058
2011-07-28,0.0129870009233302,0.0129870009233302
2011-07-29,0.0134748847198943,0.0134748847198943
2011-08-01,-0.0100725222833962,-0.0100725222833962
2011-08-02,-0.0185567324923486,-0.0185567324923486
2011-08-03,-0.0211059514026256,-0.0211059514026256
2011-08-04,-0.0705156608113837,-0.0705156608113837
2011-08-05,-0.0093371037454291,-0.0093371037454291
2011-08-08,-0.071288139236074,-0.071288139236074
2011-08-09,-0.0581516524363208,-0.0581516524363208
2011-08-10,-0.0227144526981889,-0.0227144526981889
2011-08-11,0.0414507356688343,0.0414507356688343
2011-08-12,-0.0059685625898048,-0.0059685625898048
2011-08-15,0.0237197063155966,0.0237197063155966
2011-08-16,-0.0324467408381824,-0.0324467408381824
2011-08-17,-0.018599570011848,-0.018599570011848
2011-08-18,-0.0490762353606584,-0.0490762353606584
2011-08-19,-0.0098948575545574,-0.0098948575545574
2011-08-22,-0.0152068121580709,-0.0152068121580709
2011-08-23,0.0601227911322092,0.0601227911322092
2011-08-24,0.0533952467055338,0.0533952467055338
2011-08-25,-0.0420764252741421,-0.0420764252741421
2011-08-26,0.0517837496741978,0.0517837496741978
2011-08-29,0.053030279573142,0.053030279573142
2011-08-30,-0.0020650962206632,-0.0020650962206632
2011-08-31,0.0097285519728068,0.0097285519728068
2011-09-01,-0.0289781236712438,-0.0289781236712438
2011-09-02,-0.0306946528913023,-0.0306946528913023
2011-09-06,0.0182961520304102,0.0182961520304102
2011-09-07,0.0434304004939183,0.0434304004939183
2011-09-08,-0.0282817872528653,-0.0282817872528653
2011-09-09,-0.0344827000928638,-0.0344827000928638
2011-09-12,0.0126218766209181,0.0126218766209181
2011-09-13,0.0253950778993718,0.0253950778993718
2011-09-14,0.0695128859301148,0.0695128859301148
2011-09-15,0.0171457465403938,0.0171457465403938
2011-09-16,-0.0172244284806203,-0.0172244284806203
2011-09-19,-0.0128270909664385,-0.0128270909664385
2011-09-20,-0.0403309555579882,-0.0403309555579882
2011-09-21,-0.0779989645528647,-0.0779989645528647
2011-09-22,-0.0200607847052213,-0.0200607847052213
2011-09-23,0.0037360756716248,0.0037360756716248
2011-09-26,0.0354306593751658,0.0354306593751658
2011-09-27,-0.0125571469723127,-0.0125571469723127
2011-09-28,-0.0700746309044819,-0.0700746309044819
2011-09-29,-0.0114181871200778,-0.0114181871200778
2011-09-30,-0.0217526648943774,-0.0217526648943774
2011-10-03,-0.0668810256653687,-0.0668810256653687
2011-10-04,0.0665732150518808,0.0665732150518808
2011-10-05,0.0557743040836911,0.0557743040836911
2011-10-06,0.0709838938297983,0.0709838938297983
2011-10-07,-0.0370156890172465,-0.0370156890172465
2011-10-10,0.0322013606274777,0.0322013606274777
2011-10-11,0.0497997065499795,0.0497997065499795
2011-10-12,0.0010811058250632,0.0010811058250632
2011-10-13,-0.0081565863789374,-0.0081565863789374
2011-10-14,0.021436206956119,0.021436206956119
2011-10-17,-0.0373488155325,-0.0373488155325
2011-10-18,0.0451577781068536,0.0451577781068536
2011-10-19,-0.0254018483779529,-0.0254018483779529
2011-10-20,-0.0274841678470823,-0.0274841678470823
2011-10-21,0.0607675573422093,0.0607675573422093
2011-10-24,0.0124378107092215,0.0124378107092215
2011-10-25,-0.0257044226164223,-0.0257044226164223
2011-10-26,0.0024900018551052,0.0024900018551052
2011-10-27,0.0482330565006019,0.0482330565006019
2011-10-28,0.0041284475109012,0.0041284475109012
2011-10-31,-0.0206572132614639,-0.0206572132614639
2011-11-01,-0.0345654976472215,-0.0345654976472215
2011-11-02,-0.0249266052959036,-0.0249266052959036
2011-11-03,0.0064102148109007,0.0064102148109007
2011-11-04,0.0512948551075196,0.0512948551075196
2011-11-07,-0.0137376081071802,-0.0137376081071802
2011-11-08,0.0388625440757977,0.0388625440757977
2011-11-09,-0.0146850480496436,-0.0146850480496436
2011-11-10,-0.0108491245899875,-0.0108491245899875
2011-11-11,0.0319099165752,0.0319099165752
2011-11-14,-0.0068965341853,-0.0068965341853
2011-11-15,0.0228864911074435,0.0228864911074435
2011-11-16,0.0009284377699642,0.0009284377699642
2011-11-17,-0.033053961806497,-0.033053961806497
2011-11-18,-0.0095465754489735,-0.0095465754489735
2011-11-21,-0.0294261153546526,-0.0294261153546526
2011-11-22,-0.0142059255354028,-0.0142059255354028
2011-11-23,-0.040795013201306,-0.040795013201306
2011-11-25,-0.0082057724422565,-0.0082057724422565
2011-11-28,0.0200952443776587,0.0200952443776587
2011-11-29,-0.0118556467401493,-0.0118556467401493
2011-11-30,0.0234414582836676,0.0234414582836676
2011-12-01,0.0137187990562879,0.0137187990562879
2011-12-02,-0.0052231104364848,-0.0052231104364848
2011-12-05,-0.0186741184456372,-0.0186741184456372
2011-12-06,0.0052530420342648,0.0052530420342648
2011-12-07,0.0168269420340222,0.0168269420340222
2011-12-08,-0.0290338221659328,-0.0290338221659328
2011-12-09,0.038386827913315,0.038386827913315
2011-12-12,-0.0038023682306803,-0.0038023682306803
2011-12-13,-0.0604629514422556,-0.0604629514422556
2011-12-14,0.0136500779091138,0.0136500779091138
2011-12-15,0.0322896198712129,0.0322896198712129
2011-12-16,-0.0060747272469126,-0.0060747272469126
2011-12-19,-0.0201594142856924,-0.0201594142856924
2011-12-20,0.0218502700303746,0.0218502700303746
2011-12-21,0.0054869194000896,0.0054869194000896
2011-12-22,0.0176390492484131,0.0176390492484131
2011-12-23,0.0066342155896094,0.0066342155896094
2011-12-27,-0.0225663814280285,-0.0225663814280285
2011-12-28,-0.0389669516195439,-0.0389669516195439
2011-12-29,0.0042353012982536,0.0042353012982536
