Date,Weighted Industry Change,TRN Change
2011-04-18,-0.0223687542504208,-0.0223687542504208
2011-04-19,0.0227537461265092,0.0227537461265092
2011-04-20,-0.008923570072255,-0.008923570072255
2011-04-21,0.0229499121494726,0.0229499121494726
2011-04-25,0.0049248122235488,0.0049248122235488
2011-04-26,0.0005380581141252,0.0005380581141252
2011-04-27,0.0126140727275364,0.0126140727275364
2011-04-28,-0.0400317916874682,-0.0400317916874682
2011-04-29,0.0011061736991635,0.0011061736991635
2011-05-02,-0.0349381308412303,-0.0349381308412303
2011-05-03,-0.0154152931058109,-0.0154152931058109
2011-05-04,-0.0313771255648441,-0.0313771255648441
2011-05-05,0.0012117310136925,0.0012117310136925
2011-05-06,-0.0192706668352755,-0.0192706668352755
2011-05-09,0.0171997924682607,0.0171997924682607
2011-05-10,0.033903322310955,0.033903322310955
2011-05-11,-0.0507890830599262,-0.0507890830599262
2011-05-12,0.0072749542414292,0.0072749542414292
2011-05-13,-0.0276192868297057,-0.0276192868297057
2011-05-16,-0.0055935946372359,-0.0055935946372359
2011-05-17,-0.0091743472969399,-0.0091743472969399
2011-05-18,0.0365543779172064,0.0365543779172064
2011-05-19,-0.0036889138427072,-0.0036889138427072
2011-05-20,-0.0123685944868358,-0.0123685944868358
2011-05-23,-0.0076947977679906,-0.0076947977679906
2011-05-24,-0.0073836998803601,-0.0073836998803601
2011-05-25,0.0400260051094641,0.0400260051094641
2011-05-26,0.0228768637515483,0.0228768637515483
2011-05-27,0.0344403423993353,0.0344403423993353
2011-05-31,0.0102820204656648,0.0102820204656648
2011-06-01,-0.0484813178570661,-0.0484813178570661
2011-06-02,0.0082924294986048,0.0082924294986048
2011-06-03,-0.0028046001684196,-0.0028046001684196
2011-06-06,-0.013174403702249,-0.013174403702249
2011-06-07,-0.0207351773221305,-0.0207351773221305
2011-06-08,0.0170363831394025,0.0170363831394025
2011-06-09,-0.0018927085715204,-0.0018927085715204
2011-06-10,-0.0264162579437059,-0.0264162579437059
2011-06-13,-0.0045632330390369,-0.0045632330390369
2011-06-14,0.022573361502619,0.022573361502619
2011-06-15,-0.0054330694327611,-0.0054330694327611
2011-06-16,-0.0003215981262436,-0.0003215981262436
2011-06-17,-0.0132869337189592,-0.0132869337189592
2011-06-20,0.0228884948236449,0.0228884948236449
2011-06-21,0.0290806622108379,0.0290806622108379
2011-06-22,0.007014402730265,0.007014402730265
2011-06-23,0.0092879957834181,0.0092879957834181
2011-06-24,-0.0196078765591666,-0.0196078765591666
2011-06-27,0.0050062456837886,0.0050062456837886
2011-06-28,0.0210006281263642,0.0210006281263642
2011-06-29,0.0075008065960359,0.0075008065960359
2011-06-30,0.0334815139970947,0.0334815139970947
2011-07-01,0.0325086615045822,0.0325086615045822
2011-07-05,0.008368190014676,0.008368190014676
2011-07-06,0.0174902822571361,0.0174902822571361
2011-07-07,0.0064900146621746,0.0064900146621746
2011-07-08,0.022508931140117,0.022508931140117
2011-07-11,-0.0147783344094178,-0.0147783344094178
2011-07-12,-0.0310750684021163,-0.0310750684021163
2011-07-13,-0.0020086082341228,-0.0020086082341228
2011-07-14,-0.0234152006082359,-0.0234152006082359
2011-07-15,0.0,0.0
2011-07-18,-0.031003172349879,-0.031003172349879
2011-07-19,0.0205724952454255,0.0205724952454255
2011-07-20,0.0023141779552803,0.0023141779552803
2011-07-21,-0.0005729667459208,-0.0005729667459208
2011-07-22,0.0002872302630798,0.0002872302630798
2011-07-25,0.0187243546983658,0.0187243546983658
2011-07-26,0.0086033728637535,0.0086033728637535
2011-07-27,-0.0445665871739727,-0.0445665871739727
2011-07-28,-0.029759987168027,-0.029759987168027
2011-07-29,0.0013445122518657,0.0013445122518657
2011-08-01,-0.029595489713265,-0.029595489713265
2011-08-02,-0.0649931207291536,-0.0649931207291536
2011-08-03,-0.0132303741676857,-0.0132303741676857
2011-08-04,-0.0562952084019215,-0.0562952084019215
2011-08-05,-0.0344009758333742,-0.0344009758333742
2011-08-08,-0.0455706808787486,-0.0455706808787486
2011-08-09,0.0678039526596853,0.0678039526596853
2011-08-10,0.008040641695162,0.008040641695162
2011-08-11,0.0402010189626276,0.0402010189626276
2011-08-12,-0.0135458760261447,-0.0135458760261447
2011-08-15,0.0347028606917725,0.0347028606917725
2011-08-16,-0.0273117428400221,-0.0273117428400221
2011-08-17,-0.036638728484401,-0.036638728484401
2011-08-18,-0.0550341584312846,-0.0550341584312845
2011-08-19,-0.0211397305011719,-0.0211397305011719
2011-08-22,-0.0466485062730269,-0.0466485062730269
2011-08-23,0.0517160460827494,0.0517160460827494
2011-08-24,0.1122037841865138,0.1122037841865138
2011-08-25,-0.0484969773474137,-0.0484969773474137
2011-08-26,0.0519149249913446,0.0519149249913446
2011-08-29,0.0517991404051084,0.0517991404051084
2011-08-30,0.0113421400512952,0.0113421400512952
2011-08-31,0.019607814309729,0.019607814309729
2011-09-01,-0.0408609968141621,-0.0408609968141621
2011-09-02,-0.0212681260778136,-0.0212681260778136
2011-09-06,0.0282820544936457,0.0282820544936457
2011-09-07,0.0572000276799624,0.0572000276799624
2011-09-08,-0.0233358975060632,-0.0233358975060632
2011-09-09,-0.0246032320916035,-0.0246032320916035
2011-09-12,0.038253572296068,0.038253572296068
2011-09-13,0.040432373728375,0.040432373728375
2011-09-14,0.011018178454389,0.011018178454389
2011-09-15,0.0025925925562509,0.0025925925562509
2011-09-16,-0.0055126234481323,-0.0055126234481323
2011-09-19,0.0030510480677487,0.0030510480677487
2011-09-20,-0.0461596923796482,-0.0461596923796482
2011-09-21,-0.0792078896268128,-0.0792078896268128
2011-09-22,-0.0203528143886499,-0.0203528143886499
2011-09-23,0.0065055759793511,0.0065055759793511
2011-09-26,0.0515275769270101,0.0515275769270101
2011-09-27,-0.0012658546223423,-0.0012658546223423
2011-09-28,-0.0569379839720816,-0.0569379839720816
2011-09-29,-0.012548728739481,-0.012548728739481
2011-09-30,-0.0416293453115859,-0.0416293453115859
2011-10-03,-0.054079675527728,-0.054079675527728
2011-10-04,0.1037832270675769,0.1037832270675769
2011-10-05,0.0477072877425055,0.0477072877425055
2011-10-06,0.0505318930309364,0.0505318930309364
2011-10-07,-0.0298445182949197,-0.0298445182949197
2011-10-10,0.0305184258108102,0.0305184258108102
2011-10-11,0.0221673920540581,0.0221673920540581
2011-10-12,0.0166534481436466,0.0166534481436466
2011-10-13,0.0019802129791299,0.0019802129791299
2011-10-14,0.0247200115100068,0.0247200115100068
2011-10-17,-0.0511169824100449,-0.0511169824100449
2011-10-18,0.0610534199055574,0.0610534199055574
2011-10-19,-0.0248213884681502,-0.0248213884681502
2011-10-20,0.0366936727502836,0.0366936727502836
2011-10-21,-0.0102676927234986,-0.0102676927234986
2011-10-24,0.0268481330129609,0.0268481330129609
2011-10-25,-0.0157649450218887,-0.0157649450218887
2011-10-26,-0.0200218001247594,-0.0200218001247594
2011-10-27,0.0127297896882934,0.0127297896882934
2011-10-28,-0.0021060550477484,-0.0021060550477484
2011-10-31,-0.0257234577558067,-0.0257234577558067
2011-11-01,0.002713178095569,0.002713178095569
2011-11-02,-0.0101772139814311,-0.0101772139814311
2011-11-03,0.0398807130437942,0.0398807130437942
2011-11-04,0.032469913061935,0.032469913061935
2011-11-07,0.0134752034235813,0.0134752034235813
2011-11-08,0.0392634152479877,0.0392634152479877
2011-11-09,-0.0354782340739998,-0.0354782340739998
2011-11-10,0.0073813706296207,0.0073813706296207
2011-11-11,0.0177716356990787,0.0177716356990787
2011-11-14,-0.0067249110424267,-0.0067249110424267
